pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
52.389673,-19.319303,10.270814,39.982792,-20.480969,16.333980
52.335979,-19.188608,10.291118,39.610767,-20.356331,16.368613
52.280535,-19.059119,10.311653,39.242609,-20.233147,16.403175
52.223339,-18.930835,10.332419,38.878317,-20.111416,16.437665
52.164393,-18.803758,10.353418,38.517893,-19.991139,16.472084
52.103697,-18.677886,10.374648,38.161335,-19.872315,16.506432
52.041251,-18.553220,10.396111,37.808645,-19.754944,16.540708
51.977055,-18.429760,10.417804,37.459823,-19.639027,16.574914
51.911112,-18.307505,10.439730,37.114868,-19.524563,16.609047
51.843422,-18.186457,10.461888,36.773783,-19.411552,16.643110
51.773988,-18.066615,10.484277,36.436568,-19.299994,16.677101
51.702814,-17.947978,10.506899,36.103224,-19.189890,16.711021
51.629903,-17.830548,10.529752,35.773754,-19.081239,16.744869
51.555261,-17.714324,10.552838,35.448159,-18.974042,16.778646
51.478895,-17.599307,10.576156,35.126443,-18.868298,16.812352
51.400812,-17.485496,10.599706,34.808608,-18.764007,16.845987
51.321021,-17.372893,10.623488,34.494658,-18.661170,16.879550
51.239534,-17.261497,10.647503,34.184596,-18.559786,16.913042
51.156364,-17.151308,10.671751,33.878429,-18.459855,16.946462
51.071525,-17.042328,10.696232,33.576160,-18.361378,16.979811
50.985033,-16.934557,10.720947,33.277796,-18.264355,17.013089
50.896908,-16.827996,10.745895,32.983343,-18.168784,17.046296
50.807169,-16.722645,10.771078,32.692807,-18.074668,17.079431
50.715840,-16.618505,10.796494,32.406197,-17.982005,17.112495
50.622948,-16.515577,10.822146,32.123521,-17.890795,17.145487
50.528519,-16.413862,10.848033,31.844787,-17.801039,17.178408
50.432585,-16.313361,10.874156,31.570005,-17.712736,17.211258
50.335180,-16.214076,10.900515,31.299186,-17.625887,17.244037
50.236341,-16.116007,10.927112,31.032340,-17.540491,17.276744
50.136107,-16.019157,10.953946,30.769480,-17.456548,17.309380
50.034522,-15.923527,10.981018,30.510618,-17.374059,17.341945
49.931633,-15.829119,11.008330,30.255767,-17.293023,17.374438
49.827489,-15.735934,11.035882,30.004943,-17.213439,17.406860
49.722144,-15.643975,11.063675,29.758160,-17.135309,17.439210
49.615655,-15.553243,11.091709,29.515434,-17.058631,17.471490
49.508083,-15.463742,11.119986,29.276781,-16.983405,17.503697
49.399492,-15.375474,11.148508,29.042220,-16.909631,17.535834
49.289950,-15.288440,11.177274,28.811770,-16.837309,17.567899
49.179529,-15.202645,11.206286,28.585448,-16.766439,17.599893
49.068304,-15.118091,11.235546,28.363276,-16.697019,17.631816
48.956353,-15.034781,11.265054,28.145275,-16.629050,17.663667
48.843758,-14.952719,11.294812,27.931465,-16.562531,17.695447
48.730606,-14.871907,11.324821,27.721870,-16.497462,17.727156
48.616984,-14.792350,11.355083,27.516511,-16.433841,17.758793
48.502985,-14.714051,11.385600,27.315414,-16.371669,17.790359
