pt1_dltres,pt2_dltres,pt3_dltres
7.473228,4.801832,3.389744
7.599234,2.379420,4.511574
9.017655,4.079880,6.335705
8.189804,1.456189,8.349581
9.033191,0.472860,7.081705
8.596318,6.200981,6.992169
5.305359,6.565526,8.346161
4.884090,2.990190,9.121576
5.098601,2.924263,8.790851
6.624508,4.684093,8.277673
7.428057,6.163785,9.869758
2.808601,7.267081,8.418258
3.334958,7.024211,8.869672
2.823208,5.204631,6.500749
5.749964,7.042649,7.357992
5.483384,3.633142,5.187446
4.819320,7.209788,5.264466
3.448540,9.646570,5.405660
2.268519,7.683511,5.331474
5.108690,11.726637,9.702028
4.210847,6.716458,8.379172
2.714208,6.683078,7.335588
2.810405,7.513312,7.533246
3.875709,9.077789,5.674923
2.387793,7.815877,4.595284
2.448160,7.294339,3.999088
4.706113,8.026099,7.887006
6.277323,7.458833,9.650945
6.893219,8.876789,7.534160
8.294092,9.517908,8.535784
7.518590,7.244660,8.712509
7.631903,6.578784,8.215072
8.038287,4.875715,6.753492
8.910416,6.374824,5.795875
9.436959,7.305895,7.022981
8.945892,6.636510,7.045175
8.762729,6.579042,8.493999
6.986134,4.529365,6.618334
7.576788,6.435721,4.049622
9.916121,5.525298,5.114000
11.976952,7.020293,4.388125
5.340895,7.403845,4.084255
7.032958,7.191401,5.542212
8.458249,7.813679,6.816561
8.415199,5.185795,7.318773
7.055157,8.027139,6.676156
6.972390,4.612301,6.303072
6.941842,9.784525,6.307169
5.048145,3.976628,5.669135
6.333987,2.859130,7.736693
8.471096,2.843457,11.004148
4.036920,4.639330,6.445808
7.370706,4.119152,6.271924
7.691554,0.969508,6.467067
8.869434,1.842389,6.536785
6.878575,2.249395,5.713461
9.382718,1.782513,5.099331
9.539236,3.625896,6.561680
9.693519,2.128013,4.991004
10.752903,4.006041,5.145361
6.530564,6.629247,4.754253
7.899998,8.471727,7.425676
5.219974,5.866619,8.464694
8.874229,2.793026,8.191177
8.886958,2.994188,7.831653
7.379586,6.907189,9.827724
7.021560,8.013286,7.004146
9.700975,1.385985,7.714391
5.204873,0.102868,4.502582
2.047538,4.951278,4.522603
6.147607,3.689705,4.732138
10.648869,1.393612,5.805448
5.257974,4.095047,7.280039
4.990672,4.722039,8.642786
7.796061,7.546412,8.801643
7.805723,6.543632,8.818872
6.490185,2.573689,8.771062
7.693967,4.235274,8.509116
4.879581,5.434503,6.688511
4.910757,6.516115,6.713463
2.762448,3.238780,6.211678
5.303892,3.914744,5.771972
4.754862,6.325241,6.209846
5.604752,8.395743,6.518462
6.050295,6.682689,9.003942
7.567398,4.471214,7.795548
4.703884,1.676832,4.973060
6.384682,4.464159,5.911294
7.972152,5.973726,6.078310
6.134141,5.179008,4.271870
4.967711,6.688539,5.360774
4.674004,6.005918,6.820831
3.332941,5.025914,7.591044
5.163927,5.559664,8.672220
6.472874,6.630328,8.932677
5.235975,4.761943,7.474978
6.778346,4.691949,6.098044
6.933992,2.525997,5.139771
5.551924,2.477401,2.950484
7.646331,2.397502,2.542119
7.538618,1.505776,4.164832
4.107954,1.493973,3.641697
4.428616,0.097540,1.826500
5.710657,0.036948,3.185500
8.381986,0.002025,4.392582
9.856690,0.009581,2.703854
8.535884,1.408066,1.342329
7.772951,1.497802,2.322971
6.481350,1.576614,5.377871
8.624616,1.533260,4.759152
8.215983,0.560685,5.387965
6.306839,5.891475,2.353056
5.649705,6.448726,1.275911
2.292973,6.473422,0.056320
2.337155,5.337889,1.371502
3.660052,3.513576,0.635426
4.326300,3.514646,2.640076
4.178752,4.214514,2.946232
5.822728,4.641503,0.376928
7.187838,5.647171,2.484772
8.003284,6.477283,2.837321
9.280226,7.533328,1.047114
7.034582,7.578151,1.115961
7.715790,6.009639,1.117154
10.165101,5.987571,1.149797
8.084051,5.185922,2.661878
8.361756,5.156264,2.145506
5.003347,5.918469,0.638103
5.295234,4.586579,0.601401
4.162948,4.580492,0.536229
2.962301,6.583721,0.463566
5.025683,6.622689,0.319731
8.132557,5.172158,0.970139
7.258474,3.689987,2.620289
6.501624,4.434738,1.525954
5.887142,4.415331,1.514070
7.774536,4.406567,1.487052
6.346158,4.414063,1.521217
7.873246,6.025970,1.160929
9.529560,7.547982,1.119980
6.626150,10.062054,1.030871
6.610739,4.374172,1.094184
6.600851,4.995487,1.270289
5.623193,4.590561,0.017269
5.087074,4.026286,1.301978
5.052184,0.928037,2.686792
5.086765,0.761697,4.044559
4.858976,0.808722,2.321581
6.141064,0.812965,1.005944
4.811974,2.129087,1.125926
5.425609,0.664412,1.554317
3.991302,0.553905,2.497053
4.703728,1.868639,3.406199
3.464634,2.950755,0.930962
4.893997,2.991409,0.751913
6.365716,3.265855,0.823405
6.627257,4.891717,0.162491
7.096514,3.230874,0.164961
5.248272,3.912260,0.058789
4.587252,4.065648,1.430757
4.594152,2.660170,2.623872
2.978383,2.736206,2.620165
4.303327,2.785082,2.578457
2.901774,2.730886,2.559298
2.932519,2.630732,2.519288
2.928460,1.458251,1.289062
2.834996,1.080091,1.238045
5.828930,2.461231,1.302196
6.200607,1.163130,1.424046
5.889040,1.190154,1.407546
5.853876,1.262292,1.339262
4.162372,1.281390,1.285975
5.590894,2.419055,1.357522
5.637722,1.295184,1.386981
5.101247,2.703368,2.709773
6.194693,2.666236,1.375368
6.085666,1.209264,1.361969
5.789276,2.529534,1.293226
5.381478,6.929569,2.173369
9.768625,3.996138,1.504918
8.443981,3.784996,1.488443
4.783310,4.669667,1.135994
