pt1_dltres,pt2_dltres,pt3_dltres
1.263436,4.019512,6.440165
3.615261,4.215307,8.039106
4.352730,6.588368,10.303599
2.901076,5.576935,10.304652
4.463168,5.828107,10.568707
5.348755,5.660282,8.594826
5.155938,8.564238,7.593409
1.875892,9.566909,8.567336
2.261690,8.898413,7.045655
1.335789,8.412731,7.085225
3.572642,7.210764,6.525018
3.936309,7.482766,6.518412
2.749432,5.309918,6.541442
2.493719,5.412375,7.904653
2.464287,7.004846,7.716924
2.171798,6.220206,7.619967
0.518713,6.864736,7.562321
2.937897,6.480860,6.085560
4.498844,7.308353,7.413544
9.183140,10.252971,5.559027
10.340033,8.855553,7.794800
7.353590,8.002010,9.227647
5.526309,6.714436,10.700493
3.599342,8.492782,9.287682
3.587777,10.201512,9.244117
5.177949,11.727381,8.810607
6.597771,9.150307,10.259563
6.397166,9.090754,8.224977
4.286730,12.774248,8.543996
5.144607,8.596839,7.860202
5.574723,5.701432,5.642606
0.887949,5.624278,2.172744
0.500703,9.199889,1.675022
1.332849,8.362655,1.274411
1.977184,7.173229,1.050636
2.673482,2.931636,0.732957
2.400216,1.103078,2.484750
3.771276,2.334652,2.445500
3.629133,5.469245,3.324119
3.936808,6.062423,2.686135
6.502312,4.550998,2.973426
5.873100,2.978930,1.692293
2.541233,5.171760,3.729522
3.793151,4.040998,3.885027
7.634554,3.399792,5.412907
8.671234,2.330967,4.881364
8.510549,6.136464,6.110198
1.920363,4.537537,7.808943
4.377602,3.459657,9.240486
5.635013,2.715585,7.108624
4.995356,5.454831,6.765202
5.769266,7.611080,9.118013
4.836954,6.587186,8.588684
4.265231,4.421112,6.292605
0.637008,5.256645,6.928380
2.497064,5.809568,6.669992
5.566822,5.288975,4.911361
4.409376,4.831774,5.171698
1.797553,4.832449,5.007593
4.489020,6.193721,4.948738
4.454424,2.231534,4.462528
5.306125,2.948754,6.549793
3.708441,5.906190,7.035761
2.827017,5.225058,4.608864
2.996247,5.667459,6.471354
2.776632,5.709778,7.853863
4.217071,7.100476,9.322538
5.790240,7.240160,6.757082
5.283501,5.800049,6.651127
5.250389,5.552510,8.361754
2.398135,2.433213,7.162108
4.148956,1.787403,5.799004
4.985314,1.301479,4.744645
3.611850,3.650266,6.349473
4.136205,3.618455,8.165360
2.857081,2.001686,6.180501
3.523883,2.801023,5.892161
2.807562,2.026581,5.919967
2.746951,6.985409,5.975076
2.737007,6.702284,5.980006
2.820129,5.113040,5.972108
5.125202,6.472180,5.967222
6.166684,7.919433,5.459907
7.073975,3.608122,9.322723
6.812798,9.738880,12.785759
7.621602,9.356982,9.802855
4.138613,8.971007,8.883278
4.136648,7.882390,10.280334
3.606092,5.640843,6.322424
2.558775,5.522779,5.697425
4.311014,6.752761,8.378965
3.762454,6.545172,8.320225
4.166507,6.128870,8.670361
4.986264,5.661655,8.555611
3.824313,3.954963,9.468412
3.820846,5.072605,9.535275
3.829284,4.435291,9.528103
5.271389,5.236943,9.027579
5.173216,4.786652,9.013737
4.574235,6.846711,9.007756
4.565556,5.426426,5.574698
5.208767,6.232609,5.023609
5.793996,3.748666,5.048165
5.226650,6.771438,5.731541
5.744276,6.592904,5.979773
5.249267,6.035320,5.145209
3.210792,5.308583,5.404270
2.243577,7.026156,5.987290
3.571687,6.611979,5.321540
6.997346,8.386955,5.536867
6.104451,7.504251,6.584233
7.038988,7.431509,7.538936
9.394080,7.202980,8.511199
6.573675,8.068611,7.854657
3.771992,6.707663,6.078410
4.747927,5.538772,5.581092
4.740923,2.461045,4.140857
6.678879,6.594732,2.675148
6.280718,6.753769,3.907525
6.508492,6.974196,3.844126
6.766192,5.635030,3.102377
5.820203,5.842525,3.113116
5.536366,7.103474,2.077592
6.432872,6.866776,1.954728
2.294685,6.954951,1.203876
2.529091,3.927290,1.412291
3.377656,5.674999,1.174312
10.041056,8.349378,4.479585
7.796505,7.096839,5.802132
5.620043,5.617954,3.532671
4.301177,7.032791,1.361072
6.475818,4.933821,1.806817
5.273022,6.042768,3.370174
6.672423,6.582404,3.478349
4.843181,6.636469,2.700920
5.490669,6.404443,1.515835
0.756545,7.155531,0.478793
3.830433,4.259292,0.546370
5.358929,4.195191,2.358199
5.923440,7.660759,0.754587
3.816186,10.052401,1.256433
3.880864,5.182064,6.573976
4.428341,7.220962,5.457767
4.123895,3.882644,2.442188
4.250958,7.241150,0.589699
6.946539,7.244127,0.455467
8.234607,7.252971,2.100247
7.903206,7.944571,2.623738
7.089365,8.641641,5.351353
6.666484,6.327517,4.355608
6.572013,7.890839,0.155676
7.111959,7.081713,0.024970
7.245212,7.067169,1.361129
7.232588,9.140660,1.277256
7.700221,9.153407,1.236331
6.168629,7.249514,1.800858
5.436793,8.406350,2.631293
6.998144,9.242999,2.561100
8.230263,9.419034,1.281985
7.787739,5.407746,1.281092
7.239946,6.944674,1.264491
5.469320,9.624012,1.404536
4.625473,7.810602,1.686084
7.249141,8.278681,2.725781
8.727376,8.176222,2.893684
7.609892,7.341061,2.606318
7.503535,8.334219,1.128030
10.663351,6.997228,0.737503
7.167039,10.911460,0.443665
6.434537,10.103239,0.017919
8.607840,10.129828,0.864046
7.749688,11.554783,1.933372
10.802193,8.364273,3.352569
12.175457,9.477726,1.003657
12.739318,11.062728,1.188878
9.216307,11.592180,1.825001
9.061005,7.903256,0.758526
8.346353,7.067859,0.422524
8.375369,6.714293,0.338203
8.004295,10.230199,1.852174
5.280789,11.826542,1.596182
7.796511,4.328834,0.579072
9.202454,3.747234,1.686284
8.714880,6.671464,2.575642
7.153211,6.441528,2.783239
5.898939,5.473766,3.511916
10.426929,6.164094,0.087118
4.991176,7.057819,2.639633
1.174155,9.220216,0.968919
2.575795,11.899073,3.033897
17.449231,6.084767,2.008823
8.580289,7.453245,4.857283
6.215269,7.123930,5.081511
5.954285,7.753660,1.087429
13.262062,10.398697,0.435358
13.329247,10.544905,0.459476
9.980992,10.428986,1.295905
6.851003,9.916013,5.618597
9.154889,6.249377,4.486164
7.084615,4.551864,6.074324
6.025799,5.571104,5.700145
5.692322,5.728978,4.375437
7.563142,6.745335,7.473504
7.049291,2.643012,6.489741
10.478481,5.887089,6.856442
13.737942,10.602514,11.109443
21.685558,10.560904,12.404276
14.037109,8.949637,16.001268
10.933253,7.816540,10.832639
11.560693,5.257794,7.505722
11.777764,5.957989,7.162744
10.783307,3.782851,10.319112
12.161280,5.326034,7.223929
10.795015,5.142565,7.081317
10.431896,4.853437,9.036206
11.381062,2.238698,9.029473
9.949451,1.998734,9.019834
10.582790,4.479372,8.986627
10.612777,7.086961,9.015856
10.642782,11.138883,9.048296
10.083603,10.555835,9.004225
11.002273,7.388482,10.329019
10.672300,5.994086,9.569859
13.832539,2.855937,8.923872
10.227050,3.907223,10.445292
11.815436,3.377989,10.496603
14.261389,1.846580,9.108043
10.950598,3.322495,10.077176
10.622833,5.307959,11.293359
10.274946,7.808755,12.624494
9.820043,7.806137,12.431291
13.649348,6.564662,9.660837
12.514406,8.732396,10.567393
11.648116,9.942460,10.813023
13.932358,7.988702,12.640347
18.042495,10.636772,13.931451
15.018825,5.576139,15.280374
14.040631,2.776717,17.069794
17.977916,5.325045,17.213738
12.711242,8.209924,15.457914
12.053512,4.946192,17.284759
11.363139,6.684331,13.600270
13.675781,8.169438,11.354515
15.943579,5.409172,11.553966
18.030160,5.138792,10.904570
10.407460,5.583500,9.245431
11.043630,6.258569,6.058420
14.282495,6.890505,7.249176
11.979695,7.747083,8.588823
12.288980,8.706508,10.950352
12.747648,8.844614,15.565197
9.132049,11.276100,14.861063
10.610099,10.331361,13.396149
12.140687,8.667535,14.654323
8.560743,9.414244,11.750820
12.212433,9.560864,6.622974
9.569524,9.704341,7.325495
8.601799,4.548086,5.926206
8.085973,3.575826,6.099696
7.661476,3.414437,7.727783
7.752856,5.675330,10.594389
7.984335,7.570625,10.856083
8.623095,5.843058,12.425761
10.052914,6.451023,13.794437
10.897420,5.357494,12.738092
12.220357,6.287768,12.733871
12.977825,8.061538,12.843003
7.452840,8.283215,10.695389
8.247536,7.837846,8.481476
10.796241,7.932277,8.283583
10.927774,8.197802,8.395790
10.750308,7.419019,5.083349
11.624318,1.200276,1.916988
3.579681,1.479125,2.049597
2.923875,1.505570,3.642342
5.133420,0.178865,2.113468
6.524196,3.461856,4.637524
2.338447,2.641917,5.651403
1.103723,4.276324,3.854098
7.608798,1.570547,5.560493
9.129587,1.213655,7.564679
7.362674,4.860035,7.721539
8.412415,3.429097,7.654992
8.048023,1.783664,7.054077
8.938753,2.352054,5.559782
5.766822,3.711845,5.540812
7.960391,4.147052,4.330614
3.148100,3.696407,8.226557
4.822134,1.215246,2.368325
6.082318,2.334943,2.858395
0.132533,2.358045,1.501246
7.334865,4.032694,1.280477
9.811639,2.584600,7.092123
12.609191,4.762367,10.393071
13.595270,3.393031,8.342211
9.512291,2.462230,9.266475
8.900937,1.935461,9.240654
9.592057,1.931710,9.626892
7.667697,2.377315,6.885492
9.047131,2.616139,4.557599
11.252639,2.538967,4.020094
8.351790,1.135671,5.171377
10.092682,2.462943,2.272556
12.209649,3.214550,5.811785
12.338729,2.332129,7.372085
9.680503,2.653634,10.068053
7.495753,2.710320,10.934376
6.446273,1.720679,3.956581
9.980151,2.754782,6.047851
10.592626,4.622649,6.201681
12.499202,4.152714,7.108346
11.400385,1.880540,8.453192
12.036970,0.947824,9.407325
9.390155,2.396720,8.832699
9.657148,5.954748,8.264413
9.637530,4.640208,7.783389
10.029775,2.414810,8.126144
10.276901,2.106103,6.968497
