pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
27.734049,-16.438107,16.140853,-2.356297,-15.405189,16.852238,13.425055,-19.786721,14.884613
27.733005,-16.079599,16.126629,-2.359031,-15.193260,16.861358,13.564253,-19.554227,14.781728
27.288676,-16.318728,14.946904,-2.326463,-14.833817,16.601957,13.558231,-19.368995,14.709182
26.974597,-16.067204,14.698158,-2.621376,-15.122221,16.053291,13.458597,-19.354639,14.397832
26.444328,-15.841379,14.634589,-3.018116,-15.411517,16.481625,13.433511,-19.330840,14.432023
26.182309,-15.252582,14.845315,-3.778459,-15.010204,16.891363,13.310687,-19.375580,14.002716
26.026407,-15.212161,15.441038,-3.706580,-14.712605,16.112252,12.527855,-18.777136,13.863656
25.745603,-14.824352,15.365064,-3.751376,-14.882174,15.404226,12.282480,-18.800904,13.896379
24.464320,-13.567380,16.655597,-3.918731,-15.041683,15.091312,11.825613,-18.278935,14.167291
24.168640,-13.236536,16.818156,-4.317039,-15.042998,15.289344,11.547302,-18.172115,14.290716
23.918860,-13.837705,16.231514,-4.288854,-14.872745,15.211588,11.625153,-18.535312,14.059126
24.441988,-14.202413,16.294254,-4.299833,-14.883825,15.191688,11.705583,-19.024169,13.989384
23.857125,-15.165767,14.988445,-5.058334,-16.094361,14.221732,11.308556,-19.223404,13.970127
23.223573,-14.491528,15.815799,-5.106129,-16.163110,14.475048,10.870174,-19.127368,14.095177
23.067551,-14.369077,16.053843,-5.283933,-16.007225,14.621019,10.755573,-18.955846,14.365415
23.431485,-15.070408,15.795501,-5.076011,-16.149784,14.063562,10.843829,-19.003934,14.293899
23.463547,-15.298085,15.724027,-5.403991,-15.878862,13.887836,10.850545,-19.102795,14.131545
22.399782,-15.025783,15.571798,-6.077324,-15.735123,14.014369,10.566183,-19.057112,14.170044
22.029857,-14.792107,16.153477,-6.079785,-15.608866,13.893735,10.444457,-19.005639,14.239201
22.440077,-14.529013,16.111662,-6.063752,-15.295113,13.396248,10.394296,-18.676285,14.054579
22.026256,-13.792465,16.526627,-6.209085,-15.432482,12.708187,10.229112,-18.384612,13.788447
