pt1_dltres,pt2_dltres,pt3_dltres
1.468217,10.158374,11.720342
0.539112,8.410957,11.481290
0.737244,8.420389,11.215466
0.732129,7.214860,11.167403
0.754142,8.523662,11.127966
0.765650,6.741451,11.194134
0.785144,6.775515,10.608374
0.679464,6.180085,10.006976
0.550176,7.702884,9.432979
0.364468,10.440262,9.449883
0.292395,11.197075,7.994438
1.215804,10.434135,6.604036
1.597486,11.939562,10.758240
1.229891,11.416060,10.909107
1.513981,12.336185,11.052822
1.593726,11.451006,11.077851
1.580022,12.982919,8.031986
2.925061,12.809928,9.354312
3.861146,12.838890,10.059461
3.397363,12.842552,10.080705
2.955547,12.837465,10.075936
1.586857,12.379310,10.640975
0.192741,10.932301,10.650626
0.445188,12.456475,9.232112
0.466302,12.597752,7.768248
0.538739,12.286830,8.912501
0.492556,9.571152,8.759572
0.544015,10.934266,8.359603
0.516490,8.071951,9.206369
0.612566,8.902233,9.203792
0.653993,8.348535,8.008164
0.626479,8.160264,3.605582
0.928655,8.758450,5.154879
1.231493,9.364382,5.164514
1.421860,10.233243,11.519106
1.628989,8.907228,9.956442
0.426475,7.957242,7.518707
0.408827,11.854687,9.007137
0.431040,11.746039,11.515645
2.014955,11.625395,7.844364
2.085676,9.192880,7.835972
2.045309,5.966059,7.791548
2.050525,7.841662,7.815207
2.036468,7.563878,7.800634
2.020708,9.541664,7.806368
2.271665,11.190087,9.849804
2.148021,10.530775,9.946532
2.085627,14.898570,10.515977
0.626942,18.299322,10.462794
0.547117,16.097975,10.460457
0.570586,17.579366,10.453225
0.592546,16.180028,10.486048
0.607652,15.471026,10.483934
2.157292,15.605059,10.512528
2.230592,14.913411,10.468469
2.462534,10.133350,7.545355
2.636625,9.961498,7.558392
2.557755,15.266861,10.503904
1.093887,11.795329,10.469026
1.122588,9.866772,14.757576
1.216895,13.698554,10.554517
2.362568,17.641225,11.195305
2.250772,15.547413,8.039391
3.856736,10.643984,8.529631
5.188036,12.113571,8.767056
5.934791,8.872635,8.438987
6.714827,9.059345,9.517654
9.008109,7.751555,8.012256
10.394211,5.418472,6.482099
2.464860,6.866620,7.786845
3.611097,3.660258,10.739408
4.719094,4.743210,11.019635
4.710251,4.860067,11.083508
4.698885,4.165279,6.844798
1.236024,4.012580,6.830522
0.938573,4.901915,6.832474
3.135876,4.958319,6.849092
2.807704,4.724507,9.191058
2.001013,8.735034,9.150064
3.225479,11.687696,13.964327
1.494145,9.531788,5.762162
2.295596,9.917926,7.330439
4.733613,6.362560,8.786116
6.229783,9.309828,10.925981
4.554676,10.610983,10.962181
1.065224,7.719893,6.066308
5.767722,8.672527,6.106728
6.431506,8.029837,3.842206
8.294841,8.654080,1.956234
9.885544,6.414954,1.838484
7.778522,6.024595,2.032407
8.455606,8.312023,2.265585
8.176538,5.680914,2.514909
9.929442,2.615835,2.955525
10.179211,2.387805,10.320716
6.924830,5.372187,8.083442
6.766029,6.195580,5.891352
7.147554,2.360590,6.326944
7.490282,4.499822,6.862460
4.801218,2.697900,8.476654
6.172442,4.194933,8.133171
3.366440,6.668189,6.911130
5.245955,4.485950,6.879944
5.262467,3.951596,6.683506
5.565710,7.465721,6.683506
2.684025,10.922530,6.830960
4.003737,7.354415,7.051077
2.111997,11.799324,6.991832
5.513956,8.225103,9.560536
7.923456,7.920097,7.202489
9.391839,6.125112,9.757704
5.548463,10.648936,11.196803
10.482875,8.824010,3.687233
8.968851,9.008251,3.481040
8.153938,8.873984,7.369319
9.470274,9.710492,4.820132
7.565353,6.330799,0.077832
5.027854,8.244370,0.486457
5.535453,6.844047,3.168384
4.496547,7.145643,4.682490
8.216913,5.091493,4.936746
9.211922,8.242385,4.361049
5.671764,7.905524,6.858137
8.090429,9.735997,7.144261
7.181566,11.219890,8.920210
6.715427,10.708178,8.820673
7.955582,12.694273,10.875661
5.383209,9.641491,11.413595
8.382799,6.226581,9.994912
9.477343,7.947584,10.284377
10.617121,5.690921,10.915564
11.483703,3.890668,8.468724
13.724830,2.228308,9.002607
16.326892,5.029376,10.658183
12.146242,2.539229,12.137020
12.108113,2.404593,12.066644
15.519657,2.307392,10.124627
13.651606,2.187548,8.323141
12.507243,2.250241,10.411206
15.436069,3.925481,12.449033
16.764560,0.923493,15.331516
14.408240,0.374508,11.279118
12.600525,5.388129,11.370851
12.687182,11.221985,11.364455
15.311215,10.598002,13.276324
16.119649,8.826506,10.464340
12.698376,4.515740,8.080864
11.390052,8.069890,6.562884
11.390052,6.707148,8.492000
12.480580,3.761552,5.599966
14.260136,6.573679,3.824060
15.382967,5.269147,7.769289
9.352748,6.419880,7.515560
10.441927,8.452896,9.198750
11.758659,6.441957,7.956716
10.750546,6.297916,6.062679
11.073618,5.103054,7.291962
