pt1_dltres,pt2_dltres,pt3_dltres
2.070495,8.190263,6.233451
5.868511,9.652829,7.166076
7.359124,4.910680,7.799625
4.019217,7.698148,9.260879
11.316584,10.659970,9.677673
9.034317,17.394861,12.782480
7.568055,12.357305,8.839671
6.655183,12.459940,15.348583
7.843012,15.533719,15.783455
6.026014,15.648058,13.319077
9.152778,7.184914,10.464696
7.686807,6.949850,10.641200
8.586732,5.713419,12.550087
8.755359,8.333746,12.454010
8.114737,6.764993,11.048124
7.288143,4.257431,11.036386
6.442207,1.937259,10.524844
7.931721,6.304113,10.928169
7.449762,6.785686,10.399828
9.509297,10.890829,11.068329
8.450178,11.464436,11.399060
10.061216,9.439397,10.315984
5.940011,9.181077,11.215996
3.442722,12.580566,9.933762
2.955478,2.566604,10.044506
1.065602,6.053072,11.842658
2.115926,NaN,12.891385
3.447988,7.510454,10.805068
6.492356,10.584799,10.252695
5.149244,8.447484,11.640278
6.275972,7.891097,11.614015
5.939639,5.587374,13.372986
3.821604,9.152519,13.457808
2.119616,7.795528,12.147873
3.926407,16.616239,14.117068
0.184082,18.866273,15.832460
3.761663,17.154643,8.068342
3.147408,10.523470,8.835707
3.858092,9.502686,7.907398
4.142933,5.431102,9.024170
1.338326,1.581763,9.869727
0.924561,3.059445,10.101081
0.746123,3.697114,11.959004
4.968265,4.781688,12.878202
5.930558,5.570873,11.434118
4.860860,7.116688,12.854128
3.774559,7.614200,14.314638
5.789636,5.131781,12.295168
5.436342,6.984031,11.212655
4.199068,0.995363,11.696882
2.653416,3.761045,10.282610
3.580693,3.152710,8.498940
4.707254,2.601804,9.641175
5.043021,6.248240,12.105693
3.475957,5.729932,12.052797
0.348446,6.542757,9.210240
5.921967,6.606843,8.295277
6.629371,6.934456,9.766591
9.093562,6.638049,12.830838
9.039768,5.958187,15.153281
6.630054,6.754064,12.350783
7.631387,4.958491,8.491958
9.318088,5.333654,12.723456
7.563567,2.689140,13.339833
8.475874,1.674433,14.334954
8.491586,1.668772,9.614060
9.052240,4.185177,8.308578
11.128153,2.950792,8.467671
10.354984,3.579842,7.017666
8.312305,4.323138,6.971229
7.813904,5.212937,6.143199
6.517995,7.825498,9.482997
4.661620,7.809356,10.629132
5.091765,9.907224,10.377354
5.505663,6.653532,9.315186
6.489221,7.256107,10.493892
6.386024,8.326623,10.773149
6.347307,8.397751,11.987195
7.080468,6.442968,9.113715
8.335007,3.694170,12.389492
4.487485,6.406912,10.175241
3.905790,11.904653,9.384843
4.778108,6.735574,9.652893
6.114230,8.049120,10.347204
6.075807,10.716632,11.647464
7.496018,8.722149,12.159632
7.455747,8.016906,12.085186
7.452754,6.657977,12.109416
3.651718,7.057005,11.118206
4.467162,9.446481,9.389868
5.605905,8.257245,8.066581
5.853810,5.233277,9.003066
5.448969,8.646610,7.997761
5.461502,9.608839,8.401701
10.229109,9.384336,9.100722
9.992966,9.595702,9.112273
7.854948,7.910471,8.107096
5.561234,7.742935,10.990083
5.568390,8.542576,13.996024
6.212838,8.242823,13.416821
6.023564,9.595463,12.846921
6.031316,10.589838,12.962322
5.975914,8.584815,8.863949
6.123070,9.583890,7.742425
9.452396,9.904174,6.354738
8.001159,8.804784,7.348040
5.870886,10.182484,8.130165
6.618573,11.572227,9.077472
4.504843,11.533135,9.093231
4.481266,12.032625,9.095431
4.489059,10.629249,9.087082
4.497550,10.580841,8.026293
4.558576,8.415545,8.044617
5.221622,8.335867,9.415297
5.005406,9.795268,10.926838
4.863707,11.705407,10.546545
7.172148,11.718675,11.523537
6.249660,9.162364,11.553809
5.543175,8.027852,9.244430
5.096197,13.101971,NaN
5.082602,10.276140,6.692062
6.515046,6.991473,5.310975
7.302057,8.510520,3.849705
5.331040,10.679882,3.784969
3.740884,10.284566,6.044584
0.976832,13.229473,8.828157
1.094985,13.246056,8.833359
2.478810,13.513747,8.814432
2.629385,13.450881,7.067229
2.695230,13.115368,6.385049
5.937604,13.314082,9.943913
4.442485,15.182899,13.896634
1.589925,13.225891,7.187409
7.190737,11.327220,6.368362
7.495714,15.817643,8.030754
6.040744,13.268946,8.807649
6.010727,10.862362,8.180981
6.708979,12.356644,8.528045
6.768402,12.707249,8.002777
7.572874,12.538207,8.166766
6.943830,10.436531,7.578832
5.965632,10.510673,7.586792
5.869755,9.038759,8.613086
7.502043,7.521938,9.799975
7.417410,6.720425,9.770382
7.241480,7.764036,9.762313
6.622182,10.017962,9.764043
7.712253,10.434516,9.763520
9.606626,8.962334,9.760107
9.647972,12.320086,11.019377
9.525899,12.322005,10.836648
9.534092,12.373277,8.395148
8.298301,11.582435,6.829661
8.199746,11.280985,8.515867
5.476067,10.673214,10.011388
7.692902,10.678579,10.073181
8.908704,9.237003,8.402732
10.325505,9.488057,9.346936
8.956150,7.837914,9.411246
4.779120,9.956679,9.745722
6.843803,10.461041,8.757299
8.252829,9.693766,8.907901
3.493184,8.013149,7.369113
1.922393,9.367789,8.436313
6.453111,8.063940,5.215677
4.438794,6.191050,7.683638
3.199200,7.132947,7.436505
7.550332,8.418562,7.153787
4.179273,9.144537,5.345701
2.304180,9.057526,9.218992
2.573188,8.632241,8.692559
2.651089,12.068192,7.152630
2.833449,10.316820,8.250884
3.413319,7.834078,8.406343
6.533965,7.416163,7.421623
3.797340,6.647367,6.292065
2.794991,6.906854,2.371482
4.124601,10.986723,1.279828
1.780284,10.771665,2.523819
3.048626,14.936045,4.871064
4.864112,17.879041,4.209044
3.637550,8.231609,3.671385
2.085135,7.838929,1.972253
4.464062,9.505221,6.198566
7.779895,8.884511,6.198566
4.089005,7.408185,7.067022
1.228179,9.539074,7.231120
