pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
3.843656,4.558005,7.545127,4.068184,4.784441,7.262230
4.029477,4.674395,7.615598,4.092050,4.759627,7.361218
3.769125,4.434555,7.706419,3.789344,5.098010,7.126275
3.594512,4.983358,7.210389,3.952663,5.166901,6.820170
3.721055,4.639773,8.141741,3.679711,4.989141,7.674704
3.815099,4.915154,7.602311,3.865476,4.777968,7.268111
3.546892,4.363223,6.991819,3.997829,4.878100,7.774040
3.699631,5.079808,7.679864,4.009143,4.932893,7.497595
3.793721,5.075860,7.979115,3.872656,4.803266,7.311578
3.889484,4.577002,8.211363,3.856527,4.949250,7.199396
3.789816,4.300179,7.517544,4.135867,4.819267,7.436749
3.987420,4.478382,7.405220,3.743203,5.158107,8.392728
3.926024,4.770582,7.854168,3.894676,4.690919,8.018295
3.646919,4.422306,7.900557,3.818061,5.148573,7.565629
3.637661,5.194346,8.082460,3.682550,4.501827,7.578309
3.904965,4.918300,7.414980,3.953066,5.068124,7.039917
3.707761,4.709571,7.388835,3.615669,4.774177,7.286582
3.908038,4.607073,7.413699,3.878357,5.191445,7.582175
3.914529,4.843903,7.301504,3.807736,4.905018,8.149558
3.562700,4.342751,6.463951,4.083977,4.913255,7.486564
3.606490,4.812188,7.714445,3.884654,4.473349,7.477704
3.381475,4.883559,7.531423,3.939044,4.719188,6.880835
3.730643,4.939630,8.283467,4.004232,5.007904,7.870219
3.922615,5.054921,7.934759,3.900034,4.484993,6.565286
3.683729,4.866306,7.997199,3.904982,4.574468,7.488937
3.628565,5.207949,7.563336,3.991368,5.200077,7.726543
3.696168,4.420704,7.335876,3.838186,4.725884,7.888214
3.428683,4.719167,7.165729,3.904023,4.789736,7.101039
3.677612,4.713721,7.816848,3.594624,4.766939,7.305869
3.568624,4.873596,7.488863,3.674449,4.739721,7.988830
3.443448,4.985114,7.742870,3.831638,5.225209,7.676559
3.627689,4.689495,7.413885,4.077279,4.682328,7.655041
3.766901,4.387886,7.502091,4.214969,5.010258,6.880064
3.668158,4.798180,7.562647,4.025658,4.924029,7.557831
3.669482,4.694949,7.996812,3.811651,5.092109,7.389275
3.515741,4.845079,7.862573,3.990181,4.729598,7.202812
3.628590,5.071580,7.507190,3.866848,4.636980,7.665142
3.783335,4.652736,7.588669,4.067715,4.554636,7.383820
3.782717,4.956633,7.527691,3.777065,4.698938,7.467439
3.734769,4.627787,7.345249,3.783659,4.766384,7.535589
3.770591,4.996501,7.354464,3.804573,4.621186,6.911319
3.811635,4.866226,7.342426,3.991332,4.873918,7.155948
3.765981,4.565562,7.483336,4.023796,4.928013,7.850689
3.866862,4.620251,7.751373,4.485494,4.645760,7.492647
3.897461,4.573046,7.604157,3.921400,5.182503,7.445986
3.765837,4.787855,6.817266,4.205590,4.452285,7.117624
3.829606,4.521832,7.976748,3.938396,4.861976,7.181048
3.707400,4.649998,6.984560,3.849370,4.432286,7.344796
3.958861,5.145762,7.199703,4.044749,4.729913,7.560066
3.668811,4.561792,6.949451,4.117323,4.610483,7.887900
3.725051,4.893473,7.629420,3.931447,5.167761,8.042458
3.729056,4.606289,7.668110,3.657047,4.996601,7.322993
3.839896,4.750387,7.267001,3.842076,4.588236,7.101933
4.152161,4.858171,7.432701,3.845725,4.662521,7.314740
3.657189,4.889954,7.850766,3.924370,4.857435,7.143719
3.769161,4.664523,7.155732,3.973170,4.872542,7.928503
3.478065,4.370415,7.578925,3.704168,4.722826,7.654909
3.705403,4.769208,7.638911,3.950378,4.517553,6.842486
4.096783,4.687515,6.916913,3.610269,4.878199,7.503261
3.340304,4.640372,8.032865,4.191236,4.858248,7.208241
3.740124,4.699442,6.910058,3.895480,4.703120,7.345803
3.684065,4.777480,7.480213,3.961685,4.777419,7.234798
3.859504,4.877361,7.223739,4.159778,4.684633,7.510806
3.844877,4.871102,7.848580,3.858946,4.461222,6.944315
3.554654,4.638131,7.238979,4.085501,4.609663,7.181737
3.445482,4.927411,7.525301,3.828408,4.937183,7.483683
3.593971,4.675756,7.414560,3.930723,4.729758,6.462062
3.954296,4.691149,7.299306,3.808376,4.572345,7.214687
3.745559,4.534660,7.785745,4.191466,4.610719,7.068277
3.622352,4.831185,7.523882,4.060422,4.448565,6.927104
3.675686,4.334605,6.788758,3.935121,4.680810,7.540496
3.868825,4.868862,7.514363,3.980969,4.525391,7.115918
3.381889,4.502284,7.499988,3.922900,4.469833,6.803006
3.886556,4.498893,7.457779,4.015724,4.544479,7.459724
3.736526,4.715474,7.741456,3.781809,5.084501,7.680586
3.855288,4.644332,6.851632,4.162509,4.622610,7.169737
3.796920,4.378901,6.568583,4.048396,5.362811,7.333138
3.839946,4.439722,7.348551,3.826550,4.975089,7.128654
3.610268,4.818415,7.360755,3.733400,4.687199,6.943233
3.973980,4.709406,7.242968,3.896180,4.849032,7.353248
3.652813,4.869393,8.003845,3.829119,4.481251,7.270144
3.716743,4.700996,7.358969,4.080581,4.522568,7.237857
3.554362,4.504771,7.024950,4.117793,4.813627,7.813077
3.665234,4.269433,7.754934,3.968752,4.940671,7.096991
3.799834,4.565594,7.726130,4.141857,4.516516,7.303498
3.551234,4.819314,7.696923,4.010764,4.698340,7.447016
4.106711,4.610264,7.824232,3.980163,4.994568,7.702643
3.766456,4.389056,7.267917,3.919198,4.577815,7.002024
3.813287,4.637978,7.063127,4.051976,4.260568,7.272640
3.567521,4.477408,7.339348,3.966850,4.710855,7.640715
3.635929,4.558624,7.393046,3.658056,4.772272,7.511632
3.786925,4.862680,7.721521,3.779445,4.870784,7.676331
3.850796,4.578968,7.009258,3.952947,4.651900,7.377126
3.779046,4.676198,7.626900,3.717138,5.010333,7.877415
3.518739,4.554498,7.458339,3.939331,5.118189,7.326995
3.585643,4.436093,7.238347,4.002655,4.688665,7.890294
4.023615,4.759593,7.325362,3.994221,5.112141,7.405951
3.843859,4.585287,7.039832,3.819841,4.790935,7.601530
3.822231,4.457373,7.485082,4.031022,4.483062,7.057325
3.628946,4.714409,7.472966,4.029295,4.731278,7.033945
3.499094,4.617045,7.311111,3.714416,4.739804,7.901122
3.531981,4.653901,7.378854,4.293513,4.935078,7.148959
3.789872,4.366088,6.651047,4.089055,4.928139,7.238568
3.406084,4.371686,7.918382,4.129135,4.867667,7.458719
3.573926,4.352648,7.380826,3.826355,4.919745,7.016522
3.820995,4.432274,7.398711,3.974458,4.881574,7.179004
3.515505,4.307458,7.420319,3.999780,4.347857,7.341629
3.813743,4.407046,7.564038,3.945181,4.642353,7.091077
3.716864,4.745065,7.554489,3.907657,4.765023,7.340568
3.744587,4.874041,7.897408,3.774192,4.844587,7.389437
3.754381,4.858990,7.288563,3.989177,4.886473,7.477338
3.789463,4.631242,7.708187,4.127832,4.799693,7.203276
3.687398,4.960165,7.232638,3.949200,5.108978,7.236904
3.590088,4.486072,7.119488,3.815379,4.954146,7.571464
3.586994,5.076117,8.397904,3.919727,4.783940,7.443531
3.593825,4.600037,7.620859,4.204365,4.901532,7.381077
3.789130,4.529716,7.678684,3.809661,5.219702,7.579536
3.633072,4.775473,7.711250,3.638679,4.556051,7.939504
3.738934,4.873152,7.765838,3.736001,5.169344,7.689012
3.782448,4.922207,7.949830,4.426873,4.799043,7.093456
3.443423,4.632765,7.050663,4.070218,4.743384,6.722811
3.593889,5.038650,7.177613,4.005076,4.639715,7.428888
3.610766,5.114566,7.608624,3.779766,4.710055,7.004695
3.583835,4.889732,7.907287,3.996461,5.032199,7.148589
3.590068,4.967834,7.383784,3.600034,4.761627,7.394248
3.511882,4.822772,7.893209,3.841771,4.560194,7.609313
3.636542,5.049255,8.186470,3.644211,4.919401,7.425252
3.656996,4.776175,7.954373,3.959988,4.706803,7.287152
3.619892,4.621205,7.858682,3.991278,5.251698,7.543001
3.820409,4.977860,7.823229,4.204806,4.830834,7.496609
3.664161,4.847175,7.807957,3.849051,5.008586,7.123597
3.735866,4.996233,7.715023,3.808582,4.840387,7.166488
3.521162,4.572558,7.348939,3.891935,4.942973,7.626871
3.688371,4.985646,7.153992,3.867536,4.914398,7.677684
3.814159,4.293685,7.780757,4.128647,4.674835,7.223725
3.562896,4.435064,7.747353,3.745956,4.983929,7.821665
3.715496,4.923562,8.167638,3.946255,5.012550,8.062365
3.986755,4.831419,7.070400,3.754360,4.622346,7.368466
3.510354,4.266568,7.266777,3.757200,4.769446,7.760000
3.626427,4.674168,7.484866,3.898700,4.917436,6.819709
3.801560,4.759018,7.632977,3.676713,5.203287,7.160540
3.778928,5.216142,8.232386,3.803699,4.736311,7.705586
3.981760,4.728100,7.389305,3.741414,4.764605,7.239558
3.666225,4.597461,8.357546,4.046403,5.087143,7.444656
3.789753,4.991701,7.595543,4.112787,4.556160,6.916541
3.789972,4.595398,7.312620,3.676718,4.850833,7.365412
3.620892,5.156562,7.907918,3.933276,5.002821,7.191349
3.695376,4.510152,7.648250,3.953086,4.732404,8.003212
3.637248,5.130880,8.184595,3.805312,4.658507,7.279818
3.787161,4.815748,7.828631,3.873731,5.035470,7.557838
3.685763,4.973234,7.758550,3.947984,4.477671,7.633656
3.666704,5.152279,8.126276,3.717494,5.142496,7.655922
3.786072,5.146966,7.273642,4.179903,4.836755,7.402822
3.432856,5.033137,7.676759,3.922135,5.008296,7.304960
3.849936,4.993602,7.592005,3.932610,5.162515,7.550768
3.586330,4.587753,6.944029,3.994293,4.526290,6.538643
3.686780,5.083944,7.619262,3.968783,4.975163,7.116958
3.670581,4.724697,7.200483,4.168061,4.852866,7.990361
3.835454,4.417340,7.266552,4.009002,4.728843,7.591925
3.628370,4.834079,7.582095,4.094831,5.019067,7.648870
3.502677,4.926642,7.557807,3.897157,4.533693,7.270275
3.622083,4.955960,7.848110,3.764747,5.028742,7.852502
3.670118,4.540240,7.315390,4.028249,4.637188,6.603995
3.654115,5.058807,8.087911,4.076133,4.972833,7.858243
3.676707,4.700192,7.254309,3.651253,4.786596,6.455820
3.653677,4.764358,7.226056,3.880663,4.755973,7.329069
3.642200,4.506686,7.543680,4.106562,4.813230,6.942087
3.855269,4.608322,8.003717,3.987526,4.895769,7.254629
3.586542,4.802830,8.137007,3.744021,4.326625,7.071919
3.858692,4.546434,7.234395,3.804542,4.891279,6.966288
3.756284,4.673222,7.153442,3.901690,4.664020,6.878758
3.637644,4.331351,7.316571,3.935201,4.962563,7.112860
3.638417,4.725063,7.345835,3.899849,4.766596,7.134909
3.814300,4.559909,7.230651,3.668961,4.680683,6.742137
3.605882,4.662362,7.486407,3.715628,4.624226,7.053510
3.960123,4.053757,6.397232,3.782869,4.692214,7.127168
3.717597,4.607042,7.553224,4.042100,4.832743,7.462093
3.867216,4.658229,7.427452,3.977410,4.669470,7.166614
3.543117,4.531838,6.962039,3.812020,5.013570,7.477605
3.445427,4.847871,7.232651,3.861662,4.800668,7.181625
3.647599,4.592852,6.685104,3.740557,4.726364,6.964737
3.951114,4.728062,7.033267,3.934900,5.083776,7.278167
3.569615,4.747325,7.487904,4.333608,4.582023,7.059582
3.734478,4.765647,7.324897,4.286523,4.550737,7.339403
3.496069,4.741828,7.475359,4.089082,4.765765,7.291994
3.380890,4.661758,6.997334,4.016075,4.854468,7.162012
3.551898,4.346870,7.095597,3.934512,4.392397,6.788799
3.376752,4.572100,7.935340,4.060447,4.992085,6.934196
3.630340,4.281729,6.869487,3.987738,4.586354,6.888566
3.622812,4.870093,7.238732,3.787821,5.171826,6.973751
3.285616,4.762200,6.913769,3.808155,4.877613,7.342893
3.743895,4.683469,7.138530,3.817668,4.677765,6.855071
3.818693,4.766673,7.161502,4.123566,4.427160,6.903969
3.650650,4.522191,7.196971,3.875493,4.945507,7.696359
3.833357,4.442903,6.891439,4.344173,5.043228,7.240439
3.457804,4.564443,7.734916,3.817678,4.932859,7.680838
3.448883,4.708683,7.150475,3.784494,5.120416,6.984928
3.690402,5.028895,7.439368,3.773832,4.993128,6.480181
3.820517,4.424644,7.144760,3.785920,4.890597,7.140651
3.795483,4.527349,7.139737,4.145233,4.255732,6.601640
3.760451,4.604452,7.310605,4.000124,4.959381,7.535844
3.692315,4.487706,6.966926,4.021165,4.927533,7.345236
3.530349,4.565389,6.795129,4.018483,4.988293,7.262608
3.464756,4.691132,7.142433,3.835504,4.731992,6.797737
3.648052,4.467666,7.239267,3.605018,5.095098,7.188120
3.753830,4.791703,7.619846,3.652538,4.319949,6.979433
3.765604,4.762434,7.196655,4.041528,4.971271,7.382095
3.469486,4.750966,7.911814,3.744043,4.941802,6.959146
3.793583,4.964279,7.316374,3.702057,5.057217,7.059052
3.499705,4.879715,7.419682,4.260634,4.689831,7.110865
3.784772,4.683376,7.107398,3.967221,5.021931,7.108569
3.477999,4.495402,6.994725,4.039051,4.949058,6.938889
3.663004,4.676348,6.830754,3.896782,4.863725,6.832702
3.765093,5.105390,7.502300,4.084997,4.857063,6.894706
3.759145,4.932987,6.858033,4.367299,4.556613,6.596817
3.836714,4.682398,7.165615,4.016106,4.793719,7.258446
3.597649,5.106466,7.743846,3.578567,4.858728,7.315721
3.731904,4.498849,7.226751,3.719529,4.553772,7.359423
3.631610,4.775442,6.635355,3.931753,4.712742,6.860661
3.271429,4.593390,7.645755,3.807824,4.639777,6.405887
3.757133,5.052338,7.299873,3.916466,4.671955,7.037461
3.734560,4.520506,6.803417,4.053718,4.605025,7.048764
3.285696,4.292259,6.721690,3.805333,4.824772,7.395408
3.577788,4.574365,6.951347,3.997156,4.598853,7.417280
3.631522,4.795638,7.073319,3.897828,4.747835,7.392731
3.472023,4.667920,7.401456,3.801583,4.422566,7.141298
3.776247,5.272369,7.248335,3.743652,4.957929,7.027630
3.777562,4.589973,7.299791,3.659385,4.719527,7.045488
3.441059,4.883887,7.480592,4.006710,5.161996,7.220629
3.552107,4.601545,7.429797,4.014425,4.842808,7.046432
3.597415,4.730071,6.955324,3.759250,4.784073,6.615611
3.598440,4.660723,7.292555,3.960046,4.487018,6.621501
3.301098,4.876337,6.645074,3.989350,4.612380,7.119000
3.352441,4.758905,7.380122,3.808335,4.922192,6.917901
3.644032,4.563016,7.567784,3.815842,4.881977,7.138685
3.664314,4.416822,7.438257,3.644707,4.856245,7.313472
3.985996,4.831671,7.420329,3.841069,4.968168,7.543238
3.780833,4.682753,6.968425,3.824074,4.563682,6.533883
3.660581,4.609782,7.153821,3.898508,4.693745,7.125841
3.552430,4.927037,6.593919,3.964605,4.614644,7.914396
3.594809,4.883555,6.922423,3.606664,4.875856,6.870522
3.959144,4.814628,7.337297,3.927497,4.421471,6.649378
3.392747,4.306566,7.290135,3.947875,4.662982,6.530768
3.633377,4.602185,6.353797,4.072925,4.804116,6.949920
3.697096,4.509004,7.357816,3.816667,4.673949,7.223738
3.691567,4.485680,6.543850,3.891732,4.536863,6.953403
3.615065,4.679440,7.022894,3.690958,4.753884,6.959928
3.513271,4.636167,6.916992,4.189169,5.366693,7.110029
3.522884,4.164662,6.544143,4.041078,4.547269,7.242153
3.388227,4.208677,7.309386,4.056424,4.391331,6.707437
3.566281,4.678258,7.198213,4.027250,5.237543,7.034322
3.578926,4.704335,7.386615,3.924323,4.934527,7.172029
3.645061,4.522285,6.659290,3.852799,4.911743,7.046807
3.509134,4.281982,6.597726,3.811080,4.731724,6.596803
3.889699,4.659687,7.450818,3.949510,4.685198,7.681518
3.836921,4.621474,6.473277,3.849762,4.725845,6.772210
3.433251,4.760852,7.082439,3.973564,4.794046,6.710716
3.582062,4.342961,6.806610,3.951047,5.160893,6.735663
3.613749,4.676887,6.519927,3.846011,4.766024,6.917102
3.607457,4.828789,6.622158,4.178783,4.468358,6.772729
3.618524,4.731763,6.846485,4.049959,4.668935,6.913109
3.555759,4.629288,7.379892,4.224179,4.783189,7.032530
3.695993,4.188627,6.312782,4.031158,4.717825,6.986387
3.533810,4.673786,6.808990,3.887357,4.664636,6.941617
3.609224,4.712388,7.209891,3.621043,4.880891,6.551158
3.807070,4.704437,7.590019,4.001032,5.008338,7.094887
3.671735,4.392676,6.602133,3.747272,5.076467,7.088060
3.530174,4.958392,7.549989,4.082768,4.468383,7.433806
3.891370,4.476067,7.170828,4.147862,4.883521,6.717838
3.471359,4.479062,6.617531,3.928142,4.893066,6.989505
3.427108,4.661704,7.235818,3.762462,4.787839,7.328874
3.362578,4.731242,7.261750,3.975600,4.610069,6.783948
3.727979,4.736096,6.961606,4.057448,4.299055,6.647416
3.646061,4.700344,6.668932,3.911737,4.834622,6.817659
3.535095,4.809701,6.577986,3.636671,4.725785,7.311768
3.655472,4.269916,6.646361,4.087451,4.632434,6.553336
3.565489,4.595594,6.317003,4.001283,4.994911,7.392067
3.464272,4.438387,6.923923,3.939254,4.611675,6.671708
3.306651,4.381617,7.261670,3.545267,4.419232,6.783708
3.901212,4.323001,6.532469,3.894624,4.616522,6.807309
3.690424,4.542350,6.693360,3.919352,4.590747,7.099815
3.554896,4.652353,7.195952,4.091226,4.685002,7.028619
3.932054,4.386529,6.930562,3.843128,4.680912,6.781137
3.714020,4.596849,7.397607,4.064589,4.635600,7.236796
3.499388,4.657373,7.132164,3.610593,4.559875,7.262549
3.619591,4.545909,7.353420,4.156359,4.612239,7.218544
3.830208,4.612838,7.244947,4.076401,4.684033,6.917500
3.865468,4.829280,7.366248,3.949928,4.877422,6.981427
3.827509,4.381203,6.475763,3.741639,4.768969,7.533648
3.866226,4.698979,7.799265,4.120702,4.704788,6.899547
3.706019,4.551314,6.880653,3.695742,4.828658,6.945170
3.632000,4.794763,6.879099,4.051954,4.654886,6.939456
3.489289,4.707665,7.125335,4.105836,4.536937,6.312561
3.758310,4.589798,7.471653,3.780839,4.814244,7.607107
3.350020,4.388928,7.286016,3.815269,4.696601,7.306567
3.717049,4.823754,7.194012,3.952731,4.707461,6.577687
3.914437,4.770827,6.786008,3.571118,4.955837,6.633039
3.440638,4.717871,7.557258,3.813954,4.645097,6.911623
3.602066,4.726417,7.415467,3.900073,4.618617,6.954649
3.539865,4.698007,7.333239,4.272127,4.711455,7.089631
3.609735,4.384818,7.164657,3.666949,4.686950,7.119002
3.745364,4.413171,6.967463,4.175368,4.448486,6.473003
3.576517,4.712218,7.834674,3.931639,4.990153,7.377045
3.602492,4.856428,7.438049,3.908440,4.704573,6.871454
4.013147,4.781544,7.452711,3.862002,5.076100,7.228618
3.651567,4.658013,6.960814,3.695567,4.896917,6.644234
3.568288,4.469264,6.936770,3.914770,5.043417,7.306791
3.449740,4.981011,7.633596,3.955170,4.737968,7.408257
3.294486,4.794913,7.352943,4.192313,5.277144,8.054752
3.537466,5.057263,7.626459,3.860038,4.702931,7.207778
3.712784,4.890219,7.615177,3.873685,4.578218,6.602048
3.693171,4.678777,7.558456,3.751135,4.684803,7.381252
3.538392,4.739964,6.909325,3.908413,4.998441,7.799436
3.810398,4.519483,7.141881,3.739432,4.740554,6.865995
3.483845,4.718802,7.508753,3.965054,4.524599,6.428825
3.689338,4.875524,7.410222,3.960692,4.720514,6.905522
3.792678,4.956633,7.937989,3.580255,5.366008,7.300183
3.672471,4.783194,7.703043,3.896943,4.856703,7.331234
3.496223,4.526379,7.187222,3.959866,5.071472,7.361482
3.608374,4.798305,7.115021,3.720271,5.008497,7.638712
3.604798,4.458732,7.198517,4.117821,4.380218,7.644251
3.449128,4.773970,7.035565,4.014010,4.776920,7.546811
3.410251,5.139879,7.738197,3.837126,4.801075,6.961848
3.403263,5.107845,8.145685,3.913332,4.821245,7.728079
3.343357,4.852819,7.823738,4.203398,4.986247,7.384275
3.919247,4.305046,6.627759,3.873877,5.123327,7.350768
3.508255,4.592343,7.387892,4.017841,5.003150,6.709467
3.550465,4.856561,7.920441,3.881639,4.835540,7.325907
3.653174,4.385848,7.128761,3.680081,4.951822,7.494450
3.618862,4.588013,7.015335,3.968203,4.971453,7.786670
3.702245,4.824868,7.466457,3.803525,4.744884,7.450014
4.094542,4.686259,7.544800,3.750424,4.845655,6.916051
3.417280,4.916677,7.451083,3.456328,5.201020,8.278601
3.585331,4.749342,7.343960,3.697837,4.940898,7.556295
3.647463,5.131483,8.169402,3.869544,4.985296,7.223267
3.589990,4.903493,7.448242,3.568078,4.841767,7.573452
3.645730,4.713913,8.121625,4.090892,5.157021,7.434668
3.804754,4.737378,7.697500,4.208724,4.758787,7.756638
3.930715,4.814799,7.747084,3.772254,4.856066,7.037901
3.530496,4.856664,7.548657,3.796200,4.635250,6.681871
3.834839,4.604740,7.253966,4.012817,4.819021,7.903701
3.812861,4.388040,7.237801,3.848429,4.595674,7.710822
3.819225,4.871479,7.243638,3.847755,4.857859,7.280652
3.564985,4.476447,7.332895,4.050477,5.000763,7.574471
3.525420,4.687864,7.291091,3.836356,4.746716,7.322471
3.654638,4.645736,7.697382,3.961119,4.710894,7.234149
3.781642,4.792924,7.767045,4.167200,4.768098,7.399421
3.926593,4.549536,7.672334,3.980092,5.100547,7.839380
3.523847,4.761851,7.913807,3.504678,4.677814,6.742506
