pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
4.561436,5.499258,8.919144,5.403449,6.477987,9.587954
4.801985,5.654809,8.968518,5.411237,6.519443,9.737135
4.520444,5.303230,9.043119,5.024143,6.890953,9.409169
4.285676,5.980009,8.511472,5.245711,6.988467,9.066241
4.391937,5.563058,9.520231,4.879637,6.779601,10.151804
4.523791,5.958498,8.976707,5.140589,6.507532,9.691375
4.206196,5.233403,8.241900,5.290953,6.633854,10.271290
4.394569,6.151459,9.047846,5.305605,6.734759,9.929872
4.541335,6.155675,9.445956,5.124770,6.588969,9.752920
4.611483,5.515230,9.679599,5.084708,6.680639,9.482601
4.517297,5.214207,8.921565,5.513510,6.518833,9.850807
4.746607,5.408810,8.755798,5.001106,7.054336,11.211255
4.683672,5.846201,9.332983,5.183878,6.467311,10.660546
4.322091,5.410875,9.278349,5.071875,6.989291,9.922179
4.339647,6.311251,9.513118,4.886645,6.154677,10.015334
4.608023,5.869553,8.630994,5.233918,6.917395,9.226005
4.432320,5.741468,8.679349,4.817819,6.470338,9.481081
4.620813,5.549218,8.668510,5.118592,7.059702,9.887100
4.660324,5.849637,8.556398,5.098356,6.689020,10.680397
4.222004,5.226644,7.553520,5.422094,6.631267,9.801492
4.281965,5.793582,8.998808,5.175473,6.112286,9.829258
4.028270,5.904776,8.823550,5.230074,6.389029,8.982614
4.413495,5.930148,9.640380,5.301500,6.797137,10.270125
4.623241,6.071607,9.204398,5.188301,6.028997,8.579184
4.367166,5.899261,9.364695,5.172963,6.189417,9.786536
4.340617,6.280718,8.855564,5.317935,6.992284,10.085081
4.408603,5.335506,8.609434,5.138541,6.412756,10.372807
4.070296,5.672242,8.418136,5.208954,6.491512,9.372624
4.368524,5.673015,9.211121,4.815380,6.439045,9.670989
4.241066,5.867875,8.771191,4.877873,6.421783,10.511751
4.091673,6.016461,9.149280,5.096590,7.041601,10.125435
4.325566,5.703510,8.875304,5.460392,6.371921,10.201573
4.468003,5.365892,8.869445,5.598910,6.736575,9.089214
4.351112,5.796892,8.889326,5.366131,6.643650,10.011473
4.363238,5.670657,9.426007,5.080702,6.843847,9.738653
4.174058,5.932595,9.267841,5.286089,6.386008,9.423894
4.304915,6.130547,8.795168,5.134020,6.270320,10.028639
4.502536,5.609436,8.886385,5.387496,6.097295,9.635722
4.524096,6.008233,8.885035,5.081390,6.409330,9.859916
4.432105,5.633482,8.661876,5.098093,6.421421,9.939557
4.482194,6.078447,8.693553,5.078888,6.168800,9.144107
4.507914,5.936513,8.698116,5.257686,6.511223,9.328581
4.434801,5.555044,8.874558,5.360857,6.670929,10.305508
4.560669,5.693105,9.304170,5.977627,6.290977,9.975168
4.620466,5.680349,9.190869,5.199218,7.012080,9.852511
4.416422,5.857671,8.168865,5.575545,6.035439,9.493096
4.519282,5.653109,9.666908,5.226660,6.566865,9.554434
4.380006,5.737509,8.487310,5.124860,6.004894,9.777581
4.672906,6.281739,8.641133,5.377245,6.375868,10.010114
4.334792,5.576930,8.383539,5.479522,6.255302,10.532001
4.382346,5.971848,9.051569,5.259475,7.010226,10.762589
4.478416,5.694289,9.337290,4.869042,6.719373,9.744096
4.537839,5.800302,8.667532,5.075152,6.174428,9.438748
4.934072,5.926420,8.904575,5.129623,6.277765,9.712606
4.408041,6.020606,9.436021,5.208907,6.545842,9.489876
4.510841,5.777028,8.660633,5.232235,6.615541,10.481506
4.167136,5.413016,9.159335,4.970483,6.464716,10.201756
4.434372,5.902017,9.229583,5.234963,6.104017,9.076990
4.908759,5.753288,8.387700,4.813857,6.607390,9.961593
4.019500,5.649880,9.640473,5.567976,6.655320,9.589861
4.538382,5.760201,8.333007,5.184861,6.362831,9.638289
4.428188,5.817994,8.909188,5.307521,6.495605,9.529401
4.669899,5.940430,8.626679,5.568015,6.355529,9.876163
4.640628,5.929195,9.338732,5.095138,5.918581,9.035526
4.266833,5.623981,8.590317,5.436549,6.134368,9.396425
4.155035,5.922799,8.905782,5.110173,6.731308,9.826834
4.345235,5.672521,8.828878,5.207169,6.315974,8.407672
4.727886,5.704077,8.649251,5.075992,6.210904,9.509169
4.515093,5.508992,9.262321,5.578713,6.253868,9.333461
4.346620,5.861781,8.928943,5.409362,6.014325,9.219871
4.396019,5.242576,8.068934,5.256895,6.379649,10.180822
4.554812,5.915787,8.839425,5.321115,6.139119,9.689125
4.013162,5.485628,8.832905,5.229786,6.032968,9.220234
4.659875,5.434078,8.768286,5.349579,6.194665,10.092545
4.360966,5.734334,8.932901,5.064557,6.886639,10.423291
4.587931,5.618902,7.954031,5.554134,6.209178,9.635026
4.530572,5.297566,7.690566,5.430644,7.222348,9.860642
4.559153,5.336623,8.545994,5.103836,6.686326,9.522529
4.287260,5.800962,8.514793,5.004395,6.288229,9.295271
4.754352,5.667630,8.423735,5.228486,6.515045,9.818603
4.346918,5.907579,9.281794,5.096599,5.983656,9.632669
4.438296,5.653797,8.549517,5.468609,6.096169,9.639210
4.264027,5.400305,8.151444,5.495803,6.418702,10.341778
4.347726,5.138059,8.899492,5.317215,6.621959,9.408567
4.558179,5.490234,8.887947,5.538530,6.059188,9.633755
4.193532,5.733487,8.769607,5.371310,6.291858,9.775561
4.903089,5.569397,8.979625,5.342431,6.757860,10.155254
4.449981,5.308701,8.338276,5.272914,6.148536,9.248969
4.542776,5.626412,8.118045,5.484383,5.762393,9.618158
4.255897,5.474566,8.494036,5.251662,6.296807,9.937053
4.322290,5.500398,8.489816,4.893642,6.413511,9.857915
4.520421,5.846193,8.885930,5.100151,6.517294,10.087747
4.597585,5.462651,8.077950,5.337374,6.278838,9.741451
4.547509,5.585523,8.751236,4.964748,6.686343,10.261719
4.227417,5.448497,8.612305,5.292887,6.830217,9.532504
4.260296,5.349557,8.389222,5.322967,6.293188,10.272254
4.827112,5.742276,8.540837,5.340859,6.879104,9.706289
4.586448,5.521387,8.116217,5.101906,6.401668,9.891378
4.569871,5.357546,8.713802,5.361888,5.958747,9.165568
4.315893,5.709781,8.720907,5.388400,6.334296,9.181622
4.213735,5.619168,8.594422,4.915735,6.394544,10.265542
4.265429,5.594047,8.660131,5.728204,6.673222,9.390209
4.513120,5.291756,7.795615,5.422738,6.594488,9.403742
4.048479,5.322252,9.324184,5.484969,6.498302,9.715515
4.296282,5.328972,8.712052,5.111814,6.652360,9.217205
4.527013,5.357789,8.614691,5.275609,6.564121,9.381171
4.184528,5.238845,8.774544,5.343672,5.939599,9.680515
4.544040,5.356122,8.848418,5.262608,6.239078,9.278230
4.451063,5.786831,8.870426,5.162757,6.362306,9.491961
4.449771,5.856085,9.177292,5.049551,6.530080,9.620500
4.513753,5.881139,8.570992,5.323906,6.595126,9.760183
4.570604,5.609096,9.049054,5.505459,6.534613,9.401049
4.433085,5.976236,8.439942,5.246298,6.902050,9.362549
4.311140,5.394095,8.286274,5.080740,6.643339,9.844790
4.302693,6.142966,9.759412,5.244982,6.418739,9.687598
4.272093,5.506903,8.819149,5.571714,6.496990,9.485104
4.505617,5.402495,8.823540,5.091986,6.941092,9.794435
4.298669,5.660062,8.852474,4.857287,6.013946,10.232049
4.450183,5.761845,8.870267,5.002697,6.846945,9.916158
4.459358,5.772627,9.042999,5.885224,6.364422,9.125739
4.087936,5.437143,8.047603,5.434336,6.307245,8.662284
4.247277,5.950341,8.175617,5.349275,6.130089,9.533605
4.356721,6.010485,8.714321,5.084062,6.242893,9.006643
4.249801,5.719867,8.997741,5.318242,6.651107,9.143428
4.329079,5.825799,8.437162,4.858612,6.272883,9.523427
4.195950,5.655440,9.013009,5.139718,6.011497,9.768306
4.304190,5.874535,9.297397,4.895396,6.534248,9.513326
4.297061,5.551742,9.054558,5.286254,6.207687,9.323924
4.317583,5.365644,8.962900,5.341786,6.925953,9.663316
4.561246,5.841985,8.945583,5.628010,6.385042,9.621695
4.356254,5.660450,8.926818,5.118181,6.569100,9.085545
4.441637,5.839033,8.853560,5.037707,6.320743,9.117300
4.178714,5.387979,8.475873,5.177925,6.495563,9.802329
4.392575,5.838305,8.234172,5.182431,6.522548,9.895371
4.477739,5.009021,8.915779,5.562024,6.257688,9.363585
4.261502,5.201643,8.962074,4.957948,6.567823,10.030400
4.406995,5.787119,9.437781,5.255283,6.666254,10.443569
4.735566,5.704141,8.186208,5.024331,6.170618,9.557797
4.241904,5.076788,8.490720,5.018155,6.362746,10.070349
4.356242,5.591850,8.756589,5.227657,6.604922,8.939800
4.533415,5.691241,8.945389,4.894952,6.960942,9.330930
4.518395,6.218516,9.615851,5.069701,6.353259,10.045945
4.820038,5.642239,8.674174,5.003129,6.401758,9.496983
4.385880,5.483618,9.791095,5.408575,6.818489,9.730401
4.495755,5.929600,8.844619,5.483755,6.105819,9.048898
4.520096,5.414278,8.490792,4.881767,6.489919,9.574886
4.275156,6.101426,9.182872,5.249692,6.659510,9.402128
4.394971,5.334088,8.918270,5.246232,6.329585,10.427974
4.336110,6.045320,9.543792,5.057056,6.210456,9.542598
4.540222,5.693451,9.160805,5.165560,6.721706,9.896476
4.368880,5.838559,9.018765,5.296258,5.983670,10.011059
4.355472,5.981354,9.412127,4.978244,6.861097,10.041302
4.527608,6.053276,8.462002,5.575771,6.440466,9.680140
4.152737,5.944012,8.993572,5.219977,6.651794,9.525597
4.567669,5.882338,8.819255,5.279050,6.895235,9.985172
4.271144,5.420019,8.127420,5.336306,6.064696,8.681758
4.413069,6.052163,8.975182,5.328362,6.690043,9.462649
4.383432,5.635352,8.476797,5.586650,6.509367,10.590487
4.601278,5.252192,8.601588,5.346238,6.307790,10.013590
4.318762,5.775356,8.933068,5.459433,6.692754,10.101342
4.200774,5.881069,8.936042,5.209034,6.077906,9.650663
4.400174,5.966232,9.360960,5.021992,6.744960,10.423406
4.413170,5.467603,8.687852,5.378821,6.198986,8.757973
4.369593,6.054957,9.575846,5.449353,6.657442,10.420436
4.395777,5.622837,8.597871,4.863414,6.458843,8.556432
4.437691,5.738702,8.601649,5.183899,6.444041,9.767219
4.407954,5.436653,8.976310,5.434431,6.476523,9.139778
4.660001,5.551800,9.520269,5.312139,6.599894,9.651702
4.338073,5.852645,9.775855,4.925577,5.814979,9.388282
4.646373,5.535854,8.696567,5.011696,6.566665,9.253800
4.527919,5.700242,8.663015,5.175588,6.346378,9.230051
4.385780,5.320873,8.923979,5.219988,6.755571,9.484464
4.384872,5.790884,8.965807,5.167642,6.398947,9.567322
4.602025,5.630216,8.833949,4.877555,6.348679,9.085627
4.342739,5.734232,9.110338,4.908129,6.280522,9.494423
4.789134,4.983971,7.880959,5.011087,6.334039,9.692763
4.503520,5.725381,9.344199,5.347920,6.565869,10.083539
4.677887,5.752137,9.130013,5.271277,6.327546,9.662822
4.268296,5.599031,8.479128,5.054546,6.766597,10.071385
4.162416,5.998492,8.868579,5.111353,6.485802,9.632467
4.424520,5.686626,8.295703,4.949073,6.403876,9.377550
4.796622,5.874444,8.739578,5.233809,6.863764,9.834454
4.323970,5.872135,9.265412,5.754128,6.242039,9.574802
4.524750,5.892081,9.070881,5.648626,6.150795,9.849453
4.225101,5.848182,9.228919,5.434787,6.483506,9.899682
4.087672,5.767026,8.641394,5.350602,6.602285,9.709723
4.292506,5.351731,8.714353,5.236935,5.951320,9.155698
4.079142,5.626451,9.739182,5.404513,6.783821,9.343792
4.391904,5.265418,8.408450,5.336290,6.292270,9.362724
4.383619,5.957591,8.826988,5.053829,7.073449,9.406291
3.958238,5.824770,8.410967,5.095101,6.664634,9.915186
4.524833,5.709875,8.686554,5.100494,6.326339,9.224667
4.613025,5.810171,8.695913,5.501439,6.022071,9.293141
4.402232,5.495182,8.731822,5.175286,6.751943,10.349533
4.645655,5.471621,8.400478,5.766801,6.883606,9.681028
4.183582,5.615477,9.406887,5.073515,6.735349,10.277494
4.168730,5.742611,8.666051,5.073447,7.019303,9.448510
4.454341,6.129294,9.020639,5.034454,6.713760,8.644571
4.584613,5.362673,8.581071,5.095003,6.676478,9.604345
4.589128,5.496747,8.610473,5.514397,5.717575,8.803632
4.506288,5.581066,8.722562,5.350308,6.726172,10.082261
4.450971,5.436994,8.351113,5.392496,6.692850,9.848835
4.269415,5.514831,8.064861,5.375703,6.721300,9.640030
4.173598,5.627431,8.443495,5.148208,6.368858,9.025264
4.411666,5.375159,8.656025,4.811942,6.859240,9.548173
4.537987,5.823039,9.103202,4.869763,5.811459,9.308577
4.538475,5.752045,8.599347,5.405123,6.735846,9.869633
4.156185,5.733441,9.400595,4.993227,6.710908,9.298174
4.556986,5.991097,8.723246,4.960078,6.836125,9.433273
4.242365,5.889794,8.841758,5.716292,6.352058,9.526005
4.522626,5.617904,8.361637,5.294828,6.780496,9.443340
