pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
0.527140,0.578899,0.788928,0.574244,0.586729,0.818883
0.491587,0.589709,0.812032,0.543101,0.595206,0.756606
0.506191,0.516718,0.729302,0.496387,0.567749,0.796969
0.542304,0.582476,0.827304,0.574160,0.550285,0.785568
0.524762,0.581011,0.788272,0.484811,0.566795,0.772993
0.527478,0.568630,0.750887,0.517044,0.569690,0.842324
0.516289,0.580446,0.920311,0.513316,0.556027,0.810375
0.502485,0.558306,0.830023,0.526523,0.558073,0.884609
0.526589,0.547613,0.767008,0.555595,0.587296,0.811891
0.493670,0.554695,0.829826,0.526575,0.587321,0.847681
0.512637,0.562273,0.837542,0.554957,0.576967,0.792714
0.507709,0.569902,0.830355,0.563586,0.545889,0.814261
0.534101,0.561143,0.807146,0.541184,0.586878,0.841144
0.531816,0.590190,0.830112,0.553624,0.608618,0.811417
0.527064,0.576449,0.834302,0.548390,0.600816,0.794666
0.504065,0.552381,0.812032,0.526820,0.575916,0.802422
0.544974,0.562966,0.768751,0.523040,0.594580,0.789903
0.491686,0.586032,0.808580,0.522179,0.635025,0.855588
0.515175,0.583539,0.818723,0.501319,0.547065,0.831554
0.475182,0.597808,0.780545,0.551482,0.564858,0.807895
0.547286,0.572234,0.765230,0.554019,0.587121,0.850777
0.495325,0.562794,0.813632,0.479468,0.578084,0.842613
0.534584,0.610155,0.852182,0.528161,0.585749,0.854552
0.553504,0.613176,0.789664,0.511740,0.578192,0.837571
0.523505,0.579430,0.748147,0.542793,0.566023,0.823871
0.509757,0.595438,0.815793,0.532970,0.569840,0.826209
0.491850,0.598312,0.807539,0.547153,0.596701,0.780865
0.523795,0.578482,0.825776,0.552690,0.519102,0.843333
0.510817,0.552729,0.844684,0.559931,0.550747,0.731430
0.532745,0.582045,0.849037,0.527504,0.562480,0.788027
0.546088,0.570782,0.810677,0.509502,0.588729,0.857337
0.536012,0.576480,0.773234,0.544742,0.586064,0.816067
0.522115,0.565650,0.837686,0.540821,0.517142,0.780474
0.495192,0.581445,0.872079,0.541025,0.560595,0.731689
