pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
27.728649,-11.600153,12.645858,3.850858,-12.767697,10.222710
27.745362,-12.265066,12.914984,3.619193,-13.511523,10.762343
27.688851,-12.845641,13.180080,3.403198,-14.119995,11.164904
27.569278,-13.333030,13.441085,3.212122,-14.584044,11.430150
27.402685,-13.711488,13.697408,3.061031,-14.889706,11.557711
27.201066,-13.964010,13.947633,2.959655,-15.026375,11.548265
26.962190,-14.079332,14.190619,2.899406,-14.997459,11.405688
26.670780,-14.060505,14.427947,2.852212,-14.826822,11.139943
26.304483,-13.930547,14.662869,2.776801,-14.559368,10.769515
25.845622,-13.729229,14.896466,2.629281,-14.253658,10.320372
25.297824,-13.509731,15.124217,2.379121,-13.967421,9.821221
24.692300,-13.329864,15.333098,2.017634,-13.745988,9.302027
24.080414,-13.232933,15.500048,1.559280,-13.616523,8.798429
23.523013,-13.228471,15.590040,1.046630,-13.584780,8.355817
23.082549,-13.280814,15.550637,0.551361,-13.636142,8.027447
22.823770,-13.309783,15.319102,0.166339,-13.740187,7.863911
22.812524,-13.210542,14.844644,-0.013062,-13.855120,7.895544
23.096822,-12.890151,14.115577,0.082376,-13.933770,8.119489
23.677244,-12.308640,13.182609,0.470136,-13.933025,8.497960
24.491518,-11.512011,12.160296,1.108412,-13.825256,8.970548
25.432329,-10.632692,11.196433,1.908005,-13.608579,9.475996
26.380345,-9.837985,10.426603,2.757413,-13.310794,9.969365
27.228164,-9.259876,9.929704,3.552437,-12.985215,10.428708
27.906485,-8.960103,9.701844,4.221757,-12.699563,10.851759
28.396806,-8.935052,9.674724,4.739882,-12.519781,11.248057
28.711160,-9.131425,9.762579,5.116585,-12.494477,11.632488
28.865428,-9.467555,9.898797,5.382901,-12.641753,12.014250
28.870083,-9.856824,10.046187,5.574852,-12.941789,12.383507
28.733642,-10.222994,10.188275,5.701869,-13.339702,12.709280
28.474817,-10.507654,10.311400,5.739871,-13.752835,12.954455
28.132456,-10.675109,10.382171,5.667703,-14.082480,13.095921
27.760995,-10.711589,10.332213,5.498497,-14.236711,13.128078
27.423672,-10.619966,10.064275,5.283743,-14.151844,13.056081
27.187103,-10.412336,9.481552,5.096954,-13.802460,12.888450
27.108665,-10.100536,8.536958,5.004776,-13.200441,12.632759
27.222067,-9.693983,7.287568,5.041829,-12.384316,12.294243
27.526563,-9.205089,5.920764,5.209403,-11.409167,11.875391
27.980862,-8.654373,4.718451,5.487493,-10.346012,11.382533
28.509075,-8.080543,3.954927,5.847451,-9.282903,10.836527
29.025131,-7.548324,3.778910,6.252581,-8.316201,10.277457
29.466372,-7.140555,4.153152,6.649961,-7.530592,9.761617
29.810952,-6.928494,4.879288,6.984066,-6.980620,9.351319
30.064970,-6.940728,5.669711,7.223854,-6.683141,9.097509
30.239044,-7.149479,6.231448,7.371089,-6.616127,9.023030
30.339541,-7.478829,6.346920,7.453313,-6.719849,9.116973
30.383918,-7.828637,5.930941,7.520657,-6.901067,9.342635
30.421369,-8.105589,5.047410,7.650767,-7.046270,9.654714
30.541483,-8.259932,3.882631,7.948686,-7.049309,10.016646
30.849100,-8.306099,2.693524,8.517153,-6.846340,10.412330
31.411086,-8.299778,1.738852,9.411059,-6.444074,10.849457
32.211115,-8.293546,1.191053,10.608470,-5.924655,11.354167
33.140226,-8.315061,1.057451,12.014045,-5.420451,11.960387
34.039574,-8.371845,1.185449,13.510630,-5.068206,12.701674
34.771636,-8.458778,1.357400,15.025033,-4.964656,13.607139
35.263923,-8.555879,1.394986,16.548464,-5.142953,14.687798
35.516976,-8.618237,1.222102,18.102339,-5.567284,15.911711
35.598116,-8.580166,0.873478,19.682972,-6.141868,17.188029
35.617232,-8.379806,0.458743,21.230205,-6.738016,18.381251
35.679029,-7.993652,0.097983,22.645771,-7.234128,19.355886
35.832525,-7.459111,-0.139186,23.827555,-7.547239,20.024327
36.062659,-6.865477,-0.244693,24.703059,-7.645573,20.374612
36.330625,-6.320056,-0.231273,25.255763,-7.549907,20.474128
36.614158,-5.916681,-0.090846,25.527039,-7.324860,20.447536
36.913915,-5.718503,0.203502,25.591405,-7.057978,20.432870
37.228985,-5.747642,0.656861,25.523427,-6.834856,20.532976
