pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z
30.497125,-13.236886,15.334940,6.814020,-16.709740,20.117633
29.967753,-13.096384,14.267721,6.519014,-16.883440,19.330938
29.218160,-11.946541,15.450921,6.622440,-16.629748,19.568780
30.003272,-11.982153,15.739583,6.513515,-14.212920,20.528668
30.204002,-12.172255,15.488231,6.951311,-15.490054,20.275788
30.440464,-12.437902,15.993410,7.033579,-15.549048,20.827351
30.975989,-13.051808,16.564365,7.247504,-15.484933,21.258935
31.418657,-14.302055,16.317512,7.635082,-16.755434,21.080725
31.503414,-14.745960,16.963793,7.513847,-17.439981,21.877367
31.504465,-14.961626,17.526319,7.411235,-17.628420,22.429657
31.242858,-15.833512,17.451079,7.199333,-17.936670,22.300130
30.537589,-15.680718,17.985059,6.855400,-18.070199,22.410056
30.530615,-15.437992,18.358344,6.842478,-18.073919,22.467756
30.549664,-15.245224,18.366781,6.749324,-18.027803,22.389336
30.631481,-15.204568,18.516356,7.375944,-18.934750,21.856099
30.859925,-15.338924,18.836922,7.884470,-18.937770,21.762200
30.784328,-15.377171,18.699548,7.674673,-19.187531,21.602113
30.997078,-15.867254,18.242322,7.370717,-19.355112,21.722683
31.170550,-15.784020,18.563527,7.662232,-19.126490,22.088574
31.752124,-15.994546,18.484563,8.145759,-18.854321,22.185767
31.711590,-16.231883,18.102521,7.927782,-19.257035,21.949331
31.693876,-16.182552,18.330062,8.002420,-19.249424,22.241740
31.762529,-16.678928,18.443710,7.641315,-18.652361,22.544374
31.063076,-16.318518,18.564695,7.135323,-19.078780,22.708659
31.182308,-16.192990,18.699146,7.426748,-18.894811,23.343269
31.101723,-16.151269,18.448269,7.393115,-18.834638,22.762710
30.475620,-15.564041,17.664438,7.136358,-18.909138,22.850284
31.177137,-14.523283,16.149181,8.074456,-17.801997,22.941349
31.887360,-13.720287,14.574908,8.372921,-17.228736,23.035003
32.633008,-12.836658,13.925081,10.137158,-16.049598,25.166588
32.618187,-12.661179,14.684867,10.937521,-15.625442,25.387331
32.629049,-12.688640,14.622398,11.552705,-16.062341,25.696815
32.520637,-12.552988,14.595129,11.918460,-16.589274,25.796917
32.882268,-12.685457,14.195159,12.307078,-16.702765,26.018042
33.208459,-13.046706,13.767119,12.812449,-16.890007,26.000539
33.171101,-13.258766,13.579778,13.404607,-17.394419,26.174328
33.080698,-13.372962,13.351041,15.336262,-18.305887,29.289157
32.926645,-12.311707,12.703761,17.039618,-17.714199,30.591417
32.129575,-11.121959,10.516273,18.144338,-16.556220,32.503201
31.923870,-10.265745,8.637408,20.086401,-16.902461,31.881872
32.435646,-9.436653,6.958973,21.657044,-15.015726,30.213388
33.885403,-8.551479,6.494894,22.243245,-13.860452,29.846725
34.955197,-9.420658,6.644958,23.178886,-12.693860,29.699503
36.377385,-9.611456,6.230523,24.829974,-12.152098,28.975513
37.546281,-10.134162,5.592203,26.238003,-11.087994,28.477361
37.826854,-10.678932,4.039296,27.429077,-11.412131,26.610232
37.212162,-9.753144,3.056565,27.435189,-10.573438,25.972787
37.451840,-8.859547,3.223151,26.958662,-10.279595,26.267171
37.689936,-8.648302,3.522090,26.909213,-10.451390,26.730050
36.771616,-9.487468,3.901001,26.573468,-10.583138,26.897680
35.483203,-8.837686,3.613561,25.070972,-10.592825,25.434270
35.359462,-8.961334,3.959260,24.899221,-9.860573,25.919340
35.712200,-9.439660,4.218442,24.479960,-10.199543,26.637598
35.307382,-10.199605,4.115758,23.899129,-10.614461,26.831908
34.369694,-9.501108,4.640062,23.158575,-10.939597,27.205591
34.733068,-10.072833,4.900080,22.965280,-11.177405,27.785824
34.884963,-10.537617,5.053697,22.918708,-11.629518,28.064667
34.661145,-10.660217,4.946587,22.709218,-11.426379,27.456083
33.913510,-10.417369,4.322241,22.137025,-11.024996,26.838871
33.886276,-9.955389,4.470995,22.080547,-10.670640,26.945088
34.770795,-10.052353,4.517322,22.394377,-10.631838,27.120058
35.005597,-10.103289,4.319018,22.670311,-10.765287,27.060201
34.523451,-10.095242,4.079899,22.705964,-10.841052,26.649411
34.550131,-9.983220,4.442233,22.743418,-10.689825,26.775623
35.095924,-10.227024,4.669604,22.987090,-10.942661,27.097219
35.360302,-10.464759,4.832489,23.091286,-11.195848,27.314705
34.820099,-10.648878,4.556204,23.008099,-11.357681,27.251057
34.570465,-10.602843,4.781391,22.978875,-11.352682,27.343730
35.086058,-10.723500,5.168339,23.197422,-11.795553,27.643653
35.538711,-11.316616,5.126919,23.314051,-12.140384,27.799689
35.429335,-11.696809,5.131101,23.186556,-12.337735,27.578056
34.868256,-11.775776,4.653887,22.848193,-12.129539,26.966805
34.620344,-11.543857,4.829301,22.519134,-11.705354,26.692924
35.420161,-11.630899,5.031110,22.449402,-11.551717,26.958994
35.944446,-11.799246,5.226814,22.451240,-11.562849,26.926686
36.160585,-11.897777,5.445077,22.447625,-11.405998,26.820349
35.665606,-11.985092,5.053443,22.218969,-10.954799,26.461489
35.446270,-11.731296,4.987928,22.018477,-10.715471,26.355708
