pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y
377.980211,611.141463,267.458400,608.713960,362.704527,578.525814,210.185266,598.355639,NaN,NaN,NaN,NaN
377.060000,612.280000,265.840000,610.880000,362.060000,579.940000,210.010000,599.330000,NaN,NaN,NaN,NaN
377.800000,612.270000,265.030000,612.850000,361.940000,581.270000,209.900000,600.100000,NaN,NaN,NaN,NaN
378.440000,612.530000,265.980000,613.960000,362.480000,582.060000,210.020000,601.790000,NaN,NaN,NaN,NaN
378.990000,611.490000,266.200000,612.870000,362.910000,580.840000,209.950000,602.720000,NaN,NaN,NaN,NaN
379.260000,610.390000,266.260000,612.410000,362.700000,579.320000,209.600000,601.660000,NaN,NaN,NaN,NaN
379.750000,608.640000,265.990000,611.270000,362.760000,577.600000,208.850000,600.370000,NaN,NaN,NaN,NaN
380.580000,606.680000,267.458400,609.119639,362.860000,575.930000,208.080000,598.810000,NaN,NaN,NaN,NaN
381.210000,604.950000,267.864079,608.308280,362.910000,573.580000,207.510000,597.220000,NaN,NaN,NaN,NaN
382.080000,603.590000,267.864079,605.468527,363.000000,572.610000,206.890000,594.550000,NaN,NaN,NaN,NaN
382.660000,603.470000,268.800000,603.910000,362.790000,574.390000,206.771247,596.540905,NaN,NaN,NaN,NaN
382.220000,603.970000,269.770000,603.150000,363.080000,573.690000,207.131851,597.622716,NaN,NaN,NaN,NaN
382.330000,604.130000,268.860000,604.390000,363.010000,573.060000,206.130000,596.800000,NaN,NaN,NaN,NaN
382.570000,604.090000,268.800000,604.740000,362.210000,573.850000,205.900000,596.710000,NaN,NaN,NaN,NaN
382.500000,604.450000,269.230000,604.730000,362.170000,573.810000,206.180000,597.620000,NaN,NaN,NaN,NaN
382.470000,604.900000,268.020000,605.170000,361.930000,574.040000,205.630000,596.910000,NaN,NaN,NaN,NaN
382.770000,604.810000,268.350000,605.520000,360.390000,574.680000,205.460000,597.590000,NaN,NaN,NaN,NaN
382.330000,605.090000,268.920000,605.490000,358.770000,575.410000,205.790000,598.370000,NaN,NaN,NaN,NaN
381.300000,605.930000,268.350000,605.990000,356.530000,577.220000,205.960000,598.590000,NaN,NaN,NaN,NaN
380.750000,607.020000,267.290000,606.560000,354.090000,577.640000,202.444003,604.474186,NaN,NaN,NaN,NaN
380.450000,607.760000,265.870000,607.680000,356.213662,582.131851,200.380000,605.050000,NaN,NaN,NaN,NaN
381.110000,608.030000,265.200000,608.960000,357.000000,583.000000,200.250000,606.830000,NaN,NaN,NaN,NaN
381.010000,607.720000,266.060000,609.510000,357.280000,582.780000,201.890000,606.930000,NaN,NaN,NaN,NaN
380.580000,607.720000,266.510000,609.850000,357.030000,582.800000,202.700000,606.100000,NaN,NaN,NaN,NaN
380.550000,607.270000,266.800000,609.780000,356.610000,582.170000,202.950000,606.030000,NaN,NaN,NaN,NaN
380.920000,606.380000,265.835683,609.930997,356.250000,580.950000,202.130000,605.630000,NaN,NaN,NaN,NaN
381.440000,605.510000,267.864079,607.091243,356.820000,579.960000,201.800000,604.220000,NaN,NaN,NaN,NaN
382.030000,604.640000,267.960000,605.370000,357.390000,579.120000,201.190000,603.890000,NaN,NaN,NaN,NaN
382.360000,603.840000,268.040000,604.050000,357.930000,578.220000,201.170000,603.120000,NaN,NaN,NaN,NaN
382.570000,603.000000,268.150000,603.220000,358.020000,577.620000,201.160000,602.170000,NaN,NaN,NaN,NaN
382.530000,602.430000,268.320000,602.210000,358.310000,577.190000,201.120000,601.680000,NaN,NaN,NaN,NaN
382.320000,602.670000,267.980000,601.330000,358.900000,577.390000,201.150000,601.490000,NaN,NaN,NaN,NaN
381.270000,604.050000,268.920000,602.750000,359.060000,578.230000,203.165210,598.704527,NaN,NaN,NaN,NaN
379.070000,606.910000,269.740000,604.780000,364.507546,580.328832,205.689436,598.704527,NaN,NaN,NaN,NaN
375.870000,610.970000,269.770000,607.230000,368.690000,581.790000,205.689436,598.704527,NaN,NaN,NaN,NaN
374.470000,614.570000,270.790000,610.330000,371.230000,583.400000,211.459095,600.868149,NaN,NaN,NaN,NaN
375.850000,614.310000,273.180000,612.950000,372.150000,583.980000,211.819698,600.507546,NaN,NaN,NaN,NaN
375.740000,614.400000,271.920870,614.799146,371.380000,585.610000,214.343924,601.228753,NaN,NaN,NaN,NaN
373.940000,615.240000,271.020000,616.320000,370.860000,586.910000,214.704527,601.228753,NaN,NaN,NaN,NaN
371.750000,616.730000,269.330000,617.890000,370.277204,587.180302,213.262113,601.949960,NaN,NaN,NaN,NaN
370.380000,618.610000,268.080000,619.060000,373.522637,587.180302,215.065131,604.113582,NaN,NaN,NaN,NaN
368.710000,620.230000,269.850000,620.350000,375.960000,587.700000,216.868149,603.752979,NaN,NaN,NaN,NaN
365.170000,622.400000,270.790000,622.290000,376.768070,592.228753,218.940000,605.290000,NaN,NaN,NaN,NaN
359.496457,626.886883,270.830000,624.450000,377.300000,595.390000,220.980000,607.630000,NaN,NaN,NaN,NaN
364.295137,631.524313,273.000000,626.750000,377.128674,596.555997,221.916601,609.522637,NaN,NaN,NaN,NaN
366.400000,632.160000,276.310000,626.370000,379.140000,597.060000,223.840000,611.310000,NaN,NaN,NaN,NaN
368.140000,631.780000,279.420000,626.660000,380.900000,597.060000,227.686259,610.604448,NaN,NaN,NaN,NaN
369.250000,631.150000,281.790000,626.900000,382.898332,595.474186,229.790000,610.480000,NaN,NaN,NaN,NaN
368.240000,631.110000,283.690000,626.950000,384.310000,594.300000,232.013503,608.440826,NaN,NaN,NaN,NaN
366.230000,631.680000,284.060000,626.890000,384.701350,596.195393,233.610000,607.290000,NaN,NaN,NaN,NaN
367.489860,629.698757,280.034452,622.912728,385.550000,595.020000,233.540000,607.920000,NaN,NaN,NaN,NaN
368.850000,628.780000,278.030000,620.200000,386.040000,594.000000,233.030000,607.170000,NaN,NaN,NaN,NaN
370.240000,627.870000,278.817415,620.478654,385.450000,593.470000,232.640000,606.370000,NaN,NaN,NaN,NaN
370.030000,627.300000,280.200000,619.720000,383.980143,591.868149,231.910000,605.880000,NaN,NaN,NaN,NaN
367.900000,628.130000,279.230000,619.100000,382.898332,595.113582,230.160000,606.660000,NaN,NaN,NaN,NaN
367.840000,628.690000,278.411736,620.884333,382.180000,596.380000,228.430000,609.070000,NaN,NaN,NaN,NaN
371.597362,626.504034,278.950000,620.550000,380.734710,594.392375,227.650000,610.530000,NaN,NaN,NaN,NaN
372.700000,626.110000,279.170000,619.350000,381.030000,593.000000,226.870000,610.030000,NaN,NaN,NaN,NaN
370.790000,627.030000,278.030000,618.240000,381.095314,595.113582,225.890000,609.270000,NaN,NaN,NaN,NaN
369.800000,628.150000,278.817415,620.072975,380.660000,596.010000,225.080000,609.740000,NaN,NaN,NaN,NaN
370.980000,628.310000,279.340000,620.700000,380.920000,596.260000,225.090000,610.320000,NaN,NaN,NaN,NaN
371.390000,628.040000,280.720000,620.450000,381.250000,595.980000,225.490000,610.720000,NaN,NaN,NaN,NaN
370.820000,627.900000,280.690000,619.840000,381.120000,595.750000,225.580000,610.560000,NaN,NaN,NaN,NaN
369.980000,627.910000,279.150000,619.560000,380.620000,595.550000,224.720000,610.590000,NaN,NaN,NaN,NaN
