pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
9.541436,-12.802826,21.929289,-14.416463,-18.605541,16.938885
9.666197,-13.138469,22.142415,-14.596226,-19.170986,17.339888
9.803744,-13.518231,22.566760,-14.708874,-19.797892,17.743748
9.962459,-13.929768,23.186401,-14.754302,-20.471725,18.151676
10.154040,-14.339966,23.940281,-14.731852,-21.163125,18.566808
10.380707,-14.689138,24.682356,-14.640126,-21.829519,18.995009
10.630888,-14.896478,25.187861,-14.473311,-22.400406,19.441894
10.883614,-14.877251,25.232501,-14.221616,-22.764753,19.903777
11.115162,-14.570917,24.693039,-13.879085,-22.794278,20.359662
11.307368,-13.973601,23.618069,-13.447445,-22.399908,20.775925
11.459661,-13.153165,22.233836,-12.932299,-21.586652,21.124890
11.590032,-12.228340,20.827410,-12.345185,-20.468784,21.402697
11.731397,-11.318776,19.540027,-11.710172,-19.232456,21.633524
11.938695,-10.500457,18.287672,-11.051969,-18.062544,21.859003
12.281416,-9.786432,16.895508,-10.361094,-17.044250,22.121181
12.820865,-9.141465,15.314639,-9.569527,-16.112512,22.450288
13.586552,-8.519205,13.729702,-8.567402,-15.106775,22.859025
14.559318,-7.893665,12.465203,-7.273323,-13.915639,23.340499
15.674638,-7.275719,11.776290,-5.710922,-12.600617,23.870522
16.852696,-6.710792,11.654541,-4.021370,-11.366342,24.412834
18.011384,-6.252961,11.830913,-2.390183,-10.392891,24.931053
19.065380,-5.938990,11.969383,-0.965321,-9.743778,25.402382
19.945756,-5.778825,11.879148,0.182077,-9.380053,25.823124
20.618626,-5.761511,11.600266,1.045143,-9.225601,26.204099
21.078480,-5.870497,11.328249,1.651850,-9.227880,26.565630
21.336239,-6.096755,11.258075,2.042102,-9.373352,26.930609
21.407991,-6.437415,11.456125,2.255370,-9.664735,27.314722
21.294389,-6.878606,11.836959,2.329550,-10.091083,27.720092
20.980212,-7.378353,12.226697,2.306718,-10.598873,28.135093
20.488987,-7.861150,12.461855,2.237533,-11.074986,28.537819
19.942317,-8.237977,12.483389,2.176811,-11.376105,28.901195
19.541997,-8.453402,12.387441,2.167626,-11.419929,29.197619
19.466438,-8.523439,12.375048,2.216548,-11.259299,29.403895
19.775791,-8.535506,12.627137,2.281730,-11.072645,29.511467
20.408855,-8.615297,13.244209,2.292251,-11.090116,29.542479
21.241493,-8.878796,14.274447,2.186406,-11.506548,29.557783
22.119245,-9.391282,15.715134,1.927225,-12.431265,29.640466
22.875644,-10.145214,17.482071,1.490800,-13.869953,29.858908
