pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
45.997356,-14.435034,9.286329,28.370367,-16.048976,25.028583,NaN,NaN,NaN
45.376773,-13.614215,9.429358,28.206162,-15.638299,24.734466,NaN,NaN,NaN
45.270707,-12.920920,10.056841,28.180165,-15.227490,24.616609,NaN,NaN,NaN
45.596725,-12.664219,10.013564,28.290221,-14.634507,24.766346,NaN,NaN,NaN
45.770714,-13.055461,10.216558,28.274225,-14.554198,25.116311,NaN,NaN,NaN
45.815476,-13.322707,10.399241,28.124227,-15.043740,25.266380,NaN,NaN,NaN
45.833542,-13.781748,10.812356,27.944046,-15.525102,25.658192,NaN,NaN,NaN
46.361600,-14.728797,10.773807,27.782544,-16.053209,26.055276,NaN,NaN,NaN
46.553058,-15.187677,11.034600,27.626034,-16.742437,26.438697,NaN,NaN,NaN
46.808691,-15.970299,11.389358,27.578273,-17.435692,26.666508,NaN,NaN,NaN
47.215349,-16.418378,11.254174,27.496414,-16.669693,26.520255,NaN,NaN,NaN
47.394984,-16.721243,10.688032,27.564488,-16.548376,26.629214,NaN,NaN,NaN
47.164308,-16.247855,11.058688,27.326181,-16.711854,26.958496,NaN,NaN,NaN
47.187424,-16.128543,11.188496,27.133254,-16.673316,26.646386,NaN,NaN,NaN
47.287222,-16.143894,10.984035,27.146285,-16.512430,26.581737,NaN,NaN,NaN
47.003696,-15.785915,11.332241,27.007892,-16.591794,26.616561,NaN,NaN,NaN
47.127677,-15.724967,11.364750,26.621121,-16.508444,26.054208,NaN,NaN,NaN
47.174022,-15.832199,10.982610,26.331368,-16.471340,25.295954,NaN,NaN,NaN
46.828599,-15.631305,10.705736,25.940157,-16.442425,24.222983,NaN,NaN,NaN
46.486136,-15.229709,10.744560,24.339140,-14.788487,24.638961,NaN,NaN,NaN
46.077398,-14.667607,11.055825,24.518909,-13.278466,25.651771,NaN,NaN,NaN
46.028270,-14.123566,11.547618,24.626051,-12.579266,25.969238,NaN,NaN,NaN
46.166144,-14.188602,11.290641,25.052542,-12.799445,25.572740,NaN,NaN,NaN
46.158743,-14.236149,10.997685,25.220745,-13.148131,25.182216,NaN,NaN,NaN
46.201554,-14.377082,10.938883,25.158466,-13.368364,25.007839,NaN,NaN,NaN
46.016160,-14.295995,11.492610,24.850959,-13.600410,25.248869,NaN,NaN,NaN
46.682006,-15.348687,11.008412,24.920810,-13.977064,25.614347,NaN,NaN,NaN
46.871040,-15.836215,11.221431,24.884987,-14.030242,26.098467,NaN,NaN,NaN
46.984108,-16.250943,11.350858,24.995215,-14.290119,26.369681,NaN,NaN,NaN
47.054310,-16.577674,11.450564,25.028155,-14.604495,26.430719,NaN,NaN,NaN
47.102206,-16.945542,11.399105,25.086454,-14.748580,26.577206,NaN,NaN,NaN
47.025760,-17.092315,11.365210,25.243745,-14.682085,26.759911,NaN,NaN,NaN
47.007759,-16.810178,10.575418,25.906000,-15.475009,25.970086,NaN,NaN,NaN
46.745637,-16.276514,9.254687,27.809403,-14.735152,26.979850,NaN,NaN,NaN
46.114694,-15.462544,7.699226,28.820622,-13.901667,28.399240,NaN,NaN,NaN
46.065287,-14.465384,6.584869,30.696889,-13.619019,27.415672,NaN,NaN,NaN
46.800110,-14.048281,6.480274,31.030080,-13.529680,27.570536,NaN,NaN,NaN
46.410145,-13.419313,6.915454,31.477469,-13.562631,26.323733,NaN,NaN,NaN
45.773453,-13.033904,6.501592,31.501712,-13.465480,25.873568,NaN,NaN,NaN
44.894670,-12.462850,6.126835,31.019183,-13.114466,26.119422,NaN,NaN,NaN
44.334453,-11.871055,5.859731,32.071668,-12.417832,26.852101,NaN,NaN,NaN
44.388684,-11.789794,4.543235,33.076681,-12.341401,27.122459,NaN,NaN,NaN
43.833314,-11.598824,2.762347,33.872433,-11.394288,26.341337,NaN,NaN,NaN
42.692206,-11.128147,0.233400,34.501041,-10.526691,25.644616,NaN,NaN,NaN
44.363321,-9.447828,0.921481,34.646885,-10.041853,25.232663,NaN,NaN,NaN
45.640725,-9.632446,0.558069,35.488631,-9.536078,25.396078,NaN,NaN,NaN
46.717615,-9.848488,0.266330,36.800618,-10.029874,24.795577,NaN,NaN,NaN
47.474492,-10.096246,0.002119,37.669939,-10.364383,25.042210,NaN,NaN,NaN
47.686757,-10.519140,-0.980433,38.535309,-11.181929,24.903030,NaN,NaN,NaN
47.355321,-10.777002,-1.918455,39.125540,-11.311627,24.285467,NaN,NaN,NaN
46.783380,-11.280364,-0.115049,39.221487,-11.234104,24.783856,NaN,NaN,NaN
46.695996,-11.590935,1.018152,39.202320,-11.441636,25.212448,NaN,NaN,NaN
47.134504,-11.599195,1.400140,38.989935,-11.747278,25.136795,NaN,NaN,NaN
47.414794,-12.114017,0.905674,38.438178,-12.237417,24.964196,NaN,NaN,NaN
46.781266,-12.278083,0.298380,37.904745,-11.386188,24.800700,NaN,NaN,NaN
46.527250,-11.642450,0.557469,37.297501,-10.440896,25.050022,NaN,NaN,NaN
47.403160,-11.640215,2.021819,36.637727,-10.523910,25.028174,NaN,NaN,NaN
47.732637,-11.870397,2.355303,36.484630,-10.723894,25.519287,NaN,NaN,NaN
47.132845,-12.079940,1.851929,36.403337,-10.384841,25.600549,NaN,NaN,NaN
47.066500,-11.711309,1.185625,36.138830,-10.059785,25.619565,NaN,NaN,NaN
47.429602,-11.445868,1.471493,36.186073,-9.844285,25.712490,NaN,NaN,NaN
47.838411,-11.700343,1.200650,36.322590,-9.810900,25.755949,NaN,NaN,NaN
47.724750,-11.946018,0.984022,36.310337,-9.920093,25.695680,NaN,NaN,NaN
47.194616,-11.898907,1.149733,35.989393,-9.889380,25.805586,NaN,NaN,NaN
47.130106,-11.886817,1.788288,35.876257,-10.066508,26.248031,NaN,NaN,NaN
47.369338,-12.207224,1.889348,35.955352,-10.487834,26.566245,NaN,NaN,NaN
