pt1_dltres,pt2_dltres,pt3_dltres
0.540013,1.067199,NaN
0.447812,0.641418,NaN
0.371495,0.608300,NaN
0.566212,0.244697,NaN
1.000005,0.257222,NaN
1.560926,4.192806,NaN
2.576053,5.723473,NaN
3.703777,4.334240,NaN
3.059094,1.884561,NaN
2.975684,0.930118,NaN
1.988487,2.034966,NaN
2.135763,2.351414,NaN
1.985282,2.591979,NaN
1.679017,1.098452,NaN
0.684886,1.245469,NaN
1.351253,2.494668,NaN
0.749341,2.685739,NaN
0.023066,1.217910,NaN
0.010612,0.725173,NaN
0.120749,0.439208,NaN
0.993548,0.314168,NaN
0.279831,0.106321,NaN
0.997395,0.732608,NaN
0.900391,0.895283,NaN
2.368380,0.452702,NaN
0.932186,0.512330,NaN
0.127034,2.051437,NaN
0.073113,2.791712,NaN
0.190576,3.293514,NaN
1.508672,3.036233,NaN
1.508636,3.745295,NaN
0.864071,1.565275,NaN
0.152658,1.960424,NaN
0.046684,3.969543,NaN
0.072190,2.449796,NaN
0.804910,0.444111,NaN
1.500826,2.445979,NaN
0.408176,0.085772,NaN
1.825624,1.752491,NaN
1.350966,2.422251,NaN
0.506458,1.564604,NaN
0.268839,0.939632,NaN
7.032431,2.786437,NaN
8.105516,0.362010,NaN
11.155320,2.376561,NaN
4.853832,1.656530,NaN
3.311877,0.564078,NaN
3.679736,0.062339,NaN
2.951706,1.427589,NaN
2.389306,1.581386,NaN
1.215631,1.714233,NaN
2.823987,0.722703,NaN
0.381413,0.557383,NaN
0.726979,0.115787,NaN
0.662447,1.338476,NaN
1.522632,2.333686,NaN
2.361528,2.570551,NaN
2.234430,2.450738,NaN
1.021234,1.478357,NaN
1.031636,2.429239,NaN
4.036173,0.447673,NaN
3.777884,0.619711,NaN
3.955798,0.535360,NaN
3.597129,2.638505,NaN
1.649036,1.556087,NaN
0.610177,1.314211,NaN
1.161055,3.350278,NaN
0.699268,3.142857,NaN
2.127008,2.485612,NaN
0.910075,2.961968,NaN
0.997346,4.042281,NaN
0.805447,0.974144,NaN
0.463645,0.236586,NaN
0.371540,0.987960,NaN
0.897592,1.403379,NaN
1.371160,1.375814,NaN
0.573995,1.314352,NaN
0.963245,0.969497,NaN
0.741942,0.435328,NaN
0.669003,0.413202,NaN
0.537984,0.988726,NaN
0.995645,1.151158,NaN
2.340889,0.891476,NaN
0.214087,0.625628,NaN
0.213818,0.450094,NaN
1.164134,0.551662,NaN
0.855422,0.808098,NaN
0.737604,1.474278,NaN
0.831321,1.905310,NaN
0.890681,2.433954,NaN
0.621527,2.609822,NaN
0.635520,2.446964,NaN
0.847293,2.652387,NaN
0.592293,2.670017,NaN
0.338263,0.358799,NaN
0.439847,0.343643,NaN
0.600765,0.395158,NaN
1.401723,0.012649,NaN
1.521568,0.245222,NaN
1.336205,0.213405,NaN
1.114639,0.292000,NaN
1.260036,0.226209,NaN
1.079471,0.227216,NaN
0.040623,0.214267,NaN
0.428770,0.568545,NaN
0.612527,0.273676,NaN
0.339160,0.500092,NaN
0.543896,0.238892,NaN
0.245424,0.304041,NaN
0.319125,0.413667,NaN
0.585192,0.024594,NaN
0.650490,0.136268,NaN
0.380777,0.231573,NaN
0.163904,0.295579,NaN
2.903112,0.656523,NaN
2.675480,2.527662,NaN
1.819974,2.833987,NaN
1.891546,6.797436,NaN
2.142118,5.298788,NaN
2.351032,5.524679,NaN
1.491559,1.160041,NaN
1.467923,1.878076,NaN
1.705206,2.153485,NaN
1.881875,2.294707,NaN
2.125004,2.049556,NaN
2.475426,1.914758,NaN
1.940075,1.809161,NaN
2.540986,2.109149,NaN
2.236961,2.246275,NaN
2.404550,1.954064,NaN
2.116139,1.988520,NaN
2.208444,2.205199,NaN
1.898670,2.078901,NaN
1.791711,2.067027,NaN
2.525780,2.011441,NaN
2.435642,2.024018,NaN
2.239794,1.889648,NaN
2.464502,2.529863,NaN
2.493774,2.120753,NaN
2.311396,1.586370,NaN
2.110977,1.811213,NaN
1.588936,1.583510,NaN
1.450695,1.367235,NaN
1.499566,1.336028,NaN
2.078979,1.151143,NaN
2.847792,1.410648,NaN
2.848620,1.326838,NaN
1.997889,1.365556,NaN
1.219376,2.006874,NaN
1.079734,1.788734,NaN
1.740241,1.361410,NaN
2.158233,1.446773,NaN
2.397992,1.502140,NaN
0.161237,1.428561,NaN
4.872885,1.414188,NaN
5.305071,1.266090,NaN
4.656250,2.194588,NaN
2.714483,1.917822,NaN
0.785629,0.856521,NaN
3.549742,1.205138,NaN
4.485413,1.472233,NaN
3.439486,1.835879,NaN
3.620776,1.813434,NaN
4.848989,1.789398,NaN
0.298751,1.218333,NaN
4.011489,1.126342,NaN
3.172167,4.703064,NaN
4.272809,5.321798,NaN
3.280178,5.449550,NaN
4.386959,5.576448,NaN
1.012239,4.014787,NaN
2.519955,3.487472,NaN
6.624787,2.243952,NaN
6.749295,2.289252,NaN
6.611320,1.823858,NaN
6.830906,1.719970,NaN
6.873302,1.799807,NaN
7.799281,0.959444,NaN
7.380032,0.425512,NaN
6.893767,0.238812,NaN
5.441167,0.400739,NaN
2.515900,1.862896,NaN
3.039730,0.568782,NaN
1.947963,0.908193,NaN
1.022607,0.547349,NaN
2.419483,1.616879,NaN
2.924693,1.207992,NaN
4.387361,0.942992,NaN
5.561647,2.188064,NaN
4.956452,3.198443,NaN
2.938211,0.850893,NaN
1.243082,2.076456,NaN
0.311319,2.763550,NaN
5.746735,1.788263,NaN
6.956812,1.877552,NaN
1.119855,1.726291,NaN
1.865062,2.295739,NaN
1.349153,1.407359,NaN
1.651566,1.822822,NaN
1.773045,1.494038,NaN
1.421588,0.669082,NaN
4.075166,3.747078,NaN
0.086649,3.889258,NaN
1.102914,3.595680,NaN
1.077492,2.318940,NaN
0.661027,2.490668,NaN
2.612299,2.805099,NaN
2.612299,5.253705,NaN
3.665094,1.083859,NaN
2.484032,1.438132,NaN
0.385640,1.471263,NaN
0.613896,0.755304,NaN
0.651800,1.153727,NaN
0.862656,1.588081,NaN
3.313131,1.636369,NaN
2.305186,2.075388,NaN
1.849939,1.788297,NaN
2.603801,1.735016,NaN
1.371782,0.112785,NaN
1.040175,0.532957,NaN
0.723780,0.781054,NaN
0.619285,2.662489,NaN
1.864828,0.378641,NaN
1.545371,0.398407,NaN
1.535349,0.973209,NaN
0.181908,0.393938,NaN
0.754596,0.453556,NaN
1.694895,0.368584,NaN
1.441566,1.501379,NaN
0.537343,2.024726,NaN
0.457791,1.490975,NaN
1.174695,1.112680,NaN
1.589802,1.211603,NaN
1.453043,1.593061,NaN
1.196891,1.601075,NaN
2.457702,2.930605,NaN
1.288450,6.753535,NaN
0.210138,4.028813,NaN
0.828929,3.849808,NaN
1.009202,3.468985,NaN
0.690786,3.459062,NaN
0.648332,1.574554,NaN
0.675037,1.446806,NaN
1.341876,2.238397,NaN
0.269672,2.512262,NaN
0.412273,2.621065,NaN
0.088874,6.124283,NaN
0.798921,4.424673,NaN
1.175730,5.830687,NaN
1.243468,4.714863,NaN
1.111251,8.480083,NaN
0.033515,0.678582,NaN
0.670171,2.430736,NaN
4.523027,1.119401,NaN
1.162988,0.075394,NaN
5.104141,1.859550,NaN
4.195858,2.325799,NaN
2.169176,7.597940,NaN
3.039471,2.741809,NaN
5.859448,0.874887,NaN
1.023398,0.291035,NaN
4.118875,0.851252,NaN
4.180238,1.068574,NaN
1.971299,1.763362,NaN
4.594308,2.340974,NaN
0.922739,2.663889,NaN
1.716785,2.437121,NaN
1.870139,1.156696,NaN
1.034353,0.259526,NaN
0.788361,0.002127,NaN
0.384510,2.064764,NaN
2.483280,6.464499,NaN
1.660161,9.613312,NaN
1.467933,2.085664,NaN
0.104136,2.202586,NaN
0.999029,1.153485,NaN
0.804392,0.506345,NaN
0.899991,0.169216,NaN
0.718617,0.309635,NaN
0.818794,0.436858,NaN
0.475974,0.173549,NaN
0.557414,0.087384,NaN
0.049920,0.298318,NaN
0.159772,1.592982,NaN
0.478368,1.547319,NaN
3.275814,2.075853,NaN
0.905710,2.136107,NaN
1.315051,1.208201,NaN
1.256600,0.340851,NaN
0.989736,0.130681,NaN
0.909299,0.555339,NaN
0.899251,0.909363,NaN
0.752852,1.250591,NaN
0.738054,0.993931,NaN
0.692057,0.892162,NaN
0.656308,1.174442,NaN
0.747904,1.645971,NaN
0.488680,1.951343,NaN
0.596544,2.309581,NaN
0.573575,2.050148,NaN
0.287963,1.452535,NaN
0.252022,1.245866,NaN
0.033106,2.169370,NaN
0.310312,2.532546,NaN
0.014303,1.650009,NaN
0.003684,0.824240,NaN
0.133859,2.125696,NaN
0.006170,6.115982,NaN
0.055542,2.680307,NaN
0.114635,1.227889,NaN
0.177510,2.160639,NaN
0.649867,2.206279,NaN
0.810987,2.465442,NaN
5.373284,5.658477,NaN
3.427161,4.474165,NaN
2.188850,3.162350,NaN
2.244833,3.501920,NaN
0.262982,5.602895,NaN
2.313391,4.976414,NaN
2.379372,6.474790,NaN
1.436753,5.587548,NaN
4.910880,3.711021,NaN
4.139956,2.049005,NaN
4.258923,0.455460,NaN
3.836846,0.244220,NaN
3.877915,0.429750,NaN
4.290655,0.949615,NaN
1.304509,2.021280,NaN
0.704402,0.794622,NaN
0.618628,4.031411,NaN
2.108184,1.058720,NaN
1.732445,0.831991,NaN
2.343019,3.171690,NaN
2.858072,4.466333,NaN
1.560591,0.651400,NaN
1.424616,1.179459,NaN
2.320292,4.694561,NaN
1.674881,2.882395,NaN
1.599505,2.544134,NaN
1.041473,2.439732,NaN
0.895668,2.181792,NaN
0.864819,2.281426,NaN
1.011624,2.628173,NaN
0.992539,2.525420,NaN
0.915483,2.770322,NaN
0.757179,5.225260,NaN
0.682420,5.211151,NaN
0.342657,2.503180,NaN
0.690592,0.850413,NaN
0.756003,3.376099,NaN
0.631500,0.276036,NaN
0.838442,1.835184,NaN
1.070475,0.322596,NaN
1.928218,0.388799,NaN
1.445445,0.861586,NaN
1.658053,1.341531,NaN
1.316056,1.151940,NaN
1.797868,0.468757,NaN
2.082388,0.624146,NaN
2.591722,1.397110,NaN
2.859934,2.614545,NaN
1.953814,2.632405,NaN
1.316654,0.419012,NaN
2.862736,0.748562,NaN
3.808748,1.114715,NaN
1.121144,2.211830,NaN
0.278912,2.629305,NaN
0.230866,2.462668,NaN
0.077073,1.474396,NaN
0.245485,1.146779,NaN
0.761362,0.976532,NaN
0.982712,0.285347,NaN
2.110794,1.800514,NaN
1.596769,3.614588,NaN
4.093342,3.515939,NaN
1.932299,4.157798,NaN
0.683830,1.468757,NaN
1.571839,0.936337,NaN
5.161468,0.443625,NaN
0.658149,0.696761,NaN
0.404713,0.219414,NaN
1.002758,0.225518,NaN
0.713411,0.000639,NaN
0.422180,0.508515,NaN
0.617238,0.503082,NaN
1.186173,0.630293,NaN
2.794534,0.506861,NaN
2.830770,0.213750,NaN
2.835540,1.552205,NaN
3.343711,2.617706,NaN
2.230913,2.922042,NaN
1.161643,0.981572,NaN
1.109464,2.668535,NaN
1.929191,0.335992,NaN
1.469937,0.405001,NaN
3.452412,0.996591,NaN
