pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI,pt3_X+-CI,pt3_Y+-CI,pt3_Z+-CI
0.766933,0.850515,1.225335,0.925410,1.042106,1.480288,NaN,NaN,NaN
0.778793,0.882546,1.240684,1.011222,1.080277,1.437113,NaN,NaN,NaN
0.787320,0.778289,1.211926,0.924777,0.885285,1.341516,NaN,NaN,NaN
0.762432,0.881331,1.221572,0.886658,1.011253,1.367865,NaN,NaN,NaN
0.704301,0.815144,1.119838,1.012924,1.016492,1.357146,NaN,NaN,NaN
0.800999,0.896473,1.188883,0.973425,0.979988,1.380453,NaN,NaN,NaN
0.859072,0.863968,1.191957,0.885499,0.954196,1.382181,NaN,NaN,NaN
0.763916,0.933523,1.178359,0.971476,1.010619,1.336763,NaN,NaN,NaN
0.843330,0.813202,1.179904,0.905179,0.994279,1.399685,NaN,NaN,NaN
0.808085,0.821625,1.225122,0.953308,0.961412,1.532841,NaN,NaN,NaN
0.786164,0.809376,1.210337,0.982334,1.055018,1.413938,NaN,NaN,NaN
0.775536,0.854203,1.206677,0.910966,1.061779,1.404367,NaN,NaN,NaN
0.807563,0.907223,1.138288,0.947486,0.953525,1.339991,NaN,NaN,NaN
0.809930,0.832568,1.181591,0.989626,0.958282,1.352433,NaN,NaN,NaN
0.769576,0.766347,1.120375,0.924522,0.953010,1.432812,NaN,NaN,NaN
0.831882,0.797757,1.166597,0.943220,1.039149,1.371757,NaN,NaN,NaN
0.728506,0.830656,1.223778,0.929257,0.988964,1.384461,NaN,NaN,NaN
0.819865,0.821147,1.220302,0.969426,1.002432,1.387371,NaN,NaN,NaN
0.780765,0.822412,1.219846,0.857993,1.043181,1.423070,NaN,NaN,NaN
0.777994,0.809933,1.221718,0.933272,0.965218,1.441220,NaN,NaN,NaN
0.780488,0.852016,1.182332,0.980484,1.067809,1.352294,NaN,NaN,NaN
0.797378,0.842417,1.198614,1.010702,1.009816,1.446978,NaN,NaN,NaN
0.730579,0.771353,1.198517,0.957431,1.034116,1.470910,NaN,NaN,NaN
0.825894,0.806152,1.208617,0.969745,0.957114,1.364648,NaN,NaN,NaN
0.744203,0.877670,1.295335,1.003678,0.975161,1.438086,NaN,NaN,NaN
0.834740,0.848763,1.195397,0.905691,0.987170,1.383959,NaN,NaN,NaN
0.797341,0.806326,1.206371,0.882032,0.981985,1.434171,NaN,NaN,NaN
0.747219,0.885263,1.113106,0.983542,1.038289,1.602582,NaN,NaN,NaN
0.777408,0.884433,1.250785,0.859394,1.065543,1.516664,NaN,NaN,NaN
0.730989,0.785088,1.221013,0.996557,1.015850,1.320965,NaN,NaN,NaN
0.780005,0.892012,1.123312,0.940436,0.967184,1.270688,NaN,NaN,NaN
0.795041,0.883574,1.100041,0.926931,1.030300,1.496264,NaN,NaN,NaN
0.803308,0.875203,1.241260,0.903917,0.980059,1.368074,NaN,NaN,NaN
0.784556,0.785968,1.127835,0.951870,1.097489,1.507378,NaN,NaN,NaN
0.765355,0.888774,1.231837,0.845438,0.997481,1.400947,NaN,NaN,NaN
0.801114,0.890097,1.154273,0.995245,1.023362,1.449655,NaN,NaN,NaN
0.770044,0.812654,1.111153,0.918695,1.027017,1.500264,NaN,NaN,NaN
0.744324,0.895829,1.265442,0.928458,1.005555,1.493953,NaN,NaN,NaN
0.725694,0.812861,1.220899,0.988331,1.044180,1.545219,NaN,NaN,NaN
0.727567,0.903992,1.323816,0.962347,1.060284,1.493986,NaN,NaN,NaN
0.791714,0.871299,1.151476,0.902845,0.994340,1.433442,NaN,NaN,NaN
0.769993,0.842792,1.219239,0.903525,0.981717,1.381553,NaN,NaN,NaN
0.767387,0.831321,1.152018,0.839824,1.049936,1.454701,NaN,NaN,NaN
0.739660,0.902248,1.211982,0.922402,1.015653,1.448019,NaN,NaN,NaN
0.800167,0.908398,1.210052,0.928027,1.060433,1.534026,NaN,NaN,NaN
0.801116,0.881696,1.292535,1.002240,1.065985,1.405210,NaN,NaN,NaN
0.745193,0.831297,1.184023,0.958504,1.032695,1.396332,NaN,NaN,NaN
0.789594,0.911223,1.292508,0.943382,1.101435,1.378299,NaN,NaN,NaN
0.759025,0.885550,1.222675,0.935768,1.008585,1.419248,NaN,NaN,NaN
0.749574,0.851251,1.288102,0.915161,0.958463,1.330576,NaN,NaN,NaN
0.764110,0.866749,1.202722,0.946246,0.999808,1.490124,NaN,NaN,NaN
0.807232,0.846175,1.252703,0.966141,1.027360,1.436929,NaN,NaN,NaN
0.813756,0.859785,1.278244,0.932482,1.017283,1.494361,NaN,NaN,NaN
0.750719,0.825389,1.262044,0.937921,1.012052,1.369647,NaN,NaN,NaN
0.764038,0.782442,1.075049,0.868466,0.994842,1.452124,NaN,NaN,NaN
0.815332,0.828109,1.222459,0.930374,1.092213,1.389069,NaN,NaN,NaN
0.765712,0.859789,1.215823,0.917166,1.016766,1.328581,NaN,NaN,NaN
0.760043,0.890013,1.216378,0.846102,1.011658,1.428358,NaN,NaN,NaN
0.763027,0.892352,1.244877,0.919041,1.026205,1.515632,NaN,NaN,NaN
0.729584,0.841759,1.201163,0.891267,0.952106,1.426349,NaN,NaN,NaN
0.786201,0.913307,1.259606,0.888437,1.017019,1.436004,NaN,NaN,NaN
0.786158,0.846475,1.296490,0.938532,1.015581,1.532327,NaN,NaN,NaN
0.763174,0.805878,1.240534,0.939588,1.040968,1.516990,NaN,NaN,NaN
0.695762,0.817638,1.228579,0.917420,0.969854,1.407708,NaN,NaN,NaN
0.749647,0.821835,1.129733,0.858253,1.047485,1.459971,NaN,NaN,NaN
0.769016,0.847906,1.198704,0.954515,1.012368,1.515251,NaN,NaN,NaN
0.808455,0.918241,1.260606,1.012615,1.046260,1.452267,NaN,NaN,NaN
0.795056,0.884771,1.247425,1.011835,1.017452,1.405652,NaN,NaN,NaN
0.874065,0.851936,1.240467,0.961017,1.024280,1.371022,NaN,NaN,NaN
0.775030,0.829093,1.190823,1.048138,1.038127,1.489538,NaN,NaN,NaN
0.781599,0.883654,1.197776,0.951264,1.033580,1.503025,NaN,NaN,NaN
0.782600,0.891989,1.225024,0.960917,1.029294,1.545266,NaN,NaN,NaN
0.767794,0.891757,1.199533,0.913180,0.998794,1.419173,NaN,NaN,NaN
0.739344,0.860493,1.206626,0.894961,1.118563,1.540663,NaN,NaN,NaN
0.819588,0.829242,1.203562,0.860864,0.990044,1.458053,NaN,NaN,NaN
0.810952,0.838721,1.241951,0.978070,1.032902,1.416779,NaN,NaN,NaN
0.802441,0.801460,1.185660,0.894157,1.090106,1.466668,NaN,NaN,NaN
0.793385,0.800274,1.155034,0.903414,1.032975,1.518567,NaN,NaN,NaN
0.825397,0.923767,1.227874,0.980307,1.033048,1.432771,NaN,NaN,NaN
0.727589,0.815243,1.197754,0.938587,1.071118,1.474408,NaN,NaN,NaN
0.770991,0.932845,1.270547,0.960169,1.069524,1.469371,NaN,NaN,NaN
0.756997,0.955307,1.232729,0.980430,1.005386,1.530050,NaN,NaN,NaN
0.788721,0.808563,1.232963,0.913996,1.066430,1.430996,NaN,NaN,NaN
0.785343,0.792089,1.261242,0.971981,1.045941,1.568340,NaN,NaN,NaN
0.793100,0.866099,1.204581,0.884241,1.034196,1.421963,NaN,NaN,NaN
0.764224,0.874348,1.229802,0.904647,1.012371,1.362432,NaN,NaN,NaN
0.818456,0.830032,1.245940,0.942655,1.063528,1.585760,NaN,NaN,NaN
0.807789,0.812814,1.224295,0.932883,0.951925,1.430509,NaN,NaN,NaN
0.806147,0.810619,1.212991,0.960697,1.020213,1.449969,NaN,NaN,NaN
0.772834,0.792196,1.132375,0.906777,0.940717,1.527744,NaN,NaN,NaN
0.798538,0.780711,1.206915,0.892403,1.063500,1.437501,NaN,NaN,NaN
0.783717,0.802422,1.250697,0.959224,1.051291,1.457775,NaN,NaN,NaN
0.735030,0.838907,1.138124,0.959136,1.037801,1.388387,NaN,NaN,NaN
0.798919,0.860796,1.236214,0.940646,0.977733,1.367222,NaN,NaN,NaN
0.816860,0.852753,1.151019,0.948338,0.920401,1.433732,NaN,NaN,NaN
0.812486,0.842149,1.227474,0.981793,0.967630,1.229810,NaN,NaN,NaN
0.740189,0.879494,1.266242,0.907789,0.965734,1.372717,NaN,NaN,NaN
0.792584,0.791801,1.271018,0.875493,1.031535,1.548676,NaN,NaN,NaN
0.802868,0.824994,1.263053,0.905982,0.956911,1.470350,NaN,NaN,NaN
0.826377,0.872921,1.277936,0.965016,0.991123,1.490969,NaN,NaN,NaN
0.819845,0.820345,1.231760,1.078679,1.053505,1.532632,NaN,NaN,NaN
0.797938,0.847673,1.141742,0.997995,0.993392,1.357922,NaN,NaN,NaN
0.737844,0.914135,1.248782,0.927826,1.014674,1.292403,NaN,NaN,NaN
0.719450,0.827375,1.203550,0.952892,1.001922,1.424070,NaN,NaN,NaN
0.785557,0.831816,1.226852,0.945893,1.000038,1.526835,NaN,NaN,NaN
0.776424,0.842791,1.106183,0.916235,1.053550,1.478439,NaN,NaN,NaN
0.822827,0.820819,1.206924,0.913044,0.998435,1.403559,NaN,NaN,NaN
0.796574,0.857173,1.156983,0.979245,0.999337,1.392268,NaN,NaN,NaN
0.750916,0.892524,1.257556,0.839479,1.011759,1.426622,NaN,NaN,NaN
0.737739,0.816793,1.242046,0.973827,0.963080,1.408904,NaN,NaN,NaN
0.856257,0.813866,1.127690,0.939205,1.001069,1.352135,NaN,NaN,NaN
0.880779,0.801459,1.171516,0.949796,1.031126,1.374116,NaN,NaN,NaN
0.803809,0.821275,1.269219,0.953489,0.963908,1.470443,NaN,NaN,NaN
0.765561,0.877042,1.263507,0.880238,0.988813,1.431082,NaN,NaN,NaN
0.779417,0.855481,1.168505,0.944861,1.048360,1.514059,NaN,NaN,NaN
0.787415,0.825017,1.183033,0.879203,0.959379,1.458201,NaN,NaN,NaN
0.869895,0.822694,1.197552,0.951316,1.074723,1.422732,NaN,NaN,NaN
0.750871,0.862191,1.219581,1.006791,0.953922,1.407128,NaN,NaN,NaN
0.800963,0.837610,1.291829,0.926441,0.936771,1.450883,NaN,NaN,NaN
0.799253,0.830798,1.168574,0.952681,1.074452,1.583841,NaN,NaN,NaN
0.797568,0.820016,1.244178,0.977581,1.027703,1.522092,NaN,NaN,NaN
0.815788,0.848240,1.171720,0.897577,1.019129,1.482733,NaN,NaN,NaN
0.774231,0.865087,1.269241,0.933637,0.991573,1.411051,NaN,NaN,NaN
0.798893,0.851287,1.207237,0.972183,0.916311,1.442785,NaN,NaN,NaN
0.816144,0.824597,1.170146,0.935240,1.014266,1.484532,NaN,NaN,NaN
0.751683,0.910097,1.288418,0.922767,0.975161,1.381503,NaN,NaN,NaN
0.764698,0.807192,1.132473,0.951687,0.906947,1.421172,NaN,NaN,NaN
0.873260,0.881429,1.204641,0.895750,1.011734,1.492504,NaN,NaN,NaN
0.738256,0.815897,1.255888,1.037738,1.028741,1.509138,NaN,NaN,NaN
0.761074,0.888252,1.209554,0.907977,0.973555,1.461080,NaN,NaN,NaN
0.746591,0.809487,1.210602,0.918238,1.042982,1.499754,NaN,NaN,NaN
0.778716,0.929594,1.205268,0.959154,1.014376,1.389048,NaN,NaN,NaN
0.741719,0.855053,1.229062,0.946882,0.994467,1.419993,NaN,NaN,NaN
0.779360,0.823031,1.248873,1.002003,1.093882,1.366153,NaN,NaN,NaN
0.745708,0.845762,1.248694,0.942311,1.096146,1.403273,NaN,NaN,NaN
0.808029,0.882301,1.255728,0.943970,1.013044,1.367048,NaN,NaN,NaN
0.794230,0.854663,1.236925,0.991320,1.020214,1.372677,NaN,NaN,NaN
0.809536,0.863572,1.164615,0.958121,0.940766,1.394822,NaN,NaN,NaN
0.754839,0.824934,1.220490,0.912657,0.970692,1.395243,NaN,NaN,NaN
0.724672,0.785745,1.165827,0.979820,1.010597,1.527581,NaN,NaN,NaN
0.814138,0.896062,1.168867,0.960567,1.041505,1.414781,NaN,NaN,NaN
0.801602,0.849700,1.163549,0.902983,1.046151,1.557313,NaN,NaN,NaN
0.717372,0.895402,1.125683,0.901469,1.073517,1.384345,NaN,NaN,NaN
0.825096,0.800105,1.135368,0.963737,0.983643,1.392662,NaN,NaN,NaN
0.754470,0.857977,1.120539,0.865853,1.060019,1.338334,NaN,NaN,NaN
0.895452,0.830756,1.200616,0.989300,0.907732,1.456237,NaN,NaN,NaN
0.792836,0.867664,1.171195,0.967981,1.096956,1.524958,NaN,NaN,NaN
0.766602,0.878029,1.173690,0.949446,0.973746,1.359226,NaN,NaN,NaN
0.802844,0.815718,1.232465,1.025884,0.919100,1.391024,NaN,NaN,NaN
0.847807,0.850151,1.209667,0.959901,1.010834,1.384859,NaN,NaN,NaN
0.750622,0.895101,1.222151,0.915531,1.032623,1.459802,NaN,NaN,NaN
0.779286,0.832553,1.205312,0.863987,1.113703,1.418205,NaN,NaN,NaN
0.835902,0.825696,1.184464,0.974521,1.018934,1.487851,NaN,NaN,NaN
0.790388,0.843061,1.157460,0.901134,0.984330,1.316943,NaN,NaN,NaN
0.755268,0.818445,1.176502,0.936126,1.043516,1.326218,NaN,NaN,NaN
0.824984,0.801620,1.155444,0.884412,0.995102,1.407823,NaN,NaN,NaN
0.713936,0.857006,1.263038,0.970403,1.065177,1.347202,NaN,NaN,NaN
0.742080,0.816553,1.194671,0.941348,0.965495,1.354740,NaN,NaN,NaN
0.850554,0.875205,1.263222,0.891921,1.013267,1.435632,NaN,NaN,NaN
0.754352,0.899437,1.185771,0.914322,0.991281,1.365848,NaN,NaN,NaN
0.777375,0.823128,1.164342,0.914587,1.054440,1.445140,NaN,NaN,NaN
0.832418,0.774069,1.087224,0.894749,1.058139,1.419571,NaN,NaN,NaN
0.809776,0.756074,1.174873,0.944905,1.057394,1.467074,NaN,NaN,NaN
0.765474,0.772764,1.069514,0.886030,1.012478,1.461875,NaN,NaN,NaN
0.885737,0.874679,1.285681,0.963103,1.012636,1.336377,NaN,NaN,NaN
0.752270,0.722157,1.157863,0.971577,1.080365,1.420903,NaN,NaN,NaN
0.765262,0.836511,1.205595,0.991296,1.044094,1.412481,NaN,NaN,NaN
0.753718,0.866930,1.198369,0.932995,1.051745,1.426344,NaN,NaN,NaN
0.721296,0.793398,1.100545,0.989493,1.035974,1.383324,NaN,NaN,NaN
0.729991,0.893641,1.226188,1.051226,1.019501,1.386886,NaN,NaN,NaN
0.798854,0.870887,1.134213,0.985423,1.013304,1.369836,NaN,NaN,NaN
0.811742,0.833484,1.133763,0.953163,1.069230,1.345486,NaN,NaN,NaN
0.750112,0.798620,1.217868,0.859742,0.994678,1.364330,NaN,NaN,NaN
0.836187,0.760215,1.182091,0.960274,0.977842,1.395418,NaN,NaN,NaN
0.803923,0.867638,1.155567,0.874746,1.009941,1.288379,NaN,NaN,NaN
0.844831,0.794644,1.152930,0.981984,0.997846,1.342162,NaN,NaN,NaN
0.762360,0.866087,1.220466,0.921608,0.972661,1.551558,NaN,NaN,NaN
0.774648,0.885562,1.186353,0.936947,1.032976,1.409048,NaN,NaN,NaN
0.766923,0.779895,1.226393,0.903429,0.980909,1.338675,NaN,NaN,NaN
0.798009,0.838796,1.154686,0.939903,1.074834,1.454746,NaN,NaN,NaN
0.772610,0.864893,1.142538,0.969747,1.079368,1.379108,NaN,NaN,NaN
0.751441,0.856675,1.222996,0.926853,0.982562,1.395957,NaN,NaN,NaN
0.822874,0.874787,1.258749,0.905963,1.005307,1.336284,NaN,NaN,NaN
0.818124,0.843304,1.237097,0.947008,1.049856,1.475368,NaN,NaN,NaN
0.782650,0.843428,1.142392,0.929701,1.054013,1.380312,NaN,NaN,NaN
0.801877,0.727786,1.159240,0.941890,1.080802,1.500296,NaN,NaN,NaN
0.800449,0.889203,1.171951,0.948123,1.061102,1.431954,NaN,NaN,NaN
0.823911,0.827214,1.143504,0.912887,1.055350,1.494017,NaN,NaN,NaN
0.814320,0.816122,1.175536,0.886833,1.097625,1.361974,NaN,NaN,NaN
0.779564,0.813743,1.102006,0.866419,1.024822,1.421038,NaN,NaN,NaN
0.761180,0.920170,1.241141,0.973584,0.989266,1.411081,NaN,NaN,NaN
0.817917,0.822511,1.185503,0.989235,1.038192,1.380095,NaN,NaN,NaN
0.735477,0.890839,1.158335,0.891572,1.064555,1.418631,NaN,NaN,NaN
0.770094,0.864859,1.151759,0.889478,0.948960,1.527102,NaN,NaN,NaN
0.751553,0.842334,1.207828,0.950076,1.051626,1.341036,NaN,NaN,NaN
0.798971,0.846129,1.165332,0.925929,1.003996,1.548741,NaN,NaN,NaN
0.789499,0.866922,1.170167,0.956359,1.032275,1.419732,NaN,NaN,NaN
0.793967,0.820840,1.137637,0.871492,0.993846,1.453316,NaN,NaN,NaN
0.814176,0.871412,1.211254,1.006990,1.002253,1.397021,NaN,NaN,NaN
0.771407,0.818266,1.118948,0.875900,0.978774,1.385254,NaN,NaN,NaN
0.737976,0.928050,1.249235,0.987120,0.980176,1.531244,NaN,NaN,NaN
0.773460,0.812650,1.115204,0.976346,1.026973,1.310295,NaN,NaN,NaN
0.853666,0.883429,1.204012,1.015619,1.000407,1.389861,NaN,NaN,NaN
0.770668,0.848818,1.214612,0.867210,0.965728,1.285327,NaN,NaN,NaN
0.809069,0.850857,1.082988,0.904627,1.030675,1.292644,NaN,NaN,NaN
0.783780,0.816397,1.170916,0.968083,0.942495,1.480869,NaN,NaN,NaN
0.856250,0.855186,1.198982,0.913576,0.964172,1.321701,NaN,NaN,NaN
0.839093,0.755702,1.133159,0.949740,0.937457,1.434540,NaN,NaN,NaN
0.816323,0.795045,1.231979,0.969675,1.006698,1.336377,NaN,NaN,NaN
0.818614,0.874069,1.170838,0.949716,1.013480,1.403715,NaN,NaN,NaN
0.822648,0.757778,1.150426,0.958183,1.038568,1.553237,NaN,NaN,NaN
0.722538,0.814376,1.190148,0.901431,1.048268,1.412472,NaN,NaN,NaN
0.786160,0.849199,1.143649,1.008669,1.099888,1.353603,NaN,NaN,NaN
0.746811,0.810575,1.233993,0.923907,0.961066,1.461752,NaN,NaN,NaN
0.758962,0.893509,1.197914,1.002449,1.000103,1.386893,NaN,NaN,NaN
0.767087,0.886726,1.148855,0.982050,0.929645,1.389794,NaN,NaN,NaN
0.755497,0.768982,1.135705,0.914285,1.042793,1.381765,NaN,NaN,NaN
0.796819,0.928503,1.088851,0.893543,1.081721,1.473156,NaN,NaN,NaN
0.793097,0.811286,1.194419,1.000478,1.017644,1.353301,NaN,NaN,NaN
0.815958,0.812584,1.070018,0.884549,1.058530,1.597223,NaN,NaN,NaN
0.846463,0.822641,1.127531,0.913524,0.988045,1.406622,NaN,NaN,NaN
0.726524,0.840469,1.196203,0.905778,0.922349,1.403578,NaN,NaN,NaN
0.751505,0.803205,1.206136,0.958283,0.974636,1.434717,NaN,NaN,NaN
0.792375,0.801825,1.101436,0.973251,0.945103,1.385607,NaN,NaN,NaN
0.785607,0.808889,1.230181,0.952757,0.944946,1.343000,NaN,NaN,NaN
0.745268,0.766225,1.136103,0.925521,1.027907,1.396991,NaN,NaN,NaN
0.845984,0.820441,1.141114,0.878665,0.992351,1.416319,NaN,NaN,NaN
0.716708,0.883188,1.171257,0.938416,1.020755,1.371156,NaN,NaN,NaN
0.796456,0.880822,1.148972,0.939068,1.027014,1.532124,NaN,NaN,NaN
0.803958,0.901099,1.194263,0.880523,1.009567,1.347831,NaN,NaN,NaN
0.744002,0.823799,1.240585,0.965579,1.088804,1.470283,NaN,NaN,NaN
0.869605,0.793331,1.162711,0.929311,1.053626,1.311811,NaN,NaN,NaN
0.756767,0.866382,1.140761,0.903062,1.005356,1.244070,NaN,NaN,NaN
0.778660,0.802430,1.159970,0.922681,0.980034,1.388296,NaN,NaN,NaN
0.798141,0.812564,1.153816,0.895318,1.006802,1.397355,NaN,NaN,NaN
0.785035,0.824543,1.105221,1.047038,1.036482,1.480975,NaN,NaN,NaN
0.762109,0.873894,1.186680,0.845277,1.007393,1.492557,NaN,NaN,NaN
0.793573,0.879906,1.292396,0.949313,1.059835,1.450245,NaN,NaN,NaN
0.762333,0.849710,1.123358,0.947269,1.006068,1.358348,NaN,NaN,NaN
0.752596,0.826290,1.123925,0.968569,0.913856,1.470550,NaN,NaN,NaN
0.732565,0.781008,1.184708,0.913887,0.903548,1.419615,NaN,NaN,NaN
0.742577,0.873406,1.184646,0.932156,0.980233,1.326605,NaN,NaN,NaN
0.872805,0.795069,1.137316,0.957566,1.121490,1.483782,NaN,NaN,NaN
0.724883,0.792864,1.174603,0.935132,0.956453,1.395545,NaN,NaN,NaN
0.769548,0.832400,1.134016,0.992293,1.115857,1.481286,NaN,NaN,NaN
0.770376,0.833212,1.229019,0.944577,0.969978,1.371951,NaN,NaN,NaN
0.771538,0.834565,1.219936,0.963707,0.989491,1.281173,NaN,NaN,NaN
0.793883,0.832029,1.181731,0.916915,0.956445,1.292031,NaN,NaN,NaN
0.764610,0.857026,1.127952,0.923970,1.031842,1.444797,NaN,NaN,NaN
0.715424,0.839462,1.188286,0.944140,1.013826,1.443930,NaN,NaN,NaN
0.797339,0.803814,1.078501,0.981863,0.904186,1.388989,NaN,NaN,NaN
0.785948,0.829626,1.217633,0.932104,1.031537,1.408447,NaN,NaN,NaN
0.747856,0.841398,1.131087,0.995020,1.005099,1.331498,NaN,NaN,NaN
0.803803,0.899734,1.268291,0.973193,0.929457,1.402708,NaN,NaN,NaN
0.776562,0.915712,1.124959,0.935679,0.976863,1.375647,NaN,NaN,NaN
0.748499,0.870809,1.182627,1.014321,0.981662,1.451110,NaN,NaN,NaN
0.766346,0.880840,1.247330,0.914475,1.026384,1.318109,NaN,NaN,NaN
0.708603,0.812880,1.109639,0.893558,1.030769,1.469654,NaN,NaN,NaN
0.816235,0.831515,1.130586,0.948092,1.063517,1.506058,NaN,NaN,NaN
0.753603,0.837646,1.222212,0.946427,0.976505,1.448405,NaN,NaN,NaN
0.749979,0.878934,1.207459,0.932237,1.012958,1.435183,NaN,NaN,NaN
0.763377,0.855370,1.168737,0.913728,1.041585,1.309474,NaN,NaN,NaN
0.790406,0.827688,1.234190,0.993862,1.002924,1.486608,NaN,NaN,NaN
0.774924,0.788663,1.271490,0.934013,1.039384,1.406523,NaN,NaN,NaN
0.807317,0.746589,1.100194,0.935782,0.991220,1.375255,NaN,NaN,NaN
0.793659,0.855166,1.220220,0.928374,1.001321,1.393434,NaN,NaN,NaN
0.784065,0.810272,1.287574,0.948623,1.085500,1.438392,NaN,NaN,NaN
0.824307,0.946519,1.184642,0.988221,1.111663,1.287439,NaN,NaN,NaN
0.768958,0.904299,1.220178,0.934423,1.036907,1.528901,NaN,NaN,NaN
0.782831,0.854744,1.257644,0.891391,1.018511,1.401251,NaN,NaN,NaN
0.745603,0.847778,1.116727,0.919298,0.982955,1.521984,NaN,NaN,NaN
0.805292,0.889750,1.115907,0.973357,0.998012,1.391176,NaN,NaN,NaN
0.748908,0.856370,1.180501,0.925183,1.018488,1.457238,NaN,NaN,NaN
0.731669,0.748950,1.143662,0.981125,1.015653,1.427994,NaN,NaN,NaN
0.781417,0.808977,1.175634,0.959283,0.992043,1.307237,NaN,NaN,NaN
0.750986,0.840901,1.170171,0.926858,0.985502,1.519127,NaN,NaN,NaN
0.741006,0.799733,1.149675,0.898982,1.111592,1.319722,NaN,NaN,NaN
0.791405,0.880313,1.119891,0.952876,1.039369,1.468000,NaN,NaN,NaN
0.787892,0.806388,1.157449,0.977120,1.036876,1.408573,NaN,NaN,NaN
0.760070,0.817388,1.039344,0.993706,0.997166,1.408784,NaN,NaN,NaN
