pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z,pt3filt_X,pt3filt_Y,pt3filt_Z
21.180227,-18.533679,35.831553,-3.891589,-23.764747,29.939782,NaN,NaN,NaN
22.234376,-18.509720,34.982980,-3.372663,-23.721567,30.427399,NaN,NaN,NaN
23.087437,-18.749867,34.025479,-2.886817,-23.673421,30.867546,NaN,NaN,NaN
23.714998,-18.808712,33.110258,-2.469797,-23.582928,31.257280,NaN,NaN,NaN
24.112401,-18.491171,32.351406,-2.140556,-23.413641,31.604986,NaN,NaN,NaN
24.285194,-17.837908,31.787439,-1.895138,-23.146012,31.925198,NaN,NaN,NaN
24.247497,-17.062227,31.387427,-1.703985,-22.789209,32.233285,NaN,NaN,NaN
24.032710,-16.471383,31.083364,-1.512898,-22.385280,32.539480,NaN,NaN,NaN
23.704960,-16.275774,30.803924,-1.246335,-21.998773,32.846325,NaN,NaN,NaN
23.363683,-16.419396,30.469743,-0.811404,-21.686856,33.154297,NaN,NaN,NaN
23.119267,-16.668254,29.986532,-0.107827,-21.467329,33.462860,NaN,NaN,NaN
23.079529,-16.719592,29.276596,0.954472,-21.305318,33.766557,NaN,NaN,NaN
23.346429,-16.323964,28.297716,2.433246,-21.123664,34.053005,NaN,NaN,NaN
23.988637,-15.419850,27.067362,4.333001,-20.831301,34.308348,NaN,NaN,NaN
25.001091,-14.198141,25.705728,6.592234,-20.353425,34.529622,NaN,NaN,NaN
26.292219,-13.028667,24.411682,9.083191,-19.651087,34.734277,NaN,NaN,NaN
27.697564,-12.181954,23.360683,11.632322,-18.736295,34.951315,NaN,NaN,NaN
29.047183,-11.714663,22.602761,14.056016,-17.683323,35.196997,NaN,NaN,NaN
30.243258,-11.544194,22.064871,16.193774,-16.615523,35.459438,NaN,NaN,NaN
31.245048,-11.541708,21.647354,17.930796,-15.665893,35.706102,NaN,NaN,NaN
32.017881,-11.605521,21.289930,19.212702,-14.935736,35.904011,NaN,NaN,NaN
32.516859,-11.691864,20.968249,20.045695,-14.464298,36.036569,NaN,NaN,NaN
32.718560,-11.773624,20.676477,20.481493,-14.231024,36.106308,NaN,NaN,NaN
32.652583,-11.791318,20.434793,20.599288,-14.176072,36.130755,NaN,NaN,NaN
32.411790,-11.704417,20.281105,20.490227,-14.224866,36.134609,NaN,NaN,NaN
32.123727,-11.569017,20.227387,20.243287,-14.309554,36.139896,NaN,NaN,NaN
31.874160,-11.495992,20.229070,19.933015,-14.381473,36.157906,NaN,NaN,NaN
31.676466,-11.546680,20.220046,19.612572,-14.413259,36.185521,NaN,NaN,NaN
31.513049,-11.681920,20.168515,19.312991,-14.394390,36.206335,NaN,NaN,NaN
31.364744,-11.767372,20.106223,19.046326,-14.325697,36.195364,NaN,NaN,NaN
31.204122,-11.645322,20.102805,18.810153,-14.215982,36.124642,NaN,NaN,NaN
31.008572,-11.311213,20.187985,18.593076,-14.079989,35.968497,NaN,NaN,NaN
30.802257,-10.992796,20.310288,18.381347,-13.936122,35.709719,NaN,NaN,NaN
30.639513,-10.838884,20.411157,18.165501,-13.803180,35.346405,NaN,NaN,NaN
30.571102,-10.827772,20.471998,17.944742,-13.696319,34.896770,NaN,NaN,NaN
30.608690,-10.888843,20.496178,17.727511,-13.622911,34.399875,NaN,NaN,NaN
30.712120,-10.972181,20.487475,17.529467,-13.580058,33.911492,NaN,NaN,NaN
30.826483,-11.056538,20.447014,17.370386,-13.555520,33.494740,NaN,NaN,NaN
30.917639,-11.132976,20.379422,17.270257,-13.531210,33.208043,NaN,NaN,NaN
30.970421,-11.183534,20.292096,17.244336,-13.487776,33.093038,NaN,NaN,NaN
30.975715,-11.184133,20.189342,17.298074,-13.409899,33.164122,NaN,NaN,NaN
30.940902,-11.119812,20.075894,17.423370,-13.291926,33.401827,NaN,NaN,NaN
30.896033,-10.986564,19.961356,17.597746,-13.141815,33.753391,NaN,NaN,NaN
30.875931,-10.802437,19.854466,17.788790,-12.979343,34.145494,NaN,NaN,NaN
30.895349,-10.619530,19.755905,17.962930,-12.827910,34.507319,NaN,NaN,NaN
30.943260,-10.492638,19.665595,18.092418,-12.705066,34.787991,NaN,NaN,NaN
31.002228,-10.445793,19.596360,18.158827,-12.615615,34.962360,NaN,NaN,NaN
31.063448,-10.495471,19.565157,18.153660,-12.550059,35.027382,NaN,NaN,NaN
31.105970,-10.648214,19.569828,18.076735,-12.488934,34.994279,NaN,NaN,NaN
31.091849,-10.853736,19.590525,17.934655,-12.409422,34.881448,NaN,NaN,NaN
31.003012,-11.005648,19.610884,17.740276,-12.292402,34.709576,NaN,NaN,NaN
30.872682,-11.013810,19.625447,17.511762,-12.129014,34.497580,NaN,NaN,NaN
30.761913,-10.891576,19.622323,17.270006,-11.924465,34.258658,NaN,NaN,NaN
30.703587,-10.747888,19.577911,17.035126,-11.695886,33.998328,NaN,NaN,NaN
30.687478,-10.676897,19.482227,16.824179,-11.464198,33.716399,NaN,NaN,NaN
30.691484,-10.683146,19.358422,16.650485,-11.244479,33.411363,NaN,NaN,NaN
30.705950,-10.712172,19.248952,16.523806,-11.041481,33.083749,NaN,NaN,NaN
30.735769,-10.718984,19.186389,16.451252,-10.850715,32.737164,NaN,NaN,NaN
30.805780,-10.708537,19.182793,16.438836,-10.662134,32.379028,NaN,NaN,NaN
30.953099,-10.710875,19.241241,16.492101,-10.466094,32.022687,NaN,NaN,NaN
31.199009,-10.745840,19.366395,16.614752,-10.260342,31.688731,NaN,NaN,NaN
31.524778,-10.840033,19.549641,16.805767,-10.054477,31.402959,NaN,NaN,NaN
31.868209,-11.027135,19.758196,17.056737,-9.869347,31.193124,NaN,NaN,NaN
32.150823,-11.314691,19.960850,17.351366,-9.730813,31.087044,NaN,NaN,NaN
32.323109,-11.655242,20.146388,17.667309,-9.660059,31.111606,NaN,NaN,NaN
32.408727,-11.948448,20.299266,17.979947,-9.665663,31.289416,NaN,NaN,NaN
32.473343,-12.163723,20.406969,18.268586,-9.743586,31.628682,NaN,NaN,NaN
32.563983,-12.360924,20.469016,18.523192,-9.882946,32.110999,NaN,NaN,NaN
32.684793,-12.570210,20.497345,18.745425,-10.069234,32.691948,NaN,NaN,NaN
32.815887,-12.731866,20.516696,18.944452,-10.285699,33.313300,NaN,NaN,NaN
32.939797,-12.786042,20.550536,19.130396,-10.516310,33.918268,NaN,NaN,NaN
33.038401,-12.761240,20.593617,19.309139,-10.746835,34.462209,NaN,NaN,NaN
33.077793,-12.730625,20.616597,19.480892,-10.963563,34.918582,NaN,NaN,NaN
33.027130,-12.713949,20.602542,19.642733,-11.152019,35.280637,NaN,NaN,NaN
32.901021,-12.678370,20.571613,19.792372,-11.298052,35.558066,NaN,NaN,NaN
32.769039,-12.619940,20.568352,19.929083,-11.392806,35.769141,NaN,NaN,NaN
32.708141,-12.580934,20.622199,20.050876,-11.438445,35.931426,NaN,NaN,NaN
32.745860,-12.598975,20.716929,20.150881,-11.450647,36.054651,NaN,NaN,NaN
32.851084,-12.667343,20.808917,20.215912,-11.457110,36.138429,NaN,NaN,NaN
32.965512,-12.741295,20.871338,20.227898,-11.492546,36.174208,NaN,NaN,NaN
33.046755,-12.794454,20.920323,20.167140,-11.590156,36.148349,NaN,NaN,NaN
33.083732,-12.859625,21.000266,20.016049,-11.773191,36.045313,NaN,NaN,NaN
33.078969,-12.972885,21.147791,19.762954,-12.048830,35.853187,NaN,NaN,NaN
33.035343,-13.120575,21.373707,19.406691,-12.405273,35.572121,NaN,NaN,NaN
32.962767,-13.277574,21.668529,18.961573,-12.814243,35.222249,NaN,NaN,NaN
32.877568,-13.439192,22.011854,18.459300,-13.238453,34.845868,NaN,NaN,NaN
32.791480,-13.601373,22.375798,17.944134,-13.641944,34.497817,NaN,NaN,NaN
32.714263,-13.743569,22.725303,17.461891,-14.000148,34.225039,NaN,NaN,NaN
32.668172,-13.830285,23.021074,17.049630,-14.303651,34.050504,NaN,NaN,NaN
32.690564,-13.848138,23.225082,16.730043,-14.554918,33.970116,NaN,NaN,NaN
32.810737,-13.855705,23.308639,16.510258,-14.762171,33.959299,NaN,NaN,NaN
33.011694,-13.939105,23.261737,16.383689,-14.932804,33.983889,NaN,NaN,NaN
33.218048,-14.114152,23.112296,16.333551,-15.067929,34.011348,NaN,NaN,NaN
33.339670,-14.304413,22.924862,16.337157,-15.161335,34.019157,NaN,NaN,NaN
33.344246,-14.408962,22.766021,16.370527,-15.204860,33.997666,NaN,NaN,NaN
33.276076,-14.371906,22.674565,16.412007,-15.196369,33.947833,NaN,NaN,NaN
33.212138,-14.210328,22.639548,16.443949,-15.145258,33.875977,NaN,NaN,NaN
33.200776,-13.993259,22.605364,16.453035,-15.070794,33.788636,NaN,NaN,NaN
33.243911,-13.817371,22.507336,16.430724,-14.992432,33.691193,NaN,NaN,NaN
33.319562,-13.775072,22.312217,16.374248,-14.919360,33.589876,NaN,NaN,NaN
33.408598,-13.884831,22.038572,16.287302,-14.845350,33.493995,NaN,NaN,NaN
33.503158,-14.039787,21.745448,16.179252,-14.750756,33.415856,NaN,NaN,NaN
33.607414,-14.137184,21.483009,16.062548,-14.610571,33.368026,NaN,NaN,NaN
33.746161,-14.289737,21.247231,15.949286,-14.405277,33.359823,NaN,NaN,NaN
33.937499,-14.608953,21.011166,15.848185,-14.130768,33.394569,NaN,NaN,NaN
34.152327,-14.973689,20.785557,15.762626,-13.803825,33.467934,NaN,NaN,NaN
34.304888,-15.078125,20.644116,15.690267,-13.459667,33.568510,NaN,NaN,NaN
34.303789,-14.735827,20.680295,15.624981,-13.141175,33.682001,NaN,NaN,NaN
34.137124,-14.146438,20.920988,15.560173,-12.882907,33.797824,NaN,NaN,NaN
33.889890,-13.699086,21.292105,15.490168,-12.699640,33.911830,NaN,NaN,NaN
33.678535,-13.642091,21.654392,15.409296,-12.582898,34.023476,NaN,NaN,NaN
33.571231,-13.915113,21.881048,15.310033,-12.505292,34.130657,NaN,NaN,NaN
33.566306,-14.215153,21.913351,15.181685,-12.431129,34.226156,NaN,NaN,NaN
33.615362,-14.295031,21.775041,15.010701,-12.329860,34.296933,NaN,NaN,NaN
33.651645,-14.220803,21.555924,14.783397,-12.188384,34.324947,NaN,NaN,NaN
33.604262,-14.131897,21.398624,14.491052,-12.015637,34.289114,NaN,NaN,NaN
33.416072,-14.040010,21.452976,14.134540,-11.834479,34.168009,NaN,NaN,NaN
33.077364,-13.910407,21.797704,13.724521,-11.665085,33.941063,NaN,NaN,NaN
32.653994,-13.781987,22.377638,13.279451,-11.514827,33.591564,NaN,NaN,NaN
32.278328,-13.774103,23.016472,12.821975,-11.376033,33.114555,NaN,NaN,NaN
32.081259,-13.943026,23.493650,12.373104,-11.227884,32.526285,NaN,NaN,NaN
32.129230,-14.236240,23.637276,11.946760,-11.042672,31.865470,NaN,NaN,NaN
32.398382,-14.599761,23.405599,11.546007,-10.794964,31.182983,NaN,NaN,NaN
32.774151,-14.965324,22.910678,11.161305,-10.471012,30.524911,NaN,NaN,NaN
33.084313,-15.209337,22.366238,10.770833,-10.077947,29.915802,NaN,NaN,NaN
33.165427,-15.232278,21.988420,10.343673,-9.649930,29.348877,NaN,NaN,NaN
32.898474,-14.982179,21.940439,9.846317,-9.246899,28.788830,NaN,NaN,NaN
32.222060,-14.460719,22.305049,9.252233,-8.941663,28.188923,NaN,NaN,NaN
31.157075,-13.810617,23.051774,8.552109,-8.798685,27.516508,NaN,NaN,NaN
29.808138,-13.330964,24.033130,7.756756,-8.856364,26.773068,NaN,NaN,NaN
28.308241,-13.220147,25.071678,6.891949,-9.114559,26.004285,NaN,NaN,NaN
26.771778,-13.366549,26.056673,5.992033,-9.532943,25.295741,NaN,NaN,NaN
25.297314,-13.565764,26.935845,5.095779,-10.050377,24.748855,NaN,NaN,NaN
23.984843,-13.729924,27.693219,4.239590,-10.609568,24.449361,NaN,NaN,NaN
22.927062,-13.784439,28.374108,3.449302,-11.173144,24.442773,NaN,NaN,NaN
22.208695,-13.546755,29.079628,2.737666,-11.725946,24.723374,NaN,NaN,NaN
21.871185,-12.778307,29.920009,2.108196,-12.265780,25.235702,NaN,NaN,NaN
21.872218,-11.587659,30.894910,1.559063,-12.791710,25.885192,NaN,NaN,NaN
22.082058,-10.602757,31.841872,1.083024,-13.295024,26.554825,NaN,NaN,NaN
22.339708,-10.468653,32.546800,0.665352,-13.756995,27.127127,NaN,NaN,NaN
22.513493,-11.342748,32.887364,0.284541,-14.154683,27.507011,NaN,NaN,NaN
22.536695,-12.751455,32.910119,-0.082575,-14.467188,27.636378,NaN,NaN,NaN
22.412822,-13.901809,32.792705,-0.454800,-14.681073,27.497009,NaN,NaN,NaN
22.151396,-14.278773,32.744466,-0.843391,-14.794155,27.103599,NaN,NaN,NaN
21.723596,-13.994732,32.893712,-1.253046,-14.818096,26.491427,NaN,NaN,NaN
21.092051,-13.479400,33.211369,-1.686347,-14.779232,25.703073,NaN,NaN,NaN
20.227946,-13.142554,33.530952,-2.148982,-14.714681,24.780990,NaN,NaN,NaN
19.089888,-13.174735,33.677416,-2.651137,-14.663440,23.769260,NaN,NaN,NaN
17.639597,-13.522760,33.603387,-3.203196,-14.653018,22.719326,NaN,NaN,NaN
15.913567,-13.917802,33.434762,-3.809959,-14.685296,21.690625,NaN,NaN,NaN
14.061877,-13.933748,33.339444,-4.467552,-14.728564,20.740479,NaN,NaN,NaN
12.291458,-13.271975,33.286195,-5.162963,-14.725375,19.906162,NaN,NaN,NaN
10.784082,-12.034435,33.015903,-5.874888,-14.612681,19.193336,NaN,NaN,NaN
9.646567,-10.675209,32.261231,-6.573866,-14.343876,18.579860,NaN,NaN,NaN
8.899695,-9.694756,30.989386,-7.222189,-13.905898,18.032165,NaN,NaN,NaN
8.510091,-9.252893,29.450556,-7.777746,-13.326892,17.523289,NaN,NaN,NaN
8.404666,-9.060613,28.037372,-8.203231,-12.669760,17.045048,NaN,NaN,NaN
8.483579,-8.730603,27.102320,-8.478076,-12.008829,16.611506,NaN,NaN,NaN
8.630424,-8.199759,26.756976,-8.605861,-11.406924,16.249213,NaN,NaN,NaN
8.739863,-7.695411,26.840838,-8.612395,-10.911467,15.981776,NaN,NaN,NaN
8.755475,-7.419370,27.099394,-8.538189,-10.556701,15.820980,NaN,NaN,NaN
8.664117,-7.325201,27.382363,-8.429921,-10.365143,15.765100,NaN,NaN,NaN
8.464294,-7.192986,27.693795,-8.333085,-10.349120,15.800399,NaN,NaN,NaN
8.141554,-6.875214,28.114114,-8.286288,-10.511162,15.901934,NaN,NaN,NaN
7.676552,-6.479714,28.682150,-8.317740,-10.841482,16.033001,NaN,NaN,NaN
7.077709,-6.258983,29.317506,-8.444836,-11.312438,16.146802,NaN,NaN,NaN
6.400494,-6.352366,29.861676,-8.674720,-11.871864,16.193895,NaN,NaN,NaN
5.725983,-6.684196,30.211497,-9.003078,-12.443257,16.135271,NaN,NaN,NaN
5.112694,-7.129288,30.365907,-9.413169,-12.940494,15.956207,NaN,NaN,NaN
4.560086,-7.521654,30.406819,-9.878157,-13.289246,15.674636,NaN,NaN,NaN
4.022377,-7.701399,30.435848,-10.364221,-13.444357,15.342201,NaN,NaN,NaN
3.463594,-7.748729,30.483917,-10.833559,-13.396980,15.032215,NaN,NaN,NaN
2.883511,-7.927838,30.516577,-11.248899,-13.171274,14.812891,NaN,NaN,NaN
2.342614,-8.380351,30.545476,-11.578645,-12.813327,14.724467,NaN,NaN,NaN
1.934718,-8.922799,30.689054,-11.803138,-12.377664,14.771024,NaN,NaN,NaN
1.692476,-9.237431,31.072308,-11.919127,-11.918610,14.924199,NaN,NaN,NaN
1.546839,-9.224294,31.680889,-11.939326,-11.484705,15.135516,NaN,NaN,NaN
1.380978,-9.044938,32.349085,-11.888419,-11.113261,15.351195,NaN,NaN,NaN
1.127207,-8.893293,32.869364,-11.796690,-10.825550,15.522938,NaN,NaN,NaN
0.811639,-8.834722,33.096304,-11.694701,-10.624578,15.613071,NaN,NaN,NaN
0.512891,-8.844189,32.966649,-11.612929,-10.498186,15.596563,NaN,NaN,NaN
0.299127,-8.889066,32.503475,-11.583295,-10.425634,15.464465,NaN,NaN,NaN
0.189206,-8.946854,31.841089,-11.637879,-10.384634,15.227421,NaN,NaN,NaN
0.139898,-8.987490,31.217826,-11.804491,-10.357871,14.915514,NaN,NaN,NaN
0.066437,-8.976376,30.864045,-12.099562,-10.336791,14.574234,NaN,NaN,NaN
-0.101076,-8.916860,30.830981,-12.519589,-10.322315,14.256302,NaN,NaN,NaN
-0.378949,-8.850947,30.979091,-13.037005,-10.326386,14.009910,NaN,NaN,NaN
-0.741184,-8.826364,31.106449,-13.606135,-10.371901,13.871491,NaN,NaN,NaN
-1.147796,-8.880407,31.080480,-14.175973,-10.483610,13.866320,NaN,NaN,NaN
-1.565584,-9.042177,30.902990,-14.702407,-10.677098,14.009365,NaN,NaN,NaN
-1.971592,-9.315739,30.698683,-15.156833,-10.951237,14.302525,NaN,NaN,NaN
-2.342173,-9.643948,30.639497,-15.529737,-11.284150,14.730300,NaN,NaN,NaN
-2.664656,-9.940435,30.824163,-15.829428,-11.633757,15.255123,NaN,NaN,NaN
-2.980275,-10.186764,31.183976,-16.079171,-11.943331,15.815786,NaN,NaN,NaN
-3.362882,-10.370855,31.545232,-16.313419,-12.150601,16.331602,NaN,NaN,NaN
-3.853559,-10.390020,31.781185,-16.571892,-12.199027,16.712564,NaN,NaN,NaN
-4.462915,-10.175007,31.838629,-16.891768,-12.050949,16.876195,NaN,NaN,NaN
-5.192626,-9.802748,31.702728,-17.300453,-11.704514,16.770619,NaN,NaN,NaN
-6.026980,-9.402261,31.399149,-17.810790,-11.209644,16.394587,NaN,NaN,NaN
-6.933517,-9.032896,31.002318,-18.419576,-10.671740,15.806218,NaN,NaN,NaN
-7.893218,-8.776378,30.614492,-19.108111,-10.231339,15.110560,NaN,NaN,NaN
-8.911585,-8.818993,30.352471,-19.844629,-10.026362,14.427071,NaN,NaN,NaN
-10.010106,-9.334457,30.297487,-20.588677,-10.158658,13.857944,NaN,NaN,NaN
-11.178853,-10.243162,30.443265,-21.299579,-10.672018,13.468601,NaN,NaN,NaN
-12.321020,-11.255122,30.702844,-21.946008,-11.542292,13.284907,NaN,NaN,NaN
-13.265025,-12.197873,30.947548,-22.511649,-12.686635,13.302874,NaN,NaN,NaN
-13.852717,-13.213909,31.070664,-22.997373,-13.986493,13.499186,NaN,NaN,NaN
-14.039391,-14.684996,31.052606,-23.419476,-15.319361,13.839125,NaN,NaN,NaN
-13.936158,-16.869152,30.968617,-23.803881,-16.593375,14.281596,NaN,NaN,NaN
-13.797250,-19.602655,30.929858,-24.176345,-17.763068,14.778937,NaN,NaN,NaN
-13.909943,-22.269911,31.025449,-24.555635,-18.816762,15.280271,NaN,NaN,NaN
-14.424334,-24.170262,31.287233,-24.951237,-19.750633,15.738867,NaN,NaN,NaN
-15.249855,-25.040867,31.649341,-25.362781,-20.547309,16.117694,NaN,NaN,NaN
-16.119661,-25.240782,31.972150,-25.781111,-21.169130,16.393002,NaN,NaN,NaN
-16.780831,-25.339650,32.154721,-26.190783,-21.565121,16.558527,NaN,NaN,NaN
-17.135216,-25.609562,32.215174,-26.572874,-21.687977,16.629882,NaN,NaN,NaN
-17.245953,-25.909081,32.301881,-26.906757,-21.516576,16.646366,NaN,NaN,NaN
-17.256715,-25.871366,32.638983,-27.171292,-21.077259,16.668122,NaN,NaN,NaN
-17.280955,-25.213642,33.411211,-27.347187,-20.452150,16.767507,NaN,NaN,NaN
-17.325037,-24.088992,34.631187,-27.421574,-19.761324,17.011842,NaN,NaN,NaN
-17.316376,-23.083889,36.107267,-27.394275,-19.121656,17.439988,NaN,NaN,NaN
-17.210569,-22.627249,37.577719,-27.281356,-18.608726,18.044405,NaN,NaN,NaN
-17.014634,-22.647655,38.867746,-27.113247,-18.240245,18.771313,NaN,NaN,NaN
-16.765384,-22.816637,39.926187,-26.927656,-17.986183,19.540479,NaN,NaN,NaN
-16.526126,-22.877540,40.745293,-26.761193,-17.790151,20.267056,NaN,NaN,NaN
-16.363433,-22.725826,41.308976,-26.641951,-17.590999,20.878797,NaN,NaN,NaN
-16.309133,-22.350189,41.589803,-26.584665,-17.340304,21.327861,NaN,NaN,NaN
-16.352997,-21.797335,41.575164,-26.589799,-17.013467,21.596429,NaN,NaN,NaN
-16.477123,-21.168098,41.299092,-26.646490,-16.613169,21.695240,NaN,NaN,NaN
-16.683316,-20.597812,40.843630,-26.737390,-16.166197,21.655597,NaN,NaN,NaN
-16.971155,-20.242920,40.298527,-26.843078,-15.714807,21.517208,NaN,NaN,NaN
-17.287406,-20.238817,39.714801,-26.945113,-15.305097,21.315920,NaN,NaN,NaN
-17.536396,-20.568254,39.121672,-27.028466,-14.975930,21.076700,NaN,NaN,NaN
-17.653023,-20.951432,38.563076,-27.084195,-14.751611,20.814417,NaN,NaN,NaN
-17.637111,-21.051559,38.089598,-27.110844,-14.637359,20.540204,NaN,NaN,NaN
-17.522715,-20.871206,37.728585,-27.113505,-14.617930,20.267623,NaN,NaN,NaN
-17.362104,-20.632072,37.485029,-27.102394,-14.662652,20.012652,NaN,NaN,NaN
-17.217358,-20.495807,37.346766,-27.091052,-14.736314,19.788582,NaN,NaN,NaN
-17.140839,-20.478635,37.277847,-27.092973,-14.809759,19.600990,NaN,NaN,NaN
-17.158354,-20.523867,37.217965,-27.116759,-14.865466,19.446137,NaN,NaN,NaN
-17.262316,-20.569827,37.100240,-27.162103,-14.896819,19.313156,NaN,NaN,NaN
-17.417896,-20.569137,36.884499,-27.219008,-14.902690,19.188529,NaN,NaN,NaN
-17.583275,-20.487837,36.582264,-27.271478,-14.881532,19.060423,NaN,NaN,NaN
-17.731166,-20.313698,36.251208,-27.303299,-14.827331,18.921930,NaN,NaN,NaN
-17.854568,-20.080297,35.961800,-27.302732,-14.728456,18.772155,NaN,NaN,NaN
-17.956388,-19.844376,35.761758,-27.264807,-14.570483,18.614077,NaN,NaN,NaN
-18.036535,-19.629088,35.658645,-27.190997,-14.341481,18.450908,NaN,NaN,NaN
-18.085359,-19.390602,35.622467,-27.086837,-14.037320,18.282926,NaN,NaN,NaN
-18.087017,-19.052722,35.602088,-26.959858,-13.665524,18.104989,NaN,NaN,NaN
-18.033640,-18.594313,35.545436,-26.818819,-13.246898,17.905728,NaN,NaN,NaN
-17.937342,-18.081470,35.416607,-26.672494,-12.812880,17.669793,NaN,NaN,NaN
-17.825518,-17.598620,35.208331,-26.526914,-12.395814,17.382952,NaN,NaN,NaN
-17.720369,-17.164492,34.945483,-26.383148,-12.014125,17.037319,NaN,NaN,NaN
-17.625192,-16.727658,34.674443,-26.238675,-11.661613,16.634206,NaN,NaN,NaN
-17.529081,-16.236895,34.439825,-26.091120,-11.308130,16.185139,NaN,NaN,NaN
-17.422368,-15.707178,34.256099,-25.940240,-10.915346,15.710484,NaN,NaN,NaN
-17.312765,-15.200842,34.086403,-25.786917,-10.461031,15.235338,NaN,NaN,NaN
