pt1_dltres,pt2_dltres
7.052333,7.267957
7.290006,7.111086
7.902603,6.607155
6.482052,6.579834
6.478513,6.555160
6.506773,6.104524
6.545543,7.058416
6.534797,7.092876
6.451111,7.085145
6.470582,7.065712
6.471241,7.059427
6.509543,7.059861
7.451953,7.052564
7.442538,7.044979
7.432557,7.043390
7.437363,7.042163
6.105489,6.029032
6.073999,5.839415
6.338186,5.845868
6.364157,5.852846
6.365564,7.195423
6.846047,7.217323
6.840887,7.201867
6.844521,6.839143
6.856943,5.939042
7.105367,5.932564
7.106235,5.933049
7.101345,4.631287
7.775622,3.338476
7.909315,1.537781
6.982706,2.807841
7.205975,7.713114
8.378930,2.139578
7.335484,4.461930
6.460621,2.957256
7.851887,3.650628
7.571877,3.961331
7.951947,4.470507
7.935511,4.244901
6.522535,3.852792
6.505695,3.282860
7.068997,3.592425
7.925486,2.404437
7.903788,2.310863
8.469838,0.827062
8.412514,1.951515
8.185317,1.060354
8.256730,0.984936
8.055798,0.417045
8.372475,0.339470
8.365786,1.592343
8.362198,1.913184
9.453072,1.968782
8.123982,1.940945
9.838854,2.028209
9.088096,2.052246
8.644817,0.509490
8.388946,0.468832
9.932279,0.100299
12.027805,3.347040
13.797575,1.088392
12.417041,1.466607
10.387455,1.469791
11.004275,1.797610
11.567290,3.439880
12.470732,1.466404
9.139853,1.381317
10.034464,1.323690
8.505246,1.298977
7.941676,2.286554
7.702109,2.068261
7.070412,3.144172
6.273340,3.178290
5.967866,2.869580
5.924367,4.996927
8.950675,5.415252
9.377974,4.311719
8.025052,2.748757
8.051197,2.697536
8.286202,2.684559
8.459092,1.279210
8.618266,0.066284
9.401549,0.064955
9.866331,0.168440
8.687318,1.961303
8.427509,0.234917
8.447265,0.547612
8.497336,1.018340
7.942751,1.144800
8.740291,0.323865
8.912244,1.782977
7.779513,0.508272
8.600544,2.366542
9.215636,1.422721
8.021358,1.426835
8.798330,1.520964
10.137837,5.309530
8.072015,7.378346
9.094959,9.523877
9.100067,9.717099
8.652348,9.717292
9.541157,5.582955
8.866679,5.789651
8.592690,5.787000
8.679257,5.789581
8.603554,5.615562
7.822089,4.719133
6.892897,6.904294
6.957651,6.941240
7.286326,6.957227
7.303881,6.496779
7.225484,5.674372
13.604563,6.657310
13.147643,5.548764
12.781367,5.555770
11.560856,4.942347
11.633231,5.443547
12.475362,4.326043
12.831609,4.780078
4.378496,4.905622
4.378496,3.545788
4.363109,3.937940
4.384785,3.916531
4.376192,3.249783
4.368670,5.150721
4.368491,4.825392
4.158003,5.675650
4.196283,5.630381
6.678508,5.535114
6.365672,5.521831
6.210417,4.670663
4.752092,4.436058
4.688911,4.115913
4.456566,5.436670
4.463077,7.514242
4.467386,7.530910
6.819331,8.624449
7.393875,5.683866
6.475613,5.657570
6.387691,5.156007
5.837782,4.654337
5.707459,4.148097
5.744656,4.056062
5.777641,4.048379
5.765566,4.054941
5.751959,4.020451
5.752348,4.005835
5.765177,3.668641
5.764788,3.544292
5.757973,5.583743
5.960596,3.302303
5.248469,1.900719
3.390772,1.617312
3.322704,0.280133
2.826748,0.953209
5.261765,3.049171
5.269048,2.676017
6.198385,0.795786
5.173013,0.765749
5.454040,2.096284
6.007754,1.994505
5.877773,1.887778
5.800638,1.806776
5.562139,1.718681
5.305851,1.638964
6.131758,1.597247
5.605640,1.471443
5.367407,0.005314
5.210253,0.339774
5.722206,0.840787
3.140645,2.102915
2.771016,1.892590
4.154376,1.778976
2.606210,1.232198
3.781390,1.233545
2.057403,1.171073
1.717847,1.618951
3.186269,2.776470
2.868952,2.800684
2.757477,2.676007
2.691788,2.600692
2.551758,2.573976
2.621316,2.533367
3.156451,2.527354
4.421182,2.517666
3.007353,2.455085
3.321095,2.396892
3.774047,2.402734
3.573157,1.326071
3.571263,1.154665
4.704583,0.262362
3.620860,0.024380
2.502366,0.188286
2.697091,0.093827
2.818648,1.605639
3.826849,0.139618
2.223401,0.025379
