pt1_dltres,pt2_dltres
3.971146,0.961820
2.992004,1.187247
2.068250,0.212482
2.124959,0.288873
2.180771,0.372272
2.353016,0.401491
0.923600,0.346897
2.317518,0.291812
0.131392,0.263792
0.256534,1.104430
1.147298,1.229188
1.267379,1.211409
1.314198,1.211954
1.359867,1.285778
1.414614,1.364862
1.505596,0.028977
0.016108,0.799122
1.173369,0.452089
2.818049,0.952828
0.125643,0.373883
1.169087,1.024133
1.244994,1.153939
1.266547,1.172860
1.231113,1.089808
1.197357,1.135564
1.216400,0.198458
1.170181,0.206252
1.075717,0.146670
1.073261,0.196246
1.347874,0.196066
0.218988,5.215829
1.277876,7.515036
2.687312,3.802168
1.352027,2.631261
1.325611,0.459983
2.511764,0.988560
1.239698,2.589547
1.112518,2.651936
2.552187,1.153741
2.637456,1.125538
2.816880,0.337319
3.545030,0.453198
2.660534,0.830246
2.209889,2.566317
3.331961,0.591355
2.285457,0.655048
1.913101,0.721040
1.999670,2.103857
2.228326,2.361751
1.796851,2.334385
1.462448,3.087959
0.266026,2.719688
0.228315,1.680119
1.573460,1.743797
1.489389,1.653020
1.472518,1.768492
1.459281,0.420157
1.418975,0.985331
1.463557,0.998666
1.553378,0.984113
1.598196,0.934760
0.134124,0.450942
0.257286,0.222550
0.365493,0.276242
1.135855,2.278435
1.370373,2.604966
1.605948,2.799261
0.218673,6.145258
0.009887,2.497742
1.829173,1.112479
2.219425,1.089783
2.324182,1.220854
2.394780,2.586434
0.986709,4.822217
0.567702,4.852798
0.823901,5.147863
2.201195,4.858058
1.222690,1.757918
0.957865,2.373523
0.884901,2.511816
2.245726,0.758249
4.811613,0.282529
4.665511,1.308151
4.579937,1.040134
4.287700,0.317314
3.484465,0.676151
3.471335,1.488492
3.175920,1.511095
3.287905,1.718605
2.088824,2.931300
1.887755,1.436715
0.451957,1.275183
0.363969,2.570712
1.936815,4.756267
2.143006,4.264123
2.350276,1.521715
2.471460,1.329193
2.081563,1.302726
1.334084,1.437774
1.026932,1.463803
1.373161,1.446508
3.489900,0.053993
3.913346,2.780398
2.063170,2.939151
1.784563,1.697221
1.712424,1.553385
1.822493,1.573161
3.433066,1.550889
3.402420,1.299833
2.257686,1.558728
3.018512,1.546028
3.066011,1.921842
1.475634,1.876063
1.541406,1.191037
2.583426,0.885072
2.614882,0.656154
0.421986,2.400663
1.034706,2.748587
0.781667,1.272822
0.584997,2.506904
1.392669,2.628666
1.302302,2.617684
0.033146,2.580530
0.388535,2.513856
1.567004,4.412161
2.925155,2.886618
2.772146,2.747645
2.815197,3.704047
1.223221,2.224821
1.566147,2.436291
0.377146,2.342622
0.727128,2.043646
0.590034,1.235809
1.171006,3.855240
2.860915,2.669836
0.496188,2.409683
1.429917,2.379596
1.343852,2.236750
1.460344,1.890059
1.249989,1.761467
2.357649,1.293142
1.074382,2.949283
1.149345,2.561202
1.157332,2.619429
0.039170,2.800792
0.072826,2.847551
0.041100,1.991811
0.523516,1.067383
0.543839,5.327984
0.397903,2.780882
0.475768,2.614919
0.601756,2.564424
0.467208,0.192154
1.912770,0.394607
0.374228,0.846844
0.431175,0.837570
3.919074,0.902191
0.999280,0.440664
2.245627,1.621503
1.090308,2.543952
1.173018,1.501175
1.455176,2.756656
1.468752,2.292570
1.296526,0.569121
0.144511,0.883686
1.445148,0.745993
0.025135,2.907662
1.576292,1.805017
0.074720,1.708350
1.546416,1.457892
0.810240,2.001182
7.544722,4.819350
1.380544,2.051340
1.818125,18.831672
0.119143,1.522971
2.791222,0.395365
2.652327,2.556606
1.124298,0.070293
0.915016,1.296278
0.724654,1.004212
0.502306,1.795702
1.181629,0.440325
2.579216,1.631790
2.795798,4.773732
2.967736,4.885833
3.130784,3.916929
5.181119,6.665866
5.412963,5.357396
6.201615,5.448722
4.380629,5.924435
3.018200,3.555627
2.861612,2.333120
1.577045,1.941223
1.564306,1.962967
7.015159,1.923665
7.227407,3.182767
5.425600,0.964732
4.016272,1.787359
4.654702,3.058235
6.937010,2.864033
7.945407,3.579914
5.747413,3.467866
5.605058,5.578060
5.574942,5.263913
5.333685,2.115229
4.024303,0.876827
6.538971,1.049109
7.610681,0.098072
8.620955,0.099892
6.448442,1.545304
7.308080,0.359550
5.965297,1.699194
6.805013,0.397354
6.783505,0.278797
6.997906,1.633761
9.225348,1.627571
9.682370,1.676215
8.010673,0.225347
7.966627,0.106633
8.154181,0.037660
8.262442,4.981045
9.520170,4.186720
9.269376,2.538551
8.136876,2.621697
7.270296,2.785760
7.419581,2.676501
5.434683,0.093121
6.441105,0.883207
2.465674,0.614262
1.438878,1.282134
2.749622,2.018085
1.282798,0.808122
4.468181,0.453492
5.489685,5.719274
8.090693,1.478720
8.682091,0.361505
6.086076,0.579002
4.583082,1.922028
3.486496,0.858520
4.016332,0.255567
7.095623,1.441788
7.092948,0.211095
7.100956,0.959320
6.723470,0.324174
5.764360,0.137684
4.611966,1.593590
2.851495,1.658816
4.035308,1.476309
7.006311,2.673756
7.012560,1.298958
5.623951,1.033599
5.525978,0.454140
5.074613,0.678861
3.120587,1.846150
4.150801,NaN
3.356265,NaN
2.916113,NaN
2.828090,NaN
3.495340,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
