pt1_dltres,pt2_dltres,pt3_dltres
14.662545,11.089268,NaN
15.746817,10.945435,NaN
15.650201,11.318117,NaN
15.475316,10.873805,NaN
16.249227,12.559711,NaN
15.855422,12.200539,NaN
15.409340,12.290194,NaN
15.196477,12.321931,NaN
14.584544,11.817213,NaN
14.832532,11.608110,NaN
15.064370,12.240478,NaN
14.962741,11.519949,NaN
15.672109,14.465970,NaN
15.532540,13.803040,NaN
15.299236,13.204413,NaN
16.008803,12.291315,NaN
15.405842,13.319949,NaN
15.565625,11.891170,NaN
15.078925,11.354777,NaN
15.354417,11.397537,NaN
15.363368,11.412629,NaN
15.616100,11.491840,NaN
14.713083,14.590514,NaN
15.025357,13.858924,NaN
13.496195,13.293844,NaN
14.060911,14.424668,NaN
14.742119,13.654399,NaN
15.059129,15.157394,NaN
15.192807,14.483791,NaN
15.139395,14.393189,NaN
15.384339,14.674154,NaN
16.072612,12.299402,NaN
17.447623,9.940712,NaN
15.866867,8.588918,NaN
15.705330,12.176731,NaN
15.687296,7.841404,NaN
15.833576,6.486090,NaN
15.743139,7.094859,NaN
16.113759,9.230449,NaN
16.190425,10.650479,NaN
15.204340,11.440003,NaN
14.531744,12.229424,NaN
14.360065,12.015677,NaN
13.884686,12.701387,NaN
15.862841,12.248718,NaN
16.150929,10.494313,NaN
15.716071,11.358330,NaN
15.685907,11.353055,NaN
16.409941,11.664852,NaN
16.162149,13.316179,NaN
16.681966,14.087404,NaN
17.013546,13.058483,NaN
16.640301,14.169984,NaN
17.834769,12.281338,NaN
18.733509,11.160100,NaN
17.964225,10.580471,NaN
18.162394,13.863386,NaN
18.232930,14.583021,NaN
19.204600,14.230573,NaN
18.561191,13.214817,NaN
17.538023,13.216863,NaN
17.286319,12.532307,NaN
17.162988,12.504691,NaN
18.126049,10.501245,NaN
16.946935,7.233311,NaN
14.556104,5.031943,NaN
15.075297,6.036334,NaN
16.357321,9.054710,NaN
16.211562,9.579435,NaN
15.242539,9.981836,NaN
15.357810,11.571437,NaN
15.513471,13.365663,NaN
15.299590,12.181424,NaN
14.867051,8.158723,NaN
15.087684,10.977391,NaN
15.018107,10.731555,NaN
16.649371,12.329378,NaN
16.819616,13.571793,NaN
16.564359,17.381810,NaN
14.673231,15.646466,NaN
14.494243,13.257587,NaN
15.009806,11.163277,NaN
14.694991,10.957511,NaN
15.670176,11.640208,NaN
15.392827,11.018463,NaN
18.200840,14.189991,NaN
17.632980,14.613593,NaN
17.337700,14.139561,NaN
17.878555,14.618346,NaN
15.513302,14.976259,NaN
15.940328,14.890500,NaN
16.620969,12.464315,NaN
15.215591,14.534630,NaN
13.203413,15.403349,NaN
13.045182,13.979015,NaN
13.638920,12.355179,NaN
13.628292,11.100099,NaN
13.358524,11.455296,NaN
16.832894,9.268100,NaN
16.545796,7.776391,NaN
18.417091,14.463927,NaN
17.231978,14.176690,NaN
18.682231,14.163848,NaN
18.086473,13.352473,NaN
15.385060,13.406257,NaN
13.249710,12.783927,NaN
12.462765,14.707309,NaN
13.998872,13.372974,NaN
14.853778,11.828613,NaN
13.150309,12.668912,NaN
15.752038,13.213274,NaN
12.054522,12.604087,NaN
14.628344,11.438620,NaN
12.133388,12.312578,NaN
14.455689,12.405403,NaN
13.592914,11.975304,NaN
12.745988,12.804610,NaN
12.153732,13.664812,NaN
13.327916,11.961935,NaN
12.767350,11.572444,NaN
11.525455,14.643977,NaN
10.756731,12.631040,NaN
11.432220,12.262486,NaN
11.176678,12.553457,NaN
11.516958,9.228943,NaN
11.457719,8.763073,NaN
10.266703,10.037566,NaN
11.691155,11.717740,NaN
12.163281,11.066373,NaN
11.950223,12.972522,NaN
12.608762,14.014186,NaN
12.172046,10.780272,NaN
11.622498,9.966445,NaN
10.456944,6.160104,NaN
9.987329,9.059861,NaN
10.135291,10.258884,NaN
9.657602,10.769670,NaN
10.875652,12.668426,NaN
10.041034,13.990689,NaN
10.545089,14.705542,NaN
10.581333,8.845876,NaN
9.737630,10.732844,NaN
9.033941,16.053342,NaN
11.327936,13.384705,NaN
13.091577,7.666562,NaN
10.284323,11.130531,NaN
11.416425,9.962350,NaN
11.267501,12.771087,NaN
10.302747,8.834830,NaN
10.084889,12.056727,NaN
10.608539,13.827704,NaN
12.341901,11.350002,NaN
11.873104,11.840062,NaN
13.128191,11.673515,NaN
8.269335,11.311786,NaN
12.436806,11.589040,NaN
10.579449,13.597085,NaN
12.135018,10.845682,NaN
12.031334,7.857787,NaN
10.846322,9.090148,NaN
13.275863,8.241436,NaN
10.024830,7.988707,NaN
10.263024,14.424026,NaN
10.325640,9.796430,NaN
10.264014,12.223905,NaN
9.959003,9.924226,NaN
11.009083,11.640602,NaN
10.970375,11.665853,NaN
10.974164,11.521355,NaN
11.825579,11.637197,NaN
12.635436,12.145492,NaN
11.751352,12.314923,NaN
10.533048,11.408295,NaN
10.799174,11.304713,NaN
11.111462,11.434357,NaN
11.270555,12.009564,NaN
11.536652,11.693767,NaN
11.184632,12.354986,NaN
11.279182,12.244747,NaN
10.377504,12.470919,NaN
10.425120,11.649442,NaN
10.826764,10.408144,NaN
11.729954,11.690714,NaN
15.261699,11.676975,NaN
12.579927,10.951111,NaN
10.336969,11.297159,NaN
11.045978,13.830582,NaN
11.850887,14.010507,NaN
13.586218,12.432495,NaN
12.534184,11.975878,NaN
12.624995,11.674718,NaN
12.560595,12.316037,NaN
13.333922,12.547481,NaN
13.581512,12.166277,NaN
13.439025,11.958781,NaN
15.675582,11.860319,NaN
15.792872,11.910459,NaN
16.011241,9.849686,NaN
16.283529,8.205654,NaN
17.462705,10.310116,NaN
18.179221,10.030724,NaN
17.899057,11.304543,NaN
19.475045,12.224327,NaN
18.171039,8.390936,NaN
18.622709,10.406092,NaN
17.695271,11.465945,NaN
17.188340,11.172944,NaN
16.387822,12.439583,NaN
16.525113,13.062933,NaN
15.756887,11.911421,NaN
16.000176,11.307246,NaN
16.991222,11.870912,NaN
17.288669,12.104824,NaN
19.039526,12.550727,NaN
18.898795,10.856548,NaN
19.329739,10.328558,NaN
18.526645,13.726055,NaN
18.033453,13.795978,NaN
16.936284,13.107336,NaN
17.456008,12.993906,NaN
16.965986,13.189930,NaN
17.305268,13.865560,NaN
15.496838,14.415643,NaN
16.043345,14.609623,NaN
15.996699,14.748259,NaN
15.955283,15.222440,NaN
15.498516,13.816038,NaN
15.136281,14.441935,NaN
15.210304,12.983818,NaN
14.528588,13.367530,NaN
15.019365,11.787679,NaN
15.043606,12.784083,NaN
15.883391,12.737891,NaN
15.412001,13.154469,NaN
14.468855,13.426353,NaN
14.060898,12.085998,NaN
12.130065,11.873726,NaN
12.464787,10.626666,NaN
14.728450,11.868822,NaN
15.644615,10.684794,NaN
16.237388,10.856762,NaN
16.050503,12.535911,NaN
16.696427,12.444590,NaN
17.021491,13.865960,NaN
16.739704,12.889130,NaN
15.878264,13.462692,NaN
15.043765,13.702370,NaN
14.859410,12.762132,NaN
14.536676,13.585669,NaN
14.559697,14.007196,NaN
16.306062,14.437752,NaN
16.294731,17.343929,NaN
16.928408,15.203936,NaN
16.384056,15.587353,NaN
16.915046,14.912594,NaN
17.114173,15.252734,NaN
17.030219,13.658309,NaN
17.065263,14.624628,NaN
16.822070,13.376716,NaN
17.466227,15.044404,NaN
17.039130,14.412543,NaN
16.941632,14.118435,NaN
16.464663,12.568918,NaN
15.834391,12.588005,NaN
15.858911,12.618810,NaN
21.136113,13.898853,NaN
17.559002,14.375680,NaN
