pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
4.272276,4.916145,7.908098,4.708887,5.300960,7.811924
4.483876,5.050804,8.001929,4.722346,5.314546,7.981350
4.218045,4.765755,8.081945,4.385596,5.715625,7.751879
4.007215,5.428754,7.581582,4.580588,5.806442,7.419502
4.121337,5.002150,8.551430,4.254686,5.575474,8.353432
4.236999,5.317523,7.978094,4.484516,5.331980,7.879681
3.946717,4.709401,7.330007,4.615957,5.435419,8.426383
4.133224,5.479130,8.047698,4.635104,5.517775,8.136041
4.261788,5.469005,8.367015,4.480643,5.372320,7.937816
4.341009,4.921735,8.619424,4.448945,5.552212,7.833075
4.247757,4.641105,7.894549,4.811670,5.402617,8.070188
4.466710,4.836069,7.771093,4.357126,5.748656,9.126567
4.406195,5.132562,8.234188,4.519371,5.217656,8.694390
4.075253,4.745333,8.259447,4.423423,5.729920,8.212585
4.081893,5.580870,8.437836,4.261386,5.011015,8.223455
4.349490,5.309051,7.749626,4.563999,5.662355,7.652701
4.162728,5.078930,7.734808,4.192611,5.326756,7.921336
4.359286,4.972702,7.787384,4.465899,5.792988,8.246785
4.384197,5.236930,7.652609,4.428322,5.447264,8.857514
3.977949,4.705175,6.769981,4.725757,5.488191,8.146285
4.031696,5.199083,8.076982,4.501756,4.983412,8.134328
3.788057,5.272931,7.878802,4.557111,5.285875,7.495576
4.160629,5.301069,8.670192,4.622660,5.590905,8.580920
4.368558,5.436533,8.289759,4.508997,5.022168,7.136556
4.111123,5.232813,8.365051,4.497642,5.082797,8.125228
4.076163,5.620957,7.909113,4.617222,5.792856,8.378863
4.150992,4.776989,7.695952,4.452689,5.278526,8.602520
3.833206,5.112016,7.522492,4.518368,5.361326,7.733386
4.119572,5.084186,8.199572,4.166399,5.352560,7.944842
3.999868,5.246937,7.845948,4.225340,5.306856,8.682153
3.859756,5.373967,8.140717,4.414534,5.842985,8.322619
4.074404,5.062255,7.769085,4.724254,5.241013,8.305415
4.220217,4.700947,7.880490,4.843512,5.632430,7.462844
4.114640,5.161878,7.937232,4.638851,5.520381,8.193623
4.119422,5.035349,8.373488,4.387980,5.719746,7.988606
3.935973,5.152665,8.219933,4.565564,5.317116,7.789310
4.068067,5.461166,7.856594,4.432428,5.196526,8.273498
4.249960,5.014911,7.930958,4.652768,5.100940,7.974361
4.266134,5.334964,7.884198,4.373005,5.304474,8.118793
4.185118,4.974986,7.715485,4.386713,5.375410,8.206349
4.229156,5.395762,7.741162,4.372987,5.208222,7.557221
4.263650,5.302392,7.753636,4.532588,5.484131,7.773371
