pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
4.572220,5.323265,8.619958,4.526705,5.921381,8.728352
4.023262,5.304811,8.056703,4.433311,5.421504,8.311999
3.814257,5.362510,8.610496,4.942665,6.123126,9.037434
4.117965,5.445308,8.931069,4.506070,5.438373,8.128865
4.044716,5.446741,8.514749,4.559022,5.642610,9.181319
4.041797,5.134239,8.302323,4.332997,5.900664,8.109917
4.012173,4.956077,8.338226,4.905558,5.610016,8.554186
4.492396,5.274686,8.880314,4.633032,5.301127,8.832493
4.329924,5.208310,8.394599,4.340036,5.717449,8.562298
4.318286,5.405665,8.774965,4.910392,5.528420,8.145345
4.540924,5.366438,7.682994,4.548191,5.595863,8.387676
3.825330,4.892767,8.475780,4.738393,5.765696,8.253322
4.074722,5.410432,8.220436,4.693424,5.776320,8.031991
4.682211,5.807131,8.757741,4.661854,5.882407,8.649082
4.251083,5.052517,8.434711,4.971673,5.249469,8.415431
4.519132,5.288363,8.541351,4.460888,5.801542,9.149219
4.140572,5.258957,8.418129,4.460240,5.129516,8.544713
4.380194,5.553667,9.108320,4.590380,5.497691,8.656933
4.347892,4.793421,8.789064,4.318444,5.637737,8.240486
3.959023,5.117006,8.274825,4.914802,5.668196,8.192689
3.898553,5.338496,7.992521,4.680173,5.451634,8.224603
4.326175,4.835905,8.149990,4.457632,5.504494,8.194211
4.090324,4.923482,8.230681,4.555796,5.612078,8.726332
4.006399,5.361377,8.734043,4.994880,5.199899,8.502699
4.067536,4.858734,8.244197,4.549832,5.464343,7.630418
4.516477,5.297324,9.185056,4.332909,5.553312,7.869524
3.978107,5.680579,9.156601,4.787777,4.971541,8.318804
4.043763,5.254234,8.094332,4.518919,5.456435,8.412882
4.357402,5.368186,8.516795,4.607239,5.607298,8.944602
3.898404,5.157208,8.355453,4.435983,5.538510,8.744055
4.721194,5.247419,8.549555,4.719924,5.359674,8.340173
4.278234,5.222046,7.727355,4.755833,5.934513,8.658633
4.339079,4.993053,8.489841,4.445877,5.978366,8.777545
4.348724,5.238094,8.307586,4.545584,5.683513,8.544125
4.088668,5.440368,8.127698,4.742139,5.093729,8.510441
4.235775,5.214629,8.510167,5.098837,6.033299,9.172600
4.229754,5.286771,8.273049,4.680829,5.143133,8.099491
4.152260,5.302512,7.972208,4.684651,5.485218,8.787656
4.166699,5.081876,8.758800,4.548859,5.549108,8.714920
4.355452,4.843787,8.282450,4.486379,5.737212,8.655025
4.154833,4.615069,8.430565,4.405142,5.267788,8.702790
4.204213,5.336956,8.759405,4.684996,5.998970,8.852655
4.028918,4.816447,7.729395,4.858287,5.265495,8.857229
4.219657,5.120791,8.012903,4.583547,5.262021,8.239043
4.014876,5.394119,8.012452,4.755125,5.606255,7.750647
4.204819,5.315952,8.062587,4.573212,5.449746,9.032046
4.405658,5.254465,8.951467,4.367241,5.352028,8.641321
4.112660,5.306611,7.998840,4.870146,5.539803,9.124863
3.998943,5.102519,8.120266,4.335643,5.343893,8.459057
4.280413,5.627595,8.644851,4.568123,5.427794,8.772495
4.053334,5.298123,7.833923,4.592861,4.975768,8.477625
4.332101,5.106862,8.255323,4.713695,5.727871,9.143340
3.941444,5.295205,8.433513,4.550682,6.002901,8.618500
3.978836,5.437765,8.724201,4.731861,5.742333,8.339128
4.023043,5.144406,8.374198,4.575463,5.382979,8.101634
4.126939,4.475563,8.115579,4.363419,5.433083,8.454134
3.822181,5.858788,9.086170,4.533025,5.553255,8.910105
4.011647,5.124148,8.915720,4.639985,5.462401,8.664193
4.315707,5.091124,8.082220,4.462379,5.669561,8.418770
4.186845,5.407514,8.508643,4.414846,5.496092,8.271538
4.165212,4.921902,7.479947,4.308672,6.033226,8.676518
4.256214,5.469720,9.049340,4.386482,5.571820,9.181014
4.176720,5.098243,8.401459,4.677784,5.550734,8.030042
