pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
5.345252,6.553655,10.100394,3.992232,4.844904,7.430931
4.848659,6.698331,10.786340,3.967692,4.624640,7.411978
5.199777,6.722227,11.426492,3.660881,4.929760,7.329128
5.380812,6.899967,10.537085,3.911872,4.655431,7.010693
5.529009,6.931148,10.017070,3.810373,4.647399,8.197069
5.277023,6.644542,10.119450,4.020514,4.547345,7.014069
5.238455,6.541459,10.321762,3.884280,4.869620,7.200162
4.757037,6.750763,10.464026,3.731839,4.663951,6.979527
4.907854,6.057070,10.640663,3.725864,4.747127,6.801282
5.309896,6.526954,10.402001,3.805701,4.902350,7.616986
5.320841,6.518588,10.575198,3.806660,4.785809,7.220791
5.209016,6.507945,10.440455,3.864242,4.805827,6.912464
5.156154,6.713873,10.604711,4.135600,5.034892,7.761030
5.313492,6.674592,10.345923,3.634325,4.863795,7.602909
4.899812,6.804272,10.637179,3.771277,5.119099,7.518896
4.984730,6.993074,10.928140,3.767675,5.058734,7.686831
4.903089,6.424613,10.201951,3.906379,4.779255,7.126120
5.260181,6.326915,10.739504,4.110474,5.118650,7.388892
5.309297,6.960730,11.375551,3.667525,5.033506,7.235721
5.030661,6.317987,11.021622,3.473944,4.628640,7.206650
5.586185,6.832205,10.331717,4.000270,5.248551,8.100440
5.262445,6.451279,10.848047,3.676201,4.747754,7.223496
5.280172,6.633970,9.980240,3.772858,4.921489,7.469161
5.213839,6.984203,10.531225,3.777545,4.481767,7.042249
4.867778,7.123914,11.177808,4.114259,5.022965,7.461123
5.069679,6.874883,10.464061,4.190973,4.670543,7.618821
4.896640,6.602833,11.102942,3.878183,4.930369,7.122194
4.739729,6.626345,10.913002,3.610382,4.920256,7.383957
4.886067,6.379677,10.418754,3.701973,5.004119,8.156403
5.149212,6.929567,10.373701,3.608546,4.982066,7.421356
5.039054,6.907829,10.903517,3.886774,4.975330,7.863847
5.724140,6.571018,10.890463,3.785415,5.054811,7.644395
5.142332,6.883989,10.755511,3.667444,4.941122,8.293766
5.072029,6.780732,10.706244,3.948309,5.148299,8.000313
5.481308,6.704619,11.186676,3.553205,4.511910,7.048446
4.999795,6.484599,10.450298,3.625939,5.108480,7.759891
5.031773,7.175250,11.266556,3.495844,4.822803,7.670559
4.988635,6.595725,10.336308,3.692083,4.860303,7.655649
5.455261,6.967995,10.936502,3.866518,4.631184,7.964950
5.504452,6.770182,11.438110,3.950135,4.736626,7.490725
5.561195,6.348176,10.685295,3.328403,4.857739,7.962334
5.286333,6.792821,10.901908,3.532053,4.548102,7.111217
5.100846,6.867162,10.719255,3.985392,4.996908,7.635448
5.132488,6.755718,11.069392,3.937187,4.981580,7.898619
4.545177,6.838012,11.038206,3.731796,5.132230,7.231542
5.513749,6.938955,12.425281,3.909250,4.808696,7.546532
5.354892,6.628560,10.223464,3.557801,4.805901,7.416653
5.219874,6.363470,10.623987,3.751477,4.662249,6.978175
4.940471,6.894831,10.834448,4.002339,4.728453,7.649716
5.415306,6.282496,10.924061,3.654462,4.831147,7.474078
5.197077,6.725379,10.496444,3.825482,4.756673,7.034663
5.248037,7.167208,10.603214,3.919941,4.713496,7.624783
5.155748,6.572109,11.068254,4.095900,4.700887,7.704948
5.018419,6.933511,10.223650,3.690931,5.342780,7.614238
5.105684,6.671741,10.464589,3.662566,4.548587,7.006057
5.231051,6.082713,10.295956,3.583890,4.568886,7.051609
5.500400,6.520791,10.116859,4.111485,4.900154,7.078597
5.255631,6.756710,11.425451,4.039398,4.562706,7.286127
5.124345,6.819608,10.322759,3.752216,4.598700,6.860642
5.379677,6.277393,9.992191,4.015087,4.700007,7.221641
5.411080,6.639575,9.333931,3.854194,4.872336,7.623652
4.564988,6.337771,9.480374,3.657218,4.478373,7.232723
5.367977,6.610883,11.471463,3.833036,4.594426,7.600710
4.611622,6.582225,9.816665,3.963254,4.898545,7.117646
4.946469,7.033678,11.214940,3.610151,4.878329,7.300095
4.700740,6.858788,11.244631,3.795596,4.736745,7.110050
5.456217,6.931451,11.608071,4.011200,4.857970,7.470352
4.546957,6.666853,10.865490,3.812834,4.681532,6.579979
5.496376,6.550581,11.654884,4.106992,4.506396,7.084702
5.311289,6.488239,10.571631,3.861487,4.364247,7.195581
4.977044,6.748671,10.207940,3.539383,4.611265,7.205981
5.129618,6.428572,10.765063,4.105372,4.348092,7.016898
5.029512,6.868752,11.148588,3.455131,4.728848,7.185331
5.477725,6.360908,10.779732,3.727016,5.033500,7.930466
5.131864,7.066627,10.620605,3.864998,4.462163,7.103512
5.377464,7.307895,11.367497,3.708499,4.601440,6.749088
4.861851,6.380090,11.904747,4.054390,4.706376,7.324710
4.926583,6.705617,9.567569,3.807568,4.558730,7.309337
5.340103,6.984757,10.312972,3.923900,4.842260,7.479190
5.092600,6.497277,10.878926,3.934393,4.499782,6.653343
5.298817,6.718867,11.228852,3.707804,4.870146,8.029345
5.582234,6.573916,11.218255,3.756848,4.874836,7.351793
5.113399,6.988029,11.479765,3.833318,4.953182,7.682073
5.185981,6.664036,10.550205,3.754950,4.902274,7.512584
5.579193,6.230649,10.493297,4.076975,4.577495,7.154183
5.079082,6.393897,10.310268,4.254694,4.536973,7.333222
4.842774,6.525446,10.346618,3.996682,4.947668,7.826366
5.270351,6.478820,10.881404,4.065574,5.123856,7.107188
5.105567,7.000784,11.174855,4.022908,4.658192,6.868946
5.327639,6.622584,10.651558,3.608051,4.463457,7.224832
4.729172,6.134783,10.458664,4.112988,4.432470,7.114134
5.238289,6.683082,11.093639,3.775710,4.770462,7.380842
5.515381,6.817576,10.622825,3.642474,4.800846,7.203472
5.084474,6.496672,10.638656,3.628231,4.983455,6.994438
4.874811,5.802933,9.695659,3.611051,4.835774,7.175931
5.199662,6.849340,11.104695,3.867270,4.752940,7.117611
5.089191,6.056666,9.899723,3.818461,4.762042,7.311294
5.027950,6.647830,10.714085,3.938860,5.104925,7.388116
4.934880,6.718981,10.290985,3.761012,4.653648,7.924333
5.345837,6.126723,10.298447,3.632330,4.834003,7.711788
4.908873,6.435678,10.479271,3.840010,4.923719,7.854040
5.201584,6.471458,10.300961,3.958200,4.529903,7.184769
5.010232,6.530625,10.537551,3.658183,4.886401,7.375670
4.647577,7.076127,10.947776,4.086555,4.427642,7.724098
5.388228,6.290482,10.747677,3.777568,4.845595,7.475963
5.085850,6.586519,10.849257,3.751743,4.676236,7.678237
5.379546,6.491416,10.495550,3.833539,5.092576,7.471353
5.708364,6.596031,10.506913,3.867149,4.335546,7.207343
5.077433,6.307944,10.220622,3.794773,4.781561,7.341980
5.510754,6.252518,11.032693,3.904570,4.937817,7.571370
4.709229,6.006437,9.827957,4.114548,4.475452,7.117307
4.980526,6.184770,10.613575,3.557178,5.074873,8.111124
4.591470,6.505168,10.798882,3.541571,5.072825,7.388271
5.001376,6.249317,9.739515,3.535702,4.654179,7.560370
4.910117,6.509349,11.160039,3.933551,4.778811,7.404388
5.355379,6.297837,10.426341,3.548170,4.949804,7.092943
5.105570,7.175406,10.787121,3.890227,4.647386,6.978318
4.986265,6.869249,10.729292,4.124584,4.926638,7.396479
5.435252,6.840021,10.468182,3.703973,4.718757,7.185578
5.004859,6.300403,10.045860,3.668432,4.634023,7.621064
5.179567,6.123751,10.157274,4.092718,4.763795,7.621853
5.268464,6.732117,10.406764,3.793176,4.610957,7.707073
5.033122,6.908899,9.876709,3.693551,4.715856,6.832489
4.838762,6.810449,10.671894,3.573565,4.607997,6.982432
5.380522,6.350570,10.425168,3.671049,4.991281,7.873389
5.224669,6.183615,10.554867,3.663063,4.713891,7.436700
5.113032,6.606619,10.892173,3.971180,4.577002,7.050203
5.778318,6.500338,10.641321,3.997111,4.887823,7.343842
5.445291,6.527580,10.917131,3.670021,4.652563,7.137005
5.550333,6.558465,10.504807,3.616978,4.410506,7.530848
5.111470,6.581652,9.916584,3.617003,4.684541,7.410766
5.465912,6.646382,11.134910,3.737017,4.785393,7.167552
5.091660,6.602089,11.381156,3.623743,5.005200,8.024228
5.257891,6.471238,10.886785,3.921503,4.644191,6.882981
5.671931,6.504101,10.655935,3.783912,4.656224,6.924980
5.426506,6.525296,10.407414,3.976471,4.665525,7.007135
5.385195,6.384924,10.643782,3.901827,4.402874,7.093625
5.046495,6.791670,11.066012,3.703165,5.133868,7.239002
5.220284,6.853043,10.333658,3.955018,4.761886,7.386565
5.702316,6.140941,10.029496,3.868642,4.760269,7.735295
4.910229,6.925290,11.069076,3.780204,4.930431,7.499256
5.141221,6.323921,10.720753,4.063050,4.809046,7.395077
5.806326,6.465450,10.017420,4.008729,4.810843,7.400147
5.210298,6.386097,10.543023,3.637150,4.866306,7.363572
5.309865,6.055207,9.204026,3.841289,4.863250,7.254060
5.235691,6.197036,10.498798,3.767027,4.817735,7.570653
5.540875,6.299959,10.745053,3.739185,4.995172,7.554750
5.059687,6.824443,10.386738,3.804411,4.796641,7.023806
5.281333,6.897755,10.620440,3.661606,4.452977,6.958650
5.390173,6.545885,11.112622,4.086053,4.757160,7.358729
5.586733,6.706387,9.914748,3.859243,5.271980,7.779989
5.720036,6.683023,10.534991,3.836363,4.833058,7.293599
5.249916,6.404949,10.241940,3.738622,4.876782,7.293948
5.403796,7.273226,11.218144,3.797074,5.032282,7.974921
5.483360,6.594007,10.741561,3.624489,4.857167,6.970001
4.938665,6.779450,9.778990,3.973649,4.729352,7.134479
4.997746,6.821490,10.677087,3.884401,4.759504,7.246257
5.225255,6.905175,10.886937,3.933822,4.638671,7.621422
4.484181,6.727551,10.903925,3.852301,4.786591,7.109546
5.282672,6.194420,10.039926,3.430434,5.271825,7.226947
4.682995,6.678635,10.677524,3.723524,4.844887,7.524550
5.129467,6.869125,11.040034,3.914343,4.691250,7.228386
5.223105,6.736511,10.438339,3.693618,4.556065,6.904455
4.638757,6.541366,9.983068,3.649142,4.532685,7.559129
4.639622,6.639384,10.179153,3.835157,4.517079,7.384624
5.162634,5.653545,9.878953,3.893268,4.699810,7.023033
5.036071,6.046756,9.543440,3.827797,4.893890,7.702701
5.168930,6.690736,10.846145,4.113245,4.699330,7.341672
4.915679,6.758451,10.599538,3.722872,4.323799,7.232312
5.030849,6.468343,9.886254,3.618768,5.122792,7.264279
4.784185,5.985687,10.265318,3.603409,4.419528,7.049571
5.301216,6.629735,10.248369,3.731607,4.843152,7.199497
5.221324,6.469619,10.382636,3.970483,4.769588,7.127970
5.318113,6.460226,10.596679,3.796000,5.033561,7.574119
5.528163,7.294768,11.244467,3.819981,4.711187,7.604872
5.378902,6.492570,10.232532,3.669027,5.017281,7.245584
5.494936,6.710988,10.352082,3.950325,4.929516,8.057485
4.841297,6.652735,9.874488,3.882590,4.566380,7.596381
4.730947,6.693394,9.857932,3.591083,4.743646,6.996693
5.369837,6.695617,10.582007,3.537626,4.686490,7.436707
5.612455,6.888936,11.161860,3.872941,4.698077,7.495797
5.125946,6.502280,11.144826,3.712039,4.357336,7.101002
5.506074,6.799265,10.985255,3.605369,4.530058,7.224815
5.401844,6.515767,11.370046,3.585187,4.840551,7.274487
5.248761,6.723556,10.858637,4.110084,4.662284,7.487259
5.208397,6.482805,10.549313,3.631376,5.173484,7.813144
4.985348,6.865114,10.830540,3.737050,4.977626,7.700343
5.480478,6.324724,10.510855,3.625521,4.644608,7.362002
5.318614,6.841642,10.721348,3.750120,4.665745,7.164138
5.244764,6.578009,10.534623,3.968487,4.783586,7.065024
