pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
43.868198,-11.658380,-25.952586,NaN,NaN,NaN
43.729724,-11.555111,-26.048972,NaN,NaN,NaN
43.591823,-11.452426,-26.144114,NaN,NaN,NaN
43.454495,-11.350324,-26.238012,NaN,NaN,NaN
43.317740,-11.248806,-26.330666,NaN,NaN,NaN
43.181559,-11.147872,-26.422076,NaN,NaN,NaN
43.045954,-11.047521,-26.512242,NaN,NaN,NaN
42.910926,-10.947754,-26.601164,NaN,NaN,NaN
42.776479,-10.848570,-26.688842,NaN,NaN,NaN
42.642620,-10.749970,-26.775276,NaN,NaN,NaN
42.509357,-10.651953,-26.860466,NaN,NaN,NaN
42.376702,-10.554520,-26.944412,NaN,NaN,NaN
42.244671,-10.457671,-27.027113,NaN,NaN,NaN
42.113284,-10.361405,-27.108571,NaN,NaN,NaN
41.982566,-10.265722,-27.188785,NaN,NaN,NaN
41.852550,-10.170623,-27.267755,NaN,NaN,NaN
41.723273,-10.076108,-27.345481,NaN,NaN,NaN
41.594780,-9.982176,-27.421963,NaN,NaN,NaN
41.467125,-9.888828,-27.497201,NaN,NaN,NaN
41.340366,-9.796063,-27.571195,NaN,NaN,NaN
41.214573,-9.703882,-27.643945,NaN,NaN,NaN
41.089820,-9.612285,-27.715451,NaN,NaN,NaN
40.966191,-9.521270,-27.785713,NaN,NaN,NaN
40.843778,-9.430840,-27.854732,NaN,NaN,NaN
40.722678,-9.340993,-27.922506,NaN,NaN,NaN
40.602998,-9.251730,-27.989037,NaN,NaN,NaN
40.484849,-9.163050,-28.054324,NaN,NaN,NaN
40.368349,-9.074954,-28.118367,NaN,NaN,NaN
40.253621,-8.987441,-28.181166,NaN,NaN,NaN
40.140792,-8.900512,-28.242722,NaN,NaN,NaN
40.029992,-8.814166,-28.303034,NaN,NaN,NaN
39.921353,-8.728404,-28.362103,NaN,NaN,NaN
39.815006,-8.643226,-28.419928,NaN,NaN,NaN
39.711081,-8.558631,-28.476509,NaN,NaN,NaN
39.609703,-8.474619,-28.531848,NaN,NaN,NaN
39.510992,-8.391191,-28.585943,NaN,NaN,NaN
39.415060,-8.308347,-28.638795,NaN,NaN,NaN
39.322008,-8.226086,-28.690405,NaN,NaN,NaN
39.231925,-8.144409,-28.740771,NaN,NaN,NaN
39.144885,-8.063315,-28.789895,NaN,NaN,NaN
39.060942,-7.982805,-28.837776,NaN,NaN,NaN
38.980136,-7.902879,-28.884415,NaN,NaN,NaN
