pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
4.449405,5.232466,8.619019,4.668040,5.335261,8.059153
4.669153,5.385340,8.729414,4.684967,5.335558,8.203217
4.383039,5.091987,8.859746,4.347225,5.731769,7.970636
4.169249,5.749930,8.273738,4.539433,5.816072,7.631608
4.295913,5.332648,9.325407,4.219267,5.602374,8.588262
4.408190,5.655033,8.674292,4.442191,5.362346,8.122166
4.102966,5.003814,7.978963,4.581310,5.471991,8.684250
4.291864,5.841639,8.773162,4.596444,5.545533,8.384630
4.421748,5.838916,9.147015,4.441542,5.402285,8.176426
4.510926,5.247370,9.399441,4.418145,5.571724,8.066615
4.410105,4.946087,8.610699,4.761773,5.425413,8.341892
4.637970,5.145635,8.483210,4.310730,5.789144,9.405070
4.572350,5.484821,8.985827,4.476117,5.253435,8.955049
4.231127,5.071328,9.006159,4.382314,5.762592,8.450729
4.234056,5.955311,9.217849,4.226640,5.036826,8.462239
4.521510,5.629058,8.449299,4.530283,5.685519,7.861647
4.319660,5.417250,8.451750,4.153626,5.352794,8.153025
4.532879,5.292344,8.482058,4.436900,5.820224,8.468036
4.551130,5.559027,8.324284,4.385223,5.491728,9.117984
4.132901,4.980683,7.353773,4.690427,5.516933,8.376977
4.184336,5.511131,8.771574,4.463074,5.016559,8.360922
3.930931,5.586151,8.558873,4.521134,5.303270,7.699367
4.321938,5.630707,9.409792,4.588864,5.619123,8.798017
4.538951,5.770283,8.992316,4.475775,5.036969,7.329850
4.272791,5.565003,9.071483,4.465067,5.113209,8.348415
4.233802,5.970679,8.611396,4.570869,5.802984,8.573107
4.313120,5.063268,8.355869,4.403833,5.304824,8.799853
3.993075,5.410923,8.156549,4.469298,5.377104,7.903993
4.289667,5.382564,8.886992,4.119163,5.346697,8.101891
4.167715,5.560229,8.520636,4.179077,5.308116,8.833048
4.023866,5.688747,8.806027,4.363736,5.835613,8.447977
4.245954,5.348039,8.381505,4.668649,5.247832,8.454252
4.397910,4.971441,8.480989,4.792021,5.612889,7.590032
4.290892,5.456732,8.568532,4.587440,5.509100,8.332359
4.298256,5.340878,9.056417,4.340120,5.699577,8.133439
4.110568,5.491696,8.893990,4.520265,5.307273,7.925110
4.249406,5.798796,8.517264,4.384858,5.189370,8.416177
4.434638,5.315508,8.596426,4.608652,5.110057,8.160548
4.449844,5.669692,8.550190,4.322014,5.304268,8.275629
4.373914,5.295324,8.354660,4.335164,5.360028,8.363797
4.416110,5.726176,8.379468,4.323840,5.173291,7.670232
4.451057,5.618888,8.405562,4.480631,5.440539,7.862968
4.377979,5.275903,8.638909,4.566669,5.549893,8.691732
4.490146,5.366406,9.026896,5.095822,5.237734,8.407948
4.528296,5.344502,8.922877,4.440992,5.819912,8.327847
4.360469,5.600897,8.014241,4.769097,5.004824,8.025106
4.442690,5.337617,9.451044,4.476497,5.474657,8.136961
4.309173,5.493353,8.322442,4.378964,4.996600,8.361433
4.602337,6.055328,8.535790,4.597172,5.341078,8.640978
4.271406,5.375639,8.256176,4.683152,5.206365,9.012758
4.344147,5.781215,9.069250,4.472446,5.845117,9.207223
4.360887,5.473072,9.188864,4.144970,5.627877,8.364435
4.498579,5.634004,8.676929,4.332345,5.170442,8.067241
4.873705,5.757018,8.876636,4.351234,5.253888,8.317829
4.304721,5.809329,9.389850,4.425203,5.467836,8.088813
4.464605,5.536847,8.577733,4.434983,5.485422,8.900801
4.129891,5.179673,9.077417,4.196633,5.348066,8.687484
4.402240,5.640250,9.149356,4.429943,5.088278,7.719748
4.866144,5.534026,8.239004,4.062652,5.517527,8.486213
3.970433,5.474468,9.571889,4.705605,5.554145,8.191269
4.436913,5.509226,8.186546,4.373718,5.342471,8.338414
4.380948,5.612228,8.892915,4.463294,5.450494,8.262913
4.582050,5.731165,8.577027,4.683517,5.338763,8.564700
4.565117,5.713999,9.343256,4.314119,5.013654,7.881979
4.215364,5.447042,8.573555,4.586558,5.193146,8.186427
4.085938,5.794627,8.915848,4.304204,5.666437,8.552028
4.258771,5.469926,8.732353,4.404866,5.337045,7.345549
4.692402,5.491279,8.615102,4.281040,5.220000,8.234311
4.432432,5.304732,9.183062,4.709120,5.254388,8.069778
4.276986,5.656749,8.861386,4.568988,5.058707,7.941186
4.335625,5.094118,8.024874,4.433791,5.339537,8.676590
4.558575,5.722252,8.889362,4.489219,5.147854,8.205674
3.983000,5.299060,8.888075,4.420205,5.070426,7.838835
