pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
34.673224,-7.237541,-14.459042,9.029878,-6.292154,-7.687183
34.777471,-7.152728,-14.753655,9.332463,-6.290724,-7.566993
34.880584,-7.068709,-15.045042,9.632120,-6.289194,-7.447881
34.982562,-6.985484,-15.333204,9.928848,-6.287564,-7.329846
35.083406,-6.903054,-15.618140,10.222649,-6.285834,-7.212888
35.183116,-6.821418,-15.899852,10.513521,-6.284004,-7.097007
35.281692,-6.740577,-16.178339,10.801466,-6.282074,-6.982204
35.379134,-6.660529,-16.453600,11.086482,-6.280043,-6.868478
35.475442,-6.581276,-16.725636,11.368570,-6.277913,-6.755829
35.570615,-6.502817,-16.994447,11.647730,-6.275683,-6.644257
35.664655,-6.425153,-17.260033,11.923962,-6.273353,-6.533763
35.757560,-6.348283,-17.522393,12.197265,-6.270922,-6.424345
35.849331,-6.272207,-17.781529,12.467640,-6.268392,-6.316005
35.939968,-6.196926,-18.037439,12.735087,-6.265762,-6.208743
36.029471,-6.122439,-18.290124,12.999604,-6.263031,-6.102557
36.117839,-6.048746,-18.539584,13.261193,-6.260201,-5.997449
36.205074,-5.975847,-18.785819,13.519853,-6.257270,-5.893417
36.291174,-5.903743,-19.028829,13.775583,-6.254240,-5.790464
36.376140,-5.832433,-19.268613,14.028383,-6.251109,-5.688587
36.459972,-5.761917,-19.505173,14.278253,-6.247879,-5.587787
36.542670,-5.692196,-19.738507,14.525193,-6.244548,-5.488065
36.624234,-5.623269,-19.968616,14.769202,-6.241118,-5.389420
36.704664,-5.555136,-20.195500,15.010279,-6.237587,-5.291853
36.783959,-5.487798,-20.419158,15.248423,-6.233956,-5.195362
36.862120,-5.421254,-20.639592,15.483635,-6.230225,-5.099949
36.939148,-5.355504,-20.856800,15.715913,-6.226395,-5.005613
37.015041,-5.290549,-21.070783,15.945256,-6.222464,-4.912354
37.089800,-5.226388,-21.281541,16.171664,-6.218433,-4.820172
37.163424,-5.163021,-21.489074,16.395136,-6.214302,-4.729068
37.235915,-5.100448,-21.693382,16.615669,-6.210071,-4.639041
37.307271,-5.038670,-21.894464,16.833264,-6.205740,-4.550091
37.377494,-4.977686,-22.092321,17.047919,-6.201309,-4.462218
37.446582,-4.917496,-22.286953,17.259633,-6.196778,-4.375423
37.514536,-4.858101,-22.478360,17.468404,-6.192147,-4.289704
37.581356,-4.799500,-22.666542,17.674230,-6.187416,-4.205063
37.647041,-4.741693,-22.851499,17.877111,-6.182585,-4.121500
37.711593,-4.684681,-23.033230,18.077044,-6.177654,-4.039013
37.775010,-4.628463,-23.211737,18.274027,-6.172622,-3.957604
37.837294,-4.573039,-23.387018,18.468060,-6.167491,-3.877272
37.898443,-4.518410,-23.559074,18.659139,-6.162260,-3.798017
37.958458,-4.464575,-23.727905,18.847262,-6.156929,-3.719839
38.017339,-4.411534,-23.893510,19.032429,-6.151497,-3.642739
38.075085,-4.359287,-24.055891,19.214635,-6.145966,-3.566715
38.131698,-4.307835,-24.215046,19.393880,-6.140335,-3.491769
38.187176,-4.257177,-24.370976,19.570160,-6.134603,-3.417901
38.241521,-4.207313,-24.523681,19.743474,-6.128772,-3.345109
38.294731,-4.158244,-24.673161,19.913818,-6.122840,-3.273395
38.346807,-4.109969,-24.819415,20.081190,-6.116809,-3.202758
38.397749,-4.062488,-24.962445,20.245587,-6.110677,-3.133198
38.447556,-4.015802,-25.102249,20.407007,-6.104445,-3.064715
38.496230,-3.969910,-25.238828,20.565447,-6.098114,-2.997310
38.543769,-3.924812,-25.372182,20.720903,-6.091682,-2.930982
38.590174,-3.880509,-25.502311,20.873373,-6.085150,-2.865731
38.635445,-3.837000,-25.629215,21.022853,-6.078519,-2.801557
38.679582,-3.794285,-25.752893,21.169341,-6.071787,-2.738461
38.722585,-3.752364,-25.873347,21.312832,-6.064955,-2.676442
38.764454,-3.711238,-25.990575,21.453325,-6.058023,-2.615500
38.805188,-3.670906,-26.104578,21.590815,-6.050991,-2.555635
38.844789,-3.631369,-26.215355,21.725300,-6.043859,-2.496847
38.883255,-3.592625,-26.322908,21.856775,-6.036627,-2.439137
38.920587,-3.554676,-26.427235,21.985237,-6.029295,-2.382504
38.956785,-3.517522,-26.528338,22.110684,-6.021863,-2.326948
38.991849,-3.481161,-26.626215,22.233111,-6.014331,-2.272469
39.025778,-3.445595,-26.720867,22.352515,-6.006699,-2.219068
39.058574,-3.410824,-26.812294,22.468892,-5.998967,-2.166744
39.090235,-3.376846,-26.900495,22.582239,-5.991135,-2.115497
39.120762,-3.343663,-26.985472,22.692552,-5.983203,-2.065327
39.150156,-3.311274,-27.067223,22.799829,-5.975170,-2.016235
39.178414,-3.279680,-27.145749,22.904064,-5.967038,-1.968219
39.205539,-3.248879,-27.221050,23.005256,-5.958806,-1.921281
39.231530,-3.218874,-27.293126,23.103400,-5.950473,-1.875421
39.256386,-3.189662,-27.361977,23.198494,-5.942041,-1.830637
39.280109,-3.161245,-27.427602,23.290533,-5.933509,-1.786931
39.302697,-3.133622,-27.490002,23.379515,-5.924876,-1.744302
39.324151,-3.106793,-27.549177,23.465436,-5.916144,-1.702750
39.344471,-3.080759,-27.605127,23.548294,-5.907311,-1.662275
39.363656,-3.055519,-27.657852,23.628084,-5.898379,-1.622878
39.381708,-3.031073,-27.707352,23.704803,-5.889346,-1.584557
39.398626,-3.007422,-27.753626,23.778450,-5.880214,-1.547314
39.414409,-2.984564,-27.796676,23.849020,-5.870981,-1.511149
39.429058,-2.962502,-27.836500,23.916512,-5.861648,-1.476060
39.442573,-2.941233,-27.873099,23.980921,-5.852215,-1.442049
39.454954,-2.920759,-27.906472,24.042245,-5.842683,-1.409115
39.466201,-2.901079,-27.936621,24.100482,-5.833050,-1.377258
