pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
4.594287,5.601217,8.554674,NaN,NaN,NaN
4.166861,5.717330,9.128449,NaN,NaN,NaN
4.463020,5.727857,9.638583,NaN,NaN,NaN
4.613511,5.864695,8.881118,NaN,NaN,NaN
4.741007,5.893236,8.431826,NaN,NaN,NaN
4.525766,5.643248,8.527928,NaN,NaN,NaN
4.491160,5.561455,8.705724,NaN,NaN,NaN
4.079712,5.739996,8.833046,NaN,NaN,NaN
4.211067,5.139001,8.968073,NaN,NaN,NaN
4.554718,5.524447,8.744332,NaN,NaN,NaN
4.560477,5.521495,8.900037,NaN,NaN,NaN
4.464370,5.497851,8.747930,NaN,NaN,NaN
4.427093,5.683984,8.962616,NaN,NaN,NaN
4.552841,5.631027,8.716016,NaN,NaN,NaN
4.198159,5.731020,8.918725,NaN,NaN,NaN
4.270265,5.906191,9.163202,NaN,NaN,NaN
4.192898,5.408143,8.540136,NaN,NaN,NaN
4.495627,5.320360,8.981954,NaN,NaN,NaN
4.535620,5.832019,9.491271,NaN,NaN,NaN
4.291435,5.290006,9.162463,NaN,NaN,NaN
4.771400,5.712926,8.534433,NaN,NaN,NaN
4.488736,5.386589,8.981812,NaN,NaN,NaN
4.499187,5.550854,8.270836,NaN,NaN,NaN
4.432600,5.804262,8.663634,NaN,NaN,NaN
4.130026,5.910259,9.223786,NaN,NaN,NaN
4.309077,5.690947,8.622334,NaN,NaN,NaN
4.171134,5.477690,9.139625,NaN,NaN,NaN
4.042044,5.492603,8.978768,NaN,NaN,NaN
4.167749,5.314149,8.575949,NaN,NaN,NaN
4.381333,5.735455,8.542790,NaN,NaN,NaN
4.294717,5.692435,8.940238,NaN,NaN,NaN
4.882640,5.419609,8.939392,NaN,NaN,NaN
4.380985,5.676085,8.852557,NaN,NaN,NaN
4.328146,5.604196,8.771660,NaN,NaN,NaN
4.678376,5.503116,9.165446,NaN,NaN,NaN
4.284846,5.324740,8.527673,NaN,NaN,NaN
4.307835,5.837468,9.183624,NaN,NaN,NaN
4.287592,5.382463,8.362942,NaN,NaN,NaN
4.674160,5.685181,8.890619,NaN,NaN,NaN
4.711009,5.466670,9.266962,NaN,NaN,NaN
4.769476,5.145027,8.581652,NaN,NaN,NaN
4.536111,5.444272,8.777809,NaN,NaN,NaN
4.388120,5.540984,8.624179,NaN,NaN,NaN
