pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
0.653958,0.734648,1.141995,0.584546,0.623333,0.880188
0.652939,0.718535,1.112158,0.533476,0.624819,0.882590
0.694575,0.667674,1.087256,0.572783,0.629722,0.932091
0.727428,0.797948,1.084614,0.595844,0.613507,0.979800
0.640650,0.766675,1.071554,0.555609,0.644542,0.899076
0.695292,0.748965,1.122174,0.585484,0.635850,0.905155
0.675367,0.762121,1.066576,0.555353,0.630197,0.910290
0.680706,0.796173,1.062260,0.567734,0.641485,0.867105
0.671902,0.736970,1.025726,0.579028,0.621610,0.966278
0.630855,0.721923,1.091817,0.546647,0.641038,0.924109
0.672206,0.741009,1.072030,0.554175,0.621131,0.850199
0.701656,0.755121,1.064127,0.565226,0.640345,0.873389
0.702772,0.731765,1.016522,0.568259,0.628064,0.837015
0.687155,0.708711,1.108931,0.540114,0.643666,0.932834
0.695368,0.816349,1.070875,0.558032,0.632349,0.895131
0.744637,0.717919,1.092711,0.605461,0.598075,0.876389
0.726699,0.737937,1.079501,0.597209,0.658180,0.958688
0.671719,0.787248,1.064107,0.603733,0.640055,0.953773
0.723311,0.770735,1.128177,0.567575,0.641883,0.934254
0.700745,0.705840,1.135699,0.579003,0.644964,0.922703
0.679380,0.707151,1.030041,0.585020,0.604453,0.886693
0.690517,0.730641,1.049095,0.584125,0.640765,0.834947
0.771058,0.750274,0.989452,0.602116,0.629805,0.952236
0.658943,0.779539,1.106233,0.574285,0.677331,0.909627
0.667338,0.736653,1.004314,0.557027,0.648579,0.922394
0.720264,0.831356,1.173455,0.584778,0.621460,0.912348
0.716127,0.748108,1.072378,0.571242,0.626718,0.917206
0.706502,0.727552,1.158170,0.577178,0.617128,0.860124
0.661639,0.761888,1.125044,0.573396,0.568598,0.878397
0.654673,0.777847,1.006242,0.616792,0.671838,0.932504
0.692941,0.691789,1.130784,0.605702,0.694542,0.896993
0.675031,0.777315,1.036867,0.599768,0.624467,0.943385
0.679528,0.769501,1.056660,0.613475,0.648924,0.929113
0.715120,0.739916,1.036681,0.538895,0.688101,0.901920
0.692522,0.682987,1.060711,0.599140,0.653624,0.938429
0.674464,0.700697,1.108243,0.594794,0.635839,0.913787
0.684283,0.748085,1.053833,0.564608,0.619107,0.861414
0.689671,0.752882,1.066854,0.634943,0.641465,0.892620
0.736352,0.729149,1.052599,0.582367,0.619154,0.962378
0.694350,0.722825,1.066561,0.590533,0.652366,0.852552
0.766575,0.771047,1.049252,0.565167,0.655497,0.957124
0.718845,0.755232,1.071767,0.571805,0.624098,0.887202
0.742152,0.738761,1.196780,0.611491,0.627688,0.869928
0.672164,0.712954,1.117615,0.573055,0.664340,0.941690
0.718252,0.747547,1.070390,0.597173,0.652040,0.878528
0.695141,0.773673,1.106774,0.574425,0.584268,0.831515
0.694464,0.661700,1.054247,0.631149,0.586999,0.878453
0.689363,0.754493,1.148253,0.556797,0.616613,0.955456
0.611982,0.758765,1.077184,0.610940,0.687575,0.928474
0.665102,0.737618,1.088399,0.616956,0.626705,0.925627
0.686769,0.758063,1.089509,0.598540,0.639991,0.923435
0.688764,0.734258,1.102680,0.581840,0.578625,0.874162
0.752895,0.736747,1.083033,0.593009,0.598882,0.928424
0.713666,0.755472,1.099417,0.609884,0.629519,0.863153
0.721974,0.771784,1.076578,0.576859,0.593287,0.886855
0.732677,0.700555,1.070066,0.572282,0.633814,0.970328
0.683353,0.744703,1.065960,0.544866,0.596884,0.879895
0.705627,0.758250,1.092880,0.569165,0.618150,0.939172
0.724372,0.718642,1.158392,0.561042,0.632284,0.858225
0.665706,0.782454,1.086207,0.604209,0.684780,0.935118
0.692952,0.756094,1.167109,0.623524,0.606900,0.894543
0.707554,0.809400,1.157285,0.589510,0.610814,0.925536
0.669883,0.769370,1.079339,0.612205,0.642790,0.910348
0.734186,0.797227,1.097575,0.525343,0.628095,0.922409
0.712840,0.779562,1.079890,0.610666,0.651235,0.873346
0.713692,0.753298,1.164170,0.551078,0.642481,0.877184
0.639095,0.770588,1.174441,0.589903,0.616562,0.895345
0.675585,0.741465,1.010581,0.594842,0.672070,0.922322
0.674456,0.774772,1.058372,0.607599,0.622838,0.930688
0.680518,0.742479,1.160722,0.598519,0.610952,0.940060
0.669176,0.744981,1.085372,0.602812,0.627423,0.917906
0.672200,0.731013,1.074706,0.582979,0.655445,0.879788
0.729474,0.762606,1.083921,0.583720,0.688440,0.941001
0.702938,0.676439,1.095983,0.558972,0.658024,0.887969
0.715679,0.744504,1.111722,0.597076,0.676656,0.890625
0.702568,0.717947,1.038659,0.574480,0.616001,0.965782
0.653956,0.698252,1.051931,0.583369,0.662564,0.880346
0.714009,0.723747,1.010329,0.589185,0.613302,0.868404
0.696827,0.738359,1.008729,0.619802,0.647594,0.882057
0.682272,0.753842,1.035258,0.612036,0.608836,0.948728
0.686708,0.699229,1.129313,0.621077,0.649570,0.892055
0.723159,0.761144,1.088536,0.568634,0.648447,0.905814
0.653692,0.762856,1.043871,0.557844,0.629105,0.822611
0.695000,0.769171,1.060816,0.568043,0.627263,0.929598
0.660336,0.704615,1.114736,0.597878,0.662606,0.925621
0.710647,0.715113,1.091939,0.562603,0.692511,0.942482
0.675725,0.724404,0.994629,0.601699,0.652730,0.918009
0.617936,0.810089,1.124577,0.614156,0.642744,0.947221
0.674293,0.734491,0.972197,0.588305,0.595803,0.892488
0.709678,0.752960,1.002006,0.617144,0.589276,0.953789
0.679827,0.730020,1.081957,0.618534,0.619659,0.949210
0.650344,0.769771,1.101562,0.598187,0.613109,0.910242
0.704338,0.814357,1.115394,0.534410,0.628352,0.879051
0.687669,0.757665,1.074571,0.584733,0.640757,0.983493
0.608311,0.810975,1.102975,0.562198,0.672347,0.985947
0.686834,0.741036,1.041732,0.625816,0.678853,1.010986
0.669099,0.828828,1.065240,0.563272,0.655702,0.905802
0.739339,0.738794,1.084103,0.598077,0.618019,0.896463
0.651069,0.772688,1.084272,0.578103,0.612001,0.983670
0.629027,0.806477,1.106647,0.531126,0.620118,0.908911
0.708796,0.683077,1.087509,0.614873,0.688909,0.838864
0.659383,0.792204,1.164229,0.573089,0.678629,0.950516
0.683358,0.750719,1.071885,0.565587,0.561698,0.950184
0.716167,0.721823,1.012909,0.555870,0.682911,0.902925
0.656004,0.686213,1.004853,0.625507,0.653586,0.911759
0.660060,0.773330,1.154082,0.545319,0.620636,0.947027
0.683768,0.789334,1.062067,0.567622,0.648109,1.004750
0.692104,0.778240,1.160449,0.597803,0.651501,0.892316
0.667794,0.743262,1.036586,0.578981,0.603443,0.867687
0.602175,0.757252,1.095059,0.582116,0.629258,0.910032
0.677037,0.734805,1.038405,0.569453,0.639673,0.933332
0.681588,0.693071,1.091767,0.532566,0.663570,0.988791
0.706334,0.754308,1.006571,0.563619,0.608924,0.906704
0.667486,0.756414,1.094752,0.597720,0.644777,0.885776
0.745077,0.699345,1.117540,0.578851,0.631449,0.902038
0.698588,0.729793,1.111358,0.565321,0.672231,0.922357
0.692310,0.829164,1.070702,0.612102,0.644928,0.949930
0.742754,0.690631,1.164055,0.592092,0.619132,0.938133
0.675230,0.774782,1.073605,0.533014,0.666203,0.922817
0.693824,0.765277,1.051489,0.587718,0.639927,0.910683
0.664919,0.692593,0.999784,0.522804,0.605399,0.923477
0.705787,0.848003,1.150365,0.557332,0.652754,0.961258
0.656645,0.755167,1.024773,0.566230,0.619741,0.856057
0.744733,0.764907,1.194890,0.583092,0.682407,0.888644
0.701781,0.819693,1.091305,0.566594,0.635850,0.922508
0.749935,0.765772,1.172288,0.588028,0.618557,0.882044
0.685720,0.706375,1.122916,0.598103,0.584918,0.928135
0.708590,0.779308,1.095912,0.557733,0.632985,0.896293
0.709870,0.787788,0.969953,0.621521,0.648326,0.889434
0.694448,0.740387,1.114333,0.572324,0.657847,0.966836
0.707019,0.758117,1.108355,0.575023,0.645994,0.890115
0.720963,0.710161,1.061672,0.601673,0.607486,0.836715
0.692542,0.760955,1.111403,0.607922,0.628652,0.944992
0.674277,0.761631,1.091818,0.616119,0.634207,0.906497
0.674867,0.758444,1.049863,0.543984,0.625267,0.925326
0.642094,0.764030,1.096930,0.575865,0.632256,0.922849
0.750561,0.748155,1.051378,0.552930,0.665544,0.880947
0.672198,0.728765,1.043014,0.581221,0.634214,0.939267
0.702931,0.728259,1.121801,0.536219,0.655588,0.859942
0.698394,0.760399,1.105601,0.588340,0.581228,0.904406
0.678140,0.766639,1.162065,0.575427,0.632004,0.862970
0.710021,0.680596,1.101353,0.589463,0.653970,0.859541
0.703734,0.806427,1.107937,0.579348,0.630494,0.899552
0.674480,0.759186,1.084621,0.608640,0.641446,0.906505
0.685945,0.710980,1.055479,0.576019,0.670803,0.885297
0.710952,0.737257,1.069730,0.581995,0.632617,0.934073
0.729054,0.741642,1.117556,0.533876,0.632307,0.865838
0.757011,0.690232,1.096652,0.571086,0.683331,0.823737
0.690873,0.745387,1.046986,0.563948,0.638310,0.857771
0.709085,0.695422,1.078078,0.530304,0.609045,0.875987
0.629190,0.762772,1.116010,0.594399,0.626499,0.913626
0.642363,0.748149,1.011745,0.641840,0.610139,0.895002
0.776804,0.710370,0.979677,0.580181,0.645936,0.869081
0.687285,0.748016,1.099741,0.565184,0.653275,0.971457
0.647399,0.705769,1.071462,0.601784,0.651013,0.914436
0.680604,0.742668,1.190103,0.571874,0.634586,0.838518
0.702295,0.786349,1.034184,0.602582,0.643113,0.836303
0.715740,0.757814,1.056383,0.543337,0.634207,0.958981
0.664350,0.734323,0.972020,0.603533,0.607179,0.893230
0.658091,0.749669,1.067446,0.568007,0.642237,0.886407
0.687774,0.789169,1.081088,0.603861,0.655577,0.949644
0.647268,0.760202,0.977355,0.577950,0.685744,0.914032
0.634837,0.773278,1.040051,0.602907,0.642768,0.946849
0.663187,0.711150,1.098245,0.575969,0.677672,0.951062
0.673395,0.727824,1.108031,0.565538,0.660409,0.954028
0.707687,0.795762,1.077188,0.589474,0.699717,0.920995
0.698317,0.763279,1.117524,0.590424,0.647344,0.900454
0.637389,0.733348,1.126651,0.592858,0.660072,0.913092
0.736511,0.758111,1.105935,0.586266,0.631430,0.958122
0.659613,0.786710,1.069439,0.588046,0.620448,0.891214
0.693887,0.783765,1.130193,0.562236,0.618674,0.919927
0.715471,0.771861,1.093456,0.600489,0.650842,0.924362
0.716711,0.707529,1.049503,0.565413,0.617881,0.918949
0.672574,0.686655,1.154308,0.580140,0.579233,0.859246
0.654435,0.790897,1.165555,0.574409,0.668302,0.918772
0.661248,0.746477,1.042510,0.571549,0.639943,0.854646
0.700357,0.747120,1.025414,0.625201,0.626950,0.897025
0.675277,0.718852,1.119515,0.580696,0.628354,0.864443
0.726209,0.718250,1.095775,0.586792,0.629919,0.870749
0.709598,0.809682,1.156644,0.575620,0.619842,1.012610
0.668112,0.740883,1.136628,0.591388,0.624764,0.889289
0.678728,0.688254,1.056107,0.579764,0.625567,0.851225
0.670029,0.745546,1.235902,0.567900,0.623492,0.867536
0.667411,0.802881,1.131176,0.600088,0.618926,0.881123
0.667249,0.785710,0.999759,0.526935,0.628083,0.900034
0.697201,0.715374,1.110761,0.587447,0.679575,0.885171
0.655659,0.740866,1.042173,0.569743,0.641247,0.852566
0.674967,0.772790,1.082914,0.573214,0.637229,0.900463
0.680574,0.739666,1.084569,0.623504,0.616786,0.897906
0.652853,0.724009,1.059682,0.596074,0.627171,0.820798
0.702629,0.780102,1.082454,0.578957,0.649714,0.923987
0.738060,0.730115,1.072293,0.574905,0.627449,0.910234
0.694819,0.702276,1.006377,0.592134,0.640003,0.970291
0.739805,0.782196,1.157495,0.527579,0.606282,0.818936
0.716749,0.740751,1.090838,0.529773,0.623124,0.882708
0.744702,0.765995,1.084080,0.586328,0.619741,0.930998
0.730718,0.761799,1.039115,0.578018,0.673332,0.914350
0.671403,0.749910,1.129187,0.557940,0.571962,0.868849
0.661594,0.766090,1.162717,0.574545,0.634224,0.916132
0.665066,0.744261,1.019377,0.562008,0.602462,0.915001
0.633098,0.746001,1.138534,0.584005,0.642512,0.896694
0.703650,0.761759,1.119300,0.648604,0.611066,0.940679
0.748093,0.795787,1.113818,0.590880,0.667335,0.957330
0.713011,0.757556,1.074412,0.633002,0.601049,0.921598
0.717866,0.816215,1.069080,0.632366,0.641733,0.900648
0.722923,0.760146,1.131982,0.564904,0.622325,0.889495
0.711512,0.769792,1.061692,0.572466,0.660841,0.949992
0.671362,0.731589,1.050143,0.581304,0.597956,0.920705
0.676087,0.757304,1.095022,0.643760,0.608364,0.851210
0.697522,0.721650,1.091581,0.569726,0.611338,0.895400
0.655152,0.749455,1.159019,0.583125,0.634817,0.908676
0.705610,0.684904,0.926048,0.608688,0.632095,0.851625
0.626729,0.792271,1.138953,0.591018,0.603700,0.889430
0.659726,0.790155,1.157703,0.588289,0.634058,0.900541
NaN,NaN,NaN,0.592304,0.652197,0.945057
NaN,NaN,NaN,0.632999,0.666583,0.850313
NaN,NaN,NaN,0.563388,0.625624,0.889915
NaN,NaN,NaN,0.539526,0.660980,0.963771
NaN,NaN,NaN,0.609326,0.590910,0.915934
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
