pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z
43.896622,-11.201172,41.287041,18.486077,-13.270725,44.659368
44.077704,-10.312510,41.825476,18.277536,-13.135076,44.953702
43.664841,-10.040674,42.412844,18.515096,-12.751947,45.447674
43.664841,-10.040674,42.412844,18.535826,-12.859214,45.430238
43.777583,-9.911612,42.525946,18.530237,-13.194616,44.589138
44.027319,-9.794309,42.140894,18.627247,-13.457060,44.183850
44.130538,-9.862267,41.994068,18.519866,-12.639331,45.437041
44.362501,-9.491616,42.218011,18.477779,-12.893316,45.531835
44.280910,-9.209372,41.702238,18.740395,-12.973362,46.058042
44.250363,-10.006065,41.212739,19.010064,-13.690939,45.466655
44.475349,-10.071672,40.874688,19.177075,-13.612116,45.207096
44.776334,-9.825231,41.302774,19.002417,-13.848397,44.600340
45.169387,-9.990016,40.734087,19.023126,-13.955626,44.582931
44.953872,-9.727367,41.332120,18.731081,-13.859455,45.007098
45.229637,-10.485611,41.913635,18.939583,-13.995051,44.712724
45.220819,-10.358776,42.218211,18.958287,-13.924331,44.670815
45.295214,-10.192895,42.394424,19.257911,-13.862982,45.112977
45.274427,-10.409860,41.848226,19.070218,-13.834582,45.389975
45.357644,-10.370803,41.719861,18.685047,-13.586772,45.355404
45.430534,-10.027559,41.870094,18.799535,-13.169569,45.431227
45.361967,-9.579628,42.230306,18.722783,-13.482542,45.879562
45.194643,-9.097729,42.144860,19.222491,-14.182406,45.221365
45.872673,-9.474059,39.948535,19.169216,-14.141990,45.918990
45.682164,-8.235269,39.453420,18.899304,-13.722374,46.873658
46.279216,-7.794882,39.434335,19.037383,-13.685729,46.513160
46.265637,-7.396847,39.427359,19.018711,-13.313344,46.522909
45.768207,-7.695518,38.659352,19.403849,-13.222751,46.571499
45.672312,-7.460854,38.122653,20.377173,-14.123243,45.938118
46.024776,-7.263400,36.625099,21.092631,-14.182843,45.805310
47.299222,-8.116888,36.003777,21.559195,-13.950957,45.596010
47.123544,-7.327494,36.202229,21.892461,-13.866348,45.529311
47.075574,-7.455044,35.392699,22.233310,-13.861757,45.297233
47.360352,-6.745274,34.588083,22.309736,-13.900816,45.527618
46.499027,-7.113891,34.065386,24.628891,-12.439163,49.288798
46.077438,-7.165004,33.734509,24.847115,-12.373098,49.729926
46.227315,-7.105696,32.840387,25.246399,-12.134721,50.393677
46.245582,-7.035746,32.795648,25.519198,-11.934406,50.801468
46.103743,-7.965343,30.636201,25.750917,-11.772193,51.157527
46.044700,-7.641997,30.694477,26.904650,-9.738713,53.091154
46.002495,-7.071179,30.682760,27.800008,-9.024632,54.358823
45.982846,-6.963352,30.702285,28.164721,-8.003491,56.002462
45.335471,-6.917847,30.098078,28.105624,-8.143091,55.638093
45.259327,-6.826528,30.152898,28.760240,-8.381515,54.996928
45.486489,-6.926646,28.873066,29.429552,-7.819191,54.756537
45.441628,-7.182293,28.961175,29.538139,-8.300346,54.339075
45.626823,-6.953806,28.916584,29.978765,-8.270040,54.565604
45.755860,-6.788197,29.593201,30.490544,-7.839339,55.262568
46.580018,-7.659563,29.055092,30.997376,-8.018399,55.428639
46.298867,-7.689635,29.173072,31.452182,-7.502469,55.882938
46.129566,-6.686155,29.554454,30.824354,-7.765370,54.698489
46.025694,-6.617917,29.701106,30.841048,-7.397269,54.281134
45.468745,-6.273086,29.556193,30.917147,-7.291330,54.132621
44.966800,-5.732569,29.352749,30.962746,-6.775224,54.279201
45.791701,-4.660058,29.782976,30.894303,-5.743400,54.229537
46.426909,-4.154769,30.974041,31.560543,-6.312030,52.983489
46.723778,-3.502618,31.757093,32.484625,-7.152119,52.016836
46.827361,-3.506275,30.387954,33.054628,-7.483315,50.238617
47.156946,-4.889440,29.720092,35.049493,-7.393259,48.733594
47.155445,-4.711858,29.694515,35.294303,-8.210331,48.459729
47.727913,-4.139322,30.570083,35.164734,-8.704858,48.766869
48.345252,-4.256877,30.623172,35.397857,-8.395624,48.663284
48.973913,-4.585100,29.729114,35.958645,-8.777224,48.212086
48.894833,-5.051306,28.379998,36.386583,-8.240028,48.417887
49.079571,-5.172541,28.119474,35.729330,-7.151954,49.279704
48.725071,-5.337479,27.448675,35.628749,-6.616863,49.371279
48.315208,-5.183400,27.104557,35.488162,-5.867514,49.500086
48.814801,-5.294268,28.192326,35.629060,-5.073453,50.254626
49.727313,-6.739397,26.973633,35.556232,-4.882404,50.721945
49.691118,-6.878341,27.064463,35.053627,-4.029592,51.088918
50.042196,-7.217576,25.672997,34.926746,-3.931842,50.460899
49.777719,-7.366834,24.831341,34.963314,-3.755052,50.329167
50.108442,-7.478822,25.246989,34.928181,-3.802788,50.504058
50.552354,-7.869919,25.871036,34.862956,-3.585849,50.396999
51.123207,-8.495217,25.099277,34.655004,-2.974093,50.055331
51.116103,-9.465879,23.394035,34.642398,-3.032369,49.056253
50.689230,-9.501608,22.809207,34.417934,-2.998528,48.472359
50.303647,-8.519814,24.466143,34.063887,-2.247064,49.207821
50.545980,-8.482136,25.025722,34.365550,-1.965082,49.225216
50.545980,-8.482136,25.025722,34.401559,-2.222157,49.830596
50.545980,-8.482136,25.025722,33.938865,-1.991912,49.870132
50.249770,-8.608341,24.889009,33.862720,-1.978436,49.670019
49.162182,-7.915115,25.533477,33.602105,-1.289427,49.668065
49.368496,-7.158850,26.317534,33.898831,-0.712842,49.108425
49.183712,-7.037522,26.578192,33.775599,-0.978618,49.061116
49.166957,-6.822127,26.882293,34.094750,-0.426123,49.745137
49.242623,-6.667389,27.056119,33.823719,-0.194778,48.246289
48.078357,-6.248199,27.240123,32.952820,-0.127792,49.105726
47.309592,-5.151357,28.275399,32.512777,0.188178,49.574615
47.610007,-4.290130,28.901206,32.766499,0.317341,50.024643
48.123956,-3.746754,31.164477,32.742104,0.409637,50.331101
48.360753,-4.379465,29.689626,32.654974,0.384703,50.152533
48.799435,-5.005896,29.097876,32.151254,0.273754,50.396670
48.174081,-4.496784,29.376702,31.445456,0.663765,50.814588
48.036014,-3.516314,29.176921,30.372810,1.716286,51.569824
48.041934,-3.096490,29.135977,30.552027,1.276069,51.065310
48.078073,-2.957176,29.045277,31.390017,0.996295,50.705075
47.670013,-2.962813,30.871989,31.390217,0.936053,50.378794
48.218234,-3.745911,30.132092,31.116369,0.075239,50.947842
48.818529,-4.816972,29.339233,30.409747,-0.968658,50.259151
47.857234,-4.931047,28.711694,30.366571,-1.223104,50.349566
47.674235,-4.571439,29.545386,30.127397,-2.027593,49.570397
48.090301,-5.521237,29.013519,31.359194,-2.923846,50.604979
48.556816,-5.227800,29.795788,31.557326,-2.933902,50.614385
48.661154,-5.803414,29.690428,31.773195,-3.519666,50.659709
48.044478,-6.075374,28.504769,31.914771,-4.270274,50.531063
48.306046,-5.968810,29.019140,31.644458,-3.957143,50.292250
48.306046,-5.968810,29.019140,30.906835,-2.998101,50.367780
48.253829,-5.680926,29.071777,30.834895,-2.694398,50.139224
48.056246,-5.163693,29.020990,30.255718,-1.911658,49.377058
47.240222,-4.859873,28.974242,29.263425,-1.360587,49.867450
47.306255,-3.997712,30.011082,29.191921,-1.821260,50.068704
46.493717,-3.429109,31.452172,29.664438,-1.855006,50.286241
46.598062,-4.217006,31.688859,30.266618,-1.511474,50.546839
46.818044,-4.576407,31.707844,30.017599,-1.364895,49.966106
46.371140,-4.561520,31.453865,29.102991,-1.326515,50.120808
46.204029,-4.536253,31.696939,28.417693,-1.709154,49.989483
45.828220,-4.785853,31.660029,27.985730,-1.890110,49.735682
45.250987,-4.652796,31.873414,27.046178,-2.238848,49.030507
44.511900,-4.017429,33.475646,27.078159,-2.068450,49.530307
44.480875,-4.010364,34.769511,27.685161,-1.555855,51.308667
43.689325,-4.277366,36.348375,27.340014,-1.024083,51.782767
42.488322,-3.908204,38.087274,27.014171,-1.186929,52.642393
41.143990,-3.536107,40.655613,27.441022,-0.737310,53.785010
40.153113,-2.681023,42.330311,26.687404,-0.850942,54.036529
39.641319,-2.658496,41.226837,26.133820,-1.094483,53.649118
39.623777,-2.397341,41.214970,26.855473,-0.626283,52.167064
40.024803,-1.555563,42.035193,26.692305,-0.353969,52.719292
39.863564,-1.489417,42.606280,27.061709,0.560717,54.503496
39.041203,-0.904178,44.106116,27.580175,0.249302,56.561651
38.775530,-1.010183,43.591383,27.418804,0.341973,56.139349
38.395873,-0.669405,42.839742,27.686925,-0.028254,54.850265
38.248590,-0.109492,42.677399,27.652663,-0.407813,54.638946
38.458342,0.164712,42.956335,27.441791,-0.355941,54.670524
39.077017,0.211380,42.979382,27.753077,0.321730,55.652352
39.213448,0.583820,43.069596,27.880685,0.849638,56.935366
39.025820,0.766404,42.426540,27.734841,0.663490,57.173086
38.384936,0.743666,41.819851,27.493429,0.478886,57.579821
38.384936,0.743666,41.819851,27.284380,0.292589,57.311331
38.459381,0.779019,41.706918,27.475033,0.407882,57.623759
