pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
27.934614,-11.705509,26.845228,2.531975,-15.087342,21.547353,NaN,NaN,NaN
28.166106,-12.037153,27.059399,2.443177,-15.429591,21.421653,NaN,NaN,NaN
28.166248,-12.518656,27.394527,2.611476,-16.173289,21.433519,NaN,NaN,NaN
28.392560,-12.876381,27.658387,2.801174,-16.603903,21.706590,NaN,NaN,NaN
28.719654,-13.115186,27.974479,2.874375,-16.890799,21.810430,NaN,NaN,NaN
28.311000,-12.839550,27.963565,3.078415,-17.133703,22.182375,NaN,NaN,NaN
28.187452,-12.550992,27.908906,3.371297,-16.999686,22.429058,NaN,NaN,NaN
28.573237,-12.490200,27.969903,3.466353,-16.468867,22.922584,NaN,NaN,NaN
28.776231,-12.548209,27.810367,3.705181,-16.374182,22.926384,NaN,NaN,NaN
28.842565,-12.741324,27.791918,3.705398,-16.548139,23.163320,NaN,NaN,NaN
29.328857,-13.015891,27.832982,4.003096,-16.383890,23.600536,NaN,NaN,NaN
29.744782,-13.079380,27.806014,4.203101,-16.284350,23.952387,NaN,NaN,NaN
29.749875,-13.108360,27.787004,4.241715,-16.534451,24.149268,NaN,NaN,NaN
29.852134,-13.239765,27.766555,4.359526,-16.626590,24.279761,NaN,NaN,NaN
30.012104,-13.446012,27.643990,4.465977,-16.722251,24.281402,NaN,NaN,NaN
29.983706,-13.349518,27.549751,4.409917,-16.795124,24.351946,NaN,NaN,NaN
29.674891,-13.261128,27.331457,4.379624,-17.027420,24.215759,NaN,NaN,NaN
29.819014,-13.027349,26.975792,4.429857,-16.554092,24.065133,NaN,NaN,NaN
30.048647,-12.266845,25.806411,4.491915,-15.924478,23.856003,NaN,NaN,NaN
30.327209,-11.511462,25.276123,4.462802,-15.791285,23.994771,NaN,NaN,NaN
30.944030,-11.127821,24.994518,4.707379,-15.275675,24.291702,NaN,NaN,NaN
31.053061,-11.653401,25.593429,5.119533,-14.642534,24.753436,NaN,NaN,NaN
31.037686,-12.123794,25.735514,5.195472,-14.554617,25.292014,NaN,NaN,NaN
31.273290,-12.480649,26.019409,5.252074,-14.411640,25.575469,NaN,NaN,NaN
31.256802,-12.757952,26.110210,5.192270,-14.765552,25.476228,NaN,NaN,NaN
30.954506,-12.843426,25.991549,5.108310,-15.292444,25.349657,NaN,NaN,NaN
31.402685,-12.965230,26.069349,5.588909,-15.248895,25.356869,NaN,NaN,NaN
31.467357,-13.018751,25.987693,5.687495,-15.326679,25.423064,NaN,NaN,NaN
31.392888,-12.832201,25.976911,5.466060,-15.478765,25.479031,NaN,NaN,NaN
31.452321,-12.863780,25.920863,5.399009,-15.411887,25.555684,NaN,NaN,NaN
31.184650,-12.740210,25.630325,5.357374,-15.461822,25.654508,NaN,NaN,NaN
31.298028,-12.316297,25.318273,5.484967,-15.411150,25.901206,NaN,NaN,NaN
31.858025,-11.981458,25.036053,5.856818,-15.182242,26.466486,NaN,NaN,NaN
32.017324,-11.857313,24.315223,6.553294,-14.694526,27.658432,NaN,NaN,NaN
32.222040,-11.474273,23.757605,7.520370,-15.883786,28.298389,NaN,NaN,NaN
32.795972,-11.525161,22.642632,8.371872,-15.489827,29.842773,NaN,NaN,NaN
33.481849,-11.361759,21.772174,9.466414,-15.360560,31.699646,NaN,NaN,NaN
33.749479,-10.701362,20.379416,11.818119,-16.416371,32.331286,NaN,NaN,NaN
34.817781,-10.179252,19.220194,14.258037,-16.487673,31.740319,NaN,NaN,NaN
35.534977,-11.096360,19.514985,15.736403,-15.548913,32.131555,NaN,NaN,NaN
36.364401,-11.215448,19.276938,17.883635,-14.883486,33.240660,NaN,NaN,NaN
37.564286,-11.442709,18.930293,19.204363,-14.251632,33.246961,NaN,NaN,NaN
38.003846,-11.414509,18.708941,19.917745,-13.818237,33.146986,NaN,NaN,NaN
38.281346,-11.403178,18.287270,20.807588,-13.715890,33.289998,NaN,NaN,NaN
38.437523,-11.382311,17.252653,21.137229,-13.060543,32.414122,NaN,NaN,NaN
38.013199,-10.447192,15.993338,21.092051,-12.495180,31.490095,NaN,NaN,NaN
39.032193,-10.957493,16.324106,21.599845,-11.784667,31.031007,NaN,NaN,NaN
39.488171,-11.437826,15.702141,22.268444,-8.992962,31.675045,NaN,NaN,NaN
39.632390,-11.479817,15.631468,22.300496,-8.825443,31.668923,NaN,NaN,NaN
40.033369,-11.551392,15.550087,22.716810,-8.268369,31.218830,NaN,NaN,NaN
40.507496,-11.827912,15.002964,23.383819,-7.738681,30.936504,NaN,NaN,NaN
40.135486,-11.416084,14.697802,23.675166,-9.340783,30.714315,NaN,NaN,NaN
40.170658,-10.273822,14.467864,23.650857,-9.562352,30.772460,NaN,NaN,NaN
40.985568,-10.232401,14.391464,24.425413,-9.655426,31.675095,NaN,NaN,NaN
41.469489,-10.455735,15.035815,25.050792,-9.863927,32.147758,NaN,NaN,NaN
41.722058,-10.626994,15.456567,25.368861,-10.115660,32.358955,NaN,NaN,NaN
41.507928,-10.665836,15.226666,25.468019,-10.187684,32.466230,NaN,NaN,NaN
41.400701,-10.610043,15.054524,25.390944,-10.396941,32.544065,NaN,NaN,NaN
42.057771,-11.225157,15.434771,25.462759,-10.797373,32.620595,NaN,NaN,NaN
42.445375,-11.818706,15.838101,25.570984,-10.884025,32.566126,NaN,NaN,NaN
42.616749,-12.052539,16.101991,25.577914,-10.662448,32.433421,NaN,NaN,NaN
42.379397,-11.977232,16.001749,25.523403,-10.470546,32.043737,NaN,NaN,NaN
42.024895,-11.720339,15.706111,25.155847,-10.274564,31.446328,NaN,NaN,NaN
41.480289,-11.368694,14.965470,24.829792,-9.975695,30.814413,NaN,NaN,NaN
41.791785,-11.411698,14.551825,24.682185,-9.490590,30.214833,NaN,NaN,NaN
42.522542,-11.827116,14.922821,24.797370,-8.984834,29.847307,NaN,NaN,NaN
42.549499,-11.858313,15.503173,24.702304,-9.065157,29.666034,NaN,NaN,NaN
42.444984,-11.896646,15.466665,24.816466,-8.339366,28.830267,NaN,NaN,NaN
42.369952,-11.950341,14.934735,24.581036,-7.661601,27.470089,NaN,NaN,NaN
42.350445,-11.945814,14.465837,23.998955,-7.693162,27.384365,NaN,NaN,NaN
42.925130,-12.302704,14.505063,24.328518,-7.608017,27.934970,NaN,NaN,NaN
43.272051,-12.676921,14.767728,24.608561,-7.484355,27.526193,NaN,NaN,NaN
43.170059,-12.714212,15.295194,24.405283,-7.507753,26.985931,NaN,NaN,NaN
43.310585,-12.800300,15.966387,24.171204,-7.390646,26.584787,NaN,NaN,NaN
43.427641,-13.138163,16.032855,23.847147,-7.002312,25.668648,NaN,NaN,NaN
42.948734,-13.104750,16.041578,23.132825,-6.910446,23.526195,NaN,NaN,NaN
42.634515,-12.855910,16.496064,22.030553,-6.446629,23.508996,NaN,NaN,NaN
42.436608,-12.732401,16.696673,22.329349,-5.727288,23.477084,NaN,NaN,NaN
