pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI,pt3_X+-CI,pt3_Y+-CI,pt3_Z+-CI
0.562094,0.555893,0.743144,0.925046,1.040981,1.310524,NaN,NaN,NaN
0.484155,0.554052,0.825662,0.949567,1.079655,1.409600,NaN,NaN,NaN
0.538421,0.549858,0.841108,0.908529,1.044970,1.520149,NaN,NaN,NaN
0.494411,0.568515,0.816274,1.005233,1.047945,1.477786,NaN,NaN,NaN
0.526186,0.589358,0.811967,1.029023,0.976152,1.372267,NaN,NaN,NaN
0.513394,0.560958,0.855430,1.007259,0.971504,1.389659,NaN,NaN,NaN
0.524055,0.594231,0.810418,0.927879,1.091553,1.412996,NaN,NaN,NaN
0.517770,0.598993,0.771887,0.962078,0.984589,1.341987,NaN,NaN,NaN
0.499164,0.585462,0.904170,0.961743,0.996521,1.510241,NaN,NaN,NaN
0.515767,0.527307,0.794946,0.948037,0.991675,1.349285,NaN,NaN,NaN
0.518524,0.545993,0.810848,0.966641,1.024248,1.395734,NaN,NaN,NaN
0.520462,0.564256,0.759223,0.943824,1.146483,1.470178,NaN,NaN,NaN
0.513720,0.576563,0.787097,0.865934,0.988881,1.432019,NaN,NaN,NaN
0.504388,0.551949,0.796671,0.976385,1.028967,1.425036,NaN,NaN,NaN
0.506922,0.578523,0.739191,0.951848,0.990248,1.459723,NaN,NaN,NaN
0.516127,0.575047,0.820807,1.016116,0.920988,1.449581,NaN,NaN,NaN
0.502163,0.532488,0.731275,0.956260,0.965915,1.349772,NaN,NaN,NaN
0.523687,0.564319,0.798675,1.029756,1.003830,1.515737,NaN,NaN,NaN
0.499335,0.600222,0.827436,0.935801,1.034532,1.468019,NaN,NaN,NaN
0.553415,0.549145,0.781269,0.913325,0.992074,1.315554,NaN,NaN,NaN
0.518541,0.570991,0.838938,0.884422,1.030048,1.377622,NaN,NaN,NaN
0.519053,0.583332,0.795421,0.957279,1.040929,1.470897,NaN,NaN,NaN
0.546725,0.577532,0.762723,0.906584,1.019591,1.401616,NaN,NaN,NaN
0.463132,0.539136,0.796221,0.921489,1.040408,1.449238,NaN,NaN,NaN
0.533282,0.581776,0.846797,0.931108,1.058107,1.455456,NaN,NaN,NaN
0.534700,0.537819,0.777132,0.999871,0.950919,1.348684,NaN,NaN,NaN
0.529774,0.578025,0.833501,0.878954,1.028279,1.400936,NaN,NaN,NaN
0.532838,0.548703,0.781322,0.970915,0.991393,1.460553,NaN,NaN,NaN
0.577827,0.557948,0.775440,0.983888,0.965300,1.422328,NaN,NaN,NaN
0.491658,0.532130,0.796278,0.892022,1.010349,1.413276,NaN,NaN,NaN
0.487353,0.517942,0.772558,0.937481,1.000765,1.318637,NaN,NaN,NaN
0.509816,0.547035,0.800653,0.952788,1.027976,1.515997,NaN,NaN,NaN
0.504924,0.541147,0.832561,0.906337,0.975632,1.529685,NaN,NaN,NaN
0.562476,0.602251,0.766353,0.917855,0.907914,1.321652,NaN,NaN,NaN
0.488343,0.550654,0.844691,0.942607,1.014377,1.486448,NaN,NaN,NaN
0.517650,0.569696,0.833456,0.987760,1.045517,1.527372,NaN,NaN,NaN
0.517445,0.551768,0.732922,0.901009,0.980230,1.427008,NaN,NaN,NaN
0.513198,0.544302,0.782163,0.884897,1.030510,1.368153,NaN,NaN,NaN
0.521641,0.570666,0.810244,1.033363,0.994335,1.407475,NaN,NaN,NaN
0.590359,0.551697,0.830714,0.990185,0.970911,1.527259,NaN,NaN,NaN
0.527670,0.582138,0.851241,0.920860,1.101597,1.453363,NaN,NaN,NaN
0.481849,0.567148,0.809479,0.979656,1.012738,1.518005,NaN,NaN,NaN
0.505594,0.535844,0.756297,0.905482,1.089429,1.505657,NaN,NaN,NaN
0.535245,0.512177,0.802486,0.983444,0.961655,1.393454,NaN,NaN,NaN
0.519208,0.565675,0.784638,0.911154,1.066685,1.403382,NaN,NaN,NaN
0.527314,0.578482,0.806331,0.920143,1.066517,1.417543,NaN,NaN,NaN
0.506600,0.572680,0.866634,0.874813,1.051482,1.363873,NaN,NaN,NaN
0.549608,0.561451,0.826297,0.956892,0.987389,1.404371,NaN,NaN,NaN
0.478801,0.604320,0.773618,0.895099,1.023376,1.361190,NaN,NaN,NaN
0.509924,0.585249,0.871301,0.996134,0.941062,1.418923,NaN,NaN,NaN
0.553221,0.527767,0.785347,0.930998,1.007691,1.528617,NaN,NaN,NaN
0.509466,0.559164,0.786064,0.985959,1.122850,1.428713,NaN,NaN,NaN
0.539852,0.543612,0.796802,0.921821,1.032549,1.467569,NaN,NaN,NaN
0.552218,0.537136,0.798604,0.976377,1.018611,1.456613,NaN,NaN,NaN
0.507976,0.527239,0.834355,0.956404,0.996301,1.391015,NaN,NaN,NaN
0.563385,0.625855,0.828076,0.953844,1.028852,1.320399,NaN,NaN,NaN
0.509355,0.571113,0.779899,0.890454,0.926893,1.398572,NaN,NaN,NaN
0.504657,0.595034,0.830790,0.940312,1.057980,1.361557,NaN,NaN,NaN
0.532471,0.587557,0.796160,0.874771,1.098569,1.393005,NaN,NaN,NaN
0.511931,0.573579,0.841819,0.947848,1.020385,1.407577,NaN,NaN,NaN
0.551423,0.609661,0.914444,0.902918,1.036619,1.521213,NaN,NaN,NaN
0.502990,0.601060,0.817498,0.886339,0.983964,1.365802,NaN,NaN,NaN
0.522039,0.614352,0.852450,0.940010,1.014101,1.343513,NaN,NaN,NaN
0.580306,0.560937,0.832543,0.943942,1.098199,1.398348,NaN,NaN,NaN
0.524895,0.602915,0.795641,0.930852,1.053932,1.477249,NaN,NaN,NaN
0.516655,0.590030,0.806861,0.916173,0.976287,1.392470,NaN,NaN,NaN
0.547032,0.591955,0.797121,0.935008,1.058981,1.540750,NaN,NaN,NaN
0.510121,0.540935,0.783807,0.945941,1.035202,1.535259,NaN,NaN,NaN
0.546117,0.603813,0.779674,0.933473,1.000978,1.357550,NaN,NaN,NaN
0.529200,0.577632,0.869858,0.954189,0.996760,1.468112,NaN,NaN,NaN
0.526399,0.561059,0.798254,0.969754,1.063158,1.435901,NaN,NaN,NaN
0.525669,0.586335,0.847111,1.010727,0.971372,1.325814,NaN,NaN,NaN
0.498727,0.584390,0.821860,0.994462,1.031160,1.448776,NaN,NaN,NaN
0.514601,0.603370,0.839215,1.009034,1.043745,1.307011,NaN,NaN,NaN
0.542224,0.578704,0.835904,0.933968,0.990458,1.322550,NaN,NaN,NaN
0.478166,0.618561,0.914220,0.943318,1.148152,1.450812,NaN,NaN,NaN
0.496535,0.581172,0.884953,0.931935,1.005804,1.358354,NaN,NaN,NaN
0.528278,0.593078,0.822472,0.829482,0.980166,1.420610,NaN,NaN,NaN
0.476313,0.565019,0.768803,0.963320,0.982935,1.377678,NaN,NaN,NaN
0.534901,0.548533,0.763826,0.870472,0.987097,1.496260,NaN,NaN,NaN
0.524196,0.573888,0.783742,0.922049,1.016165,1.412055,NaN,NaN,NaN
0.513867,0.592310,0.843688,0.982700,1.065799,1.501196,NaN,NaN,NaN
0.507963,0.543572,0.798030,0.982432,1.059385,1.426917,NaN,NaN,NaN
0.556117,0.623887,0.843804,0.915290,1.015839,1.458314,NaN,NaN,NaN
0.540280,0.605489,0.774595,0.880049,1.072277,1.465930,NaN,NaN,NaN
0.514896,0.624205,0.835489,0.980626,0.948584,1.366078,NaN,NaN,NaN
0.508949,0.586053,0.832663,0.987745,0.984864,1.510955,NaN,NaN,NaN
0.520200,0.569536,0.787369,0.928217,1.032879,1.346910,NaN,NaN,NaN
0.519620,0.566908,0.788532,0.985692,1.015271,1.400011,NaN,NaN,NaN
0.485429,0.586526,0.784584,0.910095,1.014081,1.452817,NaN,NaN,NaN
0.487060,0.539656,0.851215,0.989241,1.074456,1.444920,NaN,NaN,NaN
0.531499,0.551349,0.817417,0.991829,1.069363,1.527715,NaN,NaN,NaN
0.502381,0.605410,0.837396,0.899388,0.953076,1.345519,NaN,NaN,NaN
0.506516,0.604158,0.782710,0.935796,0.991329,1.418084,NaN,NaN,NaN
0.535319,0.586584,0.792072,0.948412,1.094876,1.391190,NaN,NaN,NaN
0.518635,0.547200,0.804505,0.905977,1.089595,1.392465,NaN,NaN,NaN
0.507304,0.583283,0.877186,0.921350,1.004275,1.414583,NaN,NaN,NaN
0.482951,0.567562,0.792230,0.942129,1.004260,1.420618,NaN,NaN,NaN
0.488008,0.591418,0.834666,0.936054,0.976639,1.427402,NaN,NaN,NaN
0.546102,0.602027,0.900868,0.946075,1.075684,1.385621,NaN,NaN,NaN
0.505806,0.575360,0.805665,0.992176,1.042831,1.480027,NaN,NaN,NaN
0.465950,0.534358,0.746957,0.923047,0.987787,1.320863,NaN,NaN,NaN
0.553010,0.536780,0.767485,0.898450,0.971558,1.473700,NaN,NaN,NaN
0.526378,0.572888,0.851304,0.917787,1.047569,1.461297,NaN,NaN,NaN
0.553612,0.559325,0.874700,0.927912,0.988781,1.397644,NaN,NaN,NaN
0.514305,0.563496,0.862149,0.989290,1.055511,1.484761,NaN,NaN,NaN
0.518538,0.537124,0.765861,0.912031,1.021451,1.498657,NaN,NaN,NaN
0.506306,0.578272,0.809875,0.993419,0.963835,1.450422,NaN,NaN,NaN
0.498946,0.564372,0.770708,0.884690,1.079570,1.650233,NaN,NaN,NaN
0.552827,0.546100,0.785740,0.998212,1.047102,1.513382,NaN,NaN,NaN
0.483289,0.554981,0.859939,1.020162,1.038568,1.519908,NaN,NaN,NaN
0.530976,0.570536,0.764027,1.015755,0.963739,1.453826,NaN,NaN,NaN
0.509707,0.507313,0.789193,0.923702,1.112175,1.434335,NaN,NaN,NaN
0.522284,0.562003,0.789310,0.907626,1.047181,1.427340,NaN,NaN,NaN
0.520810,0.575772,0.791775,0.950752,1.031782,1.450035,NaN,NaN,NaN
0.482194,0.577395,0.820034,0.990457,1.050790,1.393586,NaN,NaN,NaN
0.492881,0.550434,0.791610,0.931540,1.038958,1.303094,NaN,NaN,NaN
0.502094,0.577075,0.790041,0.985217,1.089455,1.484321,NaN,NaN,NaN
0.545633,0.548856,0.845597,0.881739,1.007707,1.445724,NaN,NaN,NaN
0.505392,0.585369,0.781929,0.890589,1.008053,1.273897,NaN,NaN,NaN
0.532459,0.555186,0.739062,1.016382,1.037697,1.474764,NaN,NaN,NaN
0.557090,0.561598,0.749982,0.988058,1.013975,1.374909,NaN,NaN,NaN
0.497567,0.518234,0.776829,0.921496,1.026444,1.540479,NaN,NaN,NaN
0.519626,0.562182,0.818913,0.897503,1.103883,1.462573,NaN,NaN,NaN
0.569777,0.513045,0.783413,0.936761,1.029479,1.359226,NaN,NaN,NaN
0.557647,0.570322,0.814471,0.945984,1.019799,1.430495,NaN,NaN,NaN
0.511075,0.528924,0.809775,0.980538,1.057421,1.379969,NaN,NaN,NaN
0.515040,0.551138,0.755968,0.952199,1.081037,1.546744,NaN,NaN,NaN
0.539862,0.559233,0.787251,0.926770,1.011793,1.445245,NaN,NaN,NaN
0.528088,0.583161,0.795747,0.946930,0.929564,1.346535,NaN,NaN,NaN
0.513110,0.533207,0.774114,0.931115,1.010865,1.467764,NaN,NaN,NaN
0.506891,0.530632,0.789834,0.947304,0.991367,1.319208,NaN,NaN,NaN
0.521652,0.541620,0.794741,0.858713,0.997813,1.402571,NaN,NaN,NaN
0.513271,0.563971,0.857773,0.901018,1.045627,1.553098,NaN,NaN,NaN
0.508017,0.569765,0.811774,0.968869,1.063381,1.374227,NaN,NaN,NaN
0.478912,0.554279,0.871107,0.967589,1.012137,1.440416,NaN,NaN,NaN
0.516184,0.565929,0.783800,0.972152,1.088822,1.441543,NaN,NaN,NaN
0.514610,0.556601,0.831908,0.929741,0.962667,1.451695,NaN,NaN,NaN
0.499802,0.597140,0.763230,0.982367,0.985563,1.268135,NaN,NaN,NaN
0.514816,0.566009,0.750872,0.951159,1.077931,1.470543,NaN,NaN,NaN
0.500365,0.588807,0.815874,0.960921,0.996212,1.451323,NaN,NaN,NaN
0.501218,0.557051,0.824441,0.903105,0.947845,1.431945,NaN,NaN,NaN
0.546129,0.563304,0.826565,0.913279,1.005562,1.323167,NaN,NaN,NaN
0.547652,0.542058,0.764177,0.864213,0.937074,1.363102,NaN,NaN,NaN
0.515259,0.576630,0.850380,0.985255,1.088620,1.462369,NaN,NaN,NaN
0.510155,0.556810,0.805220,0.946036,0.938584,1.375393,NaN,NaN,NaN
0.487747,0.570189,0.819115,0.933744,1.019605,1.401168,NaN,NaN,NaN
0.511520,0.577284,0.801849,0.950306,0.998395,1.336544,NaN,NaN,NaN
0.517800,0.606376,0.817218,0.957054,1.049571,1.383644,NaN,NaN,NaN
0.530919,0.563387,0.841947,0.889000,1.081725,1.515608,NaN,NaN,NaN
0.571508,0.593455,0.785664,0.917553,0.980951,1.395869,NaN,NaN,NaN
0.538729,0.566982,0.808825,0.934589,1.043101,1.326582,NaN,NaN,NaN
0.525616,0.604156,0.842892,0.928022,1.031348,1.373121,NaN,NaN,NaN
0.559442,0.552423,0.811515,0.927136,1.032926,1.321279,NaN,NaN,NaN
0.482300,0.586695,0.783660,0.895258,1.004348,1.452546,NaN,NaN,NaN
0.481403,0.587505,0.833140,1.003961,1.017919,1.308163,NaN,NaN,NaN
0.476955,0.560508,0.764418,0.932524,1.032794,1.432939,NaN,NaN,NaN
0.469202,0.551552,0.807593,0.948930,0.935612,1.443516,NaN,NaN,NaN
0.521761,0.586474,0.798246,0.854128,0.971685,1.369352,NaN,NaN,NaN
0.480557,0.592541,0.747170,0.891116,0.953112,1.380979,NaN,NaN,NaN
0.551812,0.556023,0.826995,0.945404,1.093609,1.440107,NaN,NaN,NaN
0.508123,0.626312,0.792317,0.930340,1.116630,1.479898,NaN,NaN,NaN
0.510813,0.575175,0.790035,0.882744,0.981569,1.432094,NaN,NaN,NaN
0.519893,0.565820,0.793842,0.985831,1.025500,1.493723,NaN,NaN,NaN
0.512202,0.575053,0.777086,0.942034,1.078559,1.481680,NaN,NaN,NaN
0.560907,0.495554,0.788767,0.944067,1.003611,1.435906,NaN,NaN,NaN
0.531276,0.586837,0.820345,0.911085,1.111581,1.411652,NaN,NaN,NaN
0.529359,0.557957,0.788085,0.930104,0.967715,1.337673,NaN,NaN,NaN
0.542347,0.521574,0.764158,0.926866,1.015104,1.453879,NaN,NaN,NaN
0.561492,0.512501,0.781669,0.992755,1.060196,1.388739,NaN,NaN,NaN
0.553406,0.566394,0.804735,0.914281,1.022335,1.342080,NaN,NaN,NaN
0.497438,0.578170,0.865692,0.914250,0.949721,1.253338,NaN,NaN,NaN
0.569417,0.554341,0.762737,0.857714,0.978635,1.537534,NaN,NaN,NaN
0.545539,0.581507,0.821039,1.019392,0.990978,1.327626,NaN,NaN,NaN
0.522735,0.546397,0.767349,0.892309,0.982220,1.397353,NaN,NaN,NaN
0.498173,0.550837,0.778012,0.966831,1.120238,1.290008,NaN,NaN,NaN
0.555571,0.569266,0.804030,0.980614,1.023267,1.356046,NaN,NaN,NaN
0.497527,0.568118,0.806818,0.901462,1.024931,1.573695,NaN,NaN,NaN
0.503984,0.573991,0.847789,0.978465,1.084372,1.427694,NaN,NaN,NaN
0.563554,0.544297,0.808019,0.917938,1.078205,1.339642,NaN,NaN,NaN
0.456437,0.590976,0.792625,0.937686,0.964342,1.407217,NaN,NaN,NaN
0.529480,0.542585,0.823006,0.904687,0.976345,1.390010,NaN,NaN,NaN
0.535914,0.537085,0.777799,0.916761,1.075103,1.485541,NaN,NaN,NaN
0.546790,0.541711,0.818733,0.930057,0.938681,1.372663,NaN,NaN,NaN
0.480440,0.590990,0.768023,0.942319,1.088183,1.458250,NaN,NaN,NaN
0.514078,0.590628,0.841151,0.912009,1.031870,1.385930,NaN,NaN,NaN
0.544279,0.604531,0.770080,0.951882,1.028127,1.455679,NaN,NaN,NaN
0.484533,0.571840,0.799846,0.931863,1.025340,1.424382,NaN,NaN,NaN
0.478434,0.589412,0.764373,0.932785,0.963981,1.407772,NaN,NaN,NaN
0.537894,0.547768,0.834353,0.886710,1.011216,1.398174,NaN,NaN,NaN
0.511025,0.585393,0.857460,0.946205,1.065510,1.464114,NaN,NaN,NaN
0.474669,0.564051,0.761287,0.888880,0.982562,1.385745,NaN,NaN,NaN
0.536966,0.586783,0.829851,0.930664,1.009807,1.441761,NaN,NaN,NaN
0.531042,0.590295,0.788396,0.927890,0.943624,1.438193,NaN,NaN,NaN
0.545828,0.552040,0.770993,0.988001,0.984279,1.399019,NaN,NaN,NaN
0.547887,0.580785,0.849569,0.954050,0.966680,1.433765,NaN,NaN,NaN
0.550927,0.543763,0.776223,0.931384,1.001762,1.373892,NaN,NaN,NaN
0.532946,0.556659,0.727981,0.953738,1.017338,1.344823,NaN,NaN,NaN
0.493270,0.602520,0.729245,0.957577,0.974973,1.394810,NaN,NaN,NaN
0.529668,0.549006,0.788026,0.910552,1.029725,1.437313,NaN,NaN,NaN
0.490212,0.569956,0.849641,0.895310,1.074574,1.478134,NaN,NaN,NaN
0.531882,0.576445,0.801267,0.903122,1.044302,1.370243,NaN,NaN,NaN
0.511249,0.595386,0.814196,0.898707,0.994013,1.411034,NaN,NaN,NaN
0.544835,0.586439,0.792449,0.951635,1.008690,1.372194,NaN,NaN,NaN
0.511498,0.556476,0.782200,0.888041,1.094254,1.340359,NaN,NaN,NaN
0.530712,0.616195,0.810474,0.895532,0.986099,1.463193,NaN,NaN,NaN
0.552626,0.530212,0.809942,0.881460,1.034814,1.514338,NaN,NaN,NaN
0.545995,0.547416,0.757571,0.978996,1.013802,1.380424,NaN,NaN,NaN
0.505391,0.563965,0.806393,0.899263,1.049722,1.521592,NaN,NaN,NaN
0.545193,0.556247,0.863471,0.941167,1.018523,1.454055,NaN,NaN,NaN
0.517223,0.580664,0.796156,0.915556,1.162384,1.631775,NaN,NaN,NaN
0.537906,0.596379,0.868179,0.893962,1.006649,1.358722,NaN,NaN,NaN
0.578708,0.563221,0.779602,0.917923,0.999398,1.373853,NaN,NaN,NaN
0.515371,0.570398,0.781685,0.969935,1.022706,1.411189,NaN,NaN,NaN
0.541845,0.538418,0.819888,1.008348,0.966481,1.388865,NaN,NaN,NaN
0.508396,0.533004,0.772411,0.887407,1.005098,1.481796,NaN,NaN,NaN
0.492513,0.535279,0.791483,0.955556,0.999398,1.381230,NaN,NaN,NaN
0.538162,0.570908,0.819960,0.874530,1.013223,1.483936,NaN,NaN,NaN
0.474251,0.555621,0.821001,0.945811,1.016079,1.456531,NaN,NaN,NaN
0.509612,0.536962,0.812307,0.906152,0.949519,1.334378,NaN,NaN,NaN
0.517848,0.557327,0.773632,0.914417,0.955637,1.489634,NaN,NaN,NaN
0.524607,0.547906,0.793101,0.894877,1.105567,1.473169,NaN,NaN,NaN
0.495248,0.577405,0.829734,0.980432,1.009410,1.528617,NaN,NaN,NaN
0.565892,0.537370,0.771598,0.944605,1.013251,1.441080,NaN,NaN,NaN
0.524394,0.566988,0.866990,0.898689,0.976730,1.424390,NaN,NaN,NaN
0.532427,0.574616,0.803329,0.965726,1.020133,1.438414,NaN,NaN,NaN
0.493931,0.567733,0.806934,0.954594,1.050430,1.451880,NaN,NaN,NaN
0.542817,0.582140,0.827322,0.928417,1.007482,1.512219,NaN,NaN,NaN
0.562035,0.586931,0.762843,1.015948,1.074968,1.364751,NaN,NaN,NaN
0.517078,0.540722,0.766936,0.975682,1.042984,1.443664,NaN,NaN,NaN
0.495515,0.578314,0.774001,0.881094,1.041530,1.353523,NaN,NaN,NaN
0.510067,0.576813,0.836484,0.886386,1.053311,1.314988,NaN,NaN,NaN
0.511300,0.536974,0.825664,0.879863,1.019760,1.408669,NaN,NaN,NaN
0.561038,0.555213,0.774952,0.946364,1.013216,1.419997,NaN,NaN,NaN
0.539981,0.522660,0.792907,0.929223,1.071452,1.405843,NaN,NaN,NaN
0.532860,0.535334,0.829262,0.960476,0.980264,1.424452,NaN,NaN,NaN
0.541302,0.542907,0.787877,0.929457,1.024750,1.350335,NaN,NaN,NaN
0.498370,0.573822,0.879927,1.052865,1.011753,1.414619,NaN,NaN,NaN
0.510149,0.564430,0.803646,0.900994,1.078751,1.326504,NaN,NaN,NaN
0.485663,0.553017,0.789526,0.900580,0.980066,1.381803,NaN,NaN,NaN
0.525147,0.532278,0.787883,0.895188,1.082171,1.421864,NaN,NaN,NaN
0.504569,0.536483,0.864204,0.901341,1.008107,1.438254,NaN,NaN,NaN
0.530406,0.567075,0.790126,0.909454,1.023726,1.413880,NaN,NaN,NaN
0.563623,0.556393,0.805076,0.979570,0.971428,1.398256,NaN,NaN,NaN
0.521947,0.587171,0.750795,0.947026,1.010398,1.340921,NaN,NaN,NaN
0.506608,0.542931,0.837158,0.934390,0.967007,1.357978,NaN,NaN,NaN
0.552683,0.546175,0.819051,1.027282,1.046652,1.450511,NaN,NaN,NaN
