pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z,pt3filt_X,pt3filt_Y,pt3filt_Z
28.006168,-11.662227,26.817557,2.391457,-15.301777,21.180222,NaN,NaN,NaN
28.135999,-12.185224,27.155820,2.515544,-15.721266,21.384239,NaN,NaN,NaN
28.233152,-12.555976,27.430442,2.653732,-16.065713,21.600024,NaN,NaN,NaN
28.301725,-12.771900,27.641116,2.805164,-16.336115,21.827059,NaN,NaN,NaN
28.352090,-12.840934,27.789092,2.967912,-16.535562,22.064017,NaN,NaN,NaN
28.404440,-12.797735,27.879905,3.138810,-16.670331,22.308501,NaN,NaN,NaN
28.486238,-12.705757,27.924955,3.313480,-16.750191,22.556976,NaN,NaN,NaN
28.619057,-12.635328,27.939628,3.486744,-16.787566,22.804933,NaN,NaN,NaN
28.807353,-12.635245,27.939065,3.653292,-16.795498,23.047228,NaN,NaN,NaN
29.037265,-12.718871,27.933441,3.808276,-16.785069,23.278522,NaN,NaN,NaN
29.280551,-12.868809,27.923676,3.947839,-16.763448,23.493704,NaN,NaN,NaN
29.502339,-13.052026,27.899818,4.069625,-16.732986,23.688380,NaN,NaN,NaN
29.674331,-13.231652,27.842859,4.173449,-16.691224,23.859444,NaN,NaN,NaN
29.786010,-13.366484,27.729439,4.261730,-16.631935,24.005534,NaN,NaN,NaN
29.847389,-13.407913,27.539108,4.339341,-16.547208,24.127235,NaN,NaN,NaN
29.886051,-13.309532,27.262886,4.412919,-16.430090,24.226958,NaN,NaN,NaN
29.939536,-13.049868,26.910925,4.489623,-16.277220,24.308534,NaN,NaN,NaN
30.041394,-12.654827,26.516671,4.575358,-16.090926,24.376611,NaN,NaN,NaN
30.205768,-12.208993,26.133712,4.673000,-15.880025,24.435959,NaN,NaN,NaN
30.421475,-11.838189,25.821847,4.781161,-15.658747,24.490869,NaN,NaN,NaN
30.657771,-11.656464,25.625416,4.893827,-15.444306,24.544942,NaN,NaN,NaN
30.878467,-11.707847,25.557579,5.001135,-15.253994,24.601426,NaN,NaN,NaN
31.057442,-11.948107,25.599505,5.091595,-15.102143,24.664076,NaN,NaN,NaN
31.184714,-12.279942,25.712869,5.155134,-14.997668,24.738247,NaN,NaN,NaN
31.263896,-12.603895,25.854773,5.185860,-14.943045,24.831791,NaN,NaN,NaN
31.306809,-12.851566,25.988251,5.184237,-14.934937,24.955332,NaN,NaN,NaN
31.325709,-12.993009,26.085572,5.158806,-14.966222,25.121746,NaN,NaN,NaN
31.328838,-13.026497,26.125608,5.127844,-15.028481,25.344895,NaN,NaN,NaN
31.325802,-12.965039,26.089607,5.120698,-15.113857,25.637883,NaN,NaN,NaN
31.333230,-12.825583,25.958137,5.177149,-15.216009,26.011035,NaN,NaN,NaN
31.374603,-12.623592,25.711263,5.343940,-15.330120,26.469811,NaN,NaN,NaN
31.475100,-12.376646,25.331623,5.669100,-15.451961,27.012943,NaN,NaN,NaN
31.654411,-12.105502,24.809314,6.195038,-15.576312,27.631145,NaN,NaN,NaN
31.925930,-11.826841,24.148342,6.951583,-15.695053,28.306764,NaN,NaN,NaN
32.300850,-11.550619,23.372422,7.950112,-15.795506,29.014678,NaN,NaN,NaN
32.787383,-11.287448,22.526314,9.179532,-15.860116,29.724469,NaN,NaN,NaN
33.385930,-11.059275,21.670698,10.604525,-15.868030,30.403517,NaN,NaN,NaN
34.085316,-10.907214,20.868930,12.166746,-15.797459,31.020693,NaN,NaN,NaN
34.858699,-10.873253,20.168750,13.790400,-15.628935,31.549793,NaN,NaN,NaN
35.660597,-10.957205,19.584670,15.392559,-15.349168,31.971801,NaN,NaN,NaN
36.433470,-11.100501,19.093838,16.895401,-14.953507,32.275941,NaN,NaN,NaN
37.120818,-11.224406,18.651444,18.237050,-14.446306,32.460227,NaN,NaN,NaN
37.684994,-11.274480,18.212429,19.379472,-13.840368,32.531608,NaN,NaN,NaN
38.122859,-11.245495,17.749085,20.311394,-13.156495,32.505260,NaN,NaN,NaN
38.464730,-11.180949,17.259894,21.046084,-12.423391,32.403015,NaN,NaN,NaN
38.757232,-11.150038,16.765491,21.615479,-11.677365,32.251012,NaN,NaN,NaN
39.038561,-11.202185,16.293359,22.061784,-10.960685,32.076674,NaN,NaN,NaN
39.321891,-11.321818,15.864148,22.428732,-10.317922,31.905673,NaN,NaN,NaN
39.602507,-11.437116,15.490214,22.754971,-9.789899,31.759616,NaN,NaN,NaN
39.872294,-11.464336,15.179534,23.069937,-9.406443,31.654657,NaN,NaN,NaN
40.128997,-11.349432,14.941117,23.391503,-9.181325,31.600548,NaN,NaN,NaN
40.380618,-11.099827,14.786926,23.725745,-9.110451,31.599947,NaN,NaN,NaN
40.640669,-10.793563,14.726902,24.068451,-9.173628,31.648195,NaN,NaN,NaN
40.913559,-10.540336,14.761393,24.407235,-9.339543,31.733858,NaN,NaN,NaN
41.188404,-10.419791,14.876282,24.724366,-9.571173,31.840181,NaN,NaN,NaN
41.449511,-10.458612,15.045191,25.000989,-9.830251,31.947350,NaN,NaN,NaN
41.687230,-10.643769,15.238290,25.221403,-10.080721,32.034952,NaN,NaN,NaN
41.896526,-10.937156,15.428373,25.375803,-10.291323,32.084147,NaN,NaN,NaN
42.066339,-11.276282,15.589525,25.461090,-10.437417,32.079388,NaN,NaN,NaN
42.176900,-11.578369,15.695665,25.480373,-10.502332,32.009651,NaN,NaN,NaN
42.213845,-11.770741,15.725899,25.442082,-10.478211,31.869107,NaN,NaN,NaN
42.184998,-11.827704,15.673688,25.358938,-10.365944,31.657177,NaN,NaN,NaN
42.124116,-11.781987,15.552364,25.246439,-10.174100,31.377917,NaN,NaN,NaN
42.076933,-11.702160,15.391568,25.120553,-9.917211,31.038800,NaN,NaN,NaN
42.078021,-11.651859,15.224658,24.994828,-9.613665,30.649101,NaN,NaN,NaN
42.135397,-11.658964,15.074164,24.877952,-9.283332,30.218203,NaN,NaN,NaN
42.237802,-11.718385,14.947330,24.772734,-8.945107,29.754134,NaN,NaN,NaN
42.373220,-11.817620,14.846419,24.676563,-8.614832,29.262539,NaN,NaN,NaN
42.536164,-11.952117,14.782733,24.582594,-8.303736,28.746036,NaN,NaN,NaN
42.720918,-12.123007,14.779860,24.481111,-8.017091,28.203843,NaN,NaN,NaN
42.911067,-12.325217,14.863213,24.360545,-7.753728,27.632020,NaN,NaN,NaN
43.077321,-12.539098,15.045424,24.208943,-7.507079,27.024827,NaN,NaN,NaN
43.187561,-12.737107,15.318188,24.017022,-7.267282,26.376841,NaN,NaN,NaN
43.218284,-12.894034,15.653447,23.781398,-7.023780,25.684961,NaN,NaN,NaN
43.160128,-12.988956,16.011247,23.506004,-6.767905,24.949892,NaN,NaN,NaN
43.020337,-13.007930,16.347657,23.201145,-6.494835,24.176904,NaN,NaN,NaN
42.819440,-12.950531,16.617579,22.880314,-6.204590,23.375728,NaN,NaN,NaN
42.579625,-12.825149,16.777125,22.555494,-5.902069,22.559930,NaN,NaN,NaN
42.314227,-12.635219,16.791381,22.233338,-5.596051,21.746491,NaN,NaN,NaN
42.025093,-12.372791,16.646361,21.914504,-5.297590,20.955251,NaN,NaN,NaN
41.707529,-12.025471,16.361095,21.594342,-5.018498,20.207575,NaN,NaN,NaN
41.359708,-11.595950,15.992007,21.262572,-4.769989,19.524291,NaN,NaN,NaN
40.989859,-11.118549,15.621774,20.902233,-4.561940,18.923276,NaN,NaN,NaN
40.612807,-10.646480,15.334569,20.488460,-4.402974,18.416938,NaN,NaN,NaN
40.238065,-10.223766,15.193729,19.988569,-4.300746,18.009834,NaN,NaN,NaN
39.858274,-9.865912,15.229963,19.365439,-4.261448,17.697316,NaN,NaN,NaN
39.443350,-9.552975,15.441594,18.584107,-4.288453,17.466131,NaN,NaN,NaN
38.944912,-9.239934,15.804105,17.620021,-4.381164,17.296289,NaN,NaN,NaN
38.311540,-8.885097,16.282895,16.466706,-4.534733,17.163391,NaN,NaN,NaN
37.508963,-8.478683,16.841929,15.140030,-4.740646,17.041101,NaN,NaN,NaN
36.533189,-8.049396,17.445602,13.676088,-4.987940,16.903748,NaN,NaN,NaN
35.408455,-7.643300,18.056620,12.124046,-5.264594,16.729026,NaN,NaN,NaN
34.179350,-7.292671,18.636458,10.541912,-5.558142,16.500600,NaN,NaN,NaN
32.909986,-7.003127,19.152380,8.996130,-5.856007,16.209670,NaN,NaN,NaN
31.683194,-6.767844,19.586076,7.559028,-6.146293,15.855004,NaN,NaN,NaN
30.583490,-6.582045,19.934888,6.298706,-6.418888,15.442146,NaN,NaN,NaN
29.667559,-6.436888,20.206116,5.264128,-6.666077,14.982956,NaN,NaN,NaN
28.951770,-6.313444,20.411524,4.476293,-6.882896,14.494975,NaN,NaN,NaN
28.423572,-6.195377,20.563459,3.928211,-7.067131,13.999958,NaN,NaN,NaN
28.053124,-6.075790,20.672926,3.591344,-7.218786,13.521752,NaN,NaN,NaN
27.802099,-5.955592,20.751045,3.425978,-7.339645,13.083850,NaN,NaN,NaN
27.636415,-5.841770,20.813226,3.391724,-7.433519,12.706920,NaN,NaN,NaN
27.534982,-5.744578,20.880910,3.453785,-7.505755,12.407024,NaN,NaN,NaN
27.489635,-5.679286,20.976748,3.584302,-7.561931,12.194785,NaN,NaN,NaN
27.497319,-5.669509,21.114299,3.760821,-7.607171,12.075165,NaN,NaN,NaN
27.547314,-5.740378,21.287374,3.963747,-7.645881,12.047662,NaN,NaN,NaN
27.617450,-5.903602,21.466258,4.173836,-7.681148,12.106983,NaN,NaN,NaN
27.686116,-6.144680,21.604261,4.371087,-7.713921,12.244192,NaN,NaN,NaN
27.746026,-6.421306,21.652251,4.535935,-7.742964,12.447962,NaN,NaN,NaN
27.806948,-6.674410,21.575430,4.652900,-7.766023,12.705432,NaN,NaN,NaN
27.888928,-6.846954,21.366566,4.714868,-7.781528,13.002784,NaN,NaN,NaN
28.010665,-6.903907,21.050621,4.724045,-7.789175,13.326367,NaN,NaN,NaN
28.177178,-6.844908,20.679142,4.690082,-7.789944,13.664035,NaN,NaN,NaN
28.375146,-6.704762,20.317567,4.626771,-7.786413,14.006031,NaN,NaN,NaN
28.577946,-6.547712,20.026099,4.548304,-7.782388,14.345117,NaN,NaN,NaN
28.755605,-6.457804,19.839769,4.466475,-7.782290,14.676151,NaN,NaN,NaN
28.890067,-6.512292,19.763477,4.390103,-7.790501,14.995716,NaN,NaN,NaN
28.982322,-6.740874,19.783297,4.325958,-7.810709,15.302142,NaN,NaN,NaN
29.046909,-7.099899,19.883457,4.280120,-7.845129,15.595652,NaN,NaN,NaN
29.106033,-7.491637,20.058630,4.259360,-7.893807,15.878105,NaN,NaN,NaN
29.188398,-7.807461,20.314673,4.271526,-7.954502,16.152198,NaN,NaN,NaN
29.325247,-7.965235,20.660135,4.324148,-8.023351,16.420324,NaN,NaN,NaN
29.539002,-7.929825,21.096775,4.422121,-8.095788,16.683563,NaN,NaN,NaN
29.826043,-7.718973,21.611796,4.565310,-8.167677,16.941038,NaN,NaN,NaN
30.146907,-7.402412,22.173558,4.746951,-8.236155,17.189765,NaN,NaN,NaN
30.439427,-7.091668,22.734158,4.953571,-8.299676,17.425106,NaN,NaN,NaN
30.650110,-6.911769,23.238057,5.166402,-8.357586,17.641809,NaN,NaN,NaN
30.759416,-6.963764,23.631777,5.364000,-8.409933,17.835439,NaN,NaN,NaN
30.787465,-7.276849,23.878258,5.525589,-8.457719,18.003917,NaN,NaN,NaN
30.780420,-7.763979,23.970487,5.634339,-8.503143,18.148987,NaN,NaN,NaN
30.785612,-8.252761,23.933715,5.680441,-8.549664,18.277410,NaN,NaN,NaN
30.824753,-8.594517,23.815556,5.663843,-8.601940,18.401621,NaN,NaN,NaN
30.885904,-8.726937,23.672871,5.596180,-8.665679,18.539652,NaN,NaN,NaN
30.935815,-8.668466,23.559100,5.501837,-8.747258,18.714201,NaN,NaN,NaN
30.944200,-8.486509,23.511406,5.417825,-8.853045,18.950730,NaN,NaN,NaN
30.906160,-8.269653,23.537268,5.391674,-8.988530,19.274581,NaN,NaN,NaN
30.854391,-8.108789,23.605328,5.476896,-9.157239,19.707331,NaN,NaN,NaN
30.860813,-8.085062,23.646858,5.726443,-9.359441,20.262936,NaN,NaN,NaN
31.021783,-8.266905,23.570171,6.184820,-9.590716,20.944270,NaN,NaN,NaN
31.425936,-8.702384,23.287311,6.879314,-9.840749,21.740481,NaN,NaN,NaN
32.121178,-9.397197,22.749844,7.811527,-10.093021,22.625521,NaN,NaN,NaN
33.094056,-10.290027,21.982599,8.952162,-10.326023,23.558465,NaN,NaN,NaN
34.264789,-11.246557,21.097296,10.242949,-10.516537,24.486449,NaN,NaN,NaN
35.506314,-12.097680,20.265983,11.606260,-10.644476,25.350494,NaN,NaN,NaN
36.684826,-12.710478,19.654688,12.956077,-10.696416,26.093190,NaN,NaN,NaN
37.697398,-13.036522,19.359950,14.208005,-10.666439,26.666127,NaN,NaN,NaN
38.493837,-13.133638,19.379137,15.288953,-10.555124,27.035443,NaN,NaN,NaN
39.069751,-13.125484,19.623774,16.144723,-10.368006,27.185036,NaN,NaN,NaN
39.443455,-13.124307,19.961399,16.744213,-10.114341,27.117537,NaN,NaN,NaN
39.637739,-13.176368,20.262909,17.081871,-9.806219,26.853290,NaN,NaN,NaN
39.677455,-13.263741,20.435549,17.178808,-9.458184,26.427845,NaN,NaN,NaN
39.591707,-13.339893,20.437601,17.079983,-9.087163,25.888639,NaN,NaN,NaN
39.412589,-13.367819,20.277343,16.847255,-8.712138,25.290916,NaN,NaN,NaN
39.172374,-13.337881,19.997250,16.549936,-8.353042,24.693153,NaN,NaN,NaN
38.901087,-13.256266,19.648076,16.254449,-8.029073,24.152528,NaN,NaN,NaN
38.627102,-13.126522,19.265639,16.016043,-7.757035,23.720901,NaN,NaN,NaN
38.378382,-12.945743,18.855888,15.874804,-7.550094,23.441375,NaN,NaN,NaN
