pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
49.308844,-15.846281,-2.896078,18.965845,-21.396390,12.169436,NaN,NaN,NaN
48.816899,-15.864501,-1.851217,18.848839,-21.317050,12.246006,NaN,NaN,NaN
48.957056,-15.634397,-2.116622,18.798946,-21.494955,12.237074,NaN,NaN,NaN
49.081412,-15.568705,-2.412314,18.807291,-21.385141,12.270914,NaN,NaN,NaN
49.066849,-15.549448,-2.501643,18.830488,-21.301133,12.208184,NaN,NaN,NaN
49.070664,-15.472704,-2.581814,18.822084,-21.427085,12.210351,NaN,NaN,NaN
48.774357,-15.203651,-2.478554,18.867914,-21.484259,12.261483,NaN,NaN,NaN
48.650610,-14.910350,-2.461450,18.929900,-21.544189,12.406127,NaN,NaN,NaN
48.774647,-14.840808,-2.701734,19.230904,-21.480539,12.431634,NaN,NaN,NaN
49.387222,-15.409174,-3.443609,19.642128,-21.459489,12.095172,NaN,NaN,NaN
49.377544,-15.541241,-3.377720,20.001423,-21.537616,12.155033,NaN,NaN,NaN
49.138976,-14.965043,-3.276866,20.255461,-21.802697,12.499429,NaN,NaN,NaN
49.029013,-14.505243,-3.408303,20.513800,-21.864264,12.706365,NaN,NaN,NaN
49.225484,-14.481119,-4.103238,21.079777,-22.014649,12.426794,NaN,NaN,NaN
48.878789,-13.895232,-3.721995,21.350842,-21.895748,12.355218,NaN,NaN,NaN
48.892572,-13.847229,-3.723321,21.386449,-21.911209,12.310325,NaN,NaN,NaN
48.771052,-13.698985,-3.629647,21.657110,-21.502150,13.136214,NaN,NaN,NaN
48.767529,-13.527467,-3.805367,21.636055,-21.403055,13.365050,NaN,NaN,NaN
48.535558,-13.095520,-3.615017,21.702907,-21.379055,13.450507,NaN,NaN,NaN
48.416172,-12.881902,-3.533007,21.726583,-21.439281,13.482054,NaN,NaN,NaN
48.267165,-12.692278,-3.552115,21.793014,-21.306550,13.599557,NaN,NaN,NaN
48.598484,-12.803574,-4.281009,21.932791,-21.083590,13.742270,NaN,NaN,NaN
48.964137,-13.098574,-4.759739,22.071485,-20.949304,13.954330,NaN,NaN,NaN
48.224535,-12.589968,-3.809585,22.091244,-20.958908,14.055897,NaN,NaN,NaN
48.213353,-12.593186,-3.855281,22.047906,-20.984329,13.989772,NaN,NaN,NaN
47.702677,-12.115370,-3.387223,22.047114,-20.961030,14.014525,NaN,NaN,NaN
47.403703,-11.669157,-3.450914,22.120661,-20.841533,14.092376,NaN,NaN,NaN
47.325695,-11.672666,-3.789380,22.292882,-20.681679,14.474204,NaN,NaN,NaN
47.311443,-11.503637,-4.006151,22.593245,-20.384665,15.018377,NaN,NaN,NaN
47.268784,-10.979949,-4.463781,22.708458,-19.932141,15.031020,NaN,NaN,NaN
46.387500,-10.028824,-4.332629,22.788996,-19.725286,15.077576,NaN,NaN,NaN
46.251794,-10.046185,-4.901386,22.939261,-19.416622,15.324268,NaN,NaN,NaN
47.386281,-10.535733,-6.435268,23.720240,-17.956503,16.291773,NaN,NaN,NaN
47.929862,-10.898313,-6.948340,25.614885,-16.158672,12.930518,NaN,NaN,NaN
49.237011,-12.025316,-8.259253,25.208874,-13.843318,11.265826,NaN,NaN,NaN
49.375889,-12.189120,-8.340776,24.930348,-11.471513,10.382572,NaN,NaN,NaN
49.384983,-12.308748,-8.287695,24.703216,-10.366812,10.094554,NaN,NaN,NaN
49.391050,-12.225204,-8.377532,25.247465,-10.637174,9.320441,NaN,NaN,NaN
49.391537,-12.121486,-8.522004,25.356252,-10.602586,9.078541,NaN,NaN,NaN
49.037736,-11.776890,-8.016600,25.881161,-9.893520,9.051294,NaN,NaN,NaN
49.556233,-12.428379,-8.432065,25.857518,-9.115263,8.511864,NaN,NaN,NaN
49.670785,-12.600058,-8.539610,25.678022,-8.453472,7.585552,NaN,NaN,NaN
49.837914,-12.886438,-8.463990,25.711672,-7.904460,6.274283,NaN,NaN,NaN
50.420956,-13.177741,-8.871623,26.100380,-7.192779,4.493529,NaN,NaN,NaN
50.555187,-13.200277,-9.043852,25.960365,-6.673016,3.734508,NaN,NaN,NaN
50.417794,-13.054530,-8.986040,25.305615,-6.104118,3.560504,NaN,NaN,NaN
50.565140,-12.551381,-9.118482,24.855387,-5.849985,3.109540,NaN,NaN,NaN
50.514694,-12.446430,-9.165473,24.644962,-5.884768,2.507308,NaN,NaN,NaN
50.343268,-12.246600,-9.107891,24.451345,-5.735779,2.471432,NaN,NaN,NaN
50.266059,-11.944898,-9.103746,24.298824,-5.827635,3.079789,NaN,NaN,NaN
50.680537,-12.362254,-9.314503,25.041794,-5.854223,2.649802,NaN,NaN,NaN
51.132782,-13.193154,-9.136201,25.576621,-6.062551,2.277026,NaN,NaN,NaN
51.101308,-13.400140,-9.067802,25.483918,-6.135454,2.064958,NaN,NaN,NaN
51.184865,-13.564256,-8.929151,24.848936,-6.300464,2.838397,NaN,NaN,NaN
51.252939,-13.680572,-8.924748,24.808543,-6.397369,2.810623,NaN,NaN,NaN
51.404929,-13.672466,-9.039451,24.872110,-6.303585,2.911539,NaN,NaN,NaN
51.773610,-14.489173,-9.283168,24.852546,-6.253729,2.847743,NaN,NaN,NaN
52.016831,-15.111909,-9.436604,25.077252,-6.314250,2.466603,NaN,NaN,NaN
51.815291,-14.615624,-8.900332,25.258308,-5.883416,2.199228,NaN,NaN,NaN
51.926197,-14.625066,-9.196657,25.047568,-5.620216,1.962057,NaN,NaN,NaN
52.074149,-14.387319,-9.592690,24.349457,-5.674777,2.103349,NaN,NaN,NaN
50.918757,-13.412136,-8.330845,23.814729,-5.107365,1.939066,NaN,NaN,NaN
50.594337,-12.878208,-8.613388,23.384893,-5.700488,1.233852,NaN,NaN,NaN
50.428421,-12.575228,-8.772084,22.107012,-5.647183,1.712472,NaN,NaN,NaN
50.153618,-12.177869,-8.329095,21.034575,-4.955740,0.264737,NaN,NaN,NaN
48.554964,-10.267184,-6.920920,20.381220,-5.178881,-0.836641,NaN,NaN,NaN
48.301360,-9.906475,-8.279463,19.946824,-5.600432,-1.698435,NaN,NaN,NaN
47.938842,-9.481688,-8.558882,19.792803,-5.436332,-2.214428,NaN,NaN,NaN
47.440847,-9.047680,-9.123708,19.638941,-5.512776,-2.591037,NaN,NaN,NaN
47.277614,-8.786540,-9.407832,19.610749,-5.484879,-3.160626,NaN,NaN,NaN
47.287914,-8.654121,-9.338238,19.746567,-5.385072,-3.880457,NaN,NaN,NaN
47.333506,-8.658567,-9.200946,19.720340,-5.280676,-4.061836,NaN,NaN,NaN
47.508277,-8.926255,-8.997534,19.693680,-5.259804,-4.161460,NaN,NaN,NaN
47.555200,-9.166687,-8.808188,19.690571,-5.225438,-4.204776,NaN,NaN,NaN
47.587461,-9.282303,-8.332000,19.659428,-5.340681,-4.182510,NaN,NaN,NaN
47.711868,-9.484816,-7.658749,19.320718,-5.137514,-3.699061,NaN,NaN,NaN
47.816110,-9.662435,-7.046362,19.002302,-5.358884,-3.033956,NaN,NaN,NaN
47.883811,-9.778298,-6.581661,19.048065,-5.415812,-2.845683,NaN,NaN,NaN
