pt1_dltres,pt2_dltres,pt3_dltres
5.657184,2.455850,NaN
2.566919,2.043495,NaN
3.846458,2.257402,NaN
3.747458,2.397520,NaN
3.539765,1.990901,NaN
3.164718,2.177754,NaN
3.762600,2.079294,NaN
4.118645,1.939728,NaN
4.719676,1.983939,NaN
4.581527,3.044652,NaN
4.488059,3.960872,NaN
5.348409,3.010707,NaN
4.937327,2.894197,NaN
4.932384,2.855160,NaN
5.615804,2.750602,NaN
5.460975,2.580413,NaN
5.163507,3.125748,NaN
4.956076,2.945453,NaN
5.173656,2.841445,NaN
5.268014,2.981086,NaN
5.277160,2.937641,NaN
5.640296,2.614269,NaN
5.746900,2.501096,NaN
5.161196,2.627796,NaN
5.098771,2.626557,NaN
5.036483,2.678380,NaN
5.418700,2.328104,NaN
4.895012,2.566320,NaN
4.633758,2.707311,NaN
5.967207,1.273733,NaN
6.386740,0.748310,NaN
5.559938,0.350621,NaN
6.392883,2.306299,NaN
6.031078,1.712911,NaN
5.460040,2.220180,NaN
5.201230,2.192885,NaN
4.406460,4.198014,NaN
3.999403,4.260399,NaN
3.442562,3.728768,NaN
3.207954,3.775931,NaN
2.647299,4.596691,NaN
3.001074,4.577703,NaN
2.117454,3.676817,NaN
2.303715,5.700928,NaN
2.304489,5.274251,NaN
2.361805,5.102684,NaN
1.188030,4.245999,NaN
0.844053,3.422032,NaN
0.770584,4.742169,NaN
1.843764,4.201911,NaN
2.138952,4.713761,NaN
1.204381,5.313139,NaN
1.340616,5.218302,NaN
0.973504,3.414330,NaN
0.910309,3.680412,NaN
2.203833,3.538401,NaN
0.551465,3.888075,NaN
0.587077,3.438783,NaN
1.565596,2.840250,NaN
1.730091,2.619311,NaN
1.582954,3.978347,NaN
0.704904,6.256147,NaN
0.495476,7.077002,NaN
0.051406,6.616591,NaN
0.114290,4.745969,NaN
2.128657,4.427339,NaN
1.379156,4.467980,NaN
2.051292,4.400483,NaN
2.355936,4.074924,NaN
1.676021,4.343466,NaN
1.681229,4.134006,NaN
1.159065,3.526141,NaN
1.045376,3.309217,NaN
1.007563,3.133795,NaN
0.740733,3.536887,NaN
0.708153,3.692120,NaN
0.894197,1.742375,NaN
0.893819,2.210795,NaN
0.944352,2.504391,NaN
1.363020,2.518547,NaN
1.645026,2.530659,NaN
1.289295,2.485013,NaN
1.466164,2.523159,NaN
1.901959,1.705362,NaN
2.199228,1.738287,NaN
2.272857,1.780009,NaN
2.242596,1.693523,NaN
0.360421,1.914387,NaN
0.152139,2.580060,NaN
0.120342,2.987065,NaN
0.661520,0.810190,NaN
0.889543,1.068175,NaN
0.269682,1.160547,NaN
0.073487,0.821327,NaN
0.202735,0.814308,NaN
0.014790,0.917919,NaN
0.079476,0.933803,NaN
0.146244,1.079728,NaN
0.275593,1.773490,NaN
0.213844,3.006392,NaN
0.183661,1.317981,NaN
1.280523,0.480646,NaN
0.720700,1.386666,NaN
0.594451,1.833432,NaN
0.480953,2.313059,NaN
1.426090,2.254186,NaN
1.334819,2.534067,NaN
1.056082,1.172575,NaN
1.166285,0.728955,NaN
0.980955,0.809495,NaN
1.141477,1.860687,NaN
1.006211,2.546518,NaN
0.722118,2.733347,NaN
1.075031,2.984530,NaN
1.107766,2.899357,NaN
1.038965,4.015218,NaN
1.047024,2.900001,NaN
1.823500,1.993786,NaN
0.176893,1.208320,NaN
1.906676,3.588501,NaN
2.036430,3.169191,NaN
2.495804,2.798282,NaN
2.849090,2.491823,NaN
1.621351,2.501434,NaN
1.620219,3.481032,NaN
0.900596,3.436005,NaN
0.537249,3.391568,NaN
0.756042,3.067209,NaN
1.347141,2.680754,NaN
1.452170,2.289911,NaN
2.080552,2.295806,NaN
2.780560,2.560228,NaN
1.960018,2.631410,NaN
0.958936,2.081429,NaN
1.139367,2.094436,NaN
1.292278,1.303998,NaN
1.299715,1.154852,NaN
0.527965,1.384285,NaN
0.742625,1.058234,NaN
1.371734,0.697575,NaN
1.558507,0.072184,NaN
3.756747,0.512236,NaN
1.349537,0.452890,NaN
0.194619,0.927060,NaN
0.198591,1.200425,NaN
0.412972,1.040931,NaN
0.345772,1.120085,NaN
0.547558,1.271987,NaN
0.001868,0.310119,NaN
0.779964,1.100555,NaN
1.287976,1.614640,NaN
2.041236,1.169154,NaN
1.975935,1.249466,NaN
1.811450,0.972097,NaN
1.359675,0.863403,NaN
1.484577,0.964191,NaN
1.803248,2.720862,NaN
1.822290,3.034706,NaN
1.554599,2.845566,NaN
1.464051,2.765386,NaN
1.041055,2.864749,NaN
1.120256,2.908596,NaN
1.254659,2.602490,NaN
1.071581,2.596785,NaN
0.263684,1.591726,NaN
1.131082,1.219252,NaN
1.516946,2.810761,NaN
1.571084,2.960000,NaN
1.074820,3.085923,NaN
0.688615,3.872810,NaN
1.451178,4.512727,NaN
1.460821,2.335947,NaN
1.296685,1.956728,NaN
1.060885,2.720607,NaN
1.435578,2.443474,NaN
0.568222,1.893036,NaN
0.911570,0.137654,NaN
0.476020,1.265297,NaN
0.160620,5.096789,NaN
0.447959,4.273217,NaN
0.355466,5.720363,NaN
0.676344,4.308297,NaN
0.366427,4.511331,NaN
0.899274,4.374315,NaN
1.296442,4.443096,NaN
0.768597,4.271452,NaN
0.139188,3.394990,NaN
0.358402,2.703256,NaN
1.276089,2.245981,NaN
2.497984,2.133889,NaN
1.247646,1.823631,NaN
1.358983,1.532101,NaN
1.312668,1.002109,NaN
1.751185,0.657298,NaN
0.102345,0.905949,NaN
0.466767,1.072511,NaN
0.541687,1.175918,NaN
0.390271,1.821367,NaN
0.404955,2.576062,NaN
0.673235,3.700405,NaN
0.222353,4.448094,NaN
0.710928,2.176395,NaN
0.196895,1.311597,NaN
0.856852,1.913726,NaN
0.649061,2.047697,NaN
1.006522,1.551280,NaN
1.580444,1.466499,NaN
2.688289,3.620270,NaN
2.397522,3.807340,NaN
2.196609,4.147755,NaN
1.868793,2.770765,NaN
0.897544,2.536723,NaN
1.483440,0.596412,NaN
4.137070,4.380601,NaN
2.442791,3.053147,NaN
1.687115,1.361271,NaN
1.385906,3.157387,NaN
0.371635,2.911564,NaN
1.203423,1.192505,NaN
1.250309,1.396735,NaN
4.115364,2.576643,NaN
2.688110,5.457727,NaN
1.587252,3.406452,NaN
2.127874,4.354863,NaN
1.822035,4.849564,NaN
2.449873,3.425358,NaN
1.922356,4.528721,NaN
1.273520,5.414072,NaN
2.250254,3.887767,NaN
2.428269,3.172749,NaN
2.864526,0.603237,NaN
2.927476,0.597280,NaN
2.923267,1.286017,NaN
2.984609,0.634296,NaN
4.070229,1.614905,NaN
1.918940,0.062641,NaN
0.997660,0.910133,NaN
2.475854,2.767117,NaN
2.465428,4.749927,NaN
1.811154,3.623121,NaN
1.223987,1.017436,NaN
2.003185,1.494082,NaN
2.260001,3.420528,NaN
1.934782,3.816302,NaN
3.335514,5.214133,NaN
5.271670,4.501300,NaN
4.414779,4.409730,NaN
5.423937,3.764145,NaN
4.234057,5.915809,NaN
3.253521,4.745282,NaN
4.425749,4.788793,NaN
3.976221,4.557359,NaN
3.659756,4.474141,NaN
4.106921,5.345169,NaN
3.845052,5.337128,NaN
3.982979,6.165989,NaN
3.692169,6.094897,NaN
3.691618,3.254946,NaN
3.571573,3.520965,NaN
4.143631,3.371652,NaN
3.893660,3.409828,NaN
4.680172,5.869694,NaN
5.525946,5.696034,NaN
5.286893,6.122701,NaN
5.842755,7.159507,NaN
5.094854,3.889481,NaN
4.152352,2.637374,NaN
3.362040,2.219696,NaN
4.283750,0.841774,NaN
4.473966,0.251885,NaN
3.954216,1.255770,NaN
4.030376,2.367164,NaN
4.090742,4.824160,NaN
4.037828,1.591745,NaN
3.535361,2.524444,NaN
4.347976,2.616727,NaN
3.533637,2.501021,NaN
3.389204,3.278431,NaN
3.774299,3.695931,NaN
3.942256,3.328854,NaN
3.457037,3.097010,NaN
3.530894,3.804978,NaN
3.814207,3.369364,NaN
3.836823,2.739143,NaN
3.619278,3.063214,NaN
3.878706,4.522167,NaN
4.936815,3.515734,NaN
5.003336,2.651614,NaN
4.694966,2.829694,NaN
3.759462,2.630984,NaN
5.084328,2.937026,NaN
4.808365,3.716453,NaN
4.412772,3.025079,NaN
4.240444,2.862075,NaN
5.386691,2.813775,NaN
6.131406,3.276015,NaN
4.297058,3.371503,NaN
4.330223,2.776696,NaN
3.707434,2.173565,NaN
3.138195,2.076162,NaN
3.325516,2.264622,NaN
4.279403,4.186304,NaN
4.599716,4.279688,NaN
3.753099,3.628717,NaN
3.472196,3.211890,NaN
3.238027,0.844215,NaN
2.930868,3.190596,NaN
2.987381,3.493051,NaN
2.699225,3.493051,NaN
2.916632,3.069160,NaN
