pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
43.425066,-7.331515,-6.096252,21.539205,-9.098246,5.846063
43.818266,-7.654006,-6.027755,21.654556,-9.094646,5.844381
43.963288,-8.024128,-5.888171,21.688883,-9.295716,5.892537
43.922403,-8.442717,-5.669775,21.653415,-9.676937,5.990006
43.826474,-8.886452,-5.357605,21.572965,-10.174959,6.134111
43.801860,-9.328720,-4.956867,21.480243,-10.700565,6.316898
43.871185,-9.741300,-4.512341,21.402836,-11.175571,6.523751
43.983971,-10.081972,-4.094211,21.354554,-11.546187,6.734149
44.074144,-10.296823,-3.766658,21.334827,-11.787622,6.924776
44.077887,-10.351739,-3.562847,21.334085,-11.910243,7.074835
43.988567,-10.272638,-3.481459,21.342377,-11.951271,7.170802
43.866932,-10.137089,-3.502001,21.353936,-11.946676,7.207243
43.763262,-10.012574,-3.595917,21.364742,-11.915455,7.185115
43.692808,-9.917937,-3.733694,21.368544,-11.856848,7.108741
43.667528,-9.838941,-3.890430,21.355733,-11.756691,6.983470
43.669676,-9.756463,-4.043498,21.315344,-11.609796,6.815991
43.644924,-9.657884,-4.165309,21.240806,-11.436384,6.615968
43.579597,-9.546106,-4.222365,21.135996,-11.272785,6.396004
43.518627,-9.445941,-4.183342,21.015579,-11.148040,6.168514
43.504477,-9.400914,-4.032314,20.899236,-11.062515,5.940760
43.564021,-9.459221,-3.775926,20.803757,-10.985935,5.711756
43.701373,-9.640190,-3.436566,20.735810,-10.885207,5.474389
43.838425,-9.890722,-3.039217,20.689048,-10.759265,5.221272
43.808904,-10.084909,-2.607302,20.650774,-10.638135,4.948517
43.483023,-10.101342,-2.179243,20.613327,-10.536003,4.651967
42.928642,-9.926737,-1.828304,20.578717,-10.423492,4.318930
42.398148,-9.667362,-1.640352,20.555880,-10.251442,3.927253
42.100478,-9.436521,-1.641750,20.555498,-9.983219,3.453323
42.100192,-9.286552,-1.774614,20.584015,-9.613991,2.883197
42.350164,-9.219100,-1.932210,20.636912,-9.170118,2.221165
42.756743,-9.219148,-2.015053,20.693959,-8.693202,1.490844
43.192765,-9.259113,-1.967673,20.724703,-8.224687,0.728279
43.511354,-9.290246,-1.786114,20.701080,-7.799166,-0.028393
43.585020,-9.257649,-1.507052,20.606028,-7.446146,-0.745326
43.400768,-9.133464,-1.181063,20.438193,-7.188404,-1.391983
43.098366,-8.945294,-0.857949,20.214195,-7.027356,-1.935808
42.846511,-8.762741,-0.595935,19.959890,-6.936869,-2.335778
42.698146,-8.644956,-0.466075,19.690640,-6.879566,-2.540475
42.571737,-8.596543,-0.536477,19.400315,-6.838196,-2.497640
42.344999,-8.569365,-0.854376,19.069958,-6.840647,-2.174102
41.936262,-8.489809,-1.425280,18.685337,-6.953933,-1.575620
41.325499,-8.298340,-2.190285,18.249785,-7.237274,-0.755906
40.531891,-7.988536,-3.019873,17.789990,-7.685754,0.187397
39.624884,-7.613516,-3.747206,17.352860,-8.226255,1.130587
38.760798,-7.243086,-4.230817,16.993224,-8.773928,1.952434
38.122069,-6.947614,-4.420323,16.754907,-9.258952,2.558642
37.797829,-6.795956,-4.373712,16.649074,-9.630608,2.897927
37.733306,-6.812246,-4.209142,16.645519,-9.858100,2.968406
37.798465,-6.939185,-4.033648,16.685135,-9.920726,2.814006
37.885834,-7.081485,-3.911605,16.699751,-9.815446,2.510817
37.916240,-7.176802,-3.870772,16.629892,-9.578078,2.146333
37.831567,-7.214694,-3.911816,16.441823,-9.279450,1.796404
37.617090,-7.207997,-4.011671,16.140262,-8.997559,1.504740
37.304106,-7.163100,-4.128170,15.766122,-8.784496,1.272081
36.932433,-7.069810,-4.203788,15.377842,-8.655243,1.060192
36.543111,-6.903443,-4.160276,15.031488,-8.597492,0.807397
36.208833,-6.641524,-3.903614,14.765456,-8.590098,0.452064
36.054189,-6.289917,-3.356601,14.589882,-8.616975,-0.042191
36.210220,-5.889592,-2.505035,14.480875,-8.668635,-0.668831
36.668556,-5.493415,-1.427828,14.379362,-8.735362,-1.376673
37.169782,-5.128382,-0.277178,14.202088,-8.798514,-2.085552
37.325857,-4.795771,0.800261,13.881496,-8.835710,-2.709135
36.915793,-4.541063,1.746887,13.406517,-8.844074,-3.175462
36.067508,-4.496951,2.613224,12.833646,-8.837773,-3.440494
