pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
0.553126,0.635080,0.948775,0.649411,0.825749,1.139041
0.484877,0.630024,0.890313,0.642457,0.753070,1.080413
0.461286,0.642287,0.953251,0.711522,0.851965,1.168193
0.500463,0.649823,0.991312,0.649782,0.756582,1.048096
0.487338,0.648158,0.936833,0.657032,0.793729,1.197469
0.488283,0.612723,0.918125,0.620716,0.820277,1.051555
0.486525,0.590133,0.924389,0.703544,0.783681,1.109678
0.544887,0.631671,0.987203,0.668631,0.736146,1.148501
0.522506,0.619274,0.928494,0.624918,0.794463,1.106032
0.523844,0.642566,0.965617,0.708061,0.765815,1.055146
0.553440,0.638213,0.848179,0.655896,0.781086,1.093055
0.463283,0.584417,0.945160,0.680569,0.799359,1.061717
0.495253,0.646585,0.915121,0.675495,0.810173,1.041970
0.568595,0.692149,0.966303,0.666794,0.816526,1.125278
0.515655,0.605319,0.938826,0.717365,0.729483,1.088052
0.547047,0.633966,0.953742,0.641995,0.805592,1.188194
0.504267,0.630089,0.941902,0.640600,0.713625,1.109709
0.533083,0.663767,1.011971,0.660708,0.767631,1.130228
0.528393,0.578765,0.989145,0.621852,0.788377,1.083981
0.483004,0.620075,0.931074,0.705876,0.789912,1.072866
0.475108,0.642147,0.894536,0.673314,0.761339,1.073522
0.529245,0.581221,0.919505,0.641679,0.773519,1.077153
0.495307,0.592953,0.926023,0.657199,0.788853,1.142343
0.486410,0.646968,0.980745,0.719848,0.728495,1.113259
0.495843,0.587303,0.927391,0.654097,0.764408,0.992465
0.548972,0.640026,1.031621,0.623296,0.778816,1.031607
0.484261,0.687797,1.024445,0.687962,0.693724,1.088003
0.490481,0.634809,0.906322,0.648605,0.761051,1.092556
0.529264,0.646264,0.954916,0.661938,0.784898,1.168949
0.475427,0.622501,0.936958,0.638181,0.775330,1.144590
0.573695,0.631528,0.955686,0.679923,0.748058,1.089732
0.519963,0.626446,0.859197,0.689502,0.842171,1.137512
0.528321,0.602360,0.954540,0.640881,0.839531,1.169230
0.530596,0.628328,0.933568,0.656822,0.804431,1.150229
0.499878,0.654077,0.912360,0.682778,0.719364,1.134402
0.518546,0.626954,0.952383,0.729499,0.849441,1.219512
0.513375,0.633310,0.920714,0.672830,0.727142,1.076028
0.504426,0.634326,0.883590,0.673794,0.772381,1.165755
0.510681,0.612322,0.974069,0.652979,0.788784,1.161276
0.531864,0.577260,0.926205,0.643729,0.808039,1.143968
0.509918,0.554975,0.941678,0.631971,0.745160,1.152682
0.513867,0.637393,0.972021,0.671762,0.838355,1.163582
0.493250,0.571654,0.860413,0.698140,0.737688,1.166425
0.512103,0.607620,0.886527,0.655258,0.733015,1.085113
0.488795,0.638436,0.883982,0.678247,0.789282,1.018146
0.507239,0.634494,0.894099,0.652427,0.765634,1.187082
0.535452,0.630870,0.994568,0.624924,0.756994,1.145222
0.499422,0.632710,0.882615,0.698250,0.780425,1.208672
0.487093,0.618857,0.908341,0.623094,0.747998,1.110686
0.524053,0.670038,0.957612,0.651997,0.770314,1.151224
0.494187,0.629504,0.867927,0.659711,0.701006,1.108607
0.528184,0.607140,0.906222,0.674593,0.809333,1.193811
0.479777,0.633238,0.936889,0.649685,0.843912,1.128776
0.482950,0.653733,0.976719,0.678149,0.804017,1.084163
0.487736,0.613637,0.930787,0.656658,0.750282,1.061549
0.504808,0.532727,0.903917,0.626176,0.760898,1.104803
0.463460,0.702271,1.015427,0.649693,0.777406,1.153926
0.490304,0.618215,0.999998,0.667252,0.765396,1.132126
0.525686,0.611933,0.910028,0.639934,0.789172,1.100695
0.507517,0.645789,0.942434,0.635814,0.766230,1.082286
0.506613,0.587598,0.832047,0.620366,0.840231,1.125280
0.519187,0.651394,0.998834,0.630625,0.776436,1.191313
0.506422,0.601724,0.920569,0.673094,0.772165,1.040076
0.512221,0.621395,0.966983,0.662529,0.798807,1.191421
0.513532,0.602152,0.873541,0.686691,0.768685,1.110912
0.523343,0.574355,0.876859,0.654655,0.771708,1.089319
0.496740,0.692185,0.982314,0.678559,0.709459,1.070960
0.514043,0.656909,0.964886,0.658762,0.787613,1.081434
0.516108,0.661053,0.950856,0.658938,0.773851,1.067459
0.530554,0.638849,0.952178,0.672388,0.783333,1.066734
0.523445,0.625758,0.952721,0.629133,0.705885,1.147117
0.504847,0.616351,0.869414,0.650641,0.812446,1.058886
0.540578,0.589018,0.940619,0.640436,0.804768,1.083493
0.540419,0.553522,0.869698,0.597624,0.762031,1.097241
0.524466,0.649454,0.909345,0.683790,0.852075,1.129843
0.532908,0.638080,0.885020,0.689120,0.766686,1.138459
0.518675,0.601377,0.846264,0.715679,0.736977,1.035244
0.538796,0.581942,0.917497,0.655425,0.775983,1.110542
0.521073,0.647000,0.996394,0.674112,0.798788,1.100411
0.564748,0.624588,0.875235,0.684338,0.772754,1.162259
0.510416,0.578048,0.864569,0.704604,0.763023,1.133546
0.524714,0.613707,0.882495,0.635900,0.752100,1.104948
0.525270,0.650305,0.956789,0.657195,0.749274,1.097659
0.527016,0.643450,0.840524,0.679227,0.820705,1.133710
0.504329,0.603052,0.837142,0.649945,0.817023,1.118651
0.493308,0.591185,0.846091,0.716317,0.760044,1.053711
0.517548,0.623475,0.925689,0.648847,0.777540,1.087262
0.506294,0.555062,0.868600,0.596720,0.725511,1.136921
0.523922,0.598806,0.885258,0.648949,0.744048,1.001655
0.492078,0.657742,0.918438,0.661239,0.745912,1.042054
0.472148,0.587388,0.829282,0.712645,0.743567,1.035949
0.522681,0.602495,0.859766,0.609084,0.827623,1.131073
0.505720,0.561737,0.807537,0.639551,0.762849,1.168909
0.529030,0.622578,0.853186,0.667143,0.778942,1.100425
0.514974,0.571255,0.844521,0.627095,0.784401,1.166600
0.515446,0.566669,0.860267,0.664338,0.724119,1.069317
0.506560,0.598745,0.862716,0.649724,0.798832,1.128422
0.545176,0.582152,0.836615,0.679281,0.739617,1.062681
0.518050,0.584522,0.873241,0.650234,0.835220,1.078419
0.516639,0.632744,0.852728,0.661434,0.736092,1.062512
0.537840,0.567704,0.916913,0.736955,0.766876,1.133273
0.493183,0.668417,0.917856,0.684049,0.724070,1.033238
0.511927,0.589684,0.852556,0.646600,0.744264,1.074301
0.462054,0.611340,0.888366,0.691717,0.773336,1.088108
0.533229,0.593400,0.840622,0.663668,0.780382,1.111201
0.473522,0.587429,0.873119,0.672738,0.766363,1.025601
0.544406,0.606213,0.888948,0.698592,0.797043,1.145238
0.515248,0.610519,0.945887,0.635496,0.783583,1.038457
0.490897,0.600290,0.933014,0.650357,0.735567,1.133501
0.476737,0.686428,0.947408,0.632187,0.806537,1.090161
0.543482,0.664334,0.865240,0.622391,0.800806,1.071215
0.521829,0.564521,0.880470,0.675241,0.747080,1.044148
0.513652,0.600329,0.897777,0.650598,0.781239,1.084545
0.514473,0.643909,0.928926,0.701164,0.733541,1.097485
0.545485,0.667649,0.957114,0.650528,0.747297,1.077905
0.481925,0.640191,0.889707,0.657629,0.810293,1.051969
0.506491,0.609286,0.898670,0.643588,0.801079,1.069613
0.472908,0.600839,0.863581,0.661028,0.788686,1.070740
0.494863,0.567920,0.874856,0.689154,0.821732,1.155995
0.496288,0.593931,0.871939,0.700014,0.786175,1.062052
0.521317,0.615629,0.929923,0.736296,0.863326,1.124522
0.489572,0.571930,0.862007,0.651953,0.758499,1.080439
0.528937,0.619311,0.921690,0.661063,0.757812,1.075704
0.502693,0.624358,0.841803,0.690034,0.722551,1.006361
0.533431,0.676843,0.855178,0.627289,0.768146,1.040892
0.492710,0.589079,0.857390,0.698242,0.747475,1.066437
0.540255,0.613942,0.915695,0.687365,0.737735,1.013561
0.499250,0.676519,1.004412,0.616144,0.851641,1.152020
0.526288,0.655313,0.908736,0.652894,0.789272,1.088647
0.526821,0.598316,0.887908,0.680442,0.795635,1.081474
0.491793,0.612118,0.883025,0.699377,0.751700,1.150468
