pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y
653.557294,525.209386,600.370148,476.410706,635.758123,480.711459,527.347907,434.879307,NaN,NaN,NaN,NaN
653.950000,525.080000,600.370148,477.779873,635.940000,481.540000,524.609573,435.792085,NaN,NaN,NaN,NaN
653.880000,525.220000,600.370148,477.779873,636.080000,481.490000,525.065962,436.248474,NaN,NaN,NaN,NaN
653.320000,525.500000,600.370148,477.779873,635.800000,482.120000,525.065962,436.248474,NaN,NaN,NaN,NaN
653.080000,526.110000,599.000981,479.605429,635.830000,482.350000,525.065962,438.986808,NaN,NaN,NaN,NaN
652.400000,527.040000,598.088203,480.061818,635.880000,482.860000,525.065962,438.986808,NaN,NaN,NaN,NaN
652.040000,527.690000,598.088203,480.061818,635.970000,483.170000,525.065962,439.443197,NaN,NaN,NaN,NaN
650.880000,528.730000,596.262647,480.974596,635.940000,483.300000,526.891518,439.443197,NaN,NaN,NaN,NaN
649.790000,529.660000,596.262647,480.974596,635.980000,484.060000,527.347907,439.443197,NaN,NaN,NaN,NaN
649.520000,529.750000,599.000981,480.974596,636.030000,485.190000,526.891518,440.355975,NaN,NaN,NaN,NaN
649.050000,529.860000,598.544592,481.430985,635.920000,485.170000,526.891518,441.268753,NaN,NaN,NaN,NaN
649.220000,529.780000,597.175425,481.430985,636.190000,484.920000,527.347907,439.899586,NaN,NaN,NaN,NaN
648.850000,529.900000,598.088203,482.343763,636.200000,485.940000,530.999019,444.919865,NaN,NaN,NaN,NaN
648.190000,530.140000,598.088203,482.343763,636.280000,486.880000,530.999019,444.919865,NaN,NaN,NaN,NaN
647.550000,530.510000,598.088203,482.343763,636.880000,487.190000,530.086241,444.463476,NaN,NaN,NaN,NaN
646.650000,531.410000,597.631814,484.169319,636.910000,488.230000,531.911797,444.007087,NaN,NaN,NaN,NaN
645.980000,532.230000,597.175425,484.169319,637.530000,488.670000,533.280964,445.832643,NaN,NaN,NaN,NaN
645.700000,532.980000,597.175425,485.082097,638.220000,488.530000,533.737353,443.550698,NaN,NaN,NaN,NaN
644.880000,533.720000,597.175425,485.082097,638.990000,488.890000,534.193742,443.094309,NaN,NaN,NaN,NaN
644.480000,533.840000,597.175425,485.538486,639.870000,488.960000,535.562909,443.094309,NaN,NaN,NaN,NaN
644.160000,533.850000,597.175425,485.538486,639.670000,488.940000,535.562909,443.094309,NaN,NaN,NaN,NaN
644.280000,533.780000,599.000981,485.538486,640.550207,489.611044,534.650131,444.007087,NaN,NaN,NaN,NaN
644.160000,533.760000,599.913759,484.169319,640.820000,490.250000,536.475687,449.027366,NaN,NaN,NaN,NaN
644.820000,533.350000,600.370148,484.169319,639.760000,491.700000,536.019298,449.483755,NaN,NaN,NaN,NaN
645.980000,532.610000,600.826537,481.430985,633.019789,495.087712,534.193742,452.222089,NaN,NaN,NaN,NaN
646.180000,532.020000,602.195704,481.430985,631.650622,497.141463,534.650131,455.873201,NaN,NaN,NaN,NaN
643.973125,533.424388,604.021260,483.256541,630.040000,498.720000,534.650131,456.329590,NaN,NaN,NaN,NaN
642.960000,533.650000,601.739315,484.169319,629.310000,499.360000,535.106520,459.067924,NaN,NaN,NaN,NaN
643.050000,533.530000,602.195704,484.169319,628.750000,500.330000,535.106520,459.067924,NaN,NaN,NaN,NaN
642.920000,533.760000,603.108482,484.169319,628.690000,500.460000,535.106520,459.067924,NaN,NaN,NaN,NaN
641.050000,534.260000,598.544592,485.538486,629.840000,500.030000,535.106520,459.067924,NaN,NaN,NaN,NaN
637.030000,535.810000,594.437091,488.276820,639.181040,497.826046,539.214021,453.134867,NaN,NaN,NaN,NaN
