pt1_X+-CI,pt1_Y+-CI,pt1_Z+-CI,pt2_X+-CI,pt2_Y+-CI,pt2_Z+-CI
0.579875,0.620576,0.921238,0.787639,0.833198,1.159362
0.531523,0.639259,0.903747,0.865180,0.860550,1.220745
0.589325,0.568576,0.786340,0.819743,0.868526,1.241746
0.567136,0.631186,0.818137,0.810027,0.896755,1.283951
0.601379,0.573770,0.850725,0.812150,0.867754,1.289658
0.620722,0.618947,0.888553,0.762830,0.887707,1.182367
0.583404,0.601132,0.854397,0.830458,0.837974,1.250040
0.567716,0.652571,0.965607,0.818382,0.832549,1.216445
0.579511,0.622394,0.900987,0.774858,0.836393,1.258004
0.605538,0.592397,0.813229,0.832576,0.853204,1.329090
0.588161,0.605332,0.844966,0.793639,0.859631,1.162595
0.587772,0.615285,0.914522,0.799570,0.871336,1.267275
0.539915,0.652821,0.885484,0.766963,0.830591,1.248073
0.559762,0.667351,0.974300,0.822904,0.840326,1.233074
0.590233,0.619811,0.878310,0.779320,0.876779,1.134597
0.542368,0.638704,0.920463,0.784243,0.887869,1.218855
0.530088,0.602525,0.874919,0.813824,0.885857,1.187736
0.576666,0.630114,0.871245,0.816199,0.845135,1.255922
0.567487,0.629699,0.966223,0.852999,0.804780,1.111591
0.542013,0.576291,0.838512,0.812826,0.932475,1.271070
0.580539,0.665995,0.874712,0.844876,0.840229,1.204798
0.601559,0.626747,0.898668,0.817428,0.828793,1.206983
0.591797,0.684925,0.958712,0.772724,0.869088,1.314305
0.553234,0.637417,0.886753,0.766108,0.921342,1.299746
0.571857,0.604986,0.862932,0.837390,0.882867,1.179385
0.565737,0.633367,0.887217,0.816870,0.787890,1.267733
0.564051,0.671932,0.880572,0.827400,0.879520,1.333847
0.557080,0.602769,0.874588,0.810171,0.883148,1.157566
0.552756,0.662285,0.887765,0.780261,0.816502,1.220882
0.545605,0.576619,0.856398,0.812212,0.883391,1.202454
0.553582,0.644257,0.926471,0.860722,0.850785,1.292515
0.548343,0.616940,0.885695,0.802856,0.969711,1.209779
0.555717,0.597206,0.865141,0.813646,0.861215,1.241404
0.579469,0.566963,0.819353,0.780566,0.918488,1.288881
0.560652,0.615906,0.931608,0.774264,0.815627,1.323883
0.610101,0.649902,0.925607,0.785636,0.865742,1.196268
0.560897,0.578817,0.874516,0.770344,0.906079,1.188089
0.563974,0.649276,0.913548,0.763073,0.868041,1.249037
0.555270,0.592574,0.867557,0.810473,0.883519,1.267261
0.573429,0.616877,0.872640,0.820931,0.859070,1.174759
0.582714,0.647058,0.862979,0.830955,0.815647,1.216707
0.582763,0.574167,0.866197,0.785577,0.818766,1.248046
0.510787,0.637004,0.979943,0.803855,0.937794,1.299666
0.575035,0.615546,0.906808,0.755497,0.859911,1.304295
0.531056,0.612319,0.894491,0.851641,0.916239,1.291693
0.571874,0.618961,0.894264,0.846519,0.806134,1.295105
0.548235,0.639619,0.898805,0.785952,0.868353,1.179754
0.545756,0.674800,0.858292,0.763175,0.830306,1.200238
0.551556,0.702805,0.918534,0.807605,0.868491,1.175387
0.549973,0.600556,0.944068,0.830857,0.855517,1.210469
0.576441,0.680921,0.906886,0.721392,0.808656,1.190824
0.538674,0.594119,0.916143,0.802307,0.802427,1.210661
0.600516,0.590521,0.882614,0.795703,0.867964,1.277584
0.553691,0.664142,0.919358,0.705833,0.831847,1.191411
0.547140,0.597608,0.853088,0.830260,0.845377,1.174574
0.556286,0.581828,0.918809,0.767842,0.864910,1.352718
0.578224,0.617574,0.914493,0.749843,0.802003,1.260480
0.573083,0.602224,0.846672,0.740686,0.870218,1.197643
0.559511,0.622055,0.865276,0.759507,0.797121,1.211550
0.570825,0.585649,0.918344,0.774765,0.877845,1.257285
0.586986,0.671763,0.872784,0.802492,0.877556,1.354660
0.557652,0.652883,0.941351,0.791619,0.922414,1.247996
0.555567,0.624623,0.867800,0.802964,0.854103,1.288472
0.570939,0.683646,0.849307,0.747084,0.818157,1.198642
0.553065,0.624456,0.952758,0.830906,0.850693,1.278725
0.542745,0.653887,0.919639,0.744712,0.873644,1.215526
0.571809,0.590043,0.813389,0.843084,0.904097,1.256839
0.534608,0.640981,0.867522,0.789084,0.849373,1.144380
0.592440,0.594014,0.942631,0.826537,0.964282,1.306153
0.618285,0.655196,0.909956,0.774575,0.833400,1.162743
0.565493,0.636200,0.892356,0.811900,0.896637,1.249831
0.573661,0.645461,0.927801,0.800828,0.863208,1.247715
0.582557,0.657309,0.874761,0.813380,0.796776,1.246750
0.566079,0.673921,0.909627,0.811629,0.916970,1.172060
0.574695,0.676221,0.972972,0.808839,0.816687,1.251011
0.546402,0.648978,0.912185,0.703259,0.886004,1.295654
0.582359,0.568938,0.909397,0.780822,0.834426,1.262835
0.570013,0.594614,0.904337,0.752195,0.890833,1.247039
0.534714,0.592123,0.855927,0.732096,0.803052,1.114102
0.556062,0.627985,0.872043,0.825284,0.823611,1.123510
0.579208,0.665534,0.883205,0.720030,0.863721,1.272924
0.560645,0.633777,0.931689,0.829109,0.839189,1.277332
0.571268,0.620952,0.955161,0.768825,0.865913,1.190986
0.560716,0.658720,0.882294,0.774750,0.896553,1.239783
0.584617,0.581938,0.866573,0.746317,0.887440,1.229999
0.615569,0.590274,0.791537,0.764329,0.892976,1.262233
0.545813,0.638566,0.930042,0.765252,0.834891,1.255701
0.558052,0.627044,0.887569,0.800279,0.863497,1.195783
0.574646,0.669703,0.854627,0.776344,0.891184,1.288326
0.509203,0.584878,0.901677,0.762683,0.821397,1.252316
0.564809,0.635679,0.930301,0.738064,0.840591,1.212023
0.606076,0.572464,0.897831,0.866878,0.870721,1.231995
0.571813,0.597799,0.875085,0.783095,0.893922,1.340996
0.567967,0.609811,0.913229,0.799420,0.827014,1.224317
0.604694,0.584883,0.941685,0.790747,0.869302,1.235921
0.554252,0.664770,0.878796,0.850061,0.896383,1.386806
0.611039,0.643712,0.867890,0.826912,0.896590,1.302279
0.559998,0.598136,0.889167,0.776045,0.842825,1.204347
0.571653,0.614401,0.918513,0.864397,0.836489,1.243805
0.553892,0.697830,0.947050,0.879786,0.871573,1.148446
0.591569,0.603230,0.857272,0.807708,0.843754,1.290873
0.587344,0.616282,0.866301,0.795104,0.895014,1.230909
0.552671,0.667543,0.942642,0.821955,0.906862,1.227175
0.547984,0.642440,0.906789,0.765878,0.840110,1.141195
0.601657,0.623502,0.814511,0.833408,0.835023,1.257015
0.572629,0.605813,0.850300,0.787568,0.826200,1.176300
0.523750,0.622161,0.923559,0.808944,0.792399,1.182183
0.563872,0.602610,0.934679,0.797494,0.838063,1.221296
0.534330,0.610830,0.885391,0.749886,0.912927,1.325294
0.614781,0.624324,0.915356,0.763279,0.827185,1.205171
0.601302,0.628160,0.905242,0.726807,0.785148,1.131086
0.573784,0.622585,0.905919,0.830451,0.834318,1.230787
0.553235,0.602229,0.887620,0.802157,0.791951,1.185161
0.527198,0.567821,0.815513,0.847763,0.827344,1.163300
0.570697,0.571870,0.855658,0.780498,0.901354,1.278089
0.560989,0.643573,0.929407,0.833406,0.890679,1.318329
0.553396,0.623479,0.916311,0.819674,0.877131,1.269066
0.557162,0.572359,0.852641,0.761187,0.956986,1.316706
0.523069,0.606960,0.799317,0.802645,0.866557,1.195155
0.578545,0.619763,0.881453,0.766404,0.946337,1.362565
0.545357,0.640730,0.921808,0.814540,0.869878,1.197501
