pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
40.968103,-6.477944,28.050051,25.373838,-21.431727,25.795470,NaN,NaN,NaN
48.741023,-17.689344,17.759954,25.440409,-21.413627,25.379619,NaN,NaN,NaN
48.994621,-17.852531,17.984630,25.614672,-20.978619,25.157068,NaN,NaN,NaN
49.586083,-17.961705,17.250773,25.862116,-20.579430,24.785828,NaN,NaN,NaN
49.790701,-17.785118,17.537357,26.070885,-20.023650,24.444100,NaN,NaN,NaN
49.327736,-17.608515,18.383963,26.179871,-19.440229,24.258629,NaN,NaN,NaN
49.757051,-18.247782,18.296624,26.318406,-18.989253,24.380371,NaN,NaN,NaN
49.758789,-18.269555,18.329152,25.980954,-18.751600,24.642984,NaN,NaN,NaN
49.765868,-18.313688,18.404022,25.864428,-18.595918,24.693546,NaN,NaN,NaN
49.842157,-18.921786,18.447081,25.820388,-18.487696,24.478129,NaN,NaN,NaN
49.818888,-19.002268,18.492578,25.800764,-18.462208,24.505248,NaN,NaN,NaN
49.839578,-19.016344,18.562842,25.796666,-18.538074,24.552872,NaN,NaN,NaN
49.848057,-19.041009,18.616057,25.767152,-18.754930,24.623438,NaN,NaN,NaN
48.999903,-18.239943,19.801176,25.708195,-19.151297,24.707206,NaN,NaN,NaN
49.355426,-18.807713,19.313919,25.631792,-19.492554,24.800014,NaN,NaN,NaN
49.289211,-18.908232,19.277221,25.514342,-19.707097,24.987928,NaN,NaN,NaN
49.346915,-19.229118,19.214183,25.454231,-19.823124,25.081472,NaN,NaN,NaN
49.182882,-19.105957,19.388594,25.482812,-19.929300,25.060585,NaN,NaN,NaN
49.009372,-18.983063,19.539523,25.467658,-19.956233,25.029598,NaN,NaN,NaN
48.721555,-18.712741,19.958444,25.388803,-19.914490,25.070232,NaN,NaN,NaN
48.743174,-18.730563,20.035758,25.487977,-19.775585,25.022993,NaN,NaN,NaN
48.754441,-18.737755,20.073344,25.479783,-19.780085,25.021173,NaN,NaN,NaN
48.731182,-18.811125,20.109614,25.583152,-19.617976,24.999044,NaN,NaN,NaN
