pt1filt_X,pt1filt_Y,pt1filt_Z,pt2filt_X,pt2filt_Y,pt2filt_Z
55.366258,-18.616841,5.966468,38.565728,-19.992783,25.020437
55.584840,-18.486708,5.777690,38.698639,-20.081791,24.990523
55.803648,-18.426885,5.622842,38.818483,-20.150452,24.960510
56.019264,-18.440648,5.497299,38.924981,-20.198716,24.932263
56.216391,-18.523640,5.395947,39.017501,-20.226188,24.909943
56.374567,-18.657182,5.315473,39.095223,-20.231757,24.899234
56.485760,-18.814413,5.251501,39.157636,-20.213937,24.906138
56.559246,-18.972456,5.197085,39.205156,-20.172300,24.936670
56.610500,-19.117054,5.145474,39.239756,-20.109130,24.995773
56.646601,-19.238524,5.094006,39.265476,-20.030448,25.084080
56.663957,-19.327393,5.043113,39.288617,-19.945797,25.194131
56.657286,-19.375230,4.991311,39.317336,-19.866359,25.308932
56.627618,-19.375076,4.932141,39.360465,-19.801646,25.404430
56.585644,-19.321896,4.854801,39.425516,-19.756582,25.456847
56.549553,-19.213259,4.748104,39.516714,-19.730981,25.451256
56.535781,-19.049259,4.606350,39.633882,-19.721028,25.387179
56.546269,-18.833214,4.433698,39.772501,-19.721205,25.279519
56.567062,-18.578445,4.242033,39.924757,-19.725235,25.155493
56.579463,-18.315234,4.044578,40.081039,-19.726804,25.047653
56.574185,-18.087982,3.850585,40.231545,-19.721575,24.983654
56.557032,-17.939820,3.665095,40.367815,-19.709239,24.975866
56.546212,-17.897381,3.491999,40.483322,-19.693309,25.019069
56.562906,-17.964446,3.336985,40.573450,-19.679387,25.093626
56.618036,-18.122874,3.208317,40.635311,-19.672844,25.170686
56.703912,-18.337831,3.114469,40.667521,-19.676454,25.218811
56.796360,-18.563978,3.059799,40.670078,-19.688660,25.212240
56.861176,-18.749810,3.042162,40.644616,-19.703464,25.139237
56.861739,-18.843652,3.052321,40.595218,-19.712462,25.006597
56.766982,-18.803145,3.074162,40.529805,-19.708410,24.838087
56.560573,-18.607319,3.085394,40.461853,-19.689200,24.667514
56.248678,-18.267625,3.058559,40.411816,-19.660676,24.527989
55.858464,-17.830286,2.963499,40.407135,-19.636261,24.440968
55.420533,-17.361342,2.774595,40.479902,-19.632347,24.409685
54.941776,-16.916710,2.482829,40.661728,-19.661635,24.418251
54.395758,-16.518928,2.103493,40.976662,-19.728760,24.430022
53.736817,-16.149567,1.676171,41.433939,-19.828544,24.387381
52.930727,-15.757380,1.256814,42.023523,-19.944901,24.228874
51.987446,-15.280991,0.902089,42.715591,-20.050575,23.921965
50.973721,-14.681340,0.648609,43.463696,-20.109585,23.491133
49.990253,-13.967592,0.495680,44.211493,-20.085408,23.015142
49.136924,-13.193819,0.406314,44.902013,-19.953950,22.585987
48.489272,-12.429351,0.329549,45.485699,-19.710501,22.266592
48.090897,-11.737993,0.223428,45.925148,-19.366252,22.071256
47.959183,-11.170523,0.067475,46.197598,-18.937780,21.964990
48.098206,-10.765275,-0.137349,46.296125,-18.435995,21.874711
