pt1_dltres,pt2_dltres,pt3_dltres
17.565346,0.268115,NaN
6.836932,0.680476,NaN
5.738859,1.060466,NaN
7.567360,1.481249,NaN
7.312523,1.391751,NaN
7.411979,1.495759,NaN
5.738673,1.715089,NaN
5.851027,1.802153,NaN
6.089422,1.852336,NaN
5.320811,1.739104,NaN
5.646974,1.846550,NaN
5.778468,1.900622,NaN
5.925347,1.957007,NaN
6.027025,2.052992,NaN
5.656690,2.000414,NaN
5.952294,2.009186,NaN
5.045335,1.999738,NaN
4.732892,1.909977,NaN
4.393257,1.982452,NaN
3.771130,2.084035,NaN
3.923811,1.971875,NaN
3.993067,1.953650,NaN
4.284254,1.683940,NaN
5.389210,1.756955,NaN
3.819088,1.743052,NaN
2.906782,1.747172,NaN
2.846063,1.742007,NaN
4.517092,1.599762,NaN
4.317549,1.905998,NaN
4.169446,1.698302,NaN
5.540356,1.615949,NaN
5.261766,1.673954,NaN
4.766683,1.585458,NaN
3.715505,1.731497,NaN
4.668116,1.689969,NaN
3.507617,2.297580,NaN
2.962996,0.606953,NaN
2.747109,0.470393,NaN
2.977429,0.325760,NaN
2.626317,0.282412,NaN
2.504289,0.112646,NaN
3.208806,1.489527,NaN
3.267492,1.811068,NaN
2.573915,0.482700,NaN
2.502192,0.532442,NaN
1.624299,0.667333,NaN
1.012299,3.574442,NaN
0.636576,1.116319,NaN
0.520486,0.083328,NaN
1.409411,0.363662,NaN
2.422740,0.345396,NaN
0.785674,0.965382,NaN
1.607121,1.421680,NaN
1.651831,0.885065,NaN
0.913409,0.525709,NaN
0.086701,0.539994,NaN
0.936167,0.840194,NaN
1.702444,0.873794,NaN
2.313103,1.103318,NaN
0.375896,0.056924,NaN
0.512709,0.738743,NaN
0.732425,4.352736,NaN
1.467316,2.588223,NaN
2.788450,1.789761,NaN
0.527003,1.728680,NaN
0.284680,4.792932,NaN
0.212368,3.823234,NaN
0.280666,4.003239,NaN
2.354433,5.514667,NaN
1.042817,5.327745,NaN
0.566897,3.323484,NaN
0.074847,3.155899,NaN
1.996604,4.062775,NaN
0.480794,4.552448,NaN
1.045146,4.101895,NaN
1.518942,1.410903,NaN
1.849595,1.101550,NaN
2.078876,1.046546,NaN
2.258816,1.050934,NaN
1.454548,0.592113,NaN
1.065775,0.677317,NaN
0.220587,0.225958,NaN
0.288661,0.105941,NaN
0.275356,0.162389,NaN
0.469964,0.986203,NaN
0.417831,1.120291,NaN
1.866544,3.428067,NaN
0.400317,2.996448,NaN
0.677932,1.795296,NaN
0.193704,1.092297,NaN
0.051867,0.999310,NaN
0.168070,1.059184,NaN
0.251527,1.121388,NaN
1.005686,1.191904,NaN
1.451026,1.469388,NaN
2.101690,1.639365,NaN
1.976987,1.664774,NaN
1.634999,1.699503,NaN
1.027271,1.900368,NaN
0.796155,1.638696,NaN
0.511561,1.401660,NaN
0.449227,1.013019,NaN
1.143201,1.301904,NaN
2.143751,1.308487,NaN
1.894576,1.611081,NaN
1.271203,1.615211,NaN
1.943646,0.472115,NaN
1.652746,1.013694,NaN
1.433162,0.360490,NaN
1.023124,0.114097,NaN
0.314048,0.139806,NaN
0.430411,0.023107,NaN
0.574820,0.034934,NaN
0.954773,0.156061,NaN
1.178297,0.061949,NaN
0.582631,0.277765,NaN
0.383933,0.376467,NaN
0.137705,0.254182,NaN
0.321033,1.790446,NaN
0.606952,1.669317,NaN
0.202636,1.811376,NaN
0.306336,2.154531,NaN
0.133853,0.062338,NaN
0.819832,0.336122,NaN
0.788879,2.150747,NaN
0.590841,3.959135,NaN
0.061599,3.799307,NaN
0.040353,0.191107,NaN
0.230468,0.771232,NaN
0.246225,0.674183,NaN
0.345367,0.754103,NaN
0.327740,0.563869,NaN
0.330483,2.179916,NaN
0.846512,1.448143,NaN
1.356723,1.937388,NaN
2.516991,0.786423,NaN
0.879529,1.798845,NaN
0.464918,2.082021,NaN
0.583042,1.439517,NaN
1.170382,0.562588,NaN
1.328005,0.563296,NaN
1.488963,1.624823,NaN
0.562726,2.522448,NaN
1.648531,1.372578,NaN
1.562506,2.978958,NaN
2.066617,0.137144,NaN
1.746063,0.070513,NaN
1.704368,0.066335,NaN
1.247927,0.157144,NaN
0.534956,0.407676,NaN
0.091354,0.572861,NaN
2.643272,1.951564,NaN
1.547495,1.060871,NaN
1.830917,1.206804,NaN
2.698883,1.191152,NaN
2.451580,0.665827,NaN
2.513105,2.247490,NaN
2.519076,1.310763,NaN
2.220302,1.611536,NaN
2.105463,1.531302,NaN
2.188333,1.167511,NaN
2.195286,1.270534,NaN
1.965045,1.383991,NaN
1.458942,1.348398,NaN
1.451211,1.307100,NaN
1.435912,1.261772,NaN
1.491461,1.520917,NaN
2.067517,1.695317,NaN
2.201259,1.575335,NaN
2.162098,0.932746,NaN
2.217165,0.593547,NaN
2.231699,0.846608,NaN
1.830513,0.952599,NaN
1.291318,0.938842,NaN
1.192826,0.721201,NaN
1.918028,0.635514,NaN
2.821184,0.064859,NaN
4.937474,0.867170,NaN
3.780360,1.694243,NaN
5.122242,3.751541,NaN
5.271668,4.875835,NaN
5.901806,4.357191,NaN
3.912131,4.555655,NaN
2.523094,6.501532,NaN
1.420020,4.773095,NaN
1.544659,2.646129,NaN
1.455047,2.704539,NaN
1.745514,2.249288,NaN
2.465983,2.328637,NaN
2.642547,2.418900,NaN
2.587194,2.232334,NaN
1.236646,5.857669,NaN
2.901428,2.941545,NaN
6.628851,3.006567,NaN
7.526824,2.609966,NaN
8.352935,1.900068,NaN
8.862747,2.026823,NaN
10.490544,1.905122,NaN
7.890140,2.070855,NaN
8.182851,1.070793,NaN
7.611800,2.483391,NaN
8.146166,1.925950,NaN
7.917211,2.190663,NaN
7.892817,2.299584,NaN
6.339630,2.193893,NaN
5.954384,2.386407,NaN
5.689536,2.311523,NaN
4.465070,1.613712,NaN
0.863176,1.438741,NaN
0.263309,0.498104,NaN
2.951083,0.234652,NaN
3.432195,0.897572,NaN
4.160415,0.504605,NaN
3.778199,0.734392,NaN
3.166995,1.227251,NaN
2.574514,0.859677,NaN
2.796679,0.746800,NaN
2.095276,0.350075,NaN
1.420535,0.293923,NaN
0.637896,0.074767,NaN
0.433660,0.143988,NaN
0.880720,0.342337,NaN
0.230000,0.790109,NaN
0.991503,1.017821,NaN
1.178239,1.241419,NaN
1.072094,1.210770,NaN
0.551841,1.259569,NaN
0.364439,1.035410,NaN
0.594121,0.663919,NaN
0.714077,0.475085,NaN
0.763308,0.116747,NaN
0.935807,0.129877,NaN
1.079356,0.306430,NaN
0.702345,0.730207,NaN
0.611537,1.392273,NaN
0.689708,1.562181,NaN
0.697757,0.650664,NaN
0.877443,0.480138,NaN
1.978814,1.122383,NaN
2.876214,1.847327,NaN
1.775559,2.021970,NaN
1.511885,1.754555,NaN
1.855426,1.674484,NaN
2.034462,0.566914,NaN
2.187071,0.420842,NaN
2.005169,0.406313,NaN
0.337893,0.545411,NaN
0.870094,1.278919,NaN
1.542358,1.210980,NaN
0.710420,0.516183,NaN
0.466846,1.118822,NaN
0.976462,0.901099,NaN
2.067293,0.573692,NaN
1.501066,0.499474,NaN
0.811073,0.643622,NaN
0.532050,0.575613,NaN
0.015010,0.451147,NaN
0.495552,0.518880,NaN
1.377000,0.226095,NaN
2.986439,0.175053,NaN
0.534329,0.082970,NaN
1.995962,0.418389,NaN
1.291756,2.241575,NaN
0.938848,1.892938,NaN
1.536288,2.388229,NaN
2.222810,2.112144,NaN
1.750128,2.368180,NaN
1.610081,0.855664,NaN
1.722665,0.028807,NaN
1.894330,3.220643,NaN
1.987710,2.919464,NaN
1.970576,3.367913,NaN
1.961838,3.778454,NaN
2.077703,3.002270,NaN
2.053692,0.484603,NaN
1.690255,0.087888,NaN
1.099698,0.919797,NaN
0.143691,0.660306,NaN
1.841359,0.328989,NaN
0.266948,1.712939,NaN
2.086725,1.250793,NaN
1.840272,2.260938,NaN
1.842765,1.776730,NaN
0.863820,2.093517,NaN
0.258885,2.436247,NaN
1.110331,2.507706,NaN
