pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y
393.983585,591.290707,237.323105,628.081227,356.480805,564.365634,203.528948,585.342292,NaN,NaN,NaN,NaN
394.130000,590.650000,265.826046,599.033962,356.050000,564.650000,204.300000,585.950000,NaN,NaN,NaN,NaN
394.940000,590.910000,265.826046,597.664795,356.190000,565.700000,204.990000,587.380000,NaN,NaN,NaN,NaN
395.100000,590.640000,268.564380,599.033962,356.270000,566.860000,206.040000,588.840000,NaN,NaN,NaN,NaN
395.940000,590.970000,268.564380,599.033962,356.350000,568.650000,206.800000,590.320000,NaN,NaN,NaN,NaN
396.160000,590.030000,266.510630,599.033962,356.440000,570.130000,207.200000,591.910000,NaN,NaN,NaN,NaN
396.830000,590.110000,267.195213,596.295628,356.980000,570.900000,207.340000,593.030000,NaN,NaN,NaN,NaN
396.870000,589.950000,267.195213,596.295628,356.690000,570.860000,206.267282,593.557294,NaN,NaN,NaN,NaN
396.970000,589.610000,267.195213,596.295628,356.550000,571.040000,205.940000,593.960000,NaN,NaN,NaN,NaN
397.080000,588.800000,267.195213,594.241877,356.190000,571.580000,206.060000,594.310000,NaN,NaN,NaN,NaN
397.070000,588.340000,267.195213,594.241877,356.190000,571.520000,206.010000,594.430000,NaN,NaN,NaN,NaN
397.200000,588.150000,267.195213,594.241877,356.230000,571.260000,205.970000,594.250000,NaN,NaN,NaN,NaN
397.280000,587.940000,267.195213,594.241877,356.220000,570.650000,205.870000,593.720000,NaN,NaN,NaN,NaN
397.290000,587.740000,263.772296,595.611044,356.130000,569.590000,205.730000,592.780000,NaN,NaN,NaN,NaN
397.260000,587.530000,265.141463,594.241877,356.030000,568.730000,205.490000,591.870000,NaN,NaN,NaN,NaN
397.050000,587.120000,265.141463,594.241877,356.000000,567.970000,205.040000,591.250000,NaN,NaN,NaN,NaN
397.040000,587.140000,265.141463,592.872710,355.980000,567.580000,204.810000,590.910000,NaN,NaN,NaN,NaN
396.970000,587.320000,264.456879,592.872710,355.990000,567.450000,204.890000,590.600000,NaN,NaN,NaN,NaN
396.850000,587.540000,263.772296,592.872710,355.910000,567.370000,204.920000,590.610000,NaN,NaN,NaN,NaN
396.890000,587.890000,262.403129,592.872710,355.810000,567.300000,204.720000,590.770000,NaN,NaN,NaN,NaN
397.030000,587.670000,262.403129,592.872710,355.980000,567.790000,204.940000,591.040000,NaN,NaN,NaN,NaN
397.100000,587.570000,262.403129,592.872710,355.960000,567.790000,204.920000,591.020000,NaN,NaN,NaN,NaN
397.080000,587.160000,262.403129,592.872710,356.180000,568.410000,205.070000,591.220000,NaN,NaN,NaN,NaN
396.980000,587.550000,265.826046,593.557294,356.170000,568.830000,205.200000,591.730000,NaN,NaN,NaN,NaN
396.850000,588.350000,263.772296,592.872710,356.100000,568.680000,205.020000,591.620000,NaN,NaN,NaN,NaN
396.930000,588.850000,263.390000,592.180000,356.150000,568.690000,205.040000,591.630000,NaN,NaN,NaN,NaN
396.820000,589.150000,263.220000,592.480000,356.180000,568.100000,204.960000,591.020000,NaN,NaN,NaN,NaN
397.000000,589.250000,263.772296,594.926461,356.440000,568.150000,205.040000,590.830000,NaN,NaN,NaN,NaN
396.850000,589.170000,264.456879,594.241877,356.880000,567.750000,205.080000,590.860000,NaN,NaN,NaN,NaN
396.820000,589.380000,264.456879,594.241877,356.910000,567.780000,204.950000,590.630000,NaN,NaN,NaN,NaN
397.000000,589.490000,266.510630,595.611044,357.060000,568.340000,205.220000,591.000000,NaN,NaN,NaN,NaN
396.990000,589.620000,265.826046,595.611044,357.050000,568.300000,205.160000,591.070000,NaN,NaN,NaN,NaN
