pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
38.518801,-16.366793,8.173737,20.749405,-14.775920,29.851544,32.240062,-20.545761,23.665851
38.437837,-16.423273,8.053882,20.646079,-14.745930,29.494000,32.141347,-20.483507,23.664688
38.199487,-16.053684,8.244654,20.660014,-14.701251,29.533881,31.984381,-20.290505,23.595525
38.253143,-16.219845,7.993071,20.604934,-14.520517,29.159505,31.998528,-20.176518,23.426591
38.139908,-16.166990,8.054955,20.586983,-14.525958,29.117595,31.875249,-20.170803,23.407892
37.998025,-16.040757,7.874074,20.558082,-14.558895,29.057938,31.896704,-19.901976,23.152721
37.906927,-15.962213,7.640425,20.503656,-14.513147,28.791364,31.836657,-19.813007,22.920275
37.990438,-16.110024,7.393159,20.104002,-14.879921,27.554389,31.604980,-19.578444,22.568042
38.427551,-15.773198,9.657486,19.746908,-14.193217,27.737310,31.556507,-19.362825,22.527457
38.393270,-14.975460,9.848183,19.246631,-13.886701,28.474550,31.110546,-19.074085,23.390183
38.224190,-15.326356,10.280289,19.408881,-13.909103,29.143749,31.192428,-19.039535,23.786277
38.742236,-15.940509,10.112414,19.819876,-14.279904,29.383587,31.803872,-19.723883,23.714750
38.774409,-16.153447,10.145360,20.052588,-14.318141,29.360527,31.921363,-19.871725,23.868377
38.912887,-16.214388,10.085687,20.196513,-14.466246,29.494809,32.027554,-19.769845,23.861437
39.080572,-16.231482,10.083465,20.027997,-14.304256,29.393193,32.030158,-19.819530,23.786073
39.184853,-16.183925,10.165405,20.017180,-14.278073,29.738847,31.984622,-19.825015,23.763944
39.301319,-16.329159,10.298834,19.916549,-14.479462,30.100984,31.939903,-20.038538,24.114902
39.700280,-16.518493,10.419509,20.010415,-14.604262,30.619341,32.081433,-20.346942,24.360554
40.210295,-16.712527,10.546710,20.228346,-14.856323,31.533062,32.259934,-20.646863,24.607206
41.214121,-17.502589,10.125640,20.355353,-14.996014,31.728299,32.335800,-20.895182,24.918302
41.396355,-17.659316,9.982716,20.274980,-15.169842,31.483404,32.305482,-20.970991,24.817019
41.348653,-17.691449,9.912590,20.175431,-14.973646,31.435206,32.204654,-20.803789,24.719272
41.233416,-17.534118,9.777736,20.073443,-14.985269,31.371144,32.035660,-20.755959,24.751264
41.134947,-17.485092,9.824891,19.957530,-14.860392,31.549202,31.965778,-20.718489,24.801196
41.117810,-17.603183,10.004196,19.978765,-14.869587,31.543625,32.007372,-20.743037,24.770080
41.040486,-17.566597,10.060336,20.052201,-14.764313,31.706860,32.098221,-20.771521,24.738642
41.108442,-17.580847,10.041451,20.045975,-14.772348,31.696986,32.140380,-20.905456,24.869995
41.113007,-17.555608,10.081734,20.001476,-14.735307,31.745250,32.170998,-20.947339,24.817498
41.386066,-17.645167,9.980338,20.000981,-14.676949,31.828805,32.271973,-20.958013,24.811471
41.501214,-17.617393,10.043606,19.972581,-14.749196,32.055949,32.295488,-20.987353,24.771983
41.456692,-17.619619,10.376147,20.894166,-15.768439,31.357501,32.347514,-21.042095,24.699972
41.597884,-17.762145,10.553434,20.770714,-15.736920,31.569770,32.085860,-20.988443,25.276538
41.586743,-17.880313,10.355569,20.847377,-15.977996,31.844545,32.081946,-21.451378,25.610089
41.718089,-17.794478,10.152749,20.953488,-16.033490,31.787961,32.208210,-21.420326,25.626027
41.939382,-17.904534,10.007478,21.045609,-15.887791,31.668044,32.266608,-21.439236,25.604513
41.936366,-17.907792,10.012647,21.009293,-15.867171,31.685349,32.153601,-21.394840,25.654933
41.814934,-17.854040,10.077904,20.932001,-15.794727,31.789034,32.111055,-21.345832,25.723014
41.883309,-17.906558,10.008158,20.834123,-15.727792,31.876046,32.097309,-21.362518,25.695572
41.939181,-18.103450,10.057284,20.685705,-15.694228,31.908136,32.102216,-21.443874,25.576027
41.967968,-18.188898,10.284958,20.539421,-15.620971,31.997423,32.030046,-21.535226,25.418179
41.936158,-18.112663,10.407949,20.531462,-16.311860,32.540613,31.944402,-21.882220,25.448618
41.902514,-17.929330,10.682793,20.577665,-16.348045,32.828829,31.807371,-22.136477,25.659557
41.922761,-17.979757,10.955379,20.778099,-16.694321,33.908956,31.760899,-22.339052,25.699548
41.937842,-18.029287,11.241744,21.107723,-16.586565,35.525418,31.886602,-22.549164,25.720723
41.877784,-17.876055,10.946231,21.422031,-16.778054,37.253859,32.011865,-22.661041,25.563059
41.907675,-18.002626,10.753518,20.389468,-17.714811,33.174871,31.856016,-22.244384,25.553308
41.867192,-17.987523,10.761883,20.422128,-17.574903,33.387561,31.847531,-22.699246,25.743431
41.900951,-18.006195,10.744989,20.389047,-17.296745,33.104508,31.856574,-22.632565,25.769941
41.892619,-17.974500,10.789714,20.379701,-17.347011,33.049034,31.820841,-22.609261,25.803261
41.896620,-17.903061,10.905651,20.354499,-17.385355,32.997215,31.795885,-22.587185,25.829463
41.804218,-17.805621,11.043855,20.268690,-17.367171,33.003467,31.830572,-22.834255,25.871866
41.737794,-17.747316,11.130226,20.221093,-17.335007,33.051813,31.844510,-22.811278,25.912016
41.842200,-17.820295,11.032228,20.260210,-17.357021,33.019319,31.837273,-22.821660,25.888598
41.935819,-17.856475,10.995540,20.111534,-17.111965,33.017998,32.368988,-23.622871,25.465942
42.096724,-18.136914,11.269890,19.637356,-17.205550,33.591623,32.383107,-23.791565,25.637057
42.488367,-18.241035,11.313024,19.682214,-16.955380,33.623037,32.688272,-23.785487,25.689823
43.015485,-18.561787,11.429624,20.656068,-17.276016,32.587812,32.949513,-23.984915,25.743717
43.249562,-18.552844,11.522283,20.836135,-17.395937,32.615088,33.255187,-24.046648,25.695560
42.785087,-19.100392,10.964650,21.021267,-17.427141,32.507991,33.452302,-24.142236,25.573720
42.671880,-19.001818,11.067738,21.227572,-17.829065,32.595160,33.555501,-24.232549,25.450930
42.368317,-18.912468,11.158266,21.235085,-17.849957,32.890860,33.483609,-24.261116,25.398789
42.127321,-18.623546,11.216445,21.454616,-17.514127,33.288282,32.985045,-23.860957,25.874738
41.906795,-18.420889,11.154918,21.159221,-17.116043,33.747151,32.983530,-23.557562,25.733299
41.733758,-18.084114,10.954201,21.079463,-17.020908,33.470191,32.871586,-23.447755,25.852581
41.490358,-17.858057,10.900443,20.908555,-17.036324,33.414806,32.645900,-23.427475,25.861570
41.240442,-17.809086,10.932653,20.919515,-17.141159,33.603532,32.632224,-23.320364,26.028080
41.516091,-18.466478,10.632255,21.116543,-16.939452,33.595371,32.784590,-23.130488,26.022881
41.732193,-18.455041,10.372767,21.310394,-16.921771,33.644247,33.109710,-23.093940,25.760033
41.631379,-18.418740,10.424707,21.532904,-16.979027,33.595903,33.407765,-23.098409,25.445819
41.492458,-18.413024,10.397585,21.684336,-17.235909,33.894322,33.124378,-23.148622,25.787346
41.335458,-18.240424,10.303703,21.786134,-17.148397,34.051497,33.079307,-23.081072,25.963137
41.358028,-18.244453,10.270367,21.826491,-17.026368,34.221723,33.136533,-23.239383,25.881736
41.504226,-18.336118,10.147908,22.157444,-16.997830,34.667698,33.247165,-23.311982,25.814699
41.595528,-18.449006,9.998012,22.274666,-17.052977,34.576537,33.279766,-23.367695,25.721995
41.379829,-18.309058,10.187018,22.347025,-17.296047,34.550507,33.191576,-23.319451,25.778498
41.361305,-18.317770,10.170498,21.493863,-16.627683,35.413259,33.243859,-23.069044,25.836631
41.591084,-18.522932,9.883363,21.576342,-16.540211,35.267155,33.187910,-23.087211,25.802603
41.497671,-18.523960,9.869010,21.467745,-16.650038,35.423972,33.177459,-23.099041,25.774801
41.507527,-18.450798,9.983306,21.483874,-16.659434,35.434985,33.259983,-23.301520,25.827445
41.585679,-18.622845,10.074891,21.551641,-16.700846,35.385908,33.421534,-23.345968,25.779187
41.526714,-18.616657,10.104099,21.644995,-16.625765,35.475342,33.548570,-23.391972,25.726874
41.487023,-18.624654,10.092555,21.793216,-16.725442,35.399366,33.665502,-23.182145,25.721517
41.468687,-18.501702,9.919057,21.764574,-16.763777,35.327711,33.511370,-23.197230,25.677545
41.342857,-18.351758,9.748536,21.514159,-16.506232,34.329470,33.501969,-23.073849,25.524510
41.189850,-18.139118,9.726807,21.423228,-16.403900,34.470872,33.529577,-22.751186,25.329397
41.068354,-18.180921,9.611731,21.513585,-16.398009,34.277587,33.452981,-22.486692,25.388009
