pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
38.992483,-13.064579,-8.177505,25.479909,-13.222283,16.608879,34.233000,-18.547229,7.634329
38.995320,-12.872063,-8.686357,25.495439,-12.988526,16.388697,34.056385,-18.578707,6.884401
38.184286,-12.063075,-8.567916,25.570605,-13.113307,16.448939,34.016323,-17.846016,6.943511
37.510858,-11.437981,-8.491361,25.866462,-13.169438,16.841522,34.002816,-17.647585,6.152745
37.650595,-11.528351,-8.996818,25.889427,-13.548477,16.526775,34.253453,-17.830056,6.630086
37.681476,-11.536941,-9.381681,26.398412,-13.561649,16.546821,34.337233,-18.120882,6.865426
37.890378,-11.577971,-9.790499,27.009899,-13.473879,16.982088,34.493036,-18.110397,6.421928
38.974627,-11.896186,-8.327052,28.172577,-14.054566,17.954898,34.901784,-18.557832,6.096556
39.313100,-12.580149,-8.476622,28.620055,-14.713895,17.969855,35.610358,-19.151395,6.036160
39.021503,-13.428143,-9.094599,29.529651,-15.124071,16.960343,35.916675,-19.328395,6.721881
38.818962,-13.323891,-9.551340,29.910875,-15.033406,16.554260,36.342271,-18.924596,6.310081
38.780191,-13.524294,-10.002523,29.915533,-14.651969,16.257471,36.357757,-18.640439,6.034376
38.842931,-14.230294,-10.385901,29.929170,-14.626865,16.291862,36.376285,-18.531141,5.854609
38.912755,-13.369780,-10.008474,28.784885,-14.674531,15.793198,35.769040,-18.473040,6.221853
38.122247,-12.308671,-9.399027,28.211435,-14.138841,16.322941,35.599266,-18.697309,6.204112
38.027370,-11.547251,-8.512876,28.096113,-14.295790,16.221353,35.635770,-18.679004,6.574293
38.146158,-11.459975,-7.975178,27.859098,-14.180704,15.748971,35.988560,-18.755418,6.521915
38.493590,-11.745519,-7.734573,27.639440,-14.216036,16.467574,35.264035,-17.945523,6.978476
38.488894,-11.901390,-7.949630,27.321045,-14.610984,16.584174,35.243272,-18.024764,6.806607
38.167282,-11.673144,-7.631473,27.463255,-14.896721,16.856503,35.134359,-18.045781,6.753025
37.929721,-11.698813,-8.080107,26.790899,-14.463881,16.022406,34.860539,-17.762904,6.112372
38.437975,-10.902350,-7.698177,25.098586,-13.816405,16.853313,33.942534,-17.120031,6.948911
38.827643,-10.560941,-7.234361,26.154974,-13.394284,18.061631,34.107741,-17.729867,6.764410
39.655711,-10.699068,-7.483345,26.782092,-11.968498,19.048511,34.536843,-17.982758,6.441513
39.959294,-11.097905,-7.739513,26.648409,-13.704381,17.546125,34.913953,-18.193895,6.156079
