pt1_dltres,pt2_dltres,pt3_dltres
1.064394,0.390342,1.487007
1.208540,0.752185,1.193454
1.122463,0.068378,4.494637
1.089976,0.281541,1.094890
1.098528,2.767652,0.299833
0.972630,2.625971,1.035929
0.931282,2.387711,0.937957
0.938963,2.280208,0.132993
0.689825,2.039698,0.144640
0.701469,2.024252,0.064923
0.711462,1.779568,0.105896
1.034867,1.737946,0.189372
0.612306,1.640487,1.513409
0.105020,0.042963,1.387784
1.813103,0.163334,1.355271
1.826013,1.486065,1.290402
0.418567,0.056401,2.771145
0.258477,0.049430,0.419137
1.039796,0.086513,1.029800
0.973458,0.151636,1.156201
1.784148,0.291931,1.597365
2.234365,0.252809,1.470741
2.081586,0.200368,1.917893
2.029505,1.213829,1.965922
1.842448,0.156853,0.681932
2.141641,0.645931,2.476508
1.950326,0.452190,2.329707
1.307821,1.886140,1.089270
1.357724,1.895274,0.240111
0.394213,1.590741,6.918342
1.696487,0.136638,8.223385
0.454512,0.411642,5.951974
1.954692,1.856925,5.963291
2.178450,1.904693,9.475075
2.238246,1.829661,7.689907
0.672642,0.492318,7.253316
1.118369,0.427782,7.253316
1.410817,0.412521,7.218798
2.463934,1.981406,7.218798
2.159176,1.397880,7.209209
2.327350,2.105557,5.428851
1.023366,3.308654,7.460173
2.350011,1.634390,9.106633
2.373986,1.535177,9.106633
2.395338,1.676267,9.106633
2.409325,1.647171,9.106633
1.040588,1.559207,7.969673
0.997997,0.758173,5.728615
1.034262,0.095171,2.994208
2.603553,1.150069,0.745558
2.115771,1.434434,1.113924
2.282754,1.457724,1.661864
2.343300,0.095268,1.683138
1.113670,0.019049,1.701371
1.005575,1.462159,1.768260
1.000758,1.616174,2.571572
2.329518,1.546352,3.904566
1.190218,2.891938,6.839869
0.492923,2.201162,6.163202
0.887366,0.460432,6.445352
0.852943,1.023077,7.326385
2.176094,2.361101,2.686291
0.852828,1.036147,3.756144
2.166476,0.442583,5.029784
0.925102,1.128781,7.679775
0.468900,1.426734,6.889237
0.502827,0.130044,6.824109
0.253297,0.260540,7.549291
0.187957,1.820048,7.418885
1.106083,1.947796,8.743016
1.022170,2.030540,8.743016
1.154731,2.101816,7.377938
1.237690,2.152612,6.999181
1.220874,2.262799,6.999181
1.296378,2.230954,5.620911
1.327184,2.179934,4.680235
1.282288,2.191390,4.647897
1.192702,2.203769,5.978529
0.263318,2.161432,6.010981
0.384251,0.726160,6.075900
0.183688,0.660036,6.075900
0.288546,0.785273,6.108367
1.525757,0.763704,6.487345
0.098603,0.754606,7.115152
1.367423,2.251626,6.985049
2.813132,2.395857,6.952535
0.687410,1.747984,7.006164
0.892727,1.821514,6.582144
2.436663,1.768542,4.656402
1.623164,1.798836,2.374249
1.893045,1.013985,2.268223
1.467988,0.528838,2.128439
1.493712,0.031241,2.105458
1.534892,0.061917,2.097969
1.519029,1.389219,2.202233
1.537883,1.643047,0.774382
0.061504,0.085207,0.812921
1.418108,1.354155,0.829420
0.035568,1.397527,0.828919
0.073508,4.183736,0.777474
1.347214,0.002540,4.519934
0.064280,1.268982,4.777244
0.113637,2.638373,3.323317
0.061062,0.771644,3.280968
1.243010,1.695092,1.911316
0.188757,1.857720,2.139148
0.428454,3.293337,3.627390
2.250343,1.431372,2.182248
2.121725,0.137564,2.201853
2.570557,1.640778,3.615755
0.909553,1.641903,3.610991
0.788527,0.186710,3.611338
0.572340,1.285681,5.073798
0.645321,0.922211,2.265383
0.592316,0.755973,2.022198
0.732791,2.166334,1.959436
0.717121,2.175404,1.900352
0.652667,0.556041,1.832019
0.556513,0.415684,2.112260
0.761120,0.088494,0.580162
0.618632,0.089662,1.920110
0.635427,0.077920,1.845572
0.561664,0.003012,1.881739
0.670330,0.109572,0.522395
0.669544,1.398855,0.457862
0.750812,1.404338,0.499973
0.867027,1.455703,1.860938
0.466569,1.026900,0.752823
0.259340,0.820033,0.705404
0.318598,2.722996,0.888706
0.337754,2.429508,0.996867
1.154330,1.042482,1.029330
2.612112,2.541159,1.115557
2.666160,1.216149,1.183314
2.621996,2.798660,1.190182
1.220969,1.519023,1.055392
1.144886,1.584131,1.098556
0.280833,1.275640,1.175544
1.796264,0.126689,1.150202
1.816450,0.244138,1.153717
1.928769,1.327041,1.186133
1.894387,0.171253,1.223981
0.458248,2.505471,1.244227
0.301486,2.346313,0.274963
0.373327,5.331099,0.309969
0.125907,2.727337,1.117891
1.966753,2.932962,1.021200
0.653341,2.852419,0.418970
1.170422,2.864805,1.136223
2.738866,2.911344,1.159030
2.658491,2.772522,1.141998
2.495873,1.613124,1.111816
2.765613,1.641659,1.037474
1.243983,1.647835,0.998288
0.151226,1.838288,0.906281
1.781776,0.736138,0.775578
1.505830,0.764919,0.779008
2.277100,0.727258,0.845790
1.092797,0.822134,0.793324
0.849317,2.451220,0.768525
0.762819,0.942978,0.699599
0.816508,0.368892,0.596084
0.833961,2.417289,0.514834
0.883242,1.147950,0.352906
0.923237,1.140490,0.202304
1.139772,2.775662,0.099016
1.248738,2.979337,1.494480
1.422868,1.572935,1.629047
0.111096,1.696124,0.423060
2.117307,3.328214,1.902299
0.066696,1.579622,2.201367
0.225016,0.872125,2.347132
0.497788,0.246725,1.859639
1.151440,4.526725,0.567188
1.363035,3.631051,1.706741
2.787272,3.468616,0.269464
0.854836,3.119246,2.707242
0.869639,2.489382,0.165380
2.220841,1.265119,0.277132
0.408335,1.142969,0.609356
0.867822,3.238858,0.439299
0.235963,7.449443,0.617491
0.094758,4.677055,0.623823
0.010604,3.224299,0.804526
0.098699,1.478873,1.709660
0.110710,0.107496,1.790178
0.688158,1.328048,1.684109
1.643256,1.381724,1.591797
0.351322,1.289217,1.532382
1.207311,1.097119,3.088059
0.962789,0.839594,3.753106
