pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z
17.608189,-20.827703,17.520124,-7.445648,-21.917209,13.938235,3.306265,-26.696108,22.064596
17.797557,-20.817229,17.524988,-7.391268,-22.088848,13.459228,3.292663,-26.715618,22.129670
17.911721,-20.632402,17.820372,-7.676917,-21.486938,12.828684,2.811090,-25.783596,22.152538
17.005858,-20.878249,19.354738,-8.487667,-21.041986,10.792835,1.848863,-25.593913,19.277787
15.911703,-20.460302,19.912530,-8.728355,-20.279377,10.081531,1.470988,-25.301233,18.091858
15.103713,-20.439962,19.756273,-9.194116,-20.857273,9.049233,0.200976,-26.002608,17.197758
14.248264,-20.559345,20.636478,-9.513998,-20.450902,10.418035,-0.208968,-26.120425,18.623080
14.555153,-20.907614,22.204064,-9.594602,-20.938270,10.109962,-0.352109,-26.342533,18.760294
15.486013,-21.566702,21.722236,-9.363462,-20.764995,10.839131,-0.222931,-26.140804,19.076631
15.873201,-21.652742,21.625216,-8.815278,-20.743542,9.555384,-0.179549,-26.152989,19.044896
15.503913,-21.293180,22.402369,-7.178845,-18.725694,7.832925,0.850667,-25.117110,17.504436
14.884093,-20.296112,21.989853,-6.855641,-18.537627,7.301545,0.915249,-24.586746,17.156384
14.207968,-19.247184,21.450027,-7.960457,-17.984443,8.610709,0.421513,-23.770708,17.402899
13.571283,-18.441432,20.941516,-8.665864,-19.962163,8.216638,0.004984,-24.437442,18.055546
14.776242,-20.544840,20.241899,-8.105426,-18.734831,9.166034,0.033914,-25.491331,18.186802
15.988370,-20.921819,20.746894,-8.096569,-18.297483,9.150272,0.290586,-25.818232,19.433597
15.737956,-21.603674,20.399491,-9.120440,-19.368486,9.875060,0.594235,-26.349388,19.515595
15.584292,-21.878821,20.393303,-9.821600,-20.516502,10.356381,0.505915,-27.056647,20.026800
15.651409,-22.334068,20.726547,-9.632459,-20.342826,11.061390,0.617136,-27.374246,20.210589
15.887900,-21.214332,22.998382,-9.273134,-20.099166,11.496674,0.829565,-27.654814,20.501826
15.638087,-21.315219,23.377683,-9.074824,-20.112954,11.522378,0.691449,-27.097814,20.964948
16.430641,-22.089040,22.642558,-9.098795,-19.859790,11.900813,1.088450,-27.599139,21.007082
16.817679,-22.559873,22.220553,-8.063722,-19.463845,12.650310,1.609796,-27.690866,21.260974
17.223281,-22.758689,21.753263,-8.754270,-20.368623,12.488629,1.681111,-27.602653,21.386744
17.420842,-22.854400,21.560161,-8.385887,-20.485341,12.537685,1.785509,-27.545239,21.477559
17.572548,-22.938922,21.452188,-8.368287,-20.588811,12.639130,1.776425,-27.535541,21.492466
17.689224,-22.811014,21.313870,-8.582269,-20.787844,12.996262,1.803831,-27.503926,21.529947
