pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y
719.895307,373.480947,543.304051,450.507822,710.992913,317.877123,420.929691,396.667902,723.096225,317.902133,498.037445,387.773386
721.130000,373.010000,540.223426,452.561572,709.750000,318.040000,419.220163,398.377431,724.296882,316.101149,495.580000,388.000000
722.330000,371.000000,539.196550,450.507822,710.992913,317.877123,419.060000,397.980000,722.750000,315.990000,492.850000,387.990000
723.230000,370.970000,539.196550,449.480947,709.460000,318.020000,409.817757,398.377431,722.070000,313.950000,488.740000,387.990000
724.260000,370.980000,539.196550,449.480947,707.410000,318.060000,406.590000,398.000000,719.950000,313.930000,484.130000,387.990000
727.010000,371.020000,534.062174,447.427196,686.347907,315.138789,399.560586,398.377431,720.694912,314.300164,479.850000,387.970000
734.271560,375.534697,534.062174,447.427196,682.240406,317.877123,399.050000,397.980000,719.930000,313.980000,475.320000,385.930000
740.490000,378.000000,534.062174,447.427196,672.160000,322.000000,396.960000,399.900000,718.840000,312.100000,473.480000,385.980000
738.379061,367.319695,534.310000,445.040000,666.250000,316.920000,395.350000,400.010000,717.340000,310.110000,470.900000,383.960000
738.379061,361.158444,534.062174,445.373446,661.702901,319.246290,393.730000,398.030000,715.890000,307.990000,468.880000,381.950000
737.020000,356.930000,534.062174,438.185319,658.660000,318.990000,390.710000,398.010000,714.020000,306.010000,466.020000,379.920000
739.390000,356.920000,534.062174,435.104693,654.290000,319.000000,388.690000,398.000000,715.892287,306.495897,463.100000,379.920000
741.560000,356.950000,529.954673,433.050943,649.740000,317.010000,386.739123,400.086959,714.630000,304.020000,460.160000,381.960000
742.130000,356.990000,525.180000,433.030000,648.510000,316.990000,376.481952,400.086959,713.320000,302.000000,456.620000,380.000000
742.860000,356.980000,520.650000,431.030000,647.220000,317.000000,377.336716,403.506016,712.380000,302.000000,453.040000,377.940000
742.860000,356.990000,518.110000,429.000000,644.010000,317.080000,379.046245,404.360780,710.350000,302.010000,449.530000,376.000000
739.405937,357.050943,522.766546,429.970317,642.500000,313.030000,376.481952,402.651252,709.610000,300.030000,452.112336,377.867971
738.240000,355.050000,520.650000,428.000000,642.350000,308.990000,374.772424,400.086959,709.750000,298.000000,451.810000,376.020000
744.540313,345.755315,517.632170,428.943442,642.390000,306.870000,376.481952,395.813138,709.370000,294.040000,452.112336,377.867971
745.567188,344.728440,516.605295,421.755315,643.170000,304.960000,375.627188,393.248845,709.000000,290.050000,453.913320,369.763539
748.647814,341.647814,515.090000,417.910000,643.890000,301.010000,374.772424,389.829789,700.884081,282.482768,454.813813,363.460093
751.010000,339.940000,515.160000,413.990000,644.870000,298.920000,371.353367,388.120260,705.686707,279.481127,454.813813,362.559601
751.390000,338.010000,516.605295,413.540313,645.521297,297.172409,369.643838,383.846439,706.200000,276.980000,454.813813,359.858124
751.910000,336.000000,516.605295,413.540313,646.250000,298.990000,368.970000,383.960000,706.130000,277.000000,453.913320,355.355662
753.470000,333.990000,516.605295,412.513438,647.030000,298.980000,371.353367,383.846439,706.060000,274.990000,453.913320,354.455170
750.701564,333.432812,516.605295,410.459687,646.490000,299.040000,372.790000,382.020000,705.940000,274.950000,453.750000,351.970000
749.770000,332.990000,516.630000,409.920000,645.940000,299.040000,372.480000,381.990000,705.790000,274.990000,453.920000,351.840000
748.950000,332.960000,516.760000,409.920000,645.880000,297.040000,371.330000,382.040000,706.150000,275.040000,454.310000,351.950000
746.670000,334.980000,516.605295,409.432812,647.020000,294.960000,370.080000,380.040000,706.140000,275.040000,454.710000,352.010000
744.130000,337.000000,511.470919,414.567188,647.180000,292.960000,370.390000,377.960000,705.980000,275.000000,454.640000,351.980000
741.500000,339.000000,508.880000,417.100000,646.800000,293.150000,369.840000,375.970000,706.120000,277.030000,454.770000,354.000000
740.810000,341.010000,507.670000,419.040000,647.170000,293.050000,369.270000,375.920000,705.760000,277.050000,454.390000,354.000000
740.660000,341.050000,508.510000,419.000000,648.310000,291.070000,369.160000,375.910000,705.900000,277.050000,454.570000,353.980000
739.000000,343.010000,513.524669,415.594063,648.120000,288.920000,377.336716,372.734504,705.360000,277.030000,454.710000,354.010000
737.400000,343.030000,512.497794,415.594063,648.880000,293.140000,376.481952,372.734504,704.790000,276.980000,454.813813,354.455170
735.560000,343.000000,513.180000,415.850000,649.260000,293.190000,376.920000,374.930000,705.660000,278.990000,455.710000,356.040000
734.750000,344.990000,512.360000,415.990000,650.690000,293.140000,376.980000,375.030000,706.280000,281.070000,455.970000,356.020000
736.130000,347.000000,511.470919,417.647814,652.110000,292.930000,379.046245,376.153561,707.000000,281.040000,457.730000,357.990000
733.244685,349.862816,511.470919,422.782190,653.432039,294.738334,380.630000,375.890000,707.920000,282.960000,459.700000,360.020000
730.990000,352.020000,513.450000,427.010000,651.950000,298.960000,381.610000,379.980000,708.560000,286.990000,460.740000,361.990000
729.700000,354.000000,513.524669,423.809065,652.870000,301.010000,382.890000,383.790000,708.610000,289.130000,461.780000,366.020000
727.620000,356.010000,514.551544,428.943442,652.760000,302.950000,381.610537,382.991675,707.650000,291.040000,462.150000,368.070000
724.310000,358.010000,514.840000,431.030000,651.660000,302.960000,381.440000,384.960000,706.740000,292.970000,461.690000,370.010000
724.850000,359.970000,516.010000,433.030000,653.030000,303.020000,381.090000,387.000000,707.410000,294.970000,462.210000,372.020000
724.280000,360.020000,517.160000,435.020000,654.710000,302.890000,381.350000,387.030000,708.090000,295.070000,462.918244,376.967478
725.970000,359.990000,517.500000,437.000000,660.734263,305.691670,381.290000,387.070000,709.390000,294.990000,463.818736,374.266001
727.600000,360.000000,521.739671,435.104693,660.734263,310.559819,384.174830,395.813138,710.489333,298.691630,465.860000,373.950000
727.020000,361.980000,519.140973,436.422918,661.951301,317.253525,385.029594,395.813138,710.070000,301.010000,467.420000,375.960000
729.060000,362.010000,519.390000,436.070000,662.130000,323.080000,387.593887,406.070309,709.820000,304.930000,468.750000,379.950000
726.920000,362.030000,529.010000,436.010000,654.649077,329.423898,391.460000,413.970000,708.860000,308.990000,469.660000,382.030000
722.975933,362.185319,524.161252,437.792085,649.850000,335.050000,391.867708,415.472715,705.686707,311.298523,470.470000,385.930000
724.002808,373.480947,527.812364,441.899586,644.304259,336.726122,395.286765,423.165593,702.990000,314.890000,470.030000,389.970000
715.787806,368.346570,525.986808,447.376254,642.478703,336.726122,395.286765,423.165593,702.685066,317.902133,467.460000,392.010000
711.680305,372.454071,521.879307,446.919865,643.010000,337.000000,391.867708,418.891772,699.683424,319.703118,465.880000,395.910000
702.438428,377.588448,520.850000,448.910000,643.780000,332.990000,385.029594,414.617951,699.270000,322.030000,464.440000,398.020000
697.660000,380.030000,508.187636,454.678478,652.823521,326.381305,382.760000,410.980000,700.283753,322.104431,464.000000,399.910000
694.210000,382.070000,503.890000,457.030000,656.474633,323.947230,382.650000,407.000000,700.820000,322.050000,464.090000,399.920000
693.196550,380.669073,501.740000,456.970000,657.691670,320.904637,381.210000,405.010000,700.860000,322.000000,463.970000,399.970000
692.680000,380.920000,501.730000,458.980000,659.517226,317.862043,381.480000,402.980000,701.270000,321.990000,464.120000,399.960000
690.920000,382.940000,502.440000,459.010000,659.390000,318.000000,382.720000,402.980000,701.320000,321.990000,464.750000,399.910000
687.730000,383.040000,502.170000,458.970000,660.250000,319.980000,384.230000,405.000000,701.930000,323.980000,465.730000,399.880000
676.766546,383.749699,498.740000,458.820000,663.168338,317.253525,387.593887,400.086959,703.885722,323.905416,467.050000,401.940000
673.840000,384.010000,494.500000,460.990000,663.130000,314.950000,388.650000,397.980000,703.690000,325.990000,467.580000,403.950000
673.130000,385.980000,492.950000,462.990000,664.110000,312.990000,389.410000,398.000000,704.000000,328.030000,468.090000,405.950000
672.500000,386.070000,494.010000,463.040000,666.210000,310.900000,387.593887,397.522666,704.130000,328.030000,469.810000,407.960000
671.410000,386.090000,493.400000,463.040000,672.904637,311.776857,388.640000,396.010000,704.570000,328.010000,469.670000,407.990000
670.100000,386.030000,490.880000,462.970000,678.430000,311.970000,389.300000,394.130000,706.110000,328.030000,469.800000,407.940000
669.040000,387.950000,490.610000,464.970000,684.466491,312.385375,390.940000,394.030000,707.560000,328.060000,470.630000,407.970000
667.660000,388.090000,487.070000,465.150000,686.900566,312.385375,392.070000,390.060000,708.590000,330.010000,470.580000,408.000000
665.850000,388.130000,486.890000,465.060000,683.160000,313.960000,393.030000,392.060000,705.686707,331.109355,471.190000,409.940000
663.680000,390.000000,485.520000,464.980000,680.050000,318.090000,389.303415,399.232195,704.220000,332.960000,469.950000,411.990000
662.230000,390.080000,485.370000,466.950000,673.513155,323.947230,387.360000,404.980000,702.090000,335.020000,469.420000,413.990000
662.930000,390.000000,486.480000,467.080000,655.257595,328.815379,385.029594,406.925073,698.190000,337.030000,467.810000,415.980000
667.710000,389.970000,487.000000,469.080000,640.660000,337.010000,375.627188,418.891772,692.770000,339.000000,465.850000,417.980000
687.035299,386.830325,507.731247,466.544592,632.742405,344.636865,374.980000,429.040000,691.910000,340.970000,463.818736,424.693573
693.196550,384.776574,509.100414,463.806258,627.265737,350.722051,386.739123,440.260877,694.780000,342.980000,463.818736,424.693573
