pt1_cam1_X,pt1_cam1_Y,pt1_cam2_X,pt1_cam2_Y,pt2_cam1_X,pt2_cam1_Y,pt2_cam2_X,pt2_cam2_Y,pt3_cam1_X,pt3_cam1_Y,pt3_cam2_X,pt3_cam2_Y
756.647814,358.803450,656.442706,420.879797,809.018452,293.083434,588.744162,361.540449,768.970317,317.728440,613.917432,383.136689
756.950000,359.000000,656.000000,421.000000,809.000000,292.990000,589.190000,362.010000,768.970000,318.000000,614.070000,382.990000
756.990000,358.990000,656.020000,421.010000,809.050000,292.990000,589.550000,362.020000,768.980000,318.000000,614.170000,383.000000
756.940000,358.980000,656.060000,421.010000,809.230000,293.000000,591.100000,362.060000,769.090000,318.010000,614.690000,383.010000
756.900000,358.990000,656.090000,421.000000,809.510000,291.060000,592.340000,360.050000,769.220000,318.010000,615.770000,383.010000
756.880000,359.000000,656.150000,421.000000,810.240000,289.040000,594.050000,358.050000,769.170000,318.010000,615.880000,380.980000
756.890000,358.990000,656.180000,421.000000,811.020000,286.980000,595.100000,356.010000,769.020000,318.000000,616.990000,380.980000
756.870000,358.990000,656.160000,421.000000,811.072202,287.949057,595.400000,355.950000,769.060000,318.000000,616.910000,380.970000
756.870000,359.010000,656.080000,421.000000,814.152828,287.949057,593.809431,355.462126,769.180000,318.010000,617.010000,383.000000
756.840000,358.990000,656.020000,421.010000,813.780000,290.010000,592.670000,354.930000,769.220000,318.020000,615.790000,383.000000
756.860000,359.010000,655.990000,421.010000,814.010000,290.050000,591.930000,354.890000,769.160000,318.020000,615.460000,382.990000
756.900000,359.000000,656.000000,421.010000,813.960000,290.000000,592.260000,354.970000,769.130000,318.020000,615.730000,382.970000
756.930000,358.980000,655.990000,421.010000,813.970000,289.980000,592.160000,354.950000,769.120000,318.010000,615.530000,382.970000
756.930000,359.000000,655.990000,421.010000,814.010000,289.980000,592.030000,354.940000,769.130000,318.020000,615.070000,382.970000
756.920000,359.000000,656.020000,421.010000,814.090000,289.970000,591.920000,354.930000,769.140000,318.020000,616.460000,385.010000
756.910000,358.990000,656.020000,421.010000,814.020000,289.980000,591.790000,354.920000,769.150000,318.020000,616.340000,385.020000
756.890000,359.000000,656.000000,421.010000,814.100000,289.990000,592.330000,356.950000,769.070000,318.020000,616.120000,385.000000
756.900000,359.000000,655.970000,421.010000,813.610000,291.950000,593.930000,359.000000,769.050000,318.020000,616.060000,385.000000
756.930000,359.000000,655.930000,421.010000,813.180000,292.060000,595.010000,361.060000,769.010000,318.010000,615.940000,384.990000
756.930000,359.010000,655.910000,421.010000,813.250000,292.050000,595.140000,361.000000,769.010000,318.020000,615.890000,384.990000
756.870000,359.000000,655.930000,421.010000,813.340000,291.990000,595.170000,361.060000,769.070000,318.020000,616.030000,384.990000
756.950000,359.000000,655.910000,421.010000,813.380000,292.010000,595.460000,361.000000,769.080000,318.020000,616.080000,384.990000
756.920000,359.000000,655.890000,421.010000,813.430000,292.020000,596.110000,361.070000,769.070000,318.020000,616.260000,385.000000
756.900000,358.990000,655.920000,421.010000,813.240000,292.030000,594.910000,358.970000,768.980000,318.010000,616.250000,385.010000
756.910000,359.000000,655.970000,421.010000,813.360000,290.010000,593.920000,356.970000,768.950000,318.000000,616.570000,385.020000
756.790000,358.990000,656.010000,421.010000,813.230000,289.890000,593.020000,356.930000,768.950000,318.010000,616.270000,385.020000
756.860000,358.990000,655.970000,421.010000,812.840000,291.970000,592.230000,358.930000,768.970000,318.010000,615.110000,385.000000
756.850000,359.000000,655.970000,421.010000,812.560000,294.020000,592.050000,360.990000,769.000000,318.020000,614.290000,384.990000
756.890000,358.980000,655.960000,421.010000,812.100000,294.080000,592.160000,361.000000,768.970000,318.010000,614.020000,384.980000
756.910000,359.000000,656.020000,421.010000,812.350000,292.110000,592.460000,358.990000,768.910000,318.000000,615.110000,385.010000
756.930000,358.990000,656.070000,421.010000,812.500000,290.110000,593.190000,357.020000,768.820000,317.990000,615.040000,382.990000
756.950000,358.980000,656.060000,421.010000,813.180000,288.030000,593.870000,354.990000,768.750000,317.990000,615.730000,383.000000
756.880000,358.990000,656.030000,421.010000,813.900000,285.970000,594.590000,354.940000,764.862816,316.701564,616.060000,383.010000
756.890000,359.000000,655.950000,421.010000,813.770000,285.880000,594.760000,354.940000,764.862816,316.701564,616.100000,383.020000
756.880000,359.000000,655.920000,421.010000,813.780000,285.920000,594.730000,355.000000,763.835941,319.782190,616.060000,383.010000
756.880000,359.000000,655.920000,421.010000,813.920000,285.970000,595.030000,355.030000,763.835941,319.782190,616.350000,383.020000
756.790000,358.990000,655.880000,421.000000,814.090000,285.990000,595.000000,355.020000,764.050000,320.000000,616.400000,383.020000
756.800000,359.000000,655.490000,420.980000,813.760000,289.950000,594.740000,356.930000,764.170000,320.020000,615.590000,382.990000
756.800000,358.980000,654.980000,419.070000,813.410000,292.090000,594.620000,358.910000,764.220000,320.020000,614.730000,382.970000
756.790000,358.980000,654.510000,418.870000,813.070000,292.040000,593.900000,358.960000,763.835941,319.782190,615.880000,385.010000
756.860000,359.010000,654.000000,418.870000,812.880000,293.970000,592.930000,358.960000,764.150000,320.010000,615.440000,385.000000
756.870000,359.000000,653.310000,418.970000,812.850000,296.000000,592.130000,360.940000,763.835941,319.782190,615.120000,386.980000
756.840000,359.000000,653.010000,418.970000,812.540000,297.990000,591.050000,362.870000,763.990000,320.010000,616.051933,385.804814
756.570000,359.010000,652.290000,418.970000,811.770000,299.980000,590.180000,365.000000,763.770000,320.010000,614.470000,385.940000
755.800000,357.030000,651.300000,418.970000,810.790000,302.000000,591.050000,366.990000,763.510000,320.000000,613.740000,385.990000
