pt1_dltres,pt2_dltres,pt3_dltres
2.212604,0.464877,0.075290
2.395160,0.649624,0.309304
0.928019,1.878151,0.293439
0.904338,0.534305,0.327209
0.849047,2.230155,1.824754
0.786892,1.379622,0.688943
2.337229,2.594711,0.390006
2.348528,2.643653,0.739250
0.376743,1.190927,0.794204
0.663876,1.054804,0.822933
2.210454,3.361123,0.905554
1.113437,2.363050,2.203463
2.639908,1.689368,2.599800
0.668014,0.135296,3.050494
3.445693,1.668799,6.818518
0.480097,0.659190,3.998503
0.669036,2.125410,2.327516
0.888276,1.443900,2.183995
1.110098,0.915428,2.718648
1.686937,1.792121,2.641050
5.710763,0.738343,1.126714
2.836891,2.436647,1.653283
2.589139,2.458845,1.789252
4.227784,0.043892,4.627651
3.446583,1.528329,4.237033
3.950537,2.103204,5.505647
4.706763,0.399121,8.671122
3.334560,0.286011,10.189355
3.334155,1.397024,10.316431
4.365094,0.454005,3.561431
0.402385,0.004972,2.320302
1.821622,6.868549,4.897821
0.132315,1.050104,7.616449
0.726578,1.103129,10.509377
2.489669,1.732142,6.933713
1.943145,1.019862,6.067525
2.104930,2.161119,6.795569
1.980453,0.653711,4.947444
0.716036,1.561804,2.237344
0.828279,2.306028,1.527872
1.001012,0.090545,1.619272
2.364157,1.837704,0.467493
1.622697,1.960040,2.159990
3.642262,0.167659,1.690312
2.961545,0.096143,6.119951
3.318418,1.393355,6.369654
0.977579,1.182586,6.362968
2.375584,1.296434,5.826800
0.524118,1.848001,4.949071
0.042700,2.986222,0.020643
0.080701,1.848001,0.138181
0.210771,0.685131,0.249075
3.721818,0.741055,1.839297
3.588099,2.234446,1.815188
2.211678,2.353516,0.573030
2.100184,1.536488,1.607619
2.004415,0.330577,1.663421
1.104855,1.702008,1.893926
1.445132,0.221259,0.376845
1.465080,0.344446,1.681797
2.770596,0.496920,1.623817
1.231056,0.412418,1.618891
0.681629,1.164686,2.929542
2.393801,1.155718,2.993754
2.453105,1.208492,0.686206
0.317585,2.008524,1.055791
1.992727,2.077694,1.206415
0.561290,2.179933,1.319034
2.587175,0.485894,1.278293
7.068316,0.551340,2.541297
1.396602,2.043115,2.885904
1.258800,1.332927,4.200544
1.294744,2.605691,5.181130
0.080325,2.538847,8.428065
1.625017,0.277004,9.892370
0.801062,1.787071,11.174375
0.805599,2.054993,8.289570
0.713369,0.494463,8.155390
2.073048,0.036490,8.170190
2.062967,2.674496,8.237606
0.779686,3.849302,8.303902
0.702444,0.666706,11.918163
1.953610,0.536778,11.753869
1.974303,1.786573,10.860521
1.973827,0.823252,10.067944
0.643652,1.461559,10.075304
0.499157,0.079511,10.102081
0.373827,0.953887,9.404731
0.513896,1.042657,7.814804
0.441707,1.047032,3.423097
0.420558,0.296815,2.823625
1.836216,1.726694,1.206354
1.912595,0.144881,2.520681
1.964208,1.502852,2.619200
0.458393,2.920591,0.958528
0.418555,1.420117,1.857154
0.449727,1.234692,0.370066
0.947181,1.204238,0.351448
1.059412,0.127769,0.291297
1.112773,0.145559,0.452884
1.076110,0.905351,0.411061
1.037990,0.991495,0.450124
0.994081,1.085038,0.429159
1.131321,1.086053,0.382241
0.394682,0.585747,0.400887
1.954378,0.648728,0.445709
2.042622,0.779009,0.509542
1.840367,0.915985,0.414454
0.308758,0.650442,0.330760
0.337847,0.851655,0.352669
0.445536,0.552010,0.446996
0.949877,0.708017,0.441718
0.321853,2.118460,0.380932
0.445792,0.608405,0.255103
0.326234,0.714677,0.206625
1.692705,0.851764,0.119907
1.605005,0.570986,0.006692
1.570458,0.664553,0.134637
1.568141,2.057414,0.025609
0.202781,0.734246,0.100285
0.096531,0.845145,0.166084
0.006004,0.580724,0.280516
0.230708,0.573674,0.361503
0.347615,0.665940,1.985847
0.375070,0.954928,1.956026
0.333361,1.082032,2.005839
0.348867,2.572862,1.975394
0.202845,0.190534,1.897534
0.297821,2.477419,1.793254
0.269180,2.735940,0.318727
0.228589,2.794862,1.183101
1.634771,3.994175,0.191983
1.647602,2.615533,0.125116
0.219577,4.283372,0.174877
0.049042,2.394319,1.545800
1.420133,5.626142,0.092591
2.991867,0.179772,0.113305
3.894918,1.299823,0.217761
3.846830,1.272293,1.671558
3.839427,1.285673,1.674421
5.423782,1.323500,1.776110
6.909670,1.377435,1.804318
3.299425,1.264073,0.212100
3.207097,1.303611,0.165112
2.204961,0.007905,0.226600
2.330100,0.052467,0.367319
2.492146,1.519139,0.513486
3.925042,0.241785,0.550557
3.851899,1.604114,0.525436
2.413440,4.014087,0.383574
2.466259,2.918206,0.435277
2.581456,2.524234,2.001756
2.550089,2.899071,0.518020
2.586240,2.898839,0.406187
2.632809,2.914805,2.005884
1.157571,0.069957,1.990271
1.062427,0.068332,0.363921
0.992710,0.000179,1.975978
0.944415,0.064094,0.523603
1.084490,0.002792,1.029583
2.639283,2.670906,1.960709
0.972614,1.044541,0.561074
0.096118,1.845661,0.648329
0.127568,0.130126,0.719486
0.058723,0.089239,0.532615
0.086996,0.220605,0.688060
1.410853,0.208495,0.738364
0.025909,0.188480,0.834264
0.072051,0.180239,0.614954
0.013561,0.139238,0.713628
0.128494,0.132833,0.672284
0.131084,0.144736,0.623253
0.206522,0.131305,0.589261
0.111905,0.076419,0.701012
0.125214,1.622676,0.586875
0.172063,1.585115,0.732064
1.011878,1.568197,0.538389
2.468622,1.540790,1.938583
1.133194,1.473295,0.401605
0.266280,1.403291,0.459807
0.351977,1.272592,0.350276
0.415338,1.282253,0.259249
1.101438,0.422313,0.228920
2.701961,1.722661,0.263245
2.749010,0.472043,0.205684
2.715127,2.414374,0.091564
1.345305,2.249073,2.395590
0.265692,3.473403,2.155844
0.912874,5.017516,2.267407
3.011549,4.342787,0.945260
2.743426,4.324720,1.127383
2.428009,0.103985,1.279037
0.937892,0.352354,2.842130
2.157315,0.234754,2.467136
0.743236,0.071606,0.379479
0.746400,1.407435,1.651991
0.659395,1.283395,1.519587
0.741257,1.422626,1.388446
0.795427,0.069260,1.406556
0.903711,1.282109,2.776555
0.921916,0.118595,0.113839
1.042900,1.206570,1.392077
0.533942,2.696236,1.319126
2.036250,2.718951,0.267580
1.408217,1.219197,0.384019
1.101289,5.271769,0.492571
0.689421,4.028241,0.696059
2.279832,0.559809,0.867854
3.199085,0.145978,0.475257
2.706961,0.323806,1.944104
2.498560,0.082917,1.905944
2.348741,0.154975,2.777705
2.315928,0.153608,2.875728
0.992317,0.394731,1.888221
0.748634,1.763493,0.200837
1.244680,1.133425,0.290619
1.592318,4.200370,1.346633
1.838947,7.356840,3.351799
0.398276,8.732237,8.764547
0.263851,7.332734,5.678126
0.319241,7.329209,6.200395
0.492461,6.703882,5.739673
2.709055,7.139112,6.438753
2.059155,9.644833,9.563923
0.424057,4.382882,9.617842
3.479533,5.102091,4.751268
0.665415,6.683863,1.462825
0.745445,6.678508,0.042370
2.012365,6.726306,0.244226
2.130668,3.481995,1.653490
2.012962,0.680642,0.962662
1.765326,3.405096,0.305551
1.445532,2.969620,1.790357
4.721767,2.950072,5.476437
0.007426,1.953395,3.102567
1.759648,1.759851,2.014595
3.038662,4.638589,0.923983
0.622552,8.160805,2.758674
0.612881,10.417118,2.873961
8.670243,3.621894,2.929116
1.398204,4.462885,4.045964
1.466304,6.506434,1.873101
0.756229,1.564824,0.724430
0.834996,4.829899,2.870452
0.458960,1.464787,1.040961
2.139831,1.334389,2.744827
0.872684,1.290779,0.228296
0.474712,1.223334,0.281903
2.273755,6.426682,1.793957
0.732074,4.741580,0.656316
1.543051,7.998770,2.108727
2.929138,6.566334,4.078087
0.842841,1.925846,4.029207
3.568148,0.323867,1.537387
2.444529,0.004305,2.361231
0.122318,3.349563,5.610416
2.133204,9.972291,4.537151
0.335764,8.379889,3.568648
3.297849,6.127121,9.529061
1.704354,5.426959,5.147122
5.098960,0.821053,3.446225
1.175034,4.461464,2.337891
0.424855,9.521119,0.698308
0.277230,9.521713,0.641995
0.355954,8.558275,0.557231
0.187270,8.689307,0.929155
0.568481,11.313870,0.440124
1.797029,5.800138,0.953464
1.381894,6.091206,1.045406
2.706505,4.690086,2.465154
2.458816,5.714007,0.193997
0.538180,7.855562,0.178205
0.759475,9.060646,1.160724
2.178896,10.401546,3.872659
1.510297,7.701421,2.754411
0.156780,1.855911,5.888184
3.662157,4.235283,3.524875
1.967162,0.974172,3.465492
0.776629,5.949586,0.395269
0.572363,0.527061,4.481752
6.076287,0.112877,1.714682
3.494888,1.481165,2.847165
0.683268,0.652970,1.001724
0.681996,2.348109,0.354974
0.659284,2.448446,0.554385
3.415837,2.802805,1.972615
1.820757,2.639081,0.493089
2.065359,0.727924,0.784821
1.902315,0.357917,0.473378
1.888623,4.381437,1.106810
2.104317,4.879341,1.026735
0.434786,1.674463,0.740017
2.113657,2.891856,7.528909
2.934231,7.107385,1.860845
4.255458,4.747468,2.010063
0.890585,3.720844,1.236438
0.256103,0.850769,0.157070
0.046604,3.565676,0.238041
2.249105,6.683070,0.241792
1.023478,8.972963,1.207753
3.466436,9.270862,6.025615
0.247766,3.481996,7.348837
1.347953,1.112835,6.090137
1.433660,2.080207,4.923328
0.040744,1.522054,6.322281
0.022409,4.257578,7.033792
1.410746,1.201698,6.429518
0.687545,3.361851,4.824857
0.852223,2.511210,6.798513
0.944807,2.253608,4.017466
0.067965,2.259945,1.717468
0.515342,3.694123,0.210727
2.324295,1.331566,0.431798
1.256347,1.327797,0.972084
1.321237,2.751309,2.356710
1.362751,1.589700,2.345058
2.652214,0.365064,2.413572
2.832953,1.712014,0.440958
3.265627,1.820274,0.013653
3.467772,1.849694,0.051429
3.460170,2.004132,1.536062
5.109484,0.222898,1.609999
3.680692,1.393116,0.041410
3.715410,0.150637,0.077778
2.492429,0.625811,1.642809
2.605792,0.665649,0.144848
0.696665,0.874595,2.689041
0.135028,3.324738,2.800889
0.067094,2.114089,2.773338
0.486023,4.857069,2.400049
3.941194,2.278016,1.825518
1.174626,3.478891,0.149960
1.412635,3.840881,3.021844
0.341002,0.074661,1.013376
4.241529,2.337159,3.992347
5.647370,2.734643,1.916317
2.373294,2.495045,2.436842
4.936948,1.063522,1.243445
2.308000,5.055354,2.720415
0.297076,5.340360,1.498330
2.294748,0.228369,4.896350
4.335002,2.379814,9.802910
4.379037,0.771656,3.222022
6.726224,0.231302,3.534049
7.021264,2.028225,1.461581
6.862999,3.978330,2.358518
4.941173,0.889171,1.951864
5.122063,2.375149,0.252044
4.309227,1.380418,2.711028
3.429547,1.538566,1.111863
2.442853,3.429716,0.405773
5.022891,2.836261,1.084938
4.467453,2.431209,1.840301
4.326683,1.610595,4.248463
4.540465,2.741109,0.072808
4.499656,2.555968,1.497316
3.277178,3.065385,1.876693
5.916796,2.314884,2.462666
7.279097,0.570543,2.505565
6.800555,1.450469,1.845093
6.597091,2.034068,1.776744
4.651045,1.915747,1.750192
2.429781,2.489453,2.492315
4.953747,5.710494,2.399470
4.843689,6.881372,1.116387
2.142965,2.156481,1.534711
3.960515,2.243163,1.072323
1.994890,2.966438,0.532651
0.540194,3.327945,1.086612
0.703236,2.251264,1.472704
2.670455,1.228336,2.754809
4.209636,1.169667,2.481792
6.469596,3.459762,3.804091
3.453465,0.031966,0.350147
1.835662,1.344400,0.112523
3.024686,2.448816,0.325858
5.371666,2.240401,0.647847
6.090943,1.470363,1.004410
4.427815,2.552698,0.087981
4.553948,4.723992,0.051233
3.688220,1.550523,1.113665
3.968324,4.570391,0.976564
5.466571,2.706543,0.691501
1.506569,2.588634,0.502402
6.689026,2.339205,0.425775
7.343196,2.116210,0.284457
6.383934,3.044719,1.681042
3.043574,2.249713,2.125341
1.068544,3.331896,2.452510
1.582165,3.563831,0.859774
0.018295,4.323005,0.128286
0.755640,4.111222,2.769972
0.386179,2.198243,1.543222
0.031626,0.477839,0.753415
4.334435,2.094642,2.196577
0.367501,2.770869,0.682954
1.903181,1.340933,1.961904
0.930518,1.949569,0.755126
0.759519,2.176242,0.505577
0.416129,1.564752,0.633489
0.927311,1.303296,0.606229
0.938834,1.140847,1.048948
3.979898,0.279378,1.290958
0.196767,2.654627,0.244233
3.533115,5.367845,2.637764
5.198873,3.946697,2.858071
1.990757,2.597264,2.690464
4.148663,4.229753,2.077433
3.784017,3.921587,0.176117
0.270416,1.408110,2.275529
6.367683,4.161753,2.341745
8.609243,2.899613,2.101461
8.227471,1.574144,0.443350
6.718500,2.909399,1.089846
6.640017,1.790074,1.549350
7.220375,0.507585,1.715801
7.122384,1.625839,2.140420
7.864889,2.230449,1.995794
7.088116,3.286667,1.572024
6.369387,6.582384,1.137519
6.554962,4.200288,0.241577
4.496843,4.051051,2.988955
9.508567,5.883209,1.633442
5.293601,3.300493,2.865498
2.428242,4.283646,0.325157
5.922321,0.490509,2.357571
8.280503,1.933836,1.888339
6.848232,0.855106,0.097421
6.138162,0.504462,0.007414
5.981604,0.698646,1.090273
7.130747,2.035540,2.651293
5.288788,4.811435,0.420142
6.309680,5.032878,0.516162
1.855039,3.974727,0.940757
1.948523,5.212833,1.312808
2.513008,4.802683,2.444462
1.801058,3.842734,1.200629
2.367911,2.502723,2.856010
2.110587,5.812754,4.171994
0.341671,6.490217,2.229461
